,民國101年06月,,,,,,,Jun-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
051569永昌CK,1730,5000,2,0.35,0.34,0.34,0.35,6月26日,0.34,6月26日
051570永昌CL,61410,247000,21,0.25,0.25,0.25,0.3,6月20日,0.19,6月13日
051571永昌CM,168300,198000,2,0.85,0.85,0.87,0.87,6月18日,0.83,6月12日
051574永昌CQ,1368270,1988000,96,0.69,0.64,0.69,0.81,6月19日,0.4,6月1日
051575群益7G,773910,718000,38,1.08,1.05,1.04,1.21,6月18日,0.96,6月13日
051576群益7H,2200,20000,3,0.11,0.11,0.11,0.11,6月15日,0.11,6月15日
051577群益7I,706220,702000,21,1.01,0.92,0.73,1.22,6月1日,0.71,6月29日
051578群益7J,59070,163000,19,0.36,0.39,0.4,0.56,6月4日,0.28,6月12日
051579群益7K,1230410,3310000,154,0.37,0.36,0.39,0.55,6月18日,0.26,6月5日
051580群益7L,11197390,5449000,200,2.05,2.05,2.09,2.48,6月20日,1.56,6月4日
051581群益7M,403460,949000,28,0.43,0.42,0.37,0.51,6月1日,0.37,6月27日
051582群益7N,8599670,11526000,358,0.75,0.75,0.85,0.91,6月18日,0.47,6月4日
051583群益7P,1457150,2063000,50,0.71,0.78,0.89,0.96,6月18日,0.53,6月4日
0515847T永豐,165670,709000,10,0.23,0.19,0.28,0.28,6月28日,0.13,6月5日
0515857U永豐,886260,2841000,33,0.31,0.31,0.31,0.37,6月1日,0.26,6月4日
0515867X永豐,142120,561000,18,0.25,0.25,0.21,0.28,6月20日,0.21,6月28日
051587富邦37,17500,100000,2,0.18,0.18,0.19,0.19,6月18日,0.16,6月15日
051588富邦38,90600,293000,47,0.31,0.34,0.28,0.65,6月1日,0.18,6月11日
051589富邦39,11184360,8104000,300,1.38,1.37,1.6,1.76,6月25日,1.07,6月1日
051590富邦40,736240,947000,29,0.78,0.75,0.77,0.88,6月13日,0.66,6月27日
051591富邦41,129600,180000,2,0.72,0.72,0.72,0.72,6月13日,0.72,6月13日
051592富邦42,20880,48000,7,0.44,0.43,0.47,0.47,6月21日,0.39,6月5日
051593富邦43,386830,844000,305,0.46,0.47,0.42,0.52,6月18日,0.42,6月28日
051596大華EU,155490,430000,31,0.36,0.41,0.28,0.61,6月18日,0.26,6月28日
051597大華EV,3820,7000,7,0.55,0.56,0.53,0.6,6月18日,0.48,6月29日
051598大華EW,3370430,5222000,149,0.65,0.65,0.8,0.89,6月19日,0.4,6月4日
051599大華EX,15300,180000,2,0.08,0.08,0.09,0.09,6月6日,0.08,6月4日
051600中信51,23940,143000,13,0.17,0.22,0.12,0.33,6月6日,0.11,6月11日
051601富邦46,2004060,6419000,146,0.31,0.25,0.25,0.51,6月1日,0.15,6月12日
051602富邦48,3561940,3463000,74,1.03,1.11,1.19,1.29,6月21日,0.78,6月4日
051603富邦50,2328980,4054000,124,0.57,0.58,0.54,0.66,6月18日,0.51,6月4日
051604元富AK,6397720,4459000,108,1.43,1.43,1.44,1.85,6月25日,1.14,6月4日
051605元富AL,10110910,13416000,210,0.75,0.73,0.8,0.9,6月18日,0.47,6月4日
051606元富AM,3313220,3013000,222,1.1,1.1,1.16,1.29,6月20日,0.81,6月4日
051608元富AQ,13319690,20556000,244,0.65,0.64,0.48,0.84,6月12日,0.42,6月28日
051609元富AR,13533320,10553000,347,1.28,1.22,1.18,1.45,6月25日,0.98,6月15日
051610元富AS,8893060,5705000,298,1.56,1.53,1.77,1.84,6月19日,1.07,6月4日
051611元富AU,3100,17000,3,0.18,0.18,0.17,0.2,6月26日,0.17,6月28日
051612元富AV,8442300,5848000,157,1.44,1.32,1.49,1.74,6月18日,1.05,6月4日
051613元富AY,3058140,4187000,144,0.73,0.73,0.76,0.9,6月21日,0.65,6月19日
051615元富BA,6907710,4732000,186,1.46,1.51,1.66,1.88,6月22日,1,6月4日
051616大華FA,1688170,3824000,66,0.44,0.45,0.44,0.54,6月18日,0.34,6月4日
051617大華FD,854260,891000,35,0.96,0.99,0.97,1.2,6月11日,0.83,6月4日
051618大華FE,357380,1029000,23,0.35,0.36,0.3,0.43,6月1日,0.28,6月4日
051619群益7R,2932780,3582000,58,0.82,0.75,0.78,0.94,6月21日,0.58,6月4日
051620群益7S,463400,420000,38,1.1,1.12,1.22,1.41,6月1日,0.82,6月4日
051621群益7V,299660,789000,34,0.38,0.36,0.36,0.43,6月19日,0.23,6月4日
051622群益7W,2647790,5886000,93,0.45,0.45,0.48,0.55,6月21日,0.38,6月26日
051623群益7X,2469640,2178000,88,1.13,1.15,1.55,1.9,6月26日,0.85,6月13日
051624群益7Y,2107090,3381000,134,0.62,0.59,0.53,0.82,6月18日,0.42,6月4日
051625群益7Z,14738450,10174000,326,1.45,1.12,1.07,2.39,6月1日,0.7,6月8日
051626群益8A,33383260,51756000,1369,0.65,0.64,0.63,1.24,6月1日,0.4,6月11日
0516278B永豐,304000,334000,32,0.91,0.94,0.97,1.14,6月11日,0.75,6月26日
0516288C永豐,16800,40000,5,0.42,0.41,0.38,0.54,6月1日,0.33,6月19日
0516298F永豐,28500,200000,4,0.14,0.13,0.15,0.15,6月22日,0.11,6月5日
051630國泰A9,46270,195000,8,0.24,0.25,0.26,0.32,6月20日,0.17,6月11日
051632元大1J,7000,20000,1,0.35,0.35,0.35,0.35,6月20日,0.35,6月20日
051633元大1K,177440,614000,21,0.29,0.28,0.3,0.33,6月18日,0.22,6月4日
051634工銀51,42150,60000,6,0.7,0.71,0.72,0.75,6月5日,0.61,6月4日
051635工銀52,5187480,11092000,86,0.47,0.48,0.5,0.57,6月20日,0.35,6月14日
051636工銀53,1378220,5213000,94,0.26,0.26,0.35,0.37,6月18日,0.16,6月4日
051637工銀54,362840,1706000,28,0.21,0.2,0.17,0.33,6月1日,0.1,6月11日
051638工銀55,2308030,2603000,90,0.89,0.85,0.8,1.16,6月11日,0.58,6月4日
051639工銀56,71280,594000,6,0.12,0.12,0.11,0.13,6月20日,0.11,6月21日
051640中信53,1076480,8573000,253,0.13,0.11,0.09,0.24,6月1日,0.07,6月27日
051641中信54,433940,218000,32,1.99,1.8,1.83,2.55,6月18日,1.2,6月4日
051642中信55,3228930,22352000,691,0.14,0.15,0.1,0.61,6月1日,0.07,6月29日
051643亞東11,32510,228000,10,0.14,0.16,0.17,0.21,6月18日,0.12,6月26日
051644亞東12,1009790,776000,53,1.3,1.18,1.27,1.54,6月21日,0.82,6月4日
051645亞東13,60460,215000,7,0.28,0.29,0.28,0.34,6月20日,0.25,6月8日
051646亞東14,676610,1461000,26,0.46,0.46,0.38,0.56,6月21日,0.36,6月26日
051647凱基DW,1138540,5535000,127,0.21,0.2,0.1,0.3,6月11日,0.1,6月29日
051648凱基DX,1470480,1399000,93,1.05,1.02,1.06,1.3,6月18日,0.82,6月4日
051650統一G7,89390,197000,14,0.45,0.51,0.55,0.59,6月22日,0.37,6月4日
051651統一G8,12150,62000,12,0.2,0.21,0.19,0.31,6月1日,0.11,6月11日
051652統一G9,8808440,10231000,488,0.86,0.87,0.9,1.12,6月13日,0.67,6月4日
051653元富BR,68900,69000,15,1,0.97,1.04,1.12,6月21日,0.8,6月26日
051655元富BT,356990,438000,43,0.82,0.82,0.9,1.04,6月25日,0.58,6月4日
051656元富BU,7166300,10178000,170,0.7,0.69,0.72,0.9,6月1日,0.5,6月13日
051657元富BW,3658980,10445000,190,0.35,0.3,0.33,0.45,6月22日,0.21,6月8日
051658元富BX,3303910,3613000,83,0.91,0.92,0.97,1.09,6月18日,0.66,6月4日
051659元富BY,4108920,7037000,126,0.58,0.59,0.6,0.73,6月18日,0.38,6月4日
051660元富BZ,4564610,8655000,186,0.53,0.47,0.5,0.69,6月21日,0.28,6月4日
051661元富CA,6278000,9055000,130,0.69,0.71,0.41,0.96,6月7日,0.37,6月29日
051662元富CB,399880,264000,19,1.51,1.4,1.65,2.1,6月26日,0.9,6月14日
051663元富CC,357130,356000,23,1,0.96,1.09,1.23,6月18日,0.75,6月5日
051664元富CD,205930,271000,33,0.76,0.77,0.77,0.86,6月20日,0.71,6月27日
051665元富CF,540620,3476000,115,0.16,0.17,0.18,0.36,6月1日,0.09,6月11日
051666元富CH,126050,450000,7,0.28,0.29,0.32,0.32,6月21日,0.26,6月4日
051667元富CL,171700,191000,15,0.9,0.93,0.88,1.04,6月1日,0.85,6月28日
051668元富CM,548730,1429000,377,0.38,0.31,0.17,0.54,6月1日,0.16,6月29日
051669元富CN,139190,891000,11,0.16,0.16,0.24,0.24,6月19日,0.12,6月8日
051670兆豐3Z,17590,33000,16,0.53,0.5,0.5,0.6,6月19日,0.42,6月6日
051671兆豐4A,815150,1628000,51,0.5,0.5,0.5,0.58,6月20日,0.38,6月4日
051672兆豐4B,56200,200000,9,0.28,0.27,0.25,0.32,6月20日,0.23,6月14日
051673兆豐4C,2218040,5922000,132,0.37,0.35,0.36,0.49,6月18日,0.25,6月8日
051674兆豐4D,1252020,2556000,69,0.49,0.5,0.53,0.61,6月18日,0.38,6月4日
051675兆豐4E,78200,210000,8,0.37,0.37,0.37,0.41,6月18日,0.31,6月5日
051676兆豐4F,30120,496000,33,0.06,0.08,0.08,0.16,6月1日,0.04,6月8日
051677兆豐4G,183810,575000,13,0.32,0.31,0.31,0.39,6月18日,0.23,6月14日
0516788H永豐,136310,375000,5,0.36,0.37,0.35,0.38,6月21日,0.35,6月29日
051679元大1N,2894430,2063000,156,1.4,1.49,1.58,2.06,6月25日,0.98,6月4日
051680元大1P,1441000,4087000,68,0.35,0.31,0.35,0.42,6月25日,0.22,6月5日
051681元大1Q,288080,551000,46,0.52,0.51,0.49,0.59,6月18日,0.46,6月11日
051682富邦51,260850,361000,29,0.72,0.75,0.87,0.93,6月25日,0.52,6月4日
051683富邦53,285530,541000,4,0.53,0.52,0.53,0.53,6月22日,0.49,6月12日
051685富邦55,15400,30000,3,0.51,0.51,0.59,0.59,6月15日,0.45,6月4日
051686富邦56,237260,536000,8,0.44,0.45,0.45,0.48,6月15日,0.42,6月11日
051687富邦57,554400,990000,2,0.56,0.56,0.56,0.56,6月21日,0.56,6月21日
051688富邦58,2771480,2909000,107,0.95,1.11,1.15,1.44,6月18日,0.79,6月28日
051689國泰02,2193190,1963000,54,1.12,1.1,1.07,1.29,6月7日,0.96,6月26日
051690中信56,3087510,3523000,73,0.88,0.81,0.91,1,6月21日,0.53,6月4日
051691中信57,1824760,1442000,76,1.27,1.24,1.06,1.83,6月18日,0.88,6月4日
051692凱基DZ,7739300,5309000,192,1.46,1.39,1.5,1.72,6月1日,1.14,6月4日
051693凱基EB,55240,179000,4,0.31,0.28,0.25,0.36,6月1日,0.24,6月4日
051694凱基EC,85500,450000,9,0.19,0.19,0.17,0.25,6月1日,0.15,6月4日
051695日盛ZU,393820,1068000,55,0.37,0.36,0.34,0.76,6月1日,0.2,6月11日
051696日盛ZW,9677370,7713000,372,1.25,1.29,1.29,1.7,6月18日,0.88,6月4日
051697日盛ZY,2532180,1621000,80,1.56,1.46,1.39,1.89,6月18日,1.1,6月4日
051698國票GG,2024650,3376000,46,0.6,0.61,0.63,0.73,6月18日,0.49,6月27日
051699國票GH,380600,409000,40,0.93,0.88,0.52,1.14,6月11日,0.49,6月29日
051700國票GJ,628390,992000,16,0.63,0.62,0.63,0.65,6月26日,0.58,6月27日
051701國票GK,336770,539000,10,0.62,0.63,0.62,0.75,6月25日,0.49,6月6日
051702大華FH,3057560,1306000,111,2.34,2.18,2.05,2.89,6月1日,1.8,6月26日
051703大華FI,5130,10000,3,0.51,0.51,0.52,0.53,6月18日,0.49,6月19日
051704大華FJ,902170,2825000,78,0.32,0.32,0.23,0.42,6月19日,0.23,6月28日
051705大華FK,3199130,3004000,88,1.06,0.95,0.94,1.24,6月18日,0.65,6月4日
051706大華FL,12507610,9554000,388,1.31,1.3,1.51,1.68,6月25日,1.02,6月14日
051707大華FM,585300,1296000,27,0.45,0.45,0.5,0.51,6月22日,0.27,6月4日
051708康和FI,624090,2021000,432,0.31,0.32,0.2,0.52,6月1日,0.2,6月27日
051709群益8C,5290990,3236000,222,1.64,1.62,1.7,2.11,6月18日,1.2,6月4日
051712群益8F,5566890,5117000,129,1.09,1.04,1.09,1.3,6月21日,0.78,6月14日
051713群益8G,2846650,1707000,145,1.67,1.69,1.76,2.33,6月25日,1.14,6月4日
051714群益8H,5418370,12024000,225,0.45,0.44,0.5,0.58,6月22日,0.32,6月4日
051715元大1T,343890,3362000,52,0.1,0.11,0.1,0.13,6月21日,0.08,6月29日
051716元大1U,6462880,6535000,227,0.99,1.02,1.09,1.22,6月18日,0.8,6月4日
051717元大1V,5208300,4290000,119,1.21,1.16,1.14,1.36,6月18日,0.84,6月4日
051718元大1W,632490,999000,72,0.63,0.72,0.97,1.46,6月26日,0.53,6月12日
051719元大1X,5505740,7740000,114,0.71,0.68,0.73,0.82,6月1日,0.54,6月13日
05171P元大GQ,54220,28000,4,1.94,1.94,1.94,1.97,6月4日,1.93,6月4日
051720元大1Y,874720,3679000,74,0.24,0.23,0.2,0.31,6月20日,0.17,6月12日
051721元富CT,189610,478000,34,0.4,0.4,0.38,0.49,6月1日,0.31,6月8日
051722元富CU,219560,499000,1,0.44,0.44,0.44,0.44,6月8日,0.44,6月8日
051723元富CW,144100,110000,6,1.31,1.19,1.23,1.46,6月1日,1,6月4日
051724元富CX,117100,1050000,12,0.11,0.11,0.15,0.15,6月20日,0.07,6月11日
051725元富CY,2311490,4196000,116,0.55,0.57,0.57,0.68,6月18日,0.46,6月4日
051726元富CZ,530,2000,2,0.26,0.26,0.24,0.29,6月22日,0.24,6月26日
051727元富DA,2003540,2418000,100,0.83,0.8,0.89,1,6月1日,0.64,6月4日
051728元富DB,2079130,5648000,112,0.37,0.35,0.35,0.43,6月18日,0.27,6月4日
051729元富DC,4109130,4300000,118,0.96,0.97,1.01,1.16,6月18日,0.79,6月26日
051730元富DD,26253720,35735000,1187,0.73,0.76,0.82,0.94,6月1日,0.58,6月4日
051731凱基EE,100330,222000,26,0.45,0.4,0.39,0.53,6月18日,0.3,6月4日
051732凱基EF,2135400,5194000,91,0.41,0.39,0.39,0.54,6月20日,0.27,6月4日
051733凱基EG,2244000,19080000,318,0.12,0.12,0.15,0.19,6月1日,0.09,6月14日
051734凱基EH,3200460,9938000,221,0.32,0.31,0.4,0.45,6月18日,0.17,6月4日
051735群益8M,2783900,1841000,121,1.51,1.48,1.43,1.82,6月20日,1.12,6月4日
051736群益8N,762410,736000,30,1.04,1.02,1.2,1.2,6月28日,0.83,6月26日
051737群益8P,623600,475000,55,1.31,1.33,1.64,1.76,6月25日,1.09,6月4日
051738群益8R,14300,95000,5,0.15,0.15,0.14,0.18,6月18日,0.13,6月26日
051739群益8S,110540,561000,18,0.2,0.16,0.13,0.35,6月1日,0.1,6月15日
051740群益8T,32347800,32858000,967,0.98,0.97,1,1.7,6月1日,0.64,6月11日
051741群益8U,3641630,2494000,162,1.46,1.45,1.04,1.74,6月7日,0.97,6月29日
051742群益8V,362330,564000,18,0.64,0.64,0.59,0.77,6月18日,0.56,6月27日
051743群益8W,6800,20000,1,0.34,0.34,0.34,0.34,6月8日,0.34,6月8日
0517448L永豐,8844220,14128000,408,0.63,0.64,0.67,0.88,6月20日,0.42,6月4日
0517458M永豐,3343420,5666000,185,0.59,0.54,0.52,0.71,6月19日,0.35,6月4日
0517468N永豐,415720,2263000,40,0.18,0.19,0.2,0.43,6月1日,0.11,6月12日
0517478P永豐,166340,754000,10,0.22,0.23,0.25,0.27,6月22日,0.15,6月4日
0517488R永豐,40100,65000,4,0.62,0.59,0.64,0.64,6月20日,0.56,6月1日
051749日盛02,24700,45000,3,0.55,0.5,0.45,0.7,6月6日,0.34,6月11日
051750統一H6,425090,409000,32,1.04,1,1,1.28,6月18日,0.7,6月4日
051751統一H9,81210,57000,8,1.42,1.64,2.02,2.1,6月25日,1.29,6月5日
051752富邦60,131700,1100000,13,0.12,0.12,0.12,0.12,6月29日,0.11,6月19日
051753中信58,8371300,3476000,191,2.41,2.29,2.19,3.39,6月25日,1.42,6月4日
051754中信59,8524510,5990000,262,1.42,1.35,1.27,2.95,6月1日,0.93,6月27日
051755中信60,16278970,7879000,534,2.07,2.56,1.35,3.85,6月7日,1.22,6月29日
051756中信61,1831750,690000,36,2.65,2.55,2.3,3.05,6月20日,2.2,6月27日
051757中信62,10697470,5938000,335,1.8,1.85,2.12,2.64,6月19日,1.07,6月4日
051758工銀59,1551560,5172000,234,0.3,0.32,0.37,0.42,6月20日,0.22,6月4日
051759工銀60,35160,103000,12,0.34,0.34,0.31,0.39,6月18日,0.3,6月29日
051760工銀61,165790,225000,18,0.74,0.76,0.71,1,6月1日,0.61,6月15日
051761工銀62,1031580,981000,31,1.05,1.04,1.33,1.35,6月25日,0.85,6月1日
051762工銀63,182350,416000,6,0.44,0.45,0.47,0.53,6月1日,0.38,6月4日
051763工銀64,468080,677000,31,0.69,0.67,0.62,0.75,6月22日,0.58,6月5日
051764元大1Z,2787830,4693000,105,0.59,0.6,0.64,0.7,6月18日,0.5,6月4日
051765元大2A,8528540,7044000,185,1.21,1.2,1.31,1.53,6月18日,1.01,6月26日
051766元大2B,2387620,1620000,152,1.47,1.45,1.57,2.15,6月12日,0.9,6月4日
051768元大2D,668910,4247000,118,0.16,0.17,0.17,0.24,6月20日,0.11,6月8日
051769臺銀02,202290,2319000,38,0.09,0.09,0.11,0.12,6月1日,0.06,6月8日
051770第一1Q,244490,390000,22,0.63,0.61,0.61,0.66,6月19日,0.52,6月5日
051772元大2M,111650,2184000,29,0.05,0.06,0.04,0.06,6月18日,0.04,6月26日
051773元大2N,123090,462000,12,0.27,0.27,0.25,0.29,6月19日,0.24,6月27日
051774元大2P,587880,378000,32,1.56,1.54,1.52,1.72,6月20日,1.42,6月27日
051775元大2Q,715750,726000,54,0.99,1,1,1.24,6月20日,0.7,6月4日
051776元大2R,2574320,7601000,219,0.34,0.33,0.35,0.64,6月1日,0.2,6月8日
051777元大2S,5231000,5763000,193,0.91,0.9,0.86,1.14,6月18日,0.77,6月4日
051778元大2T,2396490,2435000,86,0.98,0.94,1.01,1.1,6月18日,0.68,6月4日
051779元大2U,5062760,4716000,993,1.07,1.09,1.17,1.25,6月21日,0.81,6月4日
051780元大2V,819860,1131000,61,0.72,0.65,0.78,0.83,6月25日,0.42,6月8日
051781元富DM,1310330,2536000,1117,0.52,0.58,0.57,0.68,6月15日,0.44,6月4日
051782元富DN,923180,1582000,24,0.58,0.59,0.64,0.67,6月1日,0.55,6月18日
051783元富DP,4078160,2588000,146,1.58,1.53,1.65,1.86,6月1日,1.2,6月4日
051784元富DQ,139880,199000,33,0.7,0.72,0.75,0.84,6月18日,0.58,6月4日
051785元富DR,23620,25000,7,0.94,0.91,1.04,1.07,6月19日,0.76,6月1日
051786元富DS,40840,122000,9,0.33,0.33,0.38,0.38,6月22日,0.23,6月4日
051787元富DT,143760,258000,102,0.56,0.6,0.66,0.7,6月19日,0.44,6月4日
051788元富DV,451850,1102000,29,0.41,0.42,0.47,0.54,6月21日,0.33,6月6日
051789元富DX,2053020,3310000,152,0.62,0.58,0.53,0.73,6月1日,0.51,6月4日
051790凱基EJ,3500950,3797000,129,0.92,0.97,1,1.16,6月18日,0.65,6月4日
051791凱基EK,139780,426000,6,0.33,0.33,0.34,0.35,6月20日,0.3,6月7日
051792凱基EM,13452020,10490000,345,1.28,1.31,1.24,1.8,6月13日,0.94,6月28日
051793中信63,39000,200000,4,0.2,0.2,0.22,0.22,6月14日,0.17,6月12日
051794中信64,585070,641000,27,0.91,0.87,0.65,1.13,6月1日,0.64,6月28日
051795兆豐4H,265700,410000,12,0.65,0.65,0.68,0.68,6月21日,0.61,6月21日
051796兆豐4J,467520,1554000,37,0.3,0.3,0.29,0.38,6月5日,0.22,6月18日
051797兆豐4K,315460,962000,37,0.33,0.34,0.32,0.44,6月18日,0.23,6月5日
051798兆豐4L,4344990,3414000,38,1.27,1.23,1.21,1.39,6月20日,1.04,6月1日
051799兆豐4M,227850,312000,10,0.73,0.71,0.75,0.75,6月25日,0.67,6月12日
051800兆豐4N,223490,1743000,23,0.13,0.14,0.14,0.18,6月1日,0.11,6月4日
051801兆豐4P,83720,137000,11,0.61,0.58,0.57,0.74,6月25日,0.48,6月13日
051802兆豐4Q,322480,1002000,51,0.32,0.35,0.44,0.44,6月20日,0.24,6月4日
051803兆豐4R,465920,1766000,70,0.26,0.25,0.28,0.35,6月18日,0.17,6月5日
051804兆豐4S,77680,284000,18,0.27,0.27,0.3,0.32,6月18日,0.21,6月11日
051805永昌CR,145530,594000,103,0.24,0.24,0.21,0.28,6月19日,0.21,6月28日
051806永昌CS,48800,80000,1,0.61,0.61,0.61,0.61,6月14日,0.61,6月14日
051807永昌CT,3860,34000,3,0.11,0.13,0.17,0.17,6月21日,0.11,6月6日
051809永昌CV,63400,110000,4,0.58,0.49,0.59,0.59,6月18日,0.4,6月4日
051810永昌CW,91340,98000,12,0.93,0.94,1.05,1.05,6月20日,0.76,6月4日
051811大眾5P,1288490,1699000,670,0.76,0.79,0.74,0.9,6月19日,0.67,6月15日
051812大眾6P,131070,813000,95,0.16,0.16,0.17,0.17,6月29日,0.16,6月29日
051813大眾7P,78500,60000,3,1.31,1.32,1.38,1.38,6月18日,1.26,6月14日
051814富邦61,5879630,15720000,390,0.37,0.38,0.42,0.71,6月1日,0.24,6月11日
051815富邦62,276440,728000,48,0.38,0.38,0.35,0.68,6月1日,0.25,6月12日
051816富邦64,726490,970000,31,0.75,0.76,0.86,0.96,6月1日,0.62,6月4日
051818富邦67,7339780,8929000,742,0.82,0.86,0.67,1.14,6月18日,0.6,6月29日
051819富邦68,429060,1703000,34,0.25,0.26,0.19,0.35,6月1日,0.19,6月27日
051820富邦71,4750,12000,3,0.4,0.32,0.42,0.42,6月21日,0.15,6月8日
051821富邦72,1400020,1830000,73,0.77,0.73,0.71,0.95,6月18日,0.49,6月4日
051823統一J2,1820270,3017000,138,0.6,0.58,0.48,0.78,6月19日,0.44,6月27日
051824統一J3,53040,128000,3,0.41,0.42,0.39,0.49,6月21日,0.37,6月19日
0518258U永豐,161000,800000,14,0.2,0.19,0.19,0.24,6月1日,0.16,6月14日
0518268V永豐,201890,1641000,38,0.12,0.14,0.14,0.19,6月21日,0.1,6月12日
0518278W永豐,435830,1511000,24,0.29,0.32,0.35,0.4,6月1日,0.22,6月4日
0518288Z永豐,197930,606000,35,0.33,0.32,0.25,0.42,6月19日,0.25,6月29日
0518299A永豐,1382800,2253000,40,0.61,0.57,0.53,0.69,6月25日,0.48,6月15日
0518309B永豐,512480,883000,74,0.58,0.55,0.44,0.74,6月4日,0.43,6月25日
0518319D永豐,6883720,11222000,354,0.61,0.59,0.67,0.76,6月22日,0.43,6月4日
0518329E永豐,509220,1063000,33,0.48,0.44,0.48,0.54,6月22日,0.28,6月4日
0518339F永豐,3220,12000,4,0.27,0.28,0.29,0.36,6月21日,0.22,6月4日
0518349G永豐,51100,140000,2,0.36,0.36,0.34,0.39,6月11日,0.34,6月12日
0518359H永豐,259380,792000,12,0.33,0.33,0.28,0.38,6月20日,0.28,6月28日
0518369I永豐,96000,160000,5,0.6,0.6,0.55,0.63,6月20日,0.55,6月28日
0518379J永豐,355160,742000,22,0.48,0.46,0.34,0.57,6月13日,0.33,6月27日
0518389K永豐,4600,20000,2,0.23,0.23,0.23,0.23,6月28日,0.23,6月28日
0518399L永豐,681870,1404000,26,0.49,0.56,0.59,0.84,6月25日,0.38,6月4日
0518409M永豐,46000,100000,2,0.46,0.46,0.42,0.5,6月22日,0.42,6月26日
0518419N永豐,38970,456000,6,0.09,0.09,0.11,0.11,6月14日,0.08,6月12日
0518429P永豐,250860,458000,14,0.55,0.54,0.5,0.62,6月18日,0.49,6月13日
051844群益8Z,38330,130000,19,0.29,0.3,0.36,0.42,6月28日,0.18,6月4日
051845群益9A,19900,40000,3,0.5,0.5,0.48,0.52,6月25日,0.48,6月26日
051846群益9F,65990,130000,2,0.51,0.5,0.5,0.51,6月19日,0.5,6月19日
051847群益9G,13097490,8559000,141,1.53,1.47,1.4,1.72,6月18日,1.06,6月4日
051848大華FS,149380,284000,8,0.53,0.55,0.52,0.63,6月18日,0.46,6月25日
051849大華FT,281720,1698000,31,0.17,0.16,0.17,0.25,6月1日,0.13,6月4日
051850大華FU,48070,198000,47,0.24,0.23,0.25,0.25,6月14日,0.21,6月11日
051851元富DY,39710,129000,11,0.31,0.31,0.4,0.4,6月29日,0.17,6月4日
051852元富DZ,175620,347000,47,0.51,0.51,0.58,0.67,6月18日,0.3,6月5日
051853元富EA,850020,1079000,39,0.79,0.82,0.7,0.99,6月20日,0.67,6月4日
051854元富ED,4088580,7604000,245,0.54,0.49,0.34,0.85,6月1日,0.33,6月28日
051855元富EE,46750,75000,5,0.62,0.57,0.49,0.7,6月18日,0.49,6月29日
051856元富EF,4009780,5432000,121,0.74,0.65,0.81,0.84,6月28日,0.42,6月4日
051857凱基ER,12716410,12509000,355,1.02,0.97,0.92,1.38,6月18日,0.61,6月4日
051858凱基ES,637930,920000,52,0.69,0.68,0.59,0.86,6月18日,0.59,6月26日
051859凱基ET,352970,238000,15,1.48,1.5,1.6,1.77,6月18日,1.25,6月4日
051860凱基EU,510690,5095000,83,0.1,0.1,0.11,0.2,6月1日,0.08,6月26日
051861國泰04,102120,598000,14,0.17,0.18,0.15,0.23,6月18日,0.14,6月29日
051862國泰05,13992110,14444000,287,0.97,0.93,1.04,1.26,6月20日,0.47,6月4日
051863國泰06,2561050,4298000,132,0.6,0.71,0.74,1.4,6月1日,0.41,6月11日
051864中信66,4027210,2578000,206,1.56,1.38,1.67,6.15,6月25日,0.96,6月14日
051865中信67,74880,36000,2,2.08,2.08,2.02,2.14,6月26日,2.02,6月27日
051866日盛06,964510,675000,28,1.43,1.44,1.79,1.96,6月25日,1.03,6月4日
051867日盛07,18398320,4198000,205,4.38,4.72,4.9,6.65,6月25日,3.28,6月4日
051868日盛08,10744610,9813000,137,1.09,1.03,1.08,1.26,6月14日,0.67,6月4日
051869富邦73,296380,303000,13,0.98,0.92,0.78,1.01,6月21日,0.78,6月28日
051870富邦74,143830,205000,3,0.7,0.81,0.7,0.96,6月1日,0.7,6月21日
051871富邦75,8810,18000,7,0.49,0.49,0.49,0.52,6月18日,0.47,6月19日
051872富邦76,7814030,6550000,315,1.19,1.16,1.34,1.43,6月1日,0.94,6月4日
051873富邦77,5035470,6071000,192,0.83,0.85,0.91,1.48,6月1日,0.67,6月4日
051874富邦78,1469740,1931000,168,0.76,0.78,0.79,0.95,6月14日,0.61,6月27日
051875富邦79,4851560,7141000,514,0.68,0.66,0.52,0.84,6月13日,0.41,6月26日
051876富邦81,53900,220000,4,0.24,0.24,0.22,0.27,6月21日,0.22,6月22日
051877富邦82,192710,497000,12,0.39,0.41,0.4,0.51,6月5日,0.35,6月13日
051878富邦83,1122190,1837000,77,0.61,0.61,0.6,0.76,6月18日,0.48,6月4日
051879富邦84,13562710,18975000,435,0.71,0.69,0.8,0.88,6月22日,0.5,6月4日
051880大華FV,29130,228000,3,0.13,0.12,0.15,0.15,6月18日,0.08,6月4日
051881大華FW,125600,290000,6,0.43,0.45,0.42,0.49,6月18日,0.39,6月27日
