,民國101年06月,,,,,,,Jun-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
053027工銀D3,230740,309000,57,0.75,0.77,0.7,0.81,6月8日,0.7,6月22日
053028CS永豐,140140,137000,18,1.02,1.01,0.94,1.14,6月18日,0.88,6月26日
053029CT永豐,3159430,3194000,47,0.99,1.04,1.19,1.23,6月18日,0.87,6月8日
053031CV永豐,953550,1140000,28,0.84,0.82,0.86,0.91,6月20日,0.68,6月14日
053033群益DF,2105540,747000,68,2.82,3.02,2.85,3.58,6月25日,2.45,6月13日
053034凱基KU,762760,644000,28,1.18,1.06,0.91,1.41,6月13日,0.73,6月26日
053035凱基KV,7255960,6533000,121,1.11,1.09,1.11,1.35,6月18日,0.92,6月12日
053036元富LK,4678330,1601000,102,2.92,2.72,2.75,3.41,6月25日,2.12,6月12日
053037元富LL,17310730,6343000,130,2.73,2.63,2.5,3.37,6月25日,2.46,6月29日
053038元富LM,2630870,1858000,31,1.42,1.56,1.18,2.24,6月19日,1.09,6月29日
053039元富LN,3465240,1852000,75,1.87,1.86,1.84,2.14,6月19日,1.59,6月26日
053040元富LP,3369870,1140000,49,2.96,2.98,3,3.25,6月18日,2.53,6月26日
053041元富LQ,4230840,1659000,70,2.55,2.4,2.04,2.9,6月19日,1.97,6月28日
053042元富LR,832200,565000,37,1.47,1.47,1.4,1.85,6月19日,1.28,6月28日
053043元富LS,16640,19000,4,0.88,0.85,0.91,0.91,6月29日,0.82,6月27日
053044元富LT,1374120,1449000,44,0.95,0.95,1.12,1.14,6月21日,0.76,6月14日
053045康和GK,1494480,1108000,23,1.35,1.36,1.29,1.49,6月20日,1.27,6月27日
053046元大H9,2560290,2182000,82,1.17,1.12,1.02,1.25,6月21日,1,6月29日
053047大展K2,1405750,1080000,63,1.3,1.24,1.11,1.43,6月18日,1.11,6月29日
053048大展K3,564570,578000,50,0.98,0.97,0.65,1.24,6月11日,0.64,6月29日
053049大展K4,562200,460000,21,1.22,1.19,1.05,1.32,6月21日,1.05,6月26日
053051大展K6,422120,374000,26,1.13,1.13,1.14,1.24,6月20日,1,6月15日
053053CZ永豐,922740,1176000,76,0.78,0.78,0.77,0.92,6月20日,0.71,6月26日
053054DA永豐,6421280,10191000,409,0.63,0.69,0.47,1.06,6月12日,0.43,6月28日
053055DB永豐,2620340,4137000,116,0.63,0.62,0.63,1.13,6月13日,0.52,6月15日
053056DC永豐,316590,358000,23,0.88,0.83,0.91,0.97,6月22日,0.65,6月15日
053057DG永豐,36400,30000,3,1.21,1.21,1.22,1.22,6月25日,1.2,6月20日
053058凱基KW,5420430,7097000,111,0.76,0.87,0.77,1.06,6月18日,0.69,6月29日
053059凱基KX,7723230,5906000,193,1.31,1.52,1.79,2.11,6月20日,1,6月11日
053060凱基KY,541240,365000,36,1.48,1.51,1.62,1.8,6月25日,1.15,6月14日
053061凱基KZ,166300,155000,7,1.07,1.06,0.95,1.18,6月18日,0.95,6月26日
053062元富LC,97100,116000,3,0.84,0.84,0.85,0.85,6月29日,0.82,6月25日
053064元富LE,1079220,1588000,44,0.68,0.64,0.51,0.83,6月13日,0.45,6月26日
053065元富LF,4083190,4829000,92,0.85,0.87,0.85,1.05,6月21日,0.7,6月12日
053066元富LG,42550,54000,7,0.79,0.78,1.01,1.01,6月29日,0.67,6月8日
053067元富LH,628000,1263000,25,0.5,0.52,0.63,0.71,6月21日,0.4,6月12日
053068元富LV,3606500,1596000,18,2.26,2.26,2.24,2.6,6月13日,2.11,6月25日
053069日盛80,1449310,1885000,41,0.77,0.79,0.76,1.06,6月19日,0.59,6月28日
053070日盛82,1573760,1696000,39,0.93,0.88,0.92,0.99,6月28日,0.76,6月12日
053071日盛83,70670,74000,15,0.96,0.96,0.75,1.23,6月20日,0.69,6月8日
053072DH永豐,434950,429000,15,1.01,0.95,0.96,1.09,6月21日,0.76,6月13日
053075DK永豐,406180,472000,24,0.86,0.84,0.87,0.91,6月14日,0.75,6月26日
053076DL永豐,89320,109000,8,0.82,0.81,0.98,0.98,6月29日,0.72,6月21日
053077DM永豐,1604850,2292000,46,0.7,0.68,0.73,0.74,6月20日,0.58,6月12日
053078DN永豐,1149660,1582000,55,0.73,0.71,0.63,0.9,6月18日,0.62,6月27日
053079元大I1,1072070,951000,34,1.13,1.06,1.14,1.26,6月25日,0.81,6月14日
053080中信A4,1102670,519000,75,2.12,2.1,2.22,2.78,6月18日,1.59,6月26日
053081中信A5,1136510,427000,46,2.66,2.77,2.64,3.28,6月18日,2.37,6月8日
053082國泰55,114480,139000,11,0.82,0.81,0.8,0.91,6月18日,0.76,6月22日
053083統一BE,1152410,1173000,36,0.98,0.98,0.98,1.15,6月18日,0.88,6月12日
053084元富LW,841570,790000,30,1.07,1.04,1.06,1.17,6月20日,0.91,6月12日
053085元富LX,33500,20000,2,1.68,1.67,1.7,1.7,6月21日,1.65,6月20日
053086凱基LB,2413300,3126000,65,0.77,0.79,0.64,0.94,6月11日,0.56,6月26日
053087凱基LD,6706010,4071000,94,1.65,1.55,1.41,1.94,6月18日,1.35,6月26日
053088元大J2,6128890,5286000,377,1.16,1.22,0.88,1.72,6月12日,0.82,6月28日
053089元大J3,602020,642000,24,0.94,0.99,0.86,1.13,6月14日,0.83,6月28日
053090元大J4,36730,75000,13,0.49,0.52,0.53,0.57,6月21日,0.47,6月14日
053091元大J5,271770,589000,27,0.46,0.46,0.5,0.8,6月19日,0.41,6月14日
053092元大J6,314260,214000,15,1.47,1.44,1.49,1.53,6月11日,1.37,6月15日
053093元大J7,6004480,5109000,177,1.18,1.16,1.13,1.43,6月18日,0.99,6月28日
053094大華LC,5068720,3272000,155,1.55,1.52,1.67,1.82,6月19日,1.19,6月15日
053095大華LD,2178650,1304000,15,1.67,1.61,1.56,1.77,6月13日,1.53,6月27日
053096兆豐10,130340,184000,6,0.71,0.7,0.72,0.72,6月13日,0.69,6月13日
053097兆豐11,108010,185000,13,0.58,0.57,0.54,0.61,6月21日,0.53,6月15日
053098兆豐12,1085010,1090000,29,1,0.93,0.97,1.04,6月25日,0.76,6月15日
053099兆豐13,1630540,1794000,47,0.91,0.9,0.9,1.02,6月20日,0.77,6月12日
053101兆豐15,1186920,1353000,28,0.88,0.91,0.9,1,6月21日,0.86,6月27日
053102兆豐16,261700,398000,18,0.66,0.66,0.67,0.67,6月13日,0.65,6月11日
053103兆豐17,9000,15000,1,0.6,0.6,0.6,0.6,6月27日,0.6,6月27日
053104兆豐18,2998510,2916000,46,1.03,1.02,1.03,1.14,6月21日,0.94,6月28日
053106兆豐20,47500,60000,4,0.79,0.78,0.83,0.83,6月18日,0.74,6月15日
053107富邦BS,908820,693000,7,1.31,1.26,1.33,1.35,6月29日,1.1,6月22日
053108富邦BT,19390,17000,11,1.14,1.14,1.12,1.26,6月18日,1.01,6月12日
053109富邦BU,1852290,1777000,34,1.04,1.01,0.95,1.14,6月14日,0.87,6月26日
053110DT永豐,430960,476000,13,0.91,0.89,0.85,0.95,6月18日,0.84,6月29日
053111DU永豐,656040,714000,32,0.92,0.85,0.9,1.02,6月22日,0.79,6月19日
053112DV永豐,1512720,1574000,32,0.96,0.94,0.84,1.03,6月18日,0.84,6月29日
053113DW永豐,1652250,1714000,42,0.96,0.97,0.88,1.15,6月18日,0.79,6月27日
053114兆豐21,871830,747000,25,1.17,1.23,1.32,1.35,6月27日,0.94,6月14日
053115DX永豐,98160,117000,16,0.84,0.79,0.7,1.02,6月21日,0.67,6月29日
053116DY永豐,627260,652000,24,0.96,0.93,0.91,1.08,6月25日,0.84,6月14日
053117DZ永豐,1557530,1748000,57,0.89,0.96,1.06,1.12,6月20日,0.74,6月13日
053118EA永豐,1137970,1526000,44,0.75,0.74,0.69,0.82,6月20日,0.68,6月27日
053119EB永豐,232850,262000,12,0.89,0.85,0.91,0.93,6月21日,0.73,6月13日
053120國票HG,1612260,1533000,83,1.05,1.04,1.11,1.23,6月20日,0.82,6月13日
053121元大K3,6580290,4197000,254,1.57,1.52,1.77,1.85,6月21日,1.34,6月12日
053122元大K4,573730,323000,39,1.78,1.73,1.93,1.93,6月29日,1.5,6月14日
053123元大K5,4497440,1996000,88,2.25,2.42,1.91,2.96,6月20日,1.69,6月27日
053124元大K6,1377840,1269000,67,1.09,1.15,1.25,1.39,6月18日,0.84,6月22日
053125元大K7,2094500,332000,15,6.31,6.19,6,6.6,6月20日,5.65,6月14日
053126元大K8,28251450,19136000,617,1.48,1.53,1.7,1.82,6月20日,1.19,6月12日
053127元大K9,203800,233000,10,0.87,0.86,0.75,0.96,6月21日,0.75,6月28日
053128元大L1,75700,74000,10,1.02,1.02,1.03,1.17,6月18日,0.94,6月28日
053129凱基LE,93600,92000,22,1.02,0.99,0.91,1.13,6月18日,0.88,6月29日
053130凱基LF,1394480,1633000,32,0.85,0.92,0.83,1.05,6月18日,0.76,6月27日
053131凱基LG,4869860,3875000,160,1.26,1.22,1.2,1.43,6月21日,1.04,6月12日
053132凱基LH,388540,210000,14,1.85,2.07,1.78,2.51,6月18日,1.68,6月25日
053133富邦BW,443620,344000,20,1.29,1.3,1.34,1.39,6月21日,1.24,6月26日
053134富邦BX,1998030,1595000,76,1.25,1.27,1.19,1.62,6月19日,1.09,6月29日
053135群益DH,7408840,3444000,227,2.15,2.07,2.09,2.65,6月25日,1.54,6月15日
053136群益DJ,69040,19000,6,3.63,3.66,3.81,4.1,6月21日,3.43,6月26日
053137群益DM,38380,32000,4,1.2,1.21,1.17,1.25,6月13日,1.16,6月15日
053138國泰63,6266020,5453000,106,1.15,1.15,1.24,1.27,6月20日,0.98,6月27日
053139國泰64,363710,268000,12,1.36,1.48,1.39,1.65,6月18日,1.27,6月15日
053140凱基LK,1048610,354000,18,2.96,3.02,3.64,3.68,6月29日,2.4,6月14日
053141凱基LM,1806270,1215000,467,1.49,1.48,1.59,1.59,6月28日,1.3,6月15日
053142凱基LN,1915120,1249000,27,1.53,1.75,1.92,2.29,6月18日,1.46,6月14日
053143凱基LP,4005170,3009000,38,1.33,1.44,1.35,1.7,6月21日,1.24,6月13日
053144凱基LQ,1516430,2230000,28,0.68,0.65,0.38,0.76,6月19日,0.37,6月29日
053145凱基LR,7244510,6737000,159,1.08,1.09,1.03,1.15,6月28日,0.97,6月29日
053146永昌EP,98050,152000,18,0.65,0.64,0.66,0.69,6月21日,0.59,6月15日
053147永昌EQ,51650,82000,13,0.63,0.65,0.7,0.75,6月20日,0.53,6月26日
053148永昌ER,401240,558000,16,0.72,0.71,0.76,0.82,6月18日,0.62,6月15日
053149永昌ES,849930,1201000,604,0.71,0.72,0.73,0.73,6月29日,0.68,6月25日
053151永昌EU,181800,260000,27,0.7,0.7,0.67,0.8,6月18日,0.63,6月22日
053152永昌EV,671100,921000,26,0.73,0.74,0.79,0.79,6月29日,0.68,6月27日
053153永昌EW,170630,379000,8,0.45,0.44,0.41,0.57,6月18日,0.39,6月27日
053154永昌EX,43340,56000,14,0.77,0.78,0.7,0.85,6月18日,0.7,6月22日
053155永昌EY,1460,2000,1,0.73,0.73,0.73,0.73,6月18日,0.73,6月18日
053156永昌EZ,1127420,1857000,48,0.61,0.61,0.59,0.68,6月20日,0.56,6月26日
053157永昌FA,6850,10000,2,0.68,0.68,0.69,0.69,6月14日,0.68,6月13日
053159元大L2,1711100,1933000,95,0.89,0.89,0.83,1.05,6月19日,0.72,6月26日
053160元大L3,985250,660000,74,1.49,1.4,1.59,1.62,6月29日,1.13,6月14日
053161元大L4,1950,2000,2,0.98,0.98,0.95,1,6月13日,0.95,6月14日
053162元大L5,910740,667000,40,1.37,1.52,1.65,1.8,6月20日,1.21,6月13日
053163元大L6,2284860,1332000,27,1.72,1.74,1.63,2.1,6月18日,1.52,6月28日
053164元大L7,4235400,3978000,123,1.06,1.08,1.05,1.26,6月20日,0.95,6月28日
053165元大L8,2339740,1324000,66,1.77,1.75,1.74,1.97,6月18日,1.65,6月26日
053166元大L9,1703640,826000,21,2.06,2.05,2.05,2.41,6月18日,1.78,6月13日
053167元大M1,253500,280000,15,0.91,0.91,0.87,1.09,6月18日,0.77,6月13日
053168元大M2,167480,250000,35,0.67,0.67,0.7,0.78,6月26日,0.54,6月15日
053169元大M3,439900,500000,18,0.88,0.93,0.84,1.18,6月18日,0.73,6月26日
053170亞東29,152010,172000,8,0.88,0.86,0.93,0.93,6月22日,0.8,6月14日
053171亞東30,29600,40000,2,0.74,0.74,0.76,0.76,6月18日,0.72,6月15日
053172亞東31,7020,11000,10,0.64,0.64,0.65,0.77,6月20日,0.57,6月26日
053173富邦BY,5912680,4177000,119,1.42,1.35,1.37,1.61,6月18日,1.2,6月28日
053174富邦BZ,8219040,5473000,223,1.5,1.49,1.63,1.73,6月20日,1.18,6月13日
053175統一BF,2176700,1711000,53,1.27,1.19,1.15,1.49,6月25日,0.98,6月13日
053176統一BG,72700,50000,3,1.45,1.48,1.59,1.59,6月29日,1.38,6月21日
053177第一2M,499000,488000,9,1.02,1.03,1.05,1.06,6月18日,1,6月15日
053178第一2N,1130,1000,1,1.13,1.13,1.13,1.13,6月29日,1.13,6月29日
053179第一2P,4760,4000,2,1.19,1.19,1.14,1.24,6月25日,1.14,6月26日
053180第一2Q,292210,322000,6,0.91,0.9,0.94,0.95,6月27日,0.87,6月21日
053181第一2R,300760,398000,13,0.76,0.81,0.71,0.99,6月21日,0.71,6月28日
053182第一2S,37900,40000,4,0.95,0.95,0.92,0.98,6月21日,0.91,6月14日
053184EG永豐,610130,691000,36,0.88,0.86,0.81,1.07,6月25日,0.66,6月14日
053185EH永豐,333510,418000,8,0.8,0.8,0.68,0.86,6月20日,0.68,6月29日
053186EI永豐,93700,125000,12,0.75,0.75,0.74,0.76,6月21日,0.74,6月22日
053187EJ永豐,123530,169000,26,0.73,0.74,0.71,0.79,6月18日,0.7,6月29日
053189EL永豐,105060,142000,8,0.74,0.72,0.78,0.78,6月29日,0.66,6月25日
053190EM永豐,551700,756000,19,0.73,0.73,0.71,0.8,6月20日,0.67,6月26日
053191EN永豐,404800,420000,10,0.96,0.93,0.87,1.01,6月25日,0.87,6月28日
053192元富LY,1914740,730000,36,2.62,2.67,2.86,3.05,6月18日,2.36,6月13日
053193元富LZ,196310,222000,13,0.88,0.89,0.88,0.95,6月25日,0.83,6月25日
053194元富MA,7940920,2928000,299,2.71,2.68,2.7,3.08,6月20日,2.34,6月14日
053195元富MB,3600810,2681000,45,1.34,1.28,1.2,1.4,6月22日,1.17,6月27日
053196元富MC,4851660,3539000,108,1.37,1.42,1.09,1.79,6月20日,0.97,6月29日
053197元富ME,1478290,910000,21,1.62,1.65,1.7,1.7,6月29日,1.56,6月29日
053198元富MF,188150,212000,32,0.89,0.87,0.75,1.06,6月18日,0.71,6月29日
053199元富MG,2253550,3246000,50,0.69,0.64,0.52,0.76,6月21日,0.48,6月26日
053200大華LI,1884280,1664000,45,1.13,1.15,1.16,1.35,6月18日,1.01,6月26日
053201大華LJ,598480,308000,40,1.94,1.93,2.19,2.19,6月29日,1.58,6月14日
053202大華LK,426820,245000,14,1.74,1.78,1.84,2.18,6月20日,1.35,6月13日
053203中信A6,65710,25000,5,2.63,2.56,2.8,2.8,6月29日,2.4,6月14日
053204兆豐23,539280,507000,54,1.06,1.03,0.97,1.2,6月25日,0.93,6月14日
053205兆豐24,5550,6000,3,0.92,0.94,0.99,0.99,6月21日,0.88,6月19日
053206兆豐25,1306320,1732000,68,0.75,0.74,0.74,0.84,6月18日,0.67,6月14日
053207兆豐26,50550,49000,6,1.03,1.01,0.93,1.06,6月18日,0.93,6月27日
053209兆豐28,24000,40000,2,0.6,0.6,0.56,0.64,6月20日,0.56,6月26日
053210兆豐29,889360,1140000,51,0.78,0.79,0.85,0.93,6月21日,0.67,6月26日
053211兆豐30,102320,166000,25,0.62,0.68,0.47,0.85,6月21日,0.43,6月29日
053212兆豐31,32050,51000,8,0.63,0.73,0.6,0.93,6月18日,0.59,6月28日
053213兆豐32,23230,29000,4,0.8,0.78,0.73,0.87,6月20日,0.7,6月27日
053214兆豐33,43700,50000,5,0.87,0.88,0.91,0.93,6月27日,0.82,6月25日
053215兆豐34,1731170,2162000,34,0.8,0.84,0.77,0.88,6月28日,0.71,6月29日
053216元富MH,7296600,4285000,272,1.7,1.71,1.75,1.91,6月21日,1.52,6月15日
053217元富MK,12367180,7696000,249,1.61,1.65,1.73,1.8,6月18日,1.4,6月22日
053218EQ永豐,44300,60000,4,0.74,0.73,0.73,0.77,6月21日,0.7,6月14日
053219ER永豐,2309360,4590000,137,0.5,0.5,0.37,0.73,6月14日,0.34,6月28日
053220元大M5,1082730,1071000,35,1.01,1,1.07,1.11,6月29日,0.88,6月26日
053221元大M6,996180,749000,29,1.33,1.37,1.38,1.55,6月20日,1.21,6月29日
053222元大M7,2105990,2266000,79,0.93,0.9,0.75,1.06,6月18日,0.72,6月28日
053223元大M8,176200,132000,9,1.33,1.4,1.3,1.5,6月15日,1.3,6月27日
053224元大M9,479500,329000,21,1.46,1.44,1.28,1.54,6月20日,1.28,6月27日
053227康和GM,3248130,1767000,75,1.84,1.83,1.58,2.17,6月19日,1.48,6月29日
053228國泰65,129400,110000,5,1.18,1.17,1.19,1.25,6月18日,1.08,6月15日
053229國泰66,858920,1117000,55,0.77,0.76,0.73,0.87,6月22日,0.65,6月28日
053230工銀D6,3289640,2127000,80,1.55,1.5,1.4,1.65,6月18日,1.34,6月20日
053231工銀E2,522500,500000,15,1.04,1.02,1.01,1.18,6月20日,0.93,6月26日
053232工銀E3,1090460,755000,33,1.44,1.5,1.36,1.8,6月19日,1.24,6月26日
053233工銀E4,57920,64000,6,0.9,0.9,0.89,0.93,6月20日,0.88,6月25日
053234工銀E5,10319020,8203000,152,1.26,1.24,1.16,1.44,6月20日,1.01,6月19日
053235工銀E6,108400,80000,4,1.36,1.36,1.33,1.38,6月25日,1.33,6月26日
053236工銀E7,17500,20000,2,0.88,0.88,0.83,0.92,6月21日,0.83,6月22日
053237工銀E8,554130,433000,15,1.28,1.25,1.29,1.33,6月22日,1.07,6月15日
053238工銀E9,64710,64000,13,1.01,1.04,1.01,1.06,6月21日,1,6月29日
053239工銀F1,240300,219000,20,1.1,1.05,1.12,1.19,6月25日,0.96,6月18日
05323P元大JY,569180,4320000,128,0.13,0.15,0.02,0.38,6月4日,0.02,6月25日
053240工銀F2,66400,62000,11,1.07,1.06,1,1.16,6月20日,0.96,6月27日
053241富邦CA,8980250,6588000,93,1.36,1.26,1.45,1.53,6月21日,1.09,6月28日
053242富邦CB,2618810,1630000,30,1.61,1.58,1.78,1.78,6月29日,1.41,6月15日
053243富邦CC,1052850,299000,26,3.52,3.49,3.74,3.99,6月20日,2.75,6月15日
053244富邦CD,116250,83000,9,1.4,1.4,1.42,1.48,6月18日,1.32,6月28日
053245富邦CE,1657220,613000,14,2.7,2.62,3.02,3.02,6月25日,2.07,6月15日
053246兆豐35,933540,1273000,118,0.73,0.74,0.77,0.84,6月20日,0.63,6月26日
053247群益DP,674670,746000,36,0.9,0.9,0.94,0.99,6月20日,0.84,6月26日
053248群益DQ,921710,693000,19,1.33,1.25,1.08,1.57,6月18日,1.08,6月29日
053249群益DR,381610,447000,18,0.85,0.84,0.92,0.92,6月29日,0.76,6月26日
05324P元大JZ,267440,1730000,70,0.15,0.11,0.01,0.25,6月13日,0.01,6月25日
053250群益DT,253800,301000,10,0.84,0.83,0.8,0.89,6月21日,0.76,6月29日
053251群益DU,8992010,2435000,116,3.69,3.65,3.7,4.1,6月28日,2.82,6月19日
053252群益DV,3185160,3039000,79,1.05,1.09,1.01,1.22,6月22日,0.97,6月29日
053253亞東32,56370,74000,12,0.76,0.73,0.67,0.95,6月18日,0.67,6月22日
053254亞東33,793600,859000,29,0.92,0.91,0.89,0.98,6月18日,0.78,6月29日
053255亞東34,1234910,1236000,50,1,0.95,0.89,1.2,6月25日,0.83,6月26日
053256亞東35,813450,689000,33,1.18,1.15,1.17,1.28,6月25日,0.99,6月20日
053257亞東36,43600,45000,9,0.97,0.95,1.01,1.01,6月29日,0.9,6月28日
053258亞東37,175230,198000,2,0.88,0.88,0.89,0.89,6月28日,0.88,6月27日
053259亞東38,2587390,2464000,113,1.05,1.04,1.05,1.14,6月25日,0.93,6月20日
053260亞東39,79930,144000,10,0.56,0.59,0.59,0.62,6月21日,0.54,6月29日
053261富邦CF,726540,486000,19,1.49,1.37,1.28,1.66,6月25日,1.25,6月29日
053262富邦CG,1405260,1118000,32,1.26,1.23,1.08,1.33,6月20日,1.08,6月28日
053263富邦CH,1600980,842000,30,1.9,1.84,1.96,2.06,6月20日,1.71,6月26日
053266元富MP,1348820,428000,64,3.15,3.11,3.29,3.56,6月20日,2.72,6月26日
053267元富MQ,130940,194000,13,0.67,0.64,0.48,0.81,6月18日,0.48,6月27日
053268第一2U,802670,1424000,31,0.56,0.56,0.62,0.62,6月29日,0.53,6月22日
053269第一2V,90440,97000,9,0.93,0.89,0.89,0.97,6月25日,0.83,6月18日
053270EU永豐,474470,645000,35,0.74,0.73,0.76,0.81,6月20日,0.64,6月26日
053271大華LM,2538790,2533000,40,1,1.06,1.07,1.2,6月18日,0.97,6月26日
053272大華LP,68750,75000,2,0.92,0.9,0.83,0.96,6月25日,0.83,6月27日
053273大華LQ,945600,570000,25,1.66,1.65,1.74,1.74,6月29日,1.52,6月28日
053274康和GP,666700,562000,8,1.19,1.17,1.11,1.32,6月26日,1,6月29日
053275康和GQ,128000,65000,6,1.97,1.92,1.52,2.09,6月20日,1.52,6月28日
053276康和GR,4790040,3692000,83,1.3,1.3,1.29,1.5,6月18日,1.13,6月28日
053277康和GS,66800,40000,2,1.67,1.67,1.67,1.67,6月28日,1.67,6月28日
053278康和GT,6173790,1207000,82,5.11,4.86,5.1,5.65,6月20日,4.3,6月27日
053280中信A8,168500,110000,9,1.53,1.52,1.41,1.69,6月21日,1.41,6月26日
053281元大N5,975590,500000,35,1.95,1.89,1.7,2.11,6月20日,1.45,6月22日
053282元大N6,3309690,1802000,80,1.84,1.78,1.7,2.04,6月21日,1.59,6月28日
053283元大N7,2657190,1920000,63,1.38,1.34,1.51,1.64,6月28日,1.07,6月20日
053284元富MR,146740,45000,10,3.26,3.28,3.5,3.5,6月29日,3.15,6月22日
053285元富MS,3859730,4137000,84,0.93,0.91,0.85,1.06,6月20日,0.79,6月25日
053287凱基LS,310800,140000,5,2.22,2.3,2.21,2.4,6月19日,2.21,6月28日
053288凱基LT,54840,31000,3,1.77,1.8,1.75,1.88,6月25日,1.75,6月28日
053289凱基LW,133200,80000,30,1.66,1.66,1.69,1.69,6月28日,1.62,6月21日
053291大眾7Q,4500,5000,1,0.9,0.9,0.9,0.9,6月27日,0.9,6月27日
053293國票HL,1009980,861000,22,1.17,1.16,1.27,1.27,6月29日,1.09,6月26日
053294國票HM,2999350,3781000,71,0.79,0.77,0.79,0.89,6月22日,0.7,6月25日
053296國票HP,69000,80000,6,0.86,0.86,0.87,0.88,6月28日,0.84,6月27日
053298國票HR,358300,400000,26,0.9,0.93,0.92,1.07,6月21日,0.69,6月26日
053299國票HS,57300,60000,5,0.96,0.94,1.01,1.01,6月28日,0.89,6月26日
053300國票HT,773030,829000,45,0.93,0.94,0.91,1.08,6月20日,0.84,6月26日
053302日盛89,112670,75000,6,1.5,1.43,1.3,1.64,6月20日,1.3,6月26日
053303日盛93,135340,113000,8,1.2,1.2,1.22,1.23,6月21日,1.13,6月22日
053304EV永豐,204420,226000,18,0.9,0.9,0.94,0.97,6月25日,0.86,6月21日
053305EW永豐,33720,57000,4,0.59,0.62,0.54,0.75,6月19日,0.54,6月29日
053306EX永豐,428860,598000,17,0.72,0.7,0.7,0.78,6月20日,0.66,6月26日
053307FA永豐,2510990,4874000,102,0.52,0.62,0.52,0.76,6月21日,0.46,6月29日
053308FB永豐,352050,313000,30,1.12,1.1,1.15,1.22,6月20日,0.95,6月26日
053309大華LR,8673350,10563000,268,0.82,0.92,0.73,1.45,6月20日,0.67,6月28日
053310大華LV,355930,464000,8,0.77,0.99,0.73,1.5,6月20日,0.68,6月29日
053311中信B2,5220,2000,1,2.61,2.61,2.61,2.61,6月22日,2.61,6月22日
053313第一2Y,4450,5000,1,0.89,0.89,0.89,0.89,6月29日,0.89,6月29日
053315兆豐37,15200,25000,4,0.61,0.61,0.65,0.65,6月29日,0.57,6月27日
053317兆豐39,3540,4000,2,0.88,0.88,0.82,0.95,6月20日,0.82,6月29日
053318兆豐40,315690,291000,8,1.08,1.1,1.09,1.28,6月21日,0.99,6月27日
053320兆豐42,231910,336000,11,0.69,0.68,0.71,0.72,6月28日,0.63,6月29日
053321兆豐43,30330,40000,6,0.76,0.75,0.77,0.77,6月29日,0.71,6月28日
053322兆豐44,344800,271000,20,1.27,1.22,1.33,1.33,6月29日,1.15,6月26日
053323兆豐45,213360,247000,29,0.86,0.87,0.95,0.95,6月29日,0.78,6月26日
053324兆豐46,76040,80000,5,0.95,0.97,1,1,6月29日,0.94,6月28日
053325兆豐47,6900,10000,1,0.69,0.69,0.69,0.69,6月20日,0.69,6月20日
053326兆豐48,984590,802000,9,1.23,1.26,1.21,1.34,6月20日,1.21,6月26日
053327凱基MA,2919000,2754000,39,1.06,1.08,1.18,1.18,6月29日,1.03,6月27日
053328凱基MB,261140,73000,10,3.58,3.68,3.48,4.26,6月25日,3.45,6月28日
053329凱基MC,1580600,382000,46,4.14,4.19,3.85,5.1,6月25日,3.81,6月29日
053330凱基ME,10653190,4424000,120,2.41,2.5,2.69,2.73,6月22日,2.14,6月27日
053331凱基MG,234480,85000,20,2.76,2.73,2.88,3.03,6月20日,2.42,6月26日
053332凱基MH,1114970,300000,16,3.72,3.71,4.08,4.08,6月29日,3.27,6月26日
053334永昌FD,296800,516000,8,0.58,0.57,0.58,0.67,6月21日,0.5,6月26日
053335永昌FE,115740,206000,6,0.56,0.6,0.55,0.65,6月20日,0.53,6月25日
053336永昌FF,478140,970000,21,0.49,0.49,0.44,0.54,6月25日,0.44,6月27日
053337永昌FG,6750,10000,2,0.68,0.68,0.67,0.68,6月20日,0.67,6月21日
053338永昌FH,381880,466000,8,0.82,0.82,0.79,0.9,6月26日,0.77,6月22日
053339永昌FK,21500,34000,5,0.63,0.6,0.61,0.65,6月20日,0.55,6月26日
053341群益DX,68570,48000,5,1.43,1.42,1.43,1.47,6月27日,1.41,6月27日
053342群益DY,897590,353000,10,2.54,2.64,2.78,2.78,6月29日,2.49,6月28日
053343群益DZ,282390,278000,8,1.02,0.87,0.64,1.16,6月21日,0.64,6月28日
053344群益EA,16210,10000,3,1.62,1.6,1.64,1.65,6月26日,1.57,6月26日
053345群益EB,430000,195000,11,2.21,2.28,2.47,2.47,6月29日,2.08,6月26日
053346群益EG,577760,485000,35,1.19,1.28,1.14,1.43,6月22日,1.07,6月29日
053347群益EH,541850,124000,27,4.37,4.37,4.67,4.67,6月29日,4.01,6月26日
053348富邦CK,494680,446000,6,1.11,1.08,1.01,1.15,6月20日,1.01,6月27日
053349富邦CL,4538500,7986000,253,0.57,0.58,0.5,0.96,6月20日,0.46,6月29日
