,民國101年05月,,,,,,,May-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
049748亞東ME,377920,2008000,44,0.19,0.18,0.14,0.27,5月8日,0.13,5月25日
049749亞東MF,697410,1823000,49,0.38,0.38,0.33,0.47,5月3日,0.3,5月14日
049750亞東MG,607130,1228000,28,0.49,0.45,0.25,0.71,5月2日,0.24,5月31日
049751亞東MH,83070,1380000,37,0.06,0.13,0.07,0.59,5月29日,0.01,5月30日
049752亞東MJ,91900,452000,16,0.2,0.19,0.13,0.31,5月8日,0.08,5月28日
049753亞東MK,82630,1066000,19,0.08,0.08,0.04,0.17,5月4日,0.02,5月28日
049754亞東ML,3760,23000,2,0.16,0.16,0.22,0.22,5月29日,0.09,5月2日
049755亞東MM,482800,2038000,30,0.24,0.21,0.15,0.26,5月3日,0.15,5月24日
0497565P富邦,9660,22000,3,0.44,0.44,0.42,0.46,5月2日,0.42,5月7日
0497585R富邦,500,10000,1,0.05,0.05,0.05,0.05,5月28日,0.05,5月28日
0497595T富邦,27650,71000,8,0.39,0.38,0.32,0.43,5月2日,0.32,5月30日
0497605V富邦,285980,446000,35,0.64,0.66,0.51,0.88,5月8日,0.46,5月28日
049761兆豐KG,8000,40000,4,0.2,0.2,0.25,0.25,5月29日,0.17,5月15日
049762兆豐KH,365580,1237000,39,0.3,0.31,0.3,0.45,5月2日,0.27,5月28日
049763兆豐KJ,21460,258000,30,0.08,0.09,0.05,0.24,5月3日,0.05,5月31日
049765兆豐KL,45900,50000,5,0.92,0.93,0.7,1.16,5月2日,0.7,5月30日
049766兆豐KM,5140,13000,2,0.4,0.4,0.38,0.42,5月11日,0.38,5月15日
049767兆豐KN,133630,1509000,52,0.09,0.06,0.04,0.13,5月3日,0.03,5月23日
049768兆豐KP,135240,330000,15,0.41,0.36,0.2,0.47,5月3日,0.2,5月28日
049769兆豐KQ,3660,17000,3,0.22,0.27,0.19,0.38,5月4日,0.19,5月18日
049770兆豐KR,70400,113000,11,0.62,0.6,0.47,0.69,5月4日,0.47,5月30日
049771永豐58,83790,603000,9,0.14,0.14,0.2,0.2,5月31日,0.06,5月15日
049772永豐59,92630,1329000,83,0.07,0.07,0.05,0.25,5月4日,0.02,5月31日
049773永豐60,1300630,24489000,879,0.05,0.04,0.02,0.09,5月3日,0.02,5月31日
049774永豐62,312600,2816000,79,0.11,0.11,0.1,0.16,5月7日,0.06,5月28日
049775大華AD,33420,546000,12,0.06,0.07,0.08,0.12,5月3日,0.03,5月15日
049776大華AE,328220,1199000,14,0.27,0.28,0.11,0.62,5月2日,0.1,5月31日
049777大華AF,44400,180000,7,0.25,0.23,0.19,0.33,5月7日,0.18,5月15日
049778大華AG,47820,206000,13,0.23,0.23,0.16,0.31,5月7日,0.13,5月18日
049779大華AH,5424260,5026000,288,1.08,0.98,0.87,1.46,5月8日,0.58,5月23日
049780大華AI,107950,473000,17,0.23,0.25,0.19,0.33,5月3日,0.18,5月31日
049782E4元大,1198790,6599000,129,0.18,0.18,0.1,0.33,5月8日,0.06,5月28日
049783E6元大,136140,529000,20,0.26,0.26,0.19,0.43,5月4日,0.14,5月25日
049785第一MU,18020,42000,5,0.43,0.44,0.39,0.63,5月10日,0.33,5月22日
049786第一MV,82200,280000,4,0.29,0.32,0.26,0.37,5月17日,0.26,5月31日
049787第一MW,27160,30000,6,0.91,0.96,0.94,0.97,5月2日,0.89,5月2日
049788第一MX,727050,745000,45,0.98,0.9,0.58,1.4,5月3日,0.53,5月23日
049789統一B1,180880,1264000,42,0.14,0.17,0.1,0.31,5月4日,0.06,5月31日
049790統一B2,521980,2390000,50,0.22,0.22,0.22,0.43,5月3日,0.08,5月25日
049791凱基E4,2800,20000,1,0.14,0.14,0.14,0.14,5月8日,0.14,5月8日
049792群益70,10735170,10382000,393,1.03,0.94,1.24,1.5,5月29日,0.56,5月10日
049793群益71,98570,317000,15,0.31,0.3,0.27,0.32,5月8日,0.27,5月17日
049794群益72,72490,581000,27,0.12,0.24,0.12,0.38,5月8日,0.1,5月25日
049795群益73,255420,891000,9,0.29,0.27,0.28,0.31,5月3日,0.27,5月3日
049796群益74,36000,100000,4,0.36,0.38,0.45,0.45,5月22日,0.3,5月17日
049797群益76,130390,1260000,39,0.1,0.09,0.04,0.16,5月2日,0.03,5月18日
049798群益81,946580,3295000,91,0.29,0.34,0.22,0.62,5月2日,0.18,5月31日
049800群益83,32450,85000,2,0.38,0.4,0.32,0.47,5月3日,0.32,5月16日
049801群益84,139480,634000,7,0.22,0.22,0.21,0.23,5月30日,0.21,5月31日
049802群益85,2950,10000,2,0.3,0.3,0.31,0.31,5月29日,0.28,5月28日
049803群益86,17854540,19395000,773,0.92,0.77,0.64,1.27,5月3日,0.38,5月28日
049804群益87,227730,384000,19,0.59,0.61,0.37,0.82,5月3日,0.35,5月31日
049805日盛LC,398190,1973000,32,0.2,0.2,0.13,0.32,5月8日,0.13,5月30日
049806日盛LD,443690,864000,351,0.51,0.55,0.23,0.7,5月8日,0.23,5月31日
049807日盛LE,87370,754000,5,0.12,0.1,0.09,0.15,5月14日,0.08,5月18日
049808日盛LF,4928060,5897000,241,0.84,0.81,0.8,1.16,5月7日,0.6,5月28日
049809日盛LG,7560,12000,2,0.63,0.63,0.52,0.74,5月15日,0.52,5月22日
049810日盛LH,149200,1282000,31,0.12,0.14,0.06,0.32,5月4日,0.04,5月28日
049811日盛LJ,13700,40000,5,0.34,0.34,0.32,0.35,5月2日,0.32,5月4日
049812日盛LK,2276220,15860000,338,0.14,0.13,0.12,0.8,5月2日,0.01,5月29日
049813日盛LL,43650,96000,21,0.45,0.47,0.4,0.54,5月4日,0.4,5月29日
049814日盛LM,147790,682000,33,0.22,0.21,0.09,0.35,5月7日,0.07,5月29日
049815日盛LN,50850,114000,6,0.45,0.33,0.18,0.47,5月8日,0.18,5月24日
049816國泰LP,16943910,23379000,573,0.72,0.73,0.8,1.03,5月30日,0.53,5月16日
049817F1元大,993520,1125000,40,0.88,0.84,0.66,0.98,5月3日,0.66,5月23日
049818F2元大,1704170,11777000,215,0.14,0.12,0.06,0.3,5月4日,0.05,5月28日
049819F3元大,3130970,1851000,149,1.69,1.76,1.3,2.59,5月4日,1.15,5月28日
049820F4元大,155700,1989000,57,0.08,0.07,0.04,0.15,5月2日,0.04,5月31日
049821F5元大,5600,20000,1,0.28,0.28,0.28,0.28,5月3日,0.28,5月3日
049822F6元大,3473150,4797000,286,0.72,0.8,0.74,1,5月17日,0.59,5月31日
049823F7元大,4721710,7278000,196,0.65,0.53,0.42,1,5月2日,0.25,5月28日
049824寶來F7,11018140,19303000,356,0.57,0.59,0.4,1,5月4日,0.32,5月25日
049826寶來G1,782310,9944000,156,0.08,0.08,0.04,0.15,5月2日,0.02,5月25日
049827大眾8J,422450,790000,301,0.53,0.44,0.27,0.64,5月4日,0.2,5月28日
049828大眾9J,71320,429000,11,0.17,0.2,0.13,0.37,5月4日,0.12,5月22日
049829大眾1K,11600,20000,2,0.58,0.58,0.52,0.64,5月29日,0.52,5月31日
049830大眾2K,322850,755000,67,0.43,0.39,0.31,0.57,5月3日,0.24,5月28日
049831國票EK,10320,31000,2,0.33,0.23,0.12,0.34,5月2日,0.12,5月22日
049833國票EM,6500,70000,3,0.09,0.11,0.08,0.14,5月4日,0.08,5月17日
049834國票EN,1157120,3798000,35,0.3,0.28,0.19,0.35,5月4日,0.19,5月23日
049835國票EP,303910,837000,12,0.36,0.38,0.09,0.54,5月4日,0.09,5月29日
049836國票EQ,9700,20000,2,0.48,0.48,0.32,0.65,5月15日,0.32,5月21日
049837國票ER,235300,513000,13,0.46,0.38,0.15,0.51,5月3日,0.15,5月18日
049838日盛LP,5878660,7578000,395,0.78,0.72,0.59,1.11,5月8日,0.42,5月23日
049839日盛LQ,765190,3570000,122,0.21,0.19,0.28,0.31,5月31日,0.07,5月17日
049840日盛LR,5100,30000,1,0.17,0.17,0.17,0.17,5月30日,0.17,5月30日
049841日盛LS,296900,2318000,53,0.13,0.11,0.06,0.2,5月4日,0.05,5月28日
049842兆豐KT,212220,1231000,30,0.17,0.17,0.1,0.3,5月7日,0.1,5月31日
049843兆豐KU,268100,704000,95,0.38,0.34,0.37,0.46,5月2日,0.25,5月18日
049845兆豐KW,119190,298000,12,0.4,0.51,0.26,0.67,5月9日,0.26,5月28日
049846兆豐KX,8100,70000,3,0.12,0.09,0.07,0.13,5月15日,0.06,5月24日
049847兆豐KY,1317830,4260000,81,0.31,0.31,0.18,0.53,5月2日,0.02,5月31日
049848兆豐KZ,28950,65000,3,0.45,0.41,0.33,0.46,5月7日,0.33,5月31日
049849兆豐LA,691260,1001000,58,0.69,0.75,0.6,1.03,5月10日,0.58,5月31日
049850兆豐LB,603060,794000,67,0.76,0.78,0.69,0.97,5月4日,0.6,5月18日
049851兆豐LC,2862300,2902000,165,0.99,1.14,0.69,1.54,5月4日,0.66,5月31日
049852兆豐LD,4968880,2741000,176,1.81,2.04,1.97,2.86,5月3日,1.37,5月23日
049853兆豐LE,2779030,5676000,107,0.49,0.46,0.42,0.69,5月4日,0.3,5月23日
049854永豐63,1029500,1224000,32,0.84,0.83,0.7,1.03,5月25日,0.67,5月11日
049855永豐64,696620,484000,26,1.44,1.45,1.37,1.79,5月4日,1.13,5月25日
049856永豐65,6701920,10406000,374,0.64,0.67,0.58,0.98,5月8日,0.41,5月23日
049857永豐66,524910,1248000,15,0.42,0.44,0.35,0.5,5月7日,0.35,5月25日
049858群益88,76750,220000,8,0.35,0.33,0.23,0.47,5月2日,0.22,5月17日
049860群益90,87560,180000,15,0.49,0.52,0.42,0.73,5月3日,0.31,5月18日
049862群益93,3377470,9686000,190,0.35,0.35,0.51,0.85,5月2日,0.14,5月7日
049863群益94,284380,809000,12,0.35,0.4,0.4,0.42,5月2日,0.31,5月2日
049864群益95,5155480,7112000,182,0.72,0.65,0.65,0.92,5月29日,0.49,5月25日
049865群益97,149230,1343000,19,0.11,0.12,0.11,0.22,5月2日,0.07,5月16日
049866群益99,110110,1778000,33,0.06,0.06,0.05,0.09,5月7日,0.02,5月18日
049867凱基E5,31600,142000,5,0.22,0.24,0.17,0.3,5月16日,0.17,5月29日
049868凱基E7,375110,2052000,60,0.18,0.22,0.12,0.41,5月4日,0.08,5月25日
049869凱基E8,2931390,4667000,89,0.63,0.6,0.76,0.81,5月30日,0.47,5月2日
049871國泰LS,58400,55000,6,1.06,1.06,0.78,1.37,5月4日,0.72,5月18日
049872國泰LT,610860,2218000,33,0.28,0.31,0.55,0.55,5月31日,0.19,5月14日
049873國泰LU,1526650,1635000,57,0.93,0.96,0.81,1.22,5月3日,0.7,5月23日
049874國泰LV,14415660,20450000,605,0.7,0.7,0.71,0.84,5月30日,0.46,5月2日
0498755X富邦,13810,48000,6,0.29,0.32,0.25,0.44,5月3日,0.24,5月18日
0498765Z富邦,245050,437000,15,0.56,0.52,0.33,0.73,5月3日,0.24,5月28日
049877中信01,4871140,6111000,129,0.8,0.79,0.71,0.98,5月17日,0.5,5月24日
049878中信02,3240030,13828000,221,0.23,0.23,0.15,0.48,5月4日,0.1,5月22日
049881第一NA,132550,230000,8,0.58,0.87,0.52,1.03,5月3日,0.52,5月22日
049882F8元大,1401550,2398000,48,0.58,0.69,0.49,1.11,5月4日,0.45,5月28日
049883F9元大,8825680,12290000,431,0.72,0.67,0.52,0.99,5月4日,0.46,5月28日
049884G1元大,640130,7931000,156,0.08,0.11,0.02,0.22,5月10日,0.01,5月30日
049885G2元大,913170,1417000,53,0.64,0.68,0.58,0.87,5月4日,0.51,5月16日
049886G3元大,3804940,5448000,189,0.7,0.69,0.6,1.12,5月3日,0.35,5月25日
049887永豐67,159220,694000,13,0.23,0.23,0.22,0.29,5月14日,0.19,5月28日
049888永豐68,127420,455000,51,0.28,0.3,0.24,0.44,5月2日,0.2,5月31日
049889永豐69,59340,204000,4,0.29,0.32,0.26,0.38,5月8日,0.26,5月11日
049890永豐70,514910,699000,27,0.74,0.69,0.5,0.79,5月17日,0.5,5月30日
049891永豐71,229970,793000,9,0.29,0.29,0.29,0.3,5月22日,0.28,5月23日
049892永豐72,64300,197000,15,0.33,0.33,0.33,0.4,5月4日,0.23,5月28日
049894永豐74,688300,1409000,30,0.49,0.47,0.44,0.57,5月7日,0.37,5月18日
049895永豐75,988220,7438000,116,0.13,0.13,0.2,0.21,5月31日,0.07,5月10日
049896永豐76,2896710,22861000,419,0.13,0.13,0.11,0.24,5月4日,0.06,5月21日
049897永豐77,774890,4055000,69,0.19,0.18,0.24,0.25,5月31日,0.1,5月8日
049898永豐78,7883160,13286000,333,0.59,0.57,0.55,0.8,5月3日,0.4,5月28日
049899凱基F1,378270,1117000,32,0.34,0.33,0.41,0.45,5月30日,0.24,5月16日
049900凱基F2,618750,2047000,53,0.3,0.31,0.38,0.42,5月30日,0.2,5月21日
049901凱基F3,4694410,11823000,209,0.4,0.46,0.69,0.75,5月30日,0.25,5月10日
049902大華AK,1488550,4454000,149,0.33,0.38,0.31,0.63,5月3日,0.17,5月28日
049903大華AL,9790,107000,9,0.09,0.11,0.08,0.17,5月3日,0.05,5月31日
049904大華AM,8930450,6004000,399,1.49,1.61,1.64,2.56,5月3日,0.76,5月24日
049905大華AR,257760,3726000,75,0.07,0.07,0.06,0.13,5月2日,0.03,5月18日
049907兆豐LF,3032930,8662000,248,0.35,0.37,0.53,0.56,5月31日,0.21,5月17日
0499086C富邦,3900,30000,1,0.13,0.13,0.13,0.13,5月31日,0.13,5月31日
0499096D富邦,8301270,10989000,259,0.76,0.84,0.55,1.4,5月3日,0.42,5月24日
0499106E富邦,12200,73000,9,0.17,0.2,0.1,0.34,5月9日,0.09,5月18日
0499116F富邦,348780,734000,32,0.48,0.48,0.46,0.73,5月9日,0.36,5月28日
0499126G富邦,743810,315000,36,2.36,2.49,1.88,3.46,5月3日,1.84,5月14日
049913寶來G3,82690,258000,9,0.32,0.41,0.31,0.59,5月2日,0.3,5月30日
049914寶來G4,25550,55000,3,0.46,0.45,0.51,0.51,5月29日,0.37,5月28日
049915寶來G5,7220,172000,7,0.04,0.05,0.04,0.12,5月10日,0.03,5月24日
049916工銀NY,293400,365000,12,0.8,0.72,0.54,0.99,5月4日,0.46,5月22日
049917工銀NZ,259770,2737000,56,0.09,0.12,0.08,0.26,5月3日,0.04,5月23日
049918工銀01,30230,177000,16,0.17,0.3,0.14,0.64,5月4日,0.1,5月28日
049919工銀02,441480,711000,69,0.62,0.53,0.35,0.85,5月4日,0.26,5月28日
049920工銀03,1048110,893000,41,1.17,1.05,0.6,1.35,5月8日,0.6,5月24日
049922工銀05,17200,90000,3,0.19,0.21,0.08,0.3,5月3日,0.08,5月24日
049923凱基F7,774710,1355000,554,0.57,0.41,0.28,0.72,5月4日,0.19,5月28日
049924凱基F8,3850,11000,1,0.35,0.35,0.35,0.35,5月4日,0.35,5月4日
049925凱基F9,1703030,2620000,61,0.65,0.66,0.52,0.94,5月4日,0.47,5月21日
049926G5元大,23979240,39117000,1237,0.61,0.69,0.46,1.41,5月2日,0.35,5月22日
049928G7元大,37200,130000,5,0.29,0.3,0.29,0.33,5月4日,0.28,5月8日
049929兆豐LG,4600500,6288000,285,0.73,0.65,0.54,0.95,5月2日,0.44,5月28日
049930兆豐LH,844610,1858000,73,0.45,0.43,0.31,0.67,5月2日,0.28,5月29日
049931亞東MN,14100,70000,3,0.2,0.2,0.18,0.23,5月2日,0.18,5月30日
049932亞東MP,14130,46000,3,0.31,0.31,0.22,0.37,5月3日,0.22,5月23日
049933亞東MQ,4430,18000,12,0.25,0.23,0.14,0.36,5月3日,0.11,5月25日
049934亞東MR,32900,110000,4,0.3,0.28,0.23,0.36,5月11日,0.23,5月31日
049936亞東MT,55720,237000,9,0.24,0.27,0.1,0.46,5月2日,0.1,5月31日
049937亞東MU,145310,1684000,27,0.09,0.1,0.09,0.18,5月2日,0.07,5月25日
049938亞東MV,11150,40000,3,0.28,0.26,0.2,0.33,5月14日,0.2,5月18日
0499396H富邦,137120,414000,19,0.33,0.45,0.26,0.78,5月4日,0.26,5月31日
0499406J富邦,377570,630000,14,0.6,0.62,0.7,0.72,5月29日,0.49,5月28日
0499426M富邦,609710,1492000,22,0.41,0.39,0.26,0.58,5月3日,0.24,5月31日
049943永昌AC,162360,396000,200,0.41,0.41,0.42,0.42,5月3日,0.4,5月2日
049944永昌AD,348510,1499000,21,0.23,0.22,0.16,0.32,5月4日,0.15,5月22日
049945永昌AE,48300,150000,5,0.32,0.36,0.23,0.44,5月4日,0.23,5月25日
049946永昌AF,138680,719000,13,0.19,0.16,0.07,0.23,5月4日,0.07,5月17日
049947永昌AG,119520,207000,9,0.58,0.73,0.78,1.03,5月3日,0.52,5月23日
049948永昌AH,250480,504000,21,0.5,0.66,0.45,0.97,5月2日,0.45,5月22日
049949永昌AJ,77400,250000,4,0.31,0.3,0.3,0.32,5月11日,0.3,5月11日
049950永昌AK,34390,147000,12,0.23,0.26,0.17,0.38,5月4日,0.16,5月24日
049951永昌AL,70100,391000,17,0.18,0.17,0.11,0.25,5月4日,0.1,5月10日
049953永昌AN,29700,99000,1,0.3,0.3,0.3,0.3,5月2日,0.3,5月2日
049954國泰LW,211090,982000,15,0.21,0.25,0.19,0.33,5月10日,0.18,5月29日
049955國泰LX,270,1000,1,0.27,0.27,0.27,0.27,5月29日,0.27,5月29日
049956國泰LY,82020,428000,10,0.19,0.22,0.13,0.31,5月8日,0.09,5月24日
049957永豐79,467310,1479000,34,0.32,0.29,0.19,0.41,5月4日,0.13,5月29日
049958永豐80,2606050,7716000,134,0.34,0.32,0.27,0.45,5月8日,0.24,5月28日
049959日盛LU,4300,10000,1,0.43,0.43,0.43,0.43,5月17日,0.43,5月17日
049960日盛LV,57640,160000,6,0.36,0.37,0.29,0.49,5月9日,0.29,5月17日
049961日盛LW,163610,262000,10,0.62,0.67,0.5,0.84,5月3日,0.5,5月23日
049962日盛LX,738300,2821000,50,0.26,0.29,0.25,0.51,5月10日,0.15,5月21日
049963日盛LY,55800,80000,3,0.7,0.68,0.64,0.74,5月4日,0.64,5月9日
049964日盛LZ,108460,402000,105,0.27,0.28,0.21,0.34,5月4日,0.21,5月15日
049965日盛MA,303780,348000,8,0.87,0.83,0.62,0.94,5月3日,0.62,5月11日
049966日盛MB,277770,601000,214,0.46,0.37,0.32,0.62,5月8日,0.22,5月28日
049967日盛MC,3150,9000,2,0.35,0.35,0.35,0.35,5月17日,0.35,5月17日
049968日盛MD,820070,1348000,56,0.61,0.62,0.6,0.76,5月7日,0.5,5月28日
049969日盛ME,648520,1206000,100,0.54,0.67,0.5,1.1,5月2日,0.43,5月31日
049970日盛MF,224590,1663000,55,0.14,0.14,0.13,0.21,5月4日,0.08,5月25日
049971日盛MG,25040,62000,3,0.4,0.4,0.36,0.45,5月4日,0.36,5月11日
049972日盛MH,368850,1071000,24,0.34,0.3,0.23,0.38,5月8日,0.22,5月18日
049973日盛MJ,645060,1241000,24,0.52,0.6,0.54,0.86,5月8日,0.46,5月31日
049974日盛MK,24700,60000,4,0.41,0.41,0.32,0.48,5月7日,0.32,5月14日
049975統一B4,140000,530000,11,0.26,0.34,0.17,0.71,5月3日,0.15,5月21日
049976統一B5,2525410,6340000,109,0.4,0.34,0.18,0.61,5月4日,0.16,5月28日
049977統一B6,65000,175000,9,0.37,0.36,0.26,0.53,5月2日,0.26,5月31日
049979統一B8,189660,814000,55,0.23,0.24,0.2,0.36,5月3日,0.11,5月25日
049980統一B9,451160,745000,16,0.61,0.64,0.67,0.75,5月4日,0.54,5月18日
049981統一C1,4203330,2478000,100,1.7,1.88,1.76,2.57,5月3日,1.17,5月14日
049982統一C2,5904140,5782000,126,1.02,0.99,0.98,1.17,5月9日,0.8,5月28日
0499836N富邦,209040,1377000,17,0.15,0.16,0.16,0.23,5月15日,0.11,5月28日
0499856Q富邦,310750,624000,35,0.5,0.47,0.38,0.74,5月4日,0.29,5月28日
0499866R富邦,43080,237000,7,0.18,0.19,0.14,0.22,5月10日,0.14,5月25日
0499876S富邦,493030,2271000,48,0.22,0.24,0.34,0.37,5月29日,0.14,5月11日
049988凱基G1,11929900,11343000,360,1.05,1.02,1.05,1.24,5月7日,0.76,5月2日
049989凱基G4,66220,111000,10,0.6,0.7,0.43,1.22,5月2日,0.31,5月28日
049990H2元大,298540,584000,36,0.51,0.47,0.45,0.57,5月4日,0.36,5月28日
049991H3元大,10400,20000,1,0.52,0.52,0.52,0.52,5月3日,0.52,5月3日
049992H4元大,206850,1111000,25,0.19,0.2,0.18,0.26,5月15日,0.14,5月25日
049993H5元大,1706900,3070000,95,0.56,0.57,0.57,0.68,5月9日,0.39,5月2日
049994H6元大,664970,2443000,36,0.27,0.22,0.12,0.38,5月4日,0.08,5月28日
049995群益1C,973350,4297000,116,0.23,0.21,0.11,0.38,5月3日,0.09,5月28日
049996群益1D,3450,15000,3,0.23,0.23,0.25,0.25,5月29日,0.21,5月28日
049997群益1E,1637430,4704000,106,0.35,0.37,0.2,0.71,5月4日,0.17,5月25日
049998群益1F,205990,484000,27,0.43,0.49,0.63,0.65,5月31日,0.28,5月16日
049999群益1G,3852610,1850000,95,2.08,2.02,1.37,2.78,5月4日,1.21,5月31日
050000群益1H,205670,357000,14,0.58,0.52,0.34,0.61,5月7日,0.34,5月23日
050001群益1I,1210850,1022000,58,1.18,1.16,1.1,1.39,5月11日,0.97,5月7日
050004群益1L,3592990,3274000,150,1.1,1.08,1.02,1.53,5月7日,0.83,5月21日
050005中信03,2641450,3659000,79,0.72,0.65,0.54,0.93,5月4日,0.36,5月18日
050006中信04,9181230,13067000,304,0.7,0.65,0.39,1.16,5月4日,0.35,5月24日
050007中信05,424460,304000,11,1.4,1.29,1.18,1.46,5月3日,1.13,5月29日
050008中信06,15767860,13812000,184,1.14,1.13,1.22,1.52,5月30日,0.91,5月16日
050009永豐81,86130,1386000,14,0.06,0.06,0.06,0.09,5月14日,0.04,5月28日
050010永豐82,40100,260000,9,0.15,0.15,0.09,0.26,5月3日,0.07,5月28日
050011永豐83,341460,1791000,30,0.19,0.25,0.26,0.26,5月30日,0.17,5月2日
050012永豐85,3520350,5383000,190,0.65,0.67,0.65,0.78,5月22日,0.49,5月28日
050013永豐86,159160,1335000,33,0.12,0.12,0.1,0.2,5月3日,0.05,5月28日
050014康和DM,12970,81000,9,0.16,0.19,0.19,0.27,5月4日,0.12,5月23日
050015康和DN,6841790,5153000,729,1.33,1.12,0.68,2.01,5月4日,0.38,5月28日
050016康和DP,61400,193000,13,0.32,0.25,0.17,0.34,5月2日,0.15,5月22日
050017國票ES,5000,10000,1,0.5,0.5,0.5,0.5,5月8日,0.5,5月8日
050018國票ET,9350,45000,7,0.21,0.24,0.18,0.33,5月4日,0.16,5月15日
050019國票EU,84350,135000,7,0.62,0.61,0.7,0.7,5月4日,0.5,5月2日
050020國票EV,267870,501000,8,0.53,0.51,0.43,0.65,5月2日,0.4,5月15日
050021工銀06,173710,202000,18,0.86,0.89,0.74,1.28,5月4日,0.5,5月28日
050023兆豐LJ,195600,1458000,43,0.13,0.21,0.13,0.54,5月4日,0.09,5月25日
050024兆豐LK,70300,280000,17,0.25,0.24,0.17,0.33,5月10日,0.17,5月25日
050025兆豐LL,3390,6000,2,0.56,0.56,0.75,0.75,5月4日,0.38,5月2日
050026兆豐LM,800,10000,1,0.08,0.08,0.08,0.08,5月15日,0.08,5月15日
050027兆豐LN,199970,412000,17,0.49,0.48,0.28,0.67,5月4日,0.21,5月21日
050028兆豐LP,483660,1363000,65,0.35,0.32,0.19,0.56,5月2日,0.19,5月23日
050030大眾4K,730200,2335000,30,0.31,0.29,0.41,0.45,5月29日,0.17,5月14日
0500316T富邦,5166300,15281000,538,0.34,0.27,0.29,0.46,5月2日,0.18,5月21日
0500326U富邦,3105480,2998000,99,1.04,1.01,1.04,1.14,5月4日,0.76,5月28日
0500336V富邦,16170,49000,1,0.33,0.33,0.33,0.33,5月30日,0.33,5月30日
0500346W富邦,216700,245000,11,0.88,0.93,0.99,1.13,5月29日,0.77,5月25日
050036永豐87,374820,2365000,37,0.16,0.21,0.17,0.29,5月4日,0.12,5月21日
050037中信07,247550,367000,100,0.67,0.73,1.26,1.29,5月25日,0.42,5月14日
050038中信08,622710,3758000,59,0.17,0.21,0.16,0.43,5月2日,0.11,5月18日
050039大華AT,6800690,9208000,210,0.74,0.73,0.74,0.89,5月11日,0.5,5月2日
050041大華AV,501140,1652000,45,0.3,0.35,0.6,0.73,5月7日,0.14,5月23日
050043日盛ML,647600,1754000,119,0.37,0.44,0.3,0.67,5月7日,0.19,5月28日
050044日盛MM,4132920,7147000,396,0.58,0.59,0.76,0.99,5月22日,0.39,5月8日
050045日盛MN,28760,58000,9,0.5,0.48,0.38,0.62,5月3日,0.38,5月23日
050046日盛MP,353560,559000,14,0.63,0.64,0.71,0.72,5月31日,0.57,5月30日
050047日盛MQ,834010,1086000,38,0.77,0.95,0.62,1.51,5月2日,0.47,5月25日
050048日盛MR,101050,157000,10,0.64,0.62,0.55,0.74,5月9日,0.48,5月14日
050049日盛MS,24730,116000,13,0.21,0.18,0.09,0.26,5月3日,0.09,5月30日
050050寶來G6,86700,105000,7,0.83,0.82,0.76,0.9,5月8日,0.76,5月11日
0500516Y富邦,7396040,8643000,312,0.86,0.84,0.91,1.01,5月30日,0.58,5月2日
0500526Z富邦,10790,29000,5,0.37,0.43,0.3,0.57,5月2日,0.29,5月29日
0500537A富邦,172460,582000,18,0.3,0.36,0.3,0.52,5月4日,0.26,5月31日
0500547B富邦,337310,972000,29,0.35,0.37,0.18,0.52,5月3日,0.17,5月30日
050055H7元大,8159030,7626000,576,1.07,1.12,0.85,1.67,5月2日,0.67,5月25日
050056H8元大,166640,864000,26,0.19,0.18,0.11,0.32,5月2日,0.07,5月21日
050057H9元大,1909060,3281000,116,0.58,0.58,0.63,0.7,5月11日,0.39,5月2日
050058I1元大,3500700,11830000,301,0.3,0.36,0.48,0.69,5月28日,0.17,5月7日
050059永豐89,2779300,46830000,919,0.06,0.06,0.1,0.1,5月31日,0.04,5月28日
050060永豐90,3400,20000,2,0.17,0.17,0.17,0.17,5月22日,0.17,5月22日
050061群益1M,14090,26000,6,0.54,0.56,0.7,0.7,5月31日,0.42,5月15日
050062群益1N,14935320,14438000,474,1.03,1.01,1.04,1.2,5月9日,0.72,5月2日
050063群益1P,1624290,1544000,59,1.05,1.04,1.05,1.2,5月30日,0.75,5月2日
050064群益1U,9495800,5317000,222,1.79,1.86,1.76,2.52,5月3日,1.19,5月28日
050065群益1V,21374890,12428000,428,1.72,1.6,1.43,2.25,5月8日,0.77,5月23日
050066群益1W,26943410,11852000,732,2.27,2.38,1.92,3.41,5月4日,1.59,5月28日
050067群益1X,2200720,3037000,170,0.72,0.68,0.58,0.97,5月3日,0.43,5月25日
050069群益1Z,4232040,4010000,140,1.06,1.18,0.99,1.56,5月7日,0.68,5月28日
05006PMR凱基,1931290,2909000,85,0.66,0.7,0.52,0.92,5月25日,0.44,5月29日
050070群益2B,2244260,5729000,181,0.39,0.32,0.17,0.59,5月4日,0.12,5月28日
050071群益2C,3777270,6844000,227,0.55,0.49,0.45,0.74,5月2日,0.32,5月22日
050072群益2D,3493650,10649000,297,0.33,0.29,0.26,0.43,5月3日,0.2,5月21日
