,民國101年05月,,,,,,,May-12,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
006203寶摩臺,10730480,432000,159,24.84,24.56,23.99,25.82,5月4日,23.5,5月28日,2.51
006204豐臺灣,30746610,841000,165,36.56,36.52,35.88,38.14,5月4日,35,5月28日,3.66
006205FB上証,370037541,18296484,2286,20.22,20.21,20.29,20.76,5月8日,19.63,5月28日,12.95
006206元上證,284120239,14637034,2872,19.41,19.41,19.4,19.81,5月11日,19.08,5月28日,10.86
0080  恒中國,3865204,10803,52,357.79,358.85,350,374.9,5月8日,338,5月24日,1.8
0081  恒香港,1840605,2502,25,735.65,741.37,700,767.5,5月17日,700,5月31日,5
008201上證50,3075970,47800,191,64.35,64.71,62.6,67.9,5月2日,61.5,5月21日,1.6
受益證券,,,,,,,,,,,
Beneficiary Securities,,,,,,,,,,,
01001T富邦R1,57271648,3362611,333,17.03,17.05,17.3,17.52,5月7日,16.65,5月11日,0.58
01002T國泰R1,965466400,53377000,3165,18.09,18.05,17.95,18.65,5月3日,17.3,5月28日,3.83
01003T新光R1,68496740,5269000,481,13,13.02,13.01,13.32,5月8日,12.75,5月2日,0.47
01004T富邦R2,13851400,1066000,287,12.99,13,13.1,13.17,5月3日,12.79,5月2日,0.15
01007T國泰R2,272528610,18445000,848,14.78,14.73,14.6,14.83,5月21日,14.4,5月2日,2.56
01008T駿馬R1,63435700,4978000,598,12.74,12.76,12.65,13,5月8日,12.48,5月2日,1.16
認購售權證,,,,,,,,,,,
Warrants,,,,,,,,,,,
03019B凱熊03,904620,246000,32,3.68,4.09,4.71,4.71,5月28日,3.22,5月2日,
03039B統熊01,108043250,21723000,1266,4.97,5.68,6,7.2,5月25日,4,5月4日,
03044B元熊26,8833660,1913000,118,4.62,5.6,6.25,7,5月24日,4.18,5月3日,
03045B元熊61,179630600,22221000,2945,8.08,8.26,8.7,9.65,5月28日,6.7,5月4日,
03046B元熊38,4151190,811000,81,5.12,5.42,5.45,6.1,5月25日,4.63,5月2日,
03047B凱熊10,41150,6000,3,6.86,6.85,7.4,7.4,5月9日,6.3,5月2日,
03048B凱熊11,27424950,3755000,144,7.3,7.92,8.95,9.1,5月23日,6.4,5月2日,
03050B凱熊13,43290450,5154000,151,8.4,8.64,10,10,5月31日,7.4,5月2日,
03051B元熊71,77091200,8930000,331,8.63,9.26,9.7,10.5,5月28日,7.65,5月2日,
03053B元熊81,82183300,9451000,266,8.7,9.28,10,10.7,5月28日,7.8,5月4日,
03054B元熊33,31268650,3567000,352,8.77,9.42,8.85,12.5,5月24日,7,5月3日,
03055B元熊42,9868600,401000,79,24.61,24.36,24.1,26.5,5月18日,22.8,5月29日
03056B元熊25,10923200,1275000,28,8.57,8.28,9,9,5月16日,6.8,5月2日
03057B元熊91,73885100,8521000,1026,8.67,8.71,9.2,10.2,5月28日,7.1,5月4日
03058B元熊34,152700,20000,12,7.64,7.64,8.3,8.3,5月18日,6.35,5月2日
03059B元熊A1,104309920,29120000,2958,3.58,3.45,3.61,4.02,5月28日,2.81,5月4日
03060B凱熊14,39010600,4570000,264,8.54,8.29,8.7,11.3,5月24日,4.97,5月8日
03061B元熊29,91487100,5870000,345,15.59,15.09,15.1,18.2,5月18日,11.1,5月4日
03062B元熊30,15709540,2964000,157,5.3,5.36,4.87,6.6,5月28日,4.35,5月17日
03063B元熊AA,4202050,1026000,138,4.1,3.99,4.24,4.64,5月25日,3.08,5月2日
03064B元熊AB,23585300,3606000,135,6.54,6.97,5.55,9.15,5月15日,5.1,5月31日
03065B元熊AC,64471830,12195000,407,5.29,5.08,4.8,6.9,5月21日,3.47,5月4日
03066B元熊AD,7564120,1263000,141,5.99,6.72,4.1,7.75,5月7日,4.1,5月17日
03067B元熊AE,5429900,612000,22,8.87,8.73,8.8,10.2,5月17日,6.45,5月8日
03068B元熊48,2679250,686000,77,3.91,4.01,4.11,4.47,5月24日,3.47,5月10日
03069B凱熊15,443100,63000,26,7.03,7.06,7,7.65,5月25日,6.35,5月29日
03070B凱熊16,1969000,343000,74,5.74,6.04,5.8,6.5,5月28日,5.25,5月29日
03090C凱牛08,3140400,184000,78,17.07,17.11,17.2,18.8,5月3日,15.3,5月16日
03098C凱牛12,3895200,213000,32,18.29,16.57,15.1,19.1,5月2日,14.2,5月24日
03112C凱牛16,106600,18000,8,5.92,5.9,6.2,6.2,5月30日,5.6,5月28日
03129C元牛28,9062550,3291000,164,2.75,2.73,1.95,3.55,5月2日,1.89,5月24日
03130C統牛04,4545400,501000,11,9.07,9.13,8.9,9.55,5月10日,8.55,5月15日
03132C兆牛DE,988420,308000,24,3.21,3.07,2.8,3.57,5月4日,2.58,5月28日
03136C元牛27,3243600,354000,44,9.16,9.27,10.3,10.3,5月31日,7.9,5月15日
03137C元牛AD,18928300,2124000,135,8.91,9.21,9.5,11.1,5月4日,7.55,5月21日
03138C元牛71,469100,41000,15,11.44,11.16,10.8,12.8,5月2日,9.4,5月28日
03140C元牛45,12206590,2897000,245,4.21,4.35,3.64,6.7,5月4日,3.02,5月24日
03141C元牛81,678200,46000,14,14.74,14.53,12,17.4,5月3日,11.2,5月25日
03142C工牛01,1117240,837000,89,1.33,1.29,1.09,1.65,5月4日,1.03,5月25日
03143C兆牛FW,1108720,474000,42,2.34,2.34,2.14,3.06,5月4日,1.81,5月16日
03145C元牛33,9391100,868000,141,10.82,11.72,10.4,14.3,5月3日,9.05,5月24日
03146C元牛36,5452990,858000,132,6.36,6.16,5.55,8,5月2日,4.66,5月28日
03147C元牛42,28659480,5419000,794,5.29,5.74,3.29,7.55,5月2日,3.29,5月16日
03148C元牛91,120476850,29716000,3931,4.05,4.15,2.55,5.8,5月2日,2.3,5月24日
03149C兆牛JL,36910,20000,15,1.85,1.89,1.91,2.27,5月2日,1.67,5月28日
03150C元牛A1,28709260,8552000,1018,3.36,3.5,2.07,5.05,5月4日,2,5月24日
03151C元牛34,7107500,1700000,197,4.18,4.51,4.38,6.4,5月2日,3.15,5月31日
03152C元牛B1,42318950,8154000,1354,5.19,5.84,5.3,7.6,5月4日,4.3,5月28日
03153C凱牛19,75249110,34700000,2981,2.17,2.5,2.1,4.17,5月2日,1.3,5月23日
03154C元牛AE,4586680,2062000,203,2.22,2.48,2.41,3.27,5月4日,1.66,5月21日
03155C凱牛20,3534200,280000,47,12.62,13.44,12.4,16,5月9日,10.4,5月23日
03156C凱牛21,22400,2000,2,11.2,11.2,11.1,11.3,5月2日,11.1,5月3日
03157C元牛29,64738300,4969000,561,13.03,13.72,13.4,17.9,5月2日,10.4,5月18日
03158C元牛30,9648400,1121000,110,8.61,8.46,8.9,9.5,5月17日,6.9,5月28日
03159C元牛AF,2231900,802000,101,2.78,3,2.84,4.13,5月4日,2.34,5月28日
03160C元牛AG,2026500,212000,53,9.56,9.53,10.2,11,5月9日,7.85,5月28日
03161C元牛AH,24147160,3254000,317,7.42,7.02,8.6,8.7,5月30日,4.59,5月15日
03162C元牛AI,6354700,790000,136,8.04,8.49,10.8,11.8,5月29日,5.5,5月4日
03163C元牛AJ,2229400,207000,26,10.77,10.59,10.4,13,5月8日,9,5月24日
03164C元牛AK,1124500,88000,38,12.78,12.41,13,14.4,5月29日,11.4,5月23日
03166C元牛38,6127270,2070000,272,2.96,3.09,3.06,3.71,5月10日,2.59,5月24日
03167C統牛05,1818060,583000,37,3.12,3.05,2.98,3.5,5月17日,2.41,5月23日
03168C統牛06,1414760,246000,51,5.75,5.64,5.8,6.35,5月30日,4.8,5月18日
03169C統牛07,99900,16000,3,6.24,6.2,6.3,6.4,5月18日,5.9,5月21日
03170C元牛C1,14782390,5126000,274,2.88,2.95,2.98,3.24,5月29日,2.66,5月28日
03171C凱牛22,2481760,666000,81,3.73,3.75,3.9,4.32,5月29日,3.05,5月28日
03172C華牛08,848910,316000,29,2.69,2.7,3.13,3.28,5月30日,2.19,5月28日
03173C元牛52,3271400,319000,62,10.26,9.76,9.9,11,5月29日,8.35,5月25日
04261205群益,3150,315000,40,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
0439662Z群益,6390,639000,12,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
0443976E群益,788070,538000,46,1.46,1.55,0.78,2.65,5月2日,0.78,5月17日
044763元大65,62230,2491000,69,0.02,0.03,0.01,0.06,5月2日,0.01,5月29日
044884B5富邦,156620,938000,51,0.17,0.15,0.04,0.34,5月2日,0.02,5月18日
045264DU群益,80300,94000,19,0.85,1.1,0.4,1.55,5月3日,0.39,5月17日
045316元大AQ,155240,7715000,183,0.02,0.02,0.01,0.06,5月3日,0.01,5月17日
045368DX群益,2470,247000,8,0.01,0.01,0.01,0.01,5月30日,0.01,5月30日
045372EB群益,60,6000,1,0.01,0.01,0.01,0.01,5月18日,0.01,5月18日
045392元大BH,810530,2028000,118,0.4,0.39,0.27,0.67,5月3日,0.15,5月28日
045545N4富邦,192110,781000,38,0.25,0.22,0.09,0.52,5月2日,0.09,5月31日
045553ER群益,1094180,5066000,88,0.22,0.17,0.02,0.45,5月3日,0.01,5月28日
045558EW群益,2610180,22383000,658,0.12,0.08,0.01,0.23,5月4日,0.01,5月29日
045627元大DB,347400,1434000,37,0.24,0.29,0.16,0.7,5月2日,0.06,5月30日
045629元大DD,6860,16000,3,0.43,0.49,0.35,0.56,5月9日,0.35,5月21日
045633元大DH,234600,4631000,62,0.05,0.05,0.01,0.11,5月2日,0.01,5月30日
045635N6富邦,4970,497000,11,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
045639AA富邦,150,15000,1,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
045661C9凱基,4800,30000,2,0.16,0.16,0.16,0.16,5月2日,0.16,5月2日
045665國泰EE,69290,473000,62,0.15,0.16,0.22,0.29,5月2日,0.09,5月28日
045666國泰EG,279620,361000,30,0.77,0.89,0.7,1.77,5月3日,0.42,5月22日
045667國泰EH,413900,2698000,78,0.15,0.16,0.06,0.3,5月3日,0.03,5月25日
045704大眾4D,7770880,12782000,337,0.61,0.61,0.6,0.86,5月2日,0.23,5月28日
045711元大DV,17580,23000,4,0.76,0.78,0.55,0.96,5月8日,0.55,5月25日
045726FR群益,7930,793000,13,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
045733FY群益,20,2000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
045737GE群益,2805440,4764000,310,0.59,1.01,0.3,2.05,5月2日,0.2,5月25日
045738GF群益,61970,182000,13,0.34,0.39,0.31,0.47,5月2日,0.2,5月2日
045741國泰EL,3394440,4784000,135,0.71,0.68,0.65,0.96,5月16日,0.11,5月28日
045760國泰EQ,93440,213000,4,0.44,0.46,0.4,0.51,5月2日,0.4,5月3日
045767元大EB,362790,389000,36,0.93,1.06,1.2,1.2,5月3日,0.65,5月2日
045817大眾5D,48490,146000,23,0.33,0.42,0.07,0.6,5月3日,0.06,5月8日
045820大眾8D,158100,60000,2,2.64,2.64,2.86,2.86,5月4日,2.41,5月3日
045821大眾9D,27030,120000,4,0.23,0.2,0.16,0.23,5月4日,0.16,5月16日
045822大眾1E,286830,970000,22,0.3,0.25,0.1,0.48,5月2日,0.1,5月31日
045823大眾2E,25320,71000,2,0.36,0.24,0.12,0.36,5月2日,0.12,5月29日
045824大眾3E,1501270,1585000,44,0.95,1.09,0.54,1.65,5月2日,0.45,5月25日
045825大眾4E,1754760,2630000,261,0.67,0.68,0.77,1,5月8日,0.51,5月28日
045838GL群益,540,18000,1,0.03,0.03,0.03,0.03,5月2日,0.03,5月2日
045841GP群益,4120,412000,10,0.01,0.01,0.01,0.01,5月24日,0.01,5月24日
045842GQ群益,51010,2002000,57,0.03,0.07,0.01,0.14,5月2日,0.01,5月8日
045905日盛K2,194310,1180000,46,0.16,0.13,0.04,0.29,5月2日,0.04,5月29日
045908日盛K5,1782350,8809000,482,0.2,0.19,0.12,0.54,5月15日,0.07,5月28日
045946元大EN,20330,1274000,16,0.02,0.02,0.01,0.02,5月3日,0.01,5月8日
045947元大EP,1620,162000,3,0.01,0.01,0.01,0.01,5月8日,0.01,5月8日
045957元大EZ,2000,50000,1,0.04,0.04,0.04,0.04,5月4日,0.04,5月4日
045958元大FC,467990,1094000,406,0.43,0.43,0.26,0.58,5月3日,0.26,5月25日
045960元大FE,10,1000,1,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
046004G9凱基,58840,132000,23,0.45,0.52,0.43,0.71,5月4日,0.3,5月28日
046006H2凱基,900,18000,1,0.05,0.05,0.05,0.05,5月2日,0.05,5月2日
046031HA群益,247240,1029000,18,0.24,0.3,0.22,0.4,5月2日,0.22,5月10日
046076元大FP,89640,44000,14,2.04,2.1,1.92,2.27,5月4日,1.92,5月10日
046088AW富邦,40690,537000,14,0.08,0.13,0.03,0.2,5月2日,0.03,5月9日
046108J6凱基,11460,66000,9,0.17,0.15,0.16,0.2,5月25日,0.1,5月2日
046118元大GF,417430,1319000,52,0.32,0.36,0.52,0.6,5月25日,0.15,5月14日
046138HS群益,1405460,9803000,223,0.14,0.15,0.08,0.35,5月3日,0.04,5月28日
046164K4凱基,3444020,8597000,313,0.4,0.32,0.14,0.57,5月3日,0.05,5月29日
046165K5凱基,920,92000,12,0.01,0.01,0.01,0.01,5月28日,0.01,5月28日
046166K6凱基,420980,1311000,31,0.32,0.29,0.14,0.51,5月4日,0.1,5月21日
046183IP群益,9890,391000,10,0.03,0.26,0.01,1,5月4日,0.01,5月14日
046266元大GU,31110,3081000,58,0.01,0.01,0.01,0.03,5月2日,0.01,5月17日
046309元大GX,64000,131000,13,0.49,0.5,0.4,0.6,5月3日,0.33,5月22日
046323元大HB,291990,346000,17,0.84,1.03,0.72,1.48,5月4日,0.52,5月21日
046335國泰FR,145630,1156000,17,0.13,0.12,0.04,0.17,5月2日,0.04,5月15日
046360L7凱基,86480,175000,12,0.49,0.52,0.51,0.81,5月4日,0.4,5月22日
046377JH群益,1685810,3163000,96,0.53,0.58,0.51,1.03,5月3日,0.3,5月21日
046378JI群益,216010,409000,17,0.53,0.57,0.36,0.88,5月2日,0.32,5月21日
046392CG富邦,288530,671000,84,0.43,0.34,0.1,0.55,5月4日,0.1,5月17日
046402M1凱基,456910,718000,54,0.64,0.69,0.47,1.23,5月4日,0.4,5月24日
046403M2凱基,1275130,815000,47,1.56,1.51,1.29,1.95,5月4日,1.09,5月29日
046404M3凱基,54200,75000,6,0.72,0.82,0.88,1.1,5月3日,0.6,5月23日
046406M5凱基,231980,391000,16,0.59,0.52,0.4,0.68,5月4日,0.32,5月28日
046418M6凱基,68160,1158000,31,0.06,0.06,0.05,0.1,5月2日,0.01,5月18日
046419M7凱基,370930,1983000,26,0.19,0.2,0.16,0.3,5月3日,0.15,5月28日
046421JJ群益,338180,2808000,46,0.12,0.08,0.01,0.16,5月3日,0.01,5月25日
046431N2凱基,114770,1626000,28,0.07,0.07,0.04,0.12,5月3日,0.03,5月28日
046432N3凱基,463440,579000,58,0.8,0.81,0.51,1.4,5月3日,0.14,5月28日
046445CK富邦,55650,513000,15,0.11,0.07,0.01,0.15,5月4日,0.01,5月30日
046446CL富邦,16610,10000,4,1.66,1.64,1.28,1.89,5月2日,1.28,5月11日
046510CM富邦,38780,189000,10,0.21,0.22,0.02,0.38,5月2日,0.02,5月29日
046511CN富邦,25500,90000,8,0.28,0.28,0.1,0.45,5月10日,0.1,5月11日
046514CR富邦,442170,135000,13,3.28,3.29,3.31,3.69,5月4日,2.75,5月15日
046515CS富邦,940,94000,4,0.01,0.01,0.01,0.01,5月30日,0.01,5月30日
046541大眾1G,1500,150000,3,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
0465421A凱基,400,10000,1,0.04,0.04,0.04,0.04,5月9日,0.04,5月9日
046555永昌24,3740,34000,2,0.11,0.11,0.11,0.11,5月3日,0.11,5月3日
046556永昌25,100,5000,1,0.02,0.02,0.02,0.02,5月2日,0.02,5月2日
046560永昌29,316800,297000,3,1.07,1.08,1.08,1.08,5月2日,1.06,5月2日
046561永昌30,59150,90000,3,0.66,0.67,0.67,0.69,5月2日,0.62,5月2日
046562永昌31,5690,569000,10,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046565永昌34,3000,150000,2,0.02,0.02,0.02,0.02,5月2日,0.02,5月2日
046571國泰FX,4900,35000,1,0.14,0.14,0.14,0.14,5月3日,0.14,5月3日
046572國泰FY,7800,10000,1,0.78,0.78,0.78,0.78,5月2日,0.78,5月2日
046573HV寶來,100,10000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046576HY寶來,1280,119000,3,0.01,0.02,0.01,0.04,5月2日,0.01,5月3日
046580大華8H,1980,99000,1,0.02,0.02,0.02,0.02,5月3日,0.02,5月3日
046581大華8I,29200,20000,2,1.46,1.46,1.46,1.46,5月2日,1.46,5月2日
046582大華8J,340,34000,3,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046584大華8L,2700,270000,29,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046586元大HS,400,10000,1,0.04,0.04,0.04,0.04,5月2日,0.04,5月2日
046589IA寶來,143050,374000,16,0.38,0.43,0.39,0.47,5月3日,0.3,5月2日
046591IC寶來,4200,420000,6,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046592ID寶來,104610,417000,12,0.25,0.22,0.2,0.29,5月3日,0.2,5月3日
046595IG寶來,50,5000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
0465961C凱基,2300,25000,5,0.09,0.09,0.06,0.1,5月8日,0.06,5月9日
0465971D凱基,500,25000,1,0.02,0.02,0.02,0.02,5月11日,0.02,5月11日
0465981E凱基,1990,7000,3,0.28,0.28,0.19,0.35,5月4日,0.19,5月14日
046600元大HY,450,45000,2,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046604CY富邦,3750,1000,1,3.75,3.75,3.75,3.75,5月3日,3.75,5月3日
046605CZ富邦,23900,2312000,213,0.01,0.01,0.01,0.07,5月29日,0.01,5月30日
046612大華8Q,910,86000,2,0.01,0.02,0.01,0.02,5月2日,0.01,5月3日
046613大華8R,250,25000,1,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
046614大華8S,200,20000,2,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046619兆豐BF,117410,230000,14,0.51,0.5,0.37,0.65,5月2日,0.35,5月4日
046620兆豐BG,4780,53000,8,0.09,0.12,0.07,0.17,5月2日,0.06,5月4日
046624兆豐BL,123620,89000,6,1.39,1.39,1.3,1.48,5月2日,1.3,5月4日
046625兆豐BM,100,10000,1,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046630元富NT,120,12000,1,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046631元富NU,5500,40000,3,0.14,0.17,0.17,0.17,5月2日,0.1,5月2日
046633永豐9L,36250,90000,5,0.4,0.42,0.35,0.5,5月2日,0.35,5月4日
046634永豐9M,3970,397000,9,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046636永豐9P,72610,1874000,41,0.04,0.04,0.03,0.06,5月3日,0.03,5月4日
046641永豐9U,32290,223000,7,0.14,0.15,0.13,0.21,5月3日,0.11,5月4日
046647康和M8,550,55000,2,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046648元大IB,12490,206000,9,0.06,0.06,0.06,0.07,5月2日,0.03,5月2日
046651統一7Z,500,50000,3,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046653DB富邦,360,36000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046654DC富邦,6050,105000,3,0.06,0.06,0.04,0.1,5月2日,0.04,5月11日
046660永豐AD,3970,377000,12,0.01,0.02,0.02,0.02,5月3日,0.01,5月3日
046662JT群益,100,10000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046665JY群益,938590,1113000,58,0.84,0.94,0.8,1.09,5月4日,0.8,5月7日
0466661H凱基,23370,150000,3,0.16,0.14,0.07,0.2,5月4日,0.07,5月7日
0466671J凱基,6250,334000,23,0.02,0.03,0.01,0.07,5月3日,0.01,5月7日
046668大華8U,600,60000,1,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046670大華8W,3780,368000,28,0.01,0.01,0.01,0.02,5月3日,0.01,5月4日
046671大華8X,2210,221000,24,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046672大華8Y,105660,215000,14,0.49,0.59,0.22,0.85,5月2日,0.19,5月7日
046674大華9A,1460,146000,9,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046675大華9B,100,10000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046676元大ID,27160,198000,22,0.14,0.11,0.07,0.14,5月4日,0.07,5月7日
046677元大IE,2117530,986000,28,2.15,2.13,1.83,2.41,5月4日,1.77,5月7日
046679日盛AD,50,5000,5,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046680日盛AE,13500,50000,1,0.27,0.27,0.27,0.27,5月3日,0.27,5月3日
046684IH寶來,98050,90000,6,1.09,0.98,0.64,1.46,5月2日,0.54,5月7日
046685II寶來,250,25000,1,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
046686IJ寶來,200,20000,1,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046687IK寶來,1050,105000,2,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
046689IM寶來,7940,794000,9,0.01,0.01,0.01,0.01,5月8日,0.01,5月8日
046690IN寶來,1300,130000,4,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046691IP寶來,1900,190000,10,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046693大華9D,105920,466000,34,0.23,0.26,0.22,0.33,5月3日,0.12,5月8日
046695大華9F,40,2000,1,0.02,0.02,0.02,0.02,5月7日,0.02,5月7日
046696大華9G,4060,406000,5,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046698大華9I,200,20000,1,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046699大華9J,159780,50000,12,3.2,3.06,3.42,3.44,5月8日,2.69,5月2日
046700大華9K,5230,523000,11,0.01,0.01,0.01,0.01,5月8日,0.01,5月8日
046702永豐AF,4590,40000,5,0.11,0.12,0.06,0.16,5月4日,0.06,5月8日
046703永豐AG,52100,970000,16,0.05,0.07,0.01,0.1,5月4日,0.01,5月8日
046708日盛AH,9820,518000,18,0.02,0.02,0.01,0.02,5月4日,0.01,5月10日
046709日盛AK,6730,39000,10,0.17,0.18,0.04,0.4,5月3日,0.04,5月10日
046710日盛AM,19300,20000,2,0.96,0.97,0.89,1.04,5月2日,0.89,5月10日
046711日盛AN,110,6000,2,0.02,0.02,0.01,0.02,5月3日,0.01,5月10日
046712日盛AQ,10,1000,1,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
046713工銀HU,20900,352000,4,0.06,0.04,0.06,0.07,5月3日,0.02,5月2日
046715工銀HW,500,50000,1,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
046716工銀HX,22150,36000,3,0.62,0.6,0.6,0.62,5月8日,0.6,5月9日
046717工銀HY,136840,234000,8,0.58,0.72,0.52,1,5月2日,0.52,5月9日
046719工銀JA,430,43000,2,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
046720DD富邦,2090950,3858000,189,0.54,0.41,0.32,0.73,5月2日,0.22,5月16日
046721DE富邦,211370,1121000,24,0.19,0.16,0.06,0.27,5月2日,0.06,5月21日
046722元大IG,2400,50000,4,0.05,0.05,0.04,0.05,5月8日,0.04,5月9日
046723元大IH,25420,36000,4,0.71,0.49,0.24,0.96,5月3日,0.24,5月10日
046724元大II,12000,250000,5,0.05,0.05,0.01,0.1,5月2日,0.01,5月9日
046726元大IK,207590,4602000,77,0.05,0.05,0.01,0.12,5月4日,0.01,5月23日
046729IT寶來,1490,149000,15,0.01,0.01,0.01,0.01,5月8日,0.01,5月8日
046730IU寶來,1250,103000,3,0.01,0.05,0.01,0.09,5月2日,0.01,5月10日
046733IX寶來,50700,85000,6,0.6,0.58,0.57,0.65,5月2日,0.54,5月2日
046734IY寶來,11210,1121000,23,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
046735IZ寶來,215900,280000,14,0.77,0.8,0.85,0.85,5月8日,0.71,5月7日
046736JA寶來,3980,398000,42,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046742元富01,37800,120000,3,0.32,0.33,0.28,0.4,5月3日,0.28,5月10日
046743元富02,1750,175000,6,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
046745元富04,250,25000,2,0.01,0.01,0.01,0.01,5月8日,0.01,5月8日
0467461M凱基,22750,341000,8,0.07,0.06,0.04,0.07,5月3日,0.04,5月8日
0467471N凱基,8990,298000,4,0.03,0.06,0.08,0.08,5月21日,0.03,5月4日
046749國泰GD,30,3000,3,0.01,0.01,0.01,0.01,5月9日,0.01,5月9日
046750大華9M,790690,614000,51,1.29,1.36,1,2.08,5月2日,0.66,5月9日
046751大華9N,1600,160000,4,0.01,0.01,0.01,0.01,5月9日,0.01,5月9日
046752大華9P,519720,601000,48,0.86,0.79,0.65,1.05,5月2日,0.6,5月7日
046754大華9R,150,15000,2,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
046756大華9T,3550,4000,4,0.89,0.89,0.72,1.16,5月4日,0.72,5月9日
046757大華9U,1290,129000,2,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
046759大華9W,1200,120000,3,0.01,0.01,0.01,0.01,5月9日,0.01,5月9日
046760日盛AS,10,1000,1,0.01,0.01,0.01,0.01,5月9日,0.01,5月9日
046761日盛AT,81210,63000,9,1.29,1.34,1.09,1.62,5月4日,0.97,5月10日
046762統一8E,350,35000,2,0.01,0.01,0.01,0.01,5月7日,0.01,5月7日
046763永豐AI,56350,115000,2,0.49,0.49,0.49,0.49,5月4日,0.49,5月4日
046765永豐AK,20170,1670000,25,0.01,0.01,0.01,0.02,5月4日,0.01,5月8日
046766永豐AL,63020,148000,8,0.43,0.38,0.21,0.52,5月4日,0.21,5月10日
046771元大IQ,907440,558000,46,1.63,1.62,1.52,1.89,5月3日,1.5,5月10日
046772元大IR,49260,985000,19,0.05,0.04,0.01,0.07,5月2日,0.01,5月8日
046773元大IS,595560,5207000,134,0.11,0.1,0.01,0.2,5月3日,0.01,5月10日
0467741Q凱基,3100,65000,9,0.05,0.06,0.01,0.18,5月2日,0.01,5月10日
0467751S凱基,17280,514000,10,0.03,0.09,0.09,0.09,5月3日,0.03,5月3日
0467761T凱基,18970,304000,10,0.06,0.05,0.02,0.09,5月2日,0.02,5月8日
0467771U凱基,1121780,3990000,126,0.28,0.21,0.15,0.44,5月2日,0.06,5月25日
0467781V凱基,3480170,2967000,168,1.17,1.18,0.63,1.98,5月2日,0.42,5月28日
046780JZ群益,1980,198000,2,0.01,0.01,0.01,0.01,5月2日,0.01,5月2日
046781KA群益,108160,3368000,74,0.03,0.03,0.01,0.06,5月7日,0.01,5月31日
046783永豐AQ,13450,159000,4,0.08,0.09,0.05,0.13,5月2日,0.05,5月11日
