103年度股票交易量值統計表,,,,,
TRADING STATISTICS OF STOCKS FOR 2014,,,,,
證     券     名     稱,,成   交   值,成   交   量,收盤平均價,"成交量
週轉率"
Name   of    Company,,"Trading Amount
(NT$)","Trading Volume
(Shares)","Average
Closing Price","Volume
Turnover
Rate (%)"
9910,豐泰企業,"14,926,759,301 ","185,256,619 ",82.32 ,32.91 
,FT,,,,
9911,台灣櫻花,"4,477,082,303 ","205,308,057 ",21.48 ,74.29 
,Taiwan Sakura,,,,
9914,美利達,"49,329,108,555 ","238,844,352 ",207.24 ,82.48 
,MIC,,,,
9917,中保,"9,581,820,657 ","119,257,240 ",79.39 ,26.57 
,Taiwan Secom,,,,
9919,康那香,"2,431,345,288 ","160,267,432 ",14.60 ,81.30 
,KNH,,,,
9921,巨大機械,"29,367,779,179 ","127,033,367 ",233.24 ,33.85 
,Giant Mfg.,,,,
9924,臺灣福興,"1,965,017,891 ","62,504,895 ",30.68 ,33.17 
,Taiwan Fu Hsing,,,,
9925,新保,"3,129,677,827 ","77,095,727 ",40.29939516,20.22
,SKS,,,,
9927,泰銘,"3,370,024,064 ","91,354,031 ",35.44 ,43.67 
,TMI,,,,
9928,中國電視,"454,328,754 ","29,876,918 ",15.13 ,22.51 
,CTV,,,,
9930,中聯資源,"1,790,445,362 ","25,784,576 ",70.13 ,11.41 
,CHC,,,,
9933,中鼎,"17,727,417,493 ","366,645,147 ",48.93 ,48.95 
,CTCI Corp.,,,,
9934,成霖,"6,752,007,378 ","334,123,746 ",18.26 ,101.43 
,Globo,,,,
9935,慶豐富,"3,416,750,033 ","346,463,586 ",8.74 ,291.11 
,Ching Feng,,,,
9938,百和,"31,269,658,277 ","798,538,723 ",39.02 ,267.99 
,Taiwan Paiho,,,,
9939,宏全,"21,042,453,887 ","348,491,659 ",58.94 ,134.14 
,Hon Chuan,,,,
9940,信義,"5,833,908,327 ","127,135,789 ",44.51 ,23.11 
,Sinyi Realty,,,,
9941,裕融,"11,813,206,031 ","150,263,171 ",77.80 ,60.22 
,TAC,,,,
9942,茂順,"8,465,647,153 ","69,259,499 ",119.04 ,83.27 
,MAO SHUN,,,,
9944,新麗,"11,342,116,165 ","237,132,668 ",46.45 ,234.38 
,Shinih,,,,
9945,潤泰新,"53,315,145,327 ","1,018,302,351 ",51.96 ,85.42 
,RUENTEX DEVELOP,,,,
9955,佳龍,"611,796,972 ","28,914,876 ",20.47 ,28.00 
,SDTI,,,,
,全額交割股票,"73,293,512,848 ","8,725,461,839 ",-,-
,Stocks Requiring Full Delivery,,,,
1449,佳和實業,"74,765,925 ","44,653,235 ",1.84 ,24.97 
,CHIA HER,,,,
1456,怡華,"106,972,627 ","11,340,388 ",8.83 ,9.45 
,I-HWA,,,,
1516,川飛,"14,458,525 ","1,122,452 ",12.40 ,5.77 
,FALCON,,,,
1529,樂士,"123,716,089 ","35,616,745 ",3.41 ,22.29 
,LUXE,,,,
2321,東訊,"86,606,571 ","25,309,882 ",3.21 ,8.52 
,Tecom,,,,
2348,海悅,"17,301,076 ","321,751 ",53.25 ,1.83 
,Hiyes,,,,
2361,鴻友,"23,527,715 ","10,722,291 ",2.11 ,14.80 
,Mustek,,,,
2364,倫飛,"2,582,863,922 ","465,514,677 ",4.65 ,244.82 
,Twinhead,,,,
2384,勝華,"56,661,826,858 ","6,129,633,775 ",9.19 ,309.35 
,Wintek Corp.,,,,
2388,威盛,"7,033,432,033 ","307,043,386 ",21.29 ,62.24 
,VIA,,,,
2429,銘旺科,"25,636,918 ","1,378,429 ",18.57 ,3.75 
,PWT,,,,
2438,英誌,"146,765,395 ","20,084,791 ",6.91 ,40.02 
,Enlight,,,,
2475,華映,"1,737,376,263 ","981,056,224 ",1.72 ,15.15 
,CPT,,,,
2496,卓越成功,"25,390,735 ","3,498,681 ",6.84 ,9.70 
,SPC,,,,
3043,科風,"425,736,115 ","64,783,425 ",5.61 ,33.23 
,PCM,,,,
3051,力特,"582,872,824 ","97,284,651 ",5.66 ,36.41 
,Optimax,,,,
3536,誠創科技,"1,345,272,614 ","141,054,672 ",7.96 ,121.71 
,STI,,,,
3701,大眾控,"10,740,369 ","1,290,349 ",8.64 ,1.06 
,FICG,,,,
6172,互億,"54,258,358 ","7,789,630 ",6.78 ,16.70 
,Billionton,,,,
6225,天瀚,"182,206,089 ","25,847,953 ",6.29 ,51.17 
,AIPTEK,,,,
6289,華上,"1,213,918,873 ","265,808,976 ",3.25 ,98.73 
,AOC,,,,
9929,秋雨創新,"817,866,954 ","84,305,476 ",9.45 ,56.52 
,CHOICE,,,,
