101年度股票交易量值統計表,,,,,
TRADING STATISTICS OF STOCKS FOR 2012,,,,,
證     券     名     稱,,"成   交   值
(單位：元)","成   交   量
(單位：股)",收盤平均價,"成交量
週轉率"
Name   of    Company,,"Trading Amount
(NT$)","Trading Volume
(Shares)","Average
Closing Price","Volume
Turnover
Rate (%)"
,Favite,,,,
3536,誠創科技,"638,083,485 ","64,951,968 ",8.84 ,56.03 
,STI,,,,
3557,嘉威光電,"1,688,208,384 ","196,723,874 ",8.14 ,179.75 
,Gamma,,,,
3561,昇陽光電,"39,618,483,211 ","1,411,769,043 ",26.60 ,546.90 
,SEC,,,,
3573,穎台科技,"20,130,510,318 ","404,791,210 ",47.58 ,275.98 
,ENTIRE,,,,
3576,新日光,"61,562,420,031 ","2,725,291,097 ",20.82 ,630.97 
,NSP,,,,
3584,介面光電,"20,348,943,713 ","598,238,053 ",32.22 ,555.71 
,JTOUCH,,,,
3591,艾笛森,"20,978,114,397 ","348,614,615 ",51.38 ,322.29 
,EDISON OPTO,,,,
3593,力銘科技,"653,236,154 ","57,484,523 ",10.89 ,50.98 
,logah,,,,
3599,旺能光電,"2,322,047,234 ","151,943,320 ",13.23 ,97.77 
,DelSolar,,,,
3622,洋華,"36,970,046,400 ","539,536,367 ",67.06 ,358.20 
,YFO,,,,
3669,圓展科技,"768,792,376 ","33,357,539 ",23.78 ,33.95 
,AVI,,,,
3673,F-TPK,"596,972,413,919 ","1,425,768,933 ",417.87 ,506.50 
,"TPK Holding Co., Ltd.",,,,
3698,隆達電子,"23,055,161,489 ","787,711,274 ",28.75 ,199.31 
,Lextar,,,,
4934,太極能源,"3,684,268,691 ","283,147,413 ",12.18 ,144.75 
,Tainergy,,,,
4935,F-茂林,"23,773,782,552 ","507,249,077 ",43.88 ,365.63 
,GLT,,,,
4942,嘉彰,"10,861,355,560 ","261,692,258 ",37.33 ,171.59 
,Chia Chang,,,,
4956,光鋐科技,"8,012,556,512 ","239,475,435 ",29.88 ,238.51 
,Epileds,,,,
4960,奇美材料,"47,050,647,812 ","1,502,243,537 ",30.73 ,321.26 
,CMMT,,,,
4976,佳凌科技,"610,374,993 ","15,601,721 ",38.09 ,15.60 
,CALIN,,,,
5234,達興材料,"4,511,343,940 ","98,555,243 ",47.12 ,110.83 
,DAXIN,,,,
5484,慧友,"432,265,416 ","40,132,535 ",10.25 ,33.87 
,EverFocus,,,,
6120,輔祥,"10,925,722,495 ","602,637,038 ",16.72 ,168.44 
,FORHOUSE,,,,
6131,悠克,"442,972,466 ","35,295,202 ",12.16 ,35.29 
,YOKO,,,,
6164,華興電子,"2,418,085,996 ","163,827,776 ",13.16 ,127.70 
,LEDTECH,,,,
6168,宏齊,"4,476,367,592 ","246,048,960 ",16.05 ,120.90 
,HARVATEK CORPOR,,,,
6176,瑞儀,"196,987,093,084 ","1,552,628,352 ",126.86 ,350.36 
,ROEC,,,,
6209,今國光學,"24,697,912,541 ","595,000,738 ",41.13 ,365.99 
,KINKO,,,,
6226,光鼎電子,"768,847,925 ","96,564,303 ",7.32 ,106.12 
,Para Light,,,,
6278,台表科,"36,892,181,855 ","607,126,326 ",56.89 ,246.09 
,TSMT,,,,
6289,華上,"1,906,870,488 ","314,465,340 ",5.19 ,116.80 
,AOC,,,,
8072,陞泰科技,"4,341,272,229 ","45,406,208 ",92.58 ,45.39 
,AV TECH,,,,
8105,凌巨,"4,621,915,162 ","466,903,579 ",9.31 ,105.75 
,GiantPlus,,,,
8199,廣鎵光電,"3,152,620,347 ","222,862,391 ",13.04 ,43.06 
,HUGA,,,,
8215,明基材料,"7,637,418,281 ","462,129,987 ",13.48 ,144.11 
,BMC,,,,
27,通信網路業類,,,,
,Communications and Internet,,,,
2314,台揚,"13,367,165,967 ","1,111,230,962 ",11.14 ,269.03 
,MTI,,,,
2332,友訊,"11,336,943,286 ","551,729,859 ",19.67 ,85.19 
,D-Link,,,,
2345,智邦,"12,101,836,150 ","719,233,448 ",16.29 ,138.00 
,Accton,,,,
2402,毅嘉,"24,750,718,984 ","1,380,639,420 ",15.94 ,410.71 
,ICHIA,,,,
2412,中華電信,"273,761,967,218 ","2,956,415,887 ",92.22 ,38.12 
,CHT,,,,
2419,仲琦,"8,004,166,693 ","483,362,451 ",15.95 ,268.75 
,Hitron,,,,
2439,美律,"29,262,644,096 ","668,646,486 ",42.51 ,413.06 
,Merry,,,,
2444,友旺,"748,696,883 ","97,211,268 ",7.23 ,77.79 
,Abo-Com,,,,
2450,神腦,"64,213,552,253 ","557,539,703 ",109.71 ,217.53 
,Senao,,,,
2455,全新,"48,498,543,429 ","1,068,415,478 ",43.50 ,461.15 
,VPEC,,,,
2485,兆赫,"15,026,059,472 ","435,850,620 ",30.69 ,137.19 
,Zinwell,,,,
2498,宏達電,"1,205,833,939,556 ","3,523,656,153 ",381.41 ,413.35 
,HTC,,,,
3025,星通,"292,610,093 ","35,740,539 ",8.02 ,49.67 
,Loop,,,,
3027,盛達,"1,445,871,432 ","112,335,036 ",11.34 ,118.50 
,BILLION,,,,
3045,台灣大哥大,"148,787,090,358 ","1,546,087,181 ",98.26 ,45.19 
,TWM,,,,
3047,訊舟,"7,312,745,083 ","570,743,600 ",11.85 ,358.61 
,EDIMAX,,,,
3062,建漢,"11,772,212,618 ","448,523,959 ",24.73 ,137.75 
,CyberTAN,,,,
3311,閎暉,"32,052,595,467 ","475,400,494 ",62.18 ,261.22 
,Silitech,,,,
3380,明泰,"13,132,250,137 ","546,745,207 ",22.16 ,112.51 
,Alpha,,,,
3419,譁裕,"3,346,339,615 ","199,881,848 ",14.57 ,196.25 
,WHAYU,,,,
3596,智易科技,"12,373,732,733 ","321,432,512 ",33.89 ,229.13 
,Arcadyan,,,,
3694,海華,"5,885,364,260 ","202,838,012 ",25.96 ,156.21 
,AzureWave,,,,
3704,合勤控,"7,023,145,441 ","407,347,565 ",15.47 ,81.18 
,Unizyx,,,,
4904,遠傳,"127,000,295,027 ","1,944,795,753 ",66.56 ,59.68 
,Far EasTone,,,,
4906,正文,"17,410,871,096 ","597,322,142 ",28.30 ,194.38 
,Gemtek,,,,
4984,F-科納,"3,675,904,200 ","54,185,368 ",57.43 ,125.15 
,CoAdna,,,,
5388,中磊,"45,913,953,022 ","1,095,043,259 ",41.78 ,582.42 
,SERCOMM,,,,
6136,富爾特,"1,239,545,699 ","44,914,079 ",26.84 ,38.89 
,FTC,,,,
6142,友勁,"1,570,907,984 ","175,796,241 ",7.93 ,64.49 
,CAMEO,,,,
6152,百一,"7,233,358,776 ","275,300,923 ",25.63 ,174.66 
,PRIME,,,,
6216,居易,"2,037,436,732 ","93,239,372 ",19.43 ,125.15 
,Draytek Corp.,,,,
6283,淳安電子,"1,245,369,355 ","131,980,698 ",8.78 ,146.48 
,SOE,,,,
6285,啟碁,"47,219,497,995 ","803,055,364 ",55.77 ,276.29 
,WNC,,,,
8011,台通光電,"13,085,894,727 ","318,637,767 ",37.82 ,457.61 
,TTCC,,,,
8078,華寶通訊,"165,723,647,667 ","4,168,430,382 ",39.44 ,685.91 
,CCI,,,,
8101,華冠,"26,583,317,418 ","1,325,585,508 ",17.68 ,354.22 
,Arima Comm.,,,,
28,電子零組件業類,,,,
,Electronic Parts & Components,,,,
1471,首利,"2,800,197,925 ","226,168,897 ",11.02 ,112.26 
,SL,,,,
1582,信錦,"11,899,184,921 ","253,973,697 ",45.27 ,185.64 
,SYNCMOLD,,,,
2059,川湖,"31,525,384,593 ","189,297,648 ",168.15 ,205.24 
,king slide,,,,
2308,台達電,"163,475,871,099 ","1,776,640,765 ",94.37 ,73.78 
,Delta Electronics,,,,
2313,華通,"39,541,765,493 ","3,123,242,100 ",12.29 ,262.05 
,COMPEQ MFG.,,,,
2316,楠梓電,"3,399,179,309 ","254,939,183 ",13.09 ,74.79 
,WUS,,,,
2327,國巨,"11,856,081,573 ","1,323,498,697 ",8.81 ,60.01 
,Yageo,,,,
2328,廣宇,"23,094,898,706 ","804,460,828 ",27.91 ,157.92 
,Pan-International,,,,
2355,敬鵬,"20,682,777,582 ","688,351,123 ",29.21 ,173.17 
,Chin-Poon,,,,
2367,燿華,"10,303,050,726 ","821,644,659 ",11.16 ,147.97 
,Unitech,,,,
2368,金像,"3,724,476,251 ","515,155,355 ",6.82 ,91.19 
,GCE,,,,
2375,智寶,"403,466,374 ","85,682,929 ",4.27 ,44.56 
,Teapo,,,,
2383,台光電,"22,384,959,515 ","823,525,203 ",27.05 ,273.80 
,EMC,,,,
2392,正崴,"85,531,277,454 ","1,306,563,567 ",64.05 ,269.81 
,FOXLINK,,,,
2413,環科,"357,571,526 ","43,137,728 ",7.94 ,33.86 
,UMEC,,,,
2415,錩新,"949,956,183 ","73,003,120 ",12.34 ,88.81 
,Cx Tech,,,,
2420,新巨,"3,177,203,581 ","135,893,777 ",22.39 ,88.87 
,Zippy,,,,
2421,建準,"4,153,150,221 ","188,482,833 ",20.34 ,73.25 
,Sunon,,,,
2428,興勤,"3,075,912,526 ","105,024,177 ",28.71 ,82.63 
,TKS,,,,
2431,聯昌,"605,102,673 ","70,788,078 ",7.48 ,63.81 
,Lien Chang,,,,
2437,旺詮,"560,768,997 ","17,133,273 ",31.10 ,28.19 
,Ralec,,,,
2440,太空梭,"216,586,449 ","36,352,274 ",5.64 ,26.14 
,Space Shuttle,,,,
2456,奇力新,"3,842,982,647 ","236,284,752 ",15.66 ,154.10 
,Chilisin,,,,
2457,飛宏,"20,657,291,085 ","613,868,365 ",30.71 ,222.34 
,Phihong,,,,
2460,建通,"427,336,807 ","31,292,351 ",13.28 ,18.22 
,Gem,,,,
2462,良得電,"3,291,549,449 ","103,177,893 ",31.31 ,122.68 
,LINETEK,,,,
2467,志聖,"3,305,244,775 ","157,910,368 ",20.11 ,100.66 
,C Sun,,,,
2472,立隆電,"2,236,683,594 ","144,957,905 ",13.90 ,97.28 
,LEION,,,,
2476,鉅祥,"2,133,089,986 ","123,499,696 ",16.47 ,50.54 
,GS,,,,
2478,大毅,"1,014,839,607 ","53,576,119 ",18.38 ,22.42 
,Ta-I,,,,
2483,百容,"202,834,940 ","17,187,090 ",11.34 ,15.16 
,ECE,,,,
2484,希華,"2,289,851,613 ","207,378,502 ",9.75 ,131.70 
,Siward,,,,
2492,華新科,"3,672,253,074 ","437,964,040 ",7.74 ,63.47 
,WTC,,,,
2493,揚博,"10,774,393,110 ","409,966,423 ",25.68 ,358.25 
,AMPOC,,,,
3003,健和興,"2,904,158,522 ","115,764,421 ",24.10 ,82.61 
,KST,,,,
3011,今皓,"2,183,088,933 ","239,523,156 ",8.50 ,212.50 
,JH,,,,
3015,全漢,"2,761,729,143 ","99,134,728 ",26.94 ,43.27 
,SPI,,,,
3023,信邦,"6,936,861,120 ","283,283,666 ",24.08 ,154.92 
,SINBON,,,,
3026,禾伸堂,"2,975,259,941 ","109,024,279 ",26.47 ,34.04 
,HOLY  STONE,,,,
3032,偉訓,"189,740,073 ","22,422,988 ",8.15 ,21.71 
,COMPUCASE,,,,
3037,欣興,"69,539,818,579 ","2,022,786,172 ",33.78 ,131.47 
,Unimicron,,,,
3042,晶技,"26,414,639,394 ","566,611,748 ",45.81 ,187.46 
,TXC,,,,
3044,健鼎,"60,321,316,238 ","810,515,639 ",76.91 ,154.21 
,Tripod,,,,
3058,立德,"2,551,015,539 ","183,314,545 ",13.06 ,121.57 
,Leader,,,,
3090,日電貿,"971,986,563 ","36,762,928 ",24.98 ,34.17 
,NDB,,,,
3229,晟鈦,"250,134,663 ","30,483,527 ",7.79 ,51.08 
,CHEER TIME,,,,
3296,勝德,"4,920,603,199 ","209,245,182 ",22.25 ,186.63 
,POWERTECH,,,,
3308,聯德電子,"105,262,531 ","13,626,076 ",7.21 ,13.65 
,BESTEC,,,,
3376,新日興,"50,102,438,604 ","560,245,394 ",87.78 ,350.96 
,SZS,,,,
3432,台端,"467,063,129 ","40,230,265 ",10.49 ,61.30 
,TAI TWUN,,,,
3501,維熹科技,"2,580,023,323 ","59,967,038 ",41.02 ,53.91 
,Well Shin,,,,
3533,嘉澤,"19,212,420,555 ","225,549,197 ",81.43 ,241.28 
,LOTES,,,,
3550,聯穎,"340,873,128 ","25,105,058 ",12.83 ,29.53 
,CTC,,,,
3605,宏致電子,"8,158,057,590 ","158,654,174 ",46.78 ,127.71 
,ACES,,,,
3607,谷崧精密,"9,521,582,704 ","189,246,766 ",48.30 ,169.39 
,Coxon,,,,
3645,達邁科技,"10,611,714,983 ","250,380,838 ",38.98 ,220.02 
,TMT,,,,
3653,健策,"22,550,525,138 ","254,466,173 ",82.45 ,245.38 
,JENTECH,,,,
3679,新至陞科技,"5,264,055,600 ","74,033,710 ",63.63 ,91.22 
,Nishoku,,,,
4958,F-臻鼎,"67,138,016,736 ","772,883,836 ",88.22 ,112.02 
,ZDT,,,,
5469,瀚宇博德,"5,327,215,161 ","356,866,259 ",14.54 ,74.69 
,Board,,,,
6108,競國實業,"3,746,956,630 ","173,422,507 ",21.05 ,108.47 
,APCB INC.,,,,
6115,鎰勝,"2,043,182,625 ","46,919,962 ",41.71 ,28.61 
,I-SHENG,,,,
6133,金橋,"187,640,354 ","23,481,874 ",7.89 ,22.54 
,Golden Bridge,,,,
6141,柏承科技,"543,872,895 ","38,608,099 ",13.24 ,28.11 
,Plotech,,,,
6153,嘉聯益,"72,370,123,745 ","1,565,790,660 ",45.07 ,482.26 
,Career Tech.,,,,
6155,鈞寶電子,"186,695,308 ","9,627,338 ",18.98 ,11.91 
,KC,,,,
6165,捷泰,"160,244,140 ","35,116,212 ",4.25 ,36.98 
,JTT,,,,
6191,精成科技,"4,192,840,810 ","294,762,810 ",12.80 ,58.02 
,GBM,,,,
6205,詮欣,"361,004,459 ","22,429,442 ",16.03 ,30.93 
,COXOC,,,,
6213,聯茂,"9,634,821,947 ","297,000,481 ",31.47 ,95.53 
,ITEQ,,,,
6224,聚鼎科技,"6,547,228,000 ","116,102,375 ",54.50 ,145.94 
,PTTC.,,,,
6251,定穎電子,"2,711,318,661 ","232,299,117 ",10.51 ,80.71 
,DYNAMIC,,,,
6269,台郡,"166,631,201,299 ","1,465,475,912 ",115.96 ,807.51 
,FLEXIUM,,,,
6282,康舒,"20,287,153,108 ","1,084,007,659 ",18.49 ,212.30 
,AcBel,,,,
8039,台虹,"27,891,038,002 ","697,614,186 ",39.02 ,344.93 
,TAIFLEX,,,,
8046,南電,"24,092,532,616 ","456,784,985 ",51.47 ,70.70 
,N.P.C.,,,,
8103,瀚荃,"6,603,608,804 ","155,511,032 ",41.86 ,219.29 
,CviLux,,,,
8163,達方電子,"10,798,235,519 ","497,576,137 ",20.57 ,156.02 
,DARFON,,,,
8213,志超,"40,837,482,696 ","1,064,406,725 ",37.39 ,430.76 
,tpt,,,,
8249,菱光科技,"1,779,394,837 ","106,797,604 ",15.76 ,84.05 
,CSI,,,,
29,電子通路業類,,,,
,Electronic Products Distribution,,,,
2347,聯強,"78,486,648,781 ","1,183,885,344 ",67.13 ,75.21 
,Synnex,,,,
2359,所羅門,"686,942,227 ","60,505,287 ",10.73 ,32.18 
,Solomon,,,,
2414,精技,"693,730,213 ","45,828,929 ",14.85 ,28.33 
,UTE,,,,
2430,燦坤,"6,067,597,606 ","91,918,998 ",63.84 ,54.89 
,TKE,,,,
2459,敦吉,"1,549,656,532 ","57,191,280 ",25.87 ,39.44 
,Audix,,,,
3010,華立,"4,345,283,243 ","108,755,914 ",39.20 ,47.01 
,Wahlee,,,,
3028,增你強,"4,288,863,709 ","200,376,708 ",20.16 ,93.96 
,Zenitron,,,,
3033,威健,"2,587,112,454 ","109,766,509 ",22.77 ,44.99 
,WEIKENG,,,,
3036,文曄,"17,638,259,221 ","429,657,174 ",38.73 ,132.51 
,Wintech,,,,
3040,遠見,"1,082,767,192 ","69,706,668 ",14.52 ,67.11 
,GV,,,,
3048,益登,"353,674,144 ","35,007,884 ",9.70 ,21.72 
,EDOM,,,,
3055,蔚華科,"359,827,075 ","28,314,229 ",12.33 ,21.65 
,SPIROX,,,,
3209,全科科技,"2,895,299,495 ","115,019,724 ",23.56 ,129.04 
,ALLTEK,,,,
3312,弘憶股,"937,644,059 ","75,958,006 ",11.06 ,87.14 
,G.M.I,,,,
3315,宣昶,"2,043,634,304 ","78,266,579 ",22.82 ,111.34 
,MAXTEK,,,,
3702,大聯大,"50,714,375,698 ","1,341,751,070 ",37.42 ,82.02 
,WPG,,,,
5434,崇越,"9,643,093,813 ","189,586,994 ",49.05 ,127.35 
,TOPCO,,,,
6119,大傳,"363,381,180 ","20,278,288 ",17.34 ,12.84 
,TECO_ENT,,,,
6189,豐藝,"2,437,247,216 ","104,525,098 ",23.19 ,58.00 
,Promate,,,,
6281,全國電,"2,650,703,806 ","41,519,580 ",63.64 ,41.86 
,E-LIFE MALL,,,,
8070,長華電材,"3,990,508,942 ","48,047,912 ",77.51 ,71.75 
,CHANG WAH,,,,
8112,至上,"8,933,762,104 ","508,269,744 ",14.96 ,290.24 
,Supreme,,,,
30,資訊服務業類,,,,
,Information Service,,,,
2427,三商電,"2,906,984,881 ","252,976,218 ",10.26 ,132.94 
,MDS,,,,
2453,凌群,"1,461,157,739 ","122,417,309 ",11.07 ,122.43 
,SYSCOM,,,,
2468,華經,"296,406,289 ","25,523,987 ",10.61 ,36.39 
,FIS,,,,
2471,資通,"1,836,079,200 ","100,930,890 ",17.27 ,213.59 
,ARES,,,,
2480,敦陽科,"6,739,067,966 ","249,513,736 ",26.06 ,187.67 
,Stark,,,,
3021,衛展資訊,"332,365,168 ","23,161,767 ",13.26 ,60.75 
,WELLTEND,,,,
3029,零壹,"3,228,334,940 ","176,042,558 ",16.50 ,185.81 
,ZERO ONE,,,,
3130,一零四,"622,719,700 ","8,115,263 ",76.06 ,23.87 
,104 CORPORATION,,,,
5203,訊連,"10,640,381,457 ","111,576,850 ",91.96 ,118.25 
,CyberLink,,,,
6112,聚碩,"4,459,252,304 ","157,694,585 ",27.26 ,209.58 
,SYSAGE,,,,
6183,關貿網路,"2,483,275,021 ","120,753,863 ",19.83 ,80.50 
,TRADE-VAN,,,,
6214,精誠,"1,643,144,950 ","51,532,450 ",31.36 ,19.87 
,SYSTEX,,,,
31,其他電子業類,,,,
,Other Electronic,,,,
2312,金寶,"2,819,008,769 ","397,050,654 ",6.76 ,27.22 
,Kinpo Electronics,,,,
2317,鴻海,"963,562,343,360 ","10,423,266,047 ",92.08 ,93.36 
,Hon Hai,,,,
2354,鴻準,"342,845,557,862 ","3,077,231,844 ",109.34 ,256.88 
,FoxconnTechnology,,,,
2360,致茂,"11,638,175,969 ","179,941,677 ",65.47 ,47.77 
,Chroma,,,,
2371,大同,"24,034,505,642 ","3,210,571,929 ",7.43 ,137.25 
,Tatung,,,,
2373,震旦行,"2,202,345,209 ","46,841,599 ",46.32 ,13.87 
,Aurora,,,,
2390,云辰,"5,255,952,922 ","446,909,948 ",9.22 ,207.56 
,Everspring,,,,
2404,漢唐,"7,007,396,849 ","245,704,973 ",26.91 ,103.13 
,UIS,,,,
2423,固緯,"436,498,409 ","20,903,734 ",19.22 ,18.62 
,GW,,,,
2433,互盛電,"1,681,724,899 ","47,320,694 ",33.12 ,32.74 
,ASC,,,,
2461,光群雷,"1,855,574,496 ","163,397,059 ",10.83 ,120.30 
,K Laser,,,,
2464,盟立,"1,338,484,608 ","62,213,478 ",21.17 ,34.64 
,Mirle,,,,
2477,美隆電,"398,108,340 ","37,502,519 ",10.34 ,14.47 
,Meiloon,,,,
2482,連宇,"444,643,654 ","39,723,914 ",10.65 ,64.01 
,UIC,,,,
2488,漢平,"253,506,475 ","24,881,956 ",9.88 ,31.10 
,Hanpin,,,,
2495,普安,"2,371,445,571 ","101,023,378 ",21.27 ,35.53 
,Infortrend,,,,
2497,怡利電,"9,812,596,686 ","285,317,752 ",32.09 ,256.31 
,E-LEAD,,,,
3018,同開,"453,126,286 ","30,899,148 ",13.44 ,70.25 
,TUNG KAI,,,,
3030,德律,"19,455,247,468 ","432,672,620 ",44.05 ,196.76 
,TRI,,,,
3043,科風,"12,839,059,219 ","770,520,763 ",14.37 ,395.23 
,PCM,,,,
3052,夆典,"2,183,842,871 ","202,796,581 ",10.25 ,104.55 
,APEX,,,,
3305,昇貿科技,"3,284,832,589 ","84,736,357 ",35.96 ,71.28 
,SHENMAO,,,,
3450,聯鈞,"20,382,439,995 ","441,097,147 ",42.67 ,575.53 
,ELASER,,,,
3518,柏騰,"2,373,298,700 ","66,159,443 ",32.93 ,80.51 
,PT TECH.,,,,
3617,碩天,"2,871,324,613 ","50,889,367 ",53.14 ,64.45 
,CyberPower,,,,
3665,F-貿聯,"2,171,849,518 ","66,613,084 ",30.11 ,98.20 
,BHI,,,,
5225,東科控股,"1,433,375,597 ","22,541,041 ",64.51 ,37.11 
,KYET,,,,
6139,亞翔,"1,691,563,190 ","54,640,984 ",29.63 ,29.02 
,L & K,,,,
6192,巨路,"11,570,823,667 ","184,415,270 ",61.79 ,167.52 
,LUMAX,,,,
6196,帆宣,"5,714,958,061 ","273,804,445 ",18.90 ,166.79 
,MIC,,,,
6197,佳必琪,"7,107,080,112 ","237,475,932 ",27.75 ,136.91 
,JPC,,,,
6201,亞弘電,"307,916,946 ","11,153,510 ",27.36 ,12.52 
,YAHORNG,,,,
6215,和椿,"413,605,998 ","30,652,019 ",12.59 ,37.04 
,Aurotek,,,,
8021,尖點,"2,287,721,919 ","121,921,847 ",18.24 ,78.66 
,Topoint,,,,
8201,無敵科技,"3,188,479,715 ","154,116,556 ",17.23 ,172.97 
,BESTA,,,,
20,其他類,,,,
,Others,,,,
1435,中福國際,"1,430,698,045 ","228,506,233 ",4.63 ,163.47 
,C.F.CORP.,,,,
2062,橋椿金屬,"427,244,290 ","14,321,001 ",29.99 ,8.77 
,SSM,,,,
2514,龍邦國際,"10,034,313,738 ","541,449,598 ",15.88 ,105.25 
,LONG BON,,,,
2904,匯僑,"3,843,105,742 ","139,721,818 ",26.76 ,202.39 
,POC,,,,
5871,F-中租,"75,219,715,394 ","1,567,664,155 ",47.11 ,190.76 
,Chailease,,,,
6184,大豐電,"2,003,234,925 ","34,640,514 ",57.36 ,46.65 
,DAH FUNG CATV,,,,
8033,雷虎,"356,309,443 ","41,002,328 ",8.22 ,47.40 
,TT,,,,
8404,F-百和,"1,005,564,714 ","59,082,879 ",14.76 ,27.44 
,PAIHO SHIH,,,,
8411,F-福貞,"884,284,529 ","15,169,880 ",55.61 ,21.83 
,KINGCAN,,,,
8422,可寧衛,"28,096,932,613 ","136,735,656 ",202.87 ,125.57 
,Cleanaway,,,,
8427,F-基勝,"3,115,319,530 ","40,297,175 ",72.22 ,42.49 
,KEYSHEEN,,,,
9802,F-鈺齊,"875,708,082 ","33,025,788 ",26.23 ,27.83 
,Fulgent Sun,,,,
9902,台火開發,"579,147,104 ","54,855,119 ",9.79 ,55.93 
,Tidehold,,,,
9904,寶成工業,"42,295,922,526 ","1,507,752,299 ",27.24 ,51.33 
,Pou Chen,,,,
9905,大華金屬,"4,987,519,377 ","141,042,194 ",34.79 ,46.26 
,GCM,,,,
9906,興達,"2,370,501,013 ","61,729,766 ",31.18 ,313.50 
,Corner,,,,
9907,統一實業,"12,790,714,774 ","777,144,249 ",16.13 ,49.21 
,Ton Yi,,,,
9910,豐泰企業,"2,652,906,653 ","86,757,870 ",29.65 ,16.36 
,FT,,,,
9911,台灣櫻花,"4,795,417,983 ","281,692,265 ",16.13 ,101.91 
,Taiwan Sakura,,,,
9914,美利達,"60,319,574,228 ","566,699,964 ",105.46 ,215.17 
,MIC,,,,
9917,中保,"5,266,576,254 ","86,484,624 ",61.64 ,19.45 
,Taiwan Secom,,,,
9919,康那香,"1,426,448,617 ","98,458,318 ",13.67 ,49.96 
,KNH,,,,
9921,巨大機械,"25,345,453,085 ","176,612,548 ",143.90 ,47.08 
,Giant Mfg.,,,,
9924,臺灣福興,"2,758,713,584 ","132,429,237 ",20.96 ,70.27 
,Taiwan Fu Hsing,,,,
9925,新保,"5,063,521,516 ","168,513,558 ",30.67 ,44.38 
,SKS,,,,
9927,泰銘,"1,239,913,959 ","43,046,693 ",28.24 ,21.10 
,TMI,,,,
9928,中國電視,"1,570,280,720 ","83,851,491 ",16.81 ,63.19 
,CTV,,,,
9929,秋雨創新,"251,716,050 ","60,288,664 ",3.40 ,40.42 
,CHOICE,,,,
9930,中聯資源,"1,896,323,867 ","41,986,636 ",45.62 ,18.58 
,CHC,,,,
9933,中鼎,"29,192,905,684 ","531,628,717 ",54.23 ,74.23 
,CTCI Corp.,,,,
9934,成霖,"3,901,407,560 ","196,607,859 ",18.90 ,65.09 
,Globo,,,,
9935,慶豐富,"449,774,751 ","66,783,614 ",6.50 ,56.10 
,Ching Feng,,,,
9938,百和,"2,194,174,440 ","101,261,112 ",20.35 ,34.78 
,Taiwan Paiho,,,,
9939,宏全,"20,110,116,800 ","307,157,848 ",65.11 ,118.21 
,Hon Chuan,,,,
9940,信義,"3,688,806,524 ","88,087,543 ",41.56 ,19.53 
,Sinyi Realty,,,,
9941,裕融,"22,090,949,164 ","337,924,600 ",64.59 ,143.31 
,TAC,,,,
9942,茂順,"1,470,135,134 ","29,092,491 ",49.78 ,34.97 
,MAO SHUN,,,,
9943,好樂迪,"5,563,828,245 ","115,676,890 ",46.63 ,78.54 
,Holiday,,,,
9944,新麗,"504,104,775 ","24,738,538 ",19.85 ,25.48 
,Shinih,,,,
9945,潤泰新,"92,233,155,923 ","2,039,124,700 ",46.93 ,208.16 
,RUENTEX DEVELOP,,,,
9955,佳龍,"1,057,251,340 ","37,680,399 ",27.26 ,35.30 
,SDTI,,,,
,全額交割股票,"45,056,162,984 ","14,035,074,508 ",-,-
,Stocks Requiring Full Delivery,,,,
1438,裕豐,"17,810,516 ","7,112,530 ",2.38 ,6.95 
,Yu Foung,,,,
1449,佳和實業,"21,249,225 ","10,408,134 ",2.08 ,5.57 
,CHIA HER,,,,
1456,怡華,"146,101,251 ","91,828,308 ",1.76 ,19.01 
,I-HWA,,,,
1516,川飛,"25,915,239 ","4,868,393 ",5.69 ,17.84 
,FALCON,,,,
1529,樂士,"37,894,661 ","17,009,690 ",2.26 ,10.64 
,LUXE,,,,
2008,高興昌,"1,145,269,633 ","167,371,698 ",5.63 ,6.89 
,KHC,,,,
2321,東訊,"62,359,099 ","23,319,032 ",2.33 ,7.84 
,Tecom,,,,
2348,力廣,"14,169,149 ","5,384,513 ",2.26 ,15.65 
,Veutron,,,,
2361,鴻友,"8,702,815 ","4,133,632 ",1.99 ,5.71 
,Mustek,,,,
2408,南科,"1,833,266,193 ","802,622,774 ",2.34 ,19.91 
,NTC,,,,
2429,銘旺科,"1,027,259 ","145,427 ",6.48 ,0.72 
,PWT,,,,
2438,英誌,"23,511,159 ","12,095,223 ",1.99 ,15.26 
,Enlight,,,,
2475,華映,"6,033,230,097 ","3,521,296,622 ",1.23 ,54.34 
,CPT,,,,
2491,吉祥全,"91,643,123 ","23,686,478 ",3.18 ,37.62 
,Infodisc,,,,
2496,卓越成功,"135,898,433 ","18,724,560 ",9.08 ,35.64 
,SPC,,,,
2540,金尚昌,"369,917 ","61,305 ",6.16 ,0.87 
,Jin Shang Chang,,,,
3051,力特,"71,177,046 ","31,830,361 ",2.02 ,11.90 
,Optimax,,,,
3474,華亞科,"18,577,015,371 ","3,017,759,981 ",5.84 ,65.01 
,Inotera,,,,
6116,彩晶,"16,714,708,367 ","6,249,726,575 ",2.53 ,127.41 
,HannStar,,,,
6172,互億,"34,824,278 ","8,099,098 ",4.24 ,17.37 
,Billionton,,,,
6225,天瀚,"60,020,153 ","17,590,174 ",3.56 ,19.58 
,AIPTEK,,,,
