,民國99年05月,,,,,,,May-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
04912 大華1F,275580 ,242000 ,29 ,1.14,1.14,1.2,1.44,5月14日,0.87,5月26日
04913 大華1G,386180 ,1141000 ,17 ,0.34,0.36,0.36,0.4,5月19日,0.32,5月31日
04914 群益A6,405720 ,187000 ,41 ,2.17,1.97,1.65,2.53,5月14日,1.28,5月25日
04915 群益A7,4461000 ,3211000 ,143 ,1.39,1.31,1.11,1.71,5月19日,0.99,5月21日
04916 群益A8,63180 ,42000 ,3 ,1.5,1.56,1.57,1.69,5月5日,1.42,5月12日
04917 群益A9,4202370 ,6504000 ,146 ,0.65,0.72,0.73,1.06,5月5日,0.41,5月21日
04918P群益B2,37650 ,30000 ,3 ,1.26,1.25,1.25,1.28,5月27日,1.25,5月27日
04919 群益B3,257110 ,421000 ,21 ,0.61,0.57,0.42,0.81,5月13日,0.36,5月27日
04920 群益B4,860050 ,1046000 ,18 ,0.82,0.78,0.55,1.31,5月4日,0.36,5月26日
04921 群益B5,4846760 ,7991000 ,271 ,0.61,0.9,0.45,1.78,5月5日,0.33,5月25日
04922 群益B6,429090 ,1028000 ,25 ,0.42,0.46,0.44,0.65,5月4日,0.38,5月31日
04923 群益B7,778470 ,1087000 ,25 ,0.72,0.82,0.7,1.03,5月11日,0.64,5月25日
04924 元大EV,3240030 ,962000 ,88 ,3.37,3.17,3.45,4.3,5月18日,2.22,5月25日
04925P元大EW,8306050 ,14311000 ,675 ,0.58,0.62,0.46,1.02,5月7日,0.35,5月18日
04926 元大EX,40500 ,50000 ,1 ,0.81,0.81,0.81,0.81,5月4日,0.81,5月4日
04927 元大EY,1600160 ,3218000 ,146 ,0.5,0.55,0.48,0.74,5月14日,0.35,5月26日
04928 元大EZ,548940 ,1019000 ,24 ,0.54,0.55,0.31,0.73,5月5日,0.31,5月26日
04929 元大FA,2339640 ,2109000 ,56 ,1.11,1.14,1.02,1.46,5月10日,0.67,5月25日
04930 元大FB,1414180 ,3347000 ,74 ,0.42,0.52,0.43,0.85,5月5日,0.23,5月25日
04931P元大FC,5630330 ,1845000 ,251 ,3.05,3.23,3.65,4.11,5月25日,2.49,5月6日
04932 元大FD,1613260 ,1421000 ,83 ,1.14,1.17,1.39,1.5,5月24日,0.73,5月21日
04933 元大FE,547340 ,886000 ,21 ,0.62,0.61,0.4,0.85,5月4日,0.4,5月27日
04934 元大FF,619600 ,2649000 ,88 ,0.23,0.49,0.15,1.02,5月4日,0.1,5月27日
04935 元大FG,87810 ,123000 ,7 ,0.71,0.6,0.47,0.94,5月11日,0.38,5月25日
04936 元大FH,321610 ,891000 ,29 ,0.36,0.46,0.24,0.99,5月5日,0.15,5月27日
04937P元大FJ,4036200 ,1804000 ,67 ,2.24,2.42,2.3,3.44,5月25日,1.87,5月14日
04938 元大FK,3764610 ,7152000 ,117 ,0.53,0.58,0.62,0.92,5月4日,0.34,5月26日
04939 元大FL,5900 ,10000 ,8 ,0.59,0.61,0.49,0.84,5月6日,0.48,5月7日
04940 元大FM,2864400 ,5566000 ,103 ,0.51,0.56,0.59,0.7,5月11日,0.37,5月21日
04941P元大FN,1826510 ,1802000 ,64 ,1.01,0.94,0.87,1.15,5月21日,0.85,5月11日
04942 元大FP,2327670 ,5454000 ,140 ,0.43,0.5,0.41,0.81,5月5日,0.25,5月25日
04943 元大FQ,1212450 ,1969000 ,52 ,0.62,0.57,0.37,1.18,5月4日,0.22,5月25日
04944 凱基7M,18252660 ,15710000 ,261 ,1.16,1.3,1.04,1.68,5月13日,0.94,5月21日
04945 凱基7N,26000 ,60000 ,3 ,0.43,0.49,0.42,0.56,5月24日,0.42,5月25日
04946 凱基7P,18300 ,42000 ,4 ,0.44,0.45,0.49,0.49,5月6日,0.36,5月5日
04947 康和DZ,9900 ,20000 ,2 ,0.5,0.5,0.49,0.5,5月5日,0.49,5月6日
04948 康和EA,7300 ,20000 ,2 ,0.36,0.36,0.32,0.41,5月21日,0.32,5月25日
04950 康和EC,964500 ,1478000 ,44 ,0.65,0.66,0.7,0.77,5月19日,0.6,5月17日
04951 元富MR,825680 ,1314000 ,58 ,0.63,0.64,0.47,0.92,5月13日,0.3,5月27日
04952P元富MS,611300 ,400000 ,12 ,1.53,1.4,1.56,1.57,5月28日,1.23,5月13日
04953 元富MT,2273430 ,4962000 ,90 ,0.46,0.47,0.54,0.54,5月31日,0.36,5月7日
04954 元富MU,2953580 ,4264000 ,143 ,0.69,0.86,0.65,1.19,5月13日,0.44,5月26日
04955 元富MV,407020 ,485000 ,42 ,0.84,0.84,0.7,1.08,5月10日,0.57,5月26日
04956 元富MW,331990 ,569000 ,29 ,0.58,0.59,0.58,0.73,5月6日,0.47,5月25日
04957 元富MX,421620 ,705000 ,10 ,0.6,0.64,0.29,0.89,5月5日,0.27,5月27日
04958 元富MY,16500 ,20000 ,2 ,0.82,0.82,0.89,0.89,5月12日,0.76,5月11日
04959 元富MZ,914210 ,2044000 ,63 ,0.45,0.38,0.21,0.68,5月5日,0.13,5月26日
04960 元富NA,21750 ,40000 ,5 ,0.54,0.55,0.72,0.72,5月28日,0.45,5月26日
04961 元富NB,171330 ,187000 ,25 ,0.92,0.96,0.88,1.14,5月11日,0.77,5月27日
04962P元富NC,1503500 ,1363000 ,26 ,1.1,1.05,1.01,1.17,5月27日,0.91,5月14日
04963 元富ND,954300 ,1522000 ,90 ,0.63,0.7,0.73,0.98,5月11日,0.36,5月21日
04964 元富NE,2291950 ,2776000 ,55 ,0.83,0.93,0.86,1.35,5月6日,0.55,5月27日
04965 元富NF,1020130 ,1502000 ,33 ,0.68,0.7,0.9,0.92,5月6日,0.5,5月26日
04966 元富NG,89240 ,86000 ,8 ,1.04,1,1.12,1.12,5月27日,0.85,5月25日
04967 元富NH,5171720 ,12588000 ,189 ,0.41,0.44,0.42,0.6,5月13日,0.25,5月21日
04968 元富NJ,610710 ,1358000 ,31 ,0.45,0.54,0.31,0.93,5月5日,0.24,5月26日
04969 元富NK,6800 ,10000 ,1 ,0.68,0.68,0.68,0.68,5月21日,0.68,5月21日
04970 元富NL,303350 ,420000 ,35 ,0.72,0.71,0.43,1.17,5月6日,0.3,5月21日
04971 永昌NE,78580 ,199000 ,3 ,0.39,0.4,0.44,0.44,5月10日,0.35,5月7日
04972 永昌NF,125800 ,190000 ,4 ,0.66,0.67,0.63,0.8,5月14日,0.56,5月13日
04973 永昌NG,54250 ,215000 ,10 ,0.25,0.27,0.26,0.32,5月28日,0.23,5月31日
04974 永昌NH,180750 ,330000 ,12 ,0.55,0.59,0.54,0.83,5月10日,0.39,5月19日
04976 永昌NK,660430 ,1390000 ,18 ,0.48,0.5,0.45,0.61,5月19日,0.38,5月21日
04977 永豐A7,221540 ,728000 ,14 ,0.3,0.3,0.28,0.34,5月14日,0.28,5月20日
04978 永豐A8,185870 ,365000 ,19 ,0.51,0.56,0.49,0.7,5月13日,0.44,5月21日
04979 永豐A9,114960 ,204000 ,15 ,0.56,0.58,0.4,0.66,5月14日,0.4,5月21日
04980 永豐B1,86090 ,126000 ,8 ,0.68,0.68,0.52,0.81,5月6日,0.52,5月31日
04981 永豐B2,226090 ,577000 ,34 ,0.39,0.4,0.37,0.54,5月14日,0.3,5月26日
04982 永豐B3,286410 ,1501000 ,41 ,0.19,0.22,0.18,0.37,5月5日,0.12,5月19日
04983 永豐B4,84110 ,228000 ,11 ,0.37,0.36,0.37,0.37,5月14日,0.33,5月12日
04984 永豐B5,1047970 ,2810000 ,110 ,0.37,0.46,0.32,0.69,5月11日,0.21,5月25日
04985 群益B8,234610 ,780000 ,28 ,0.3,0.37,0.29,0.76,5月13日,0.16,5月25日
04986 群益B9,276370 ,330000 ,17 ,0.84,0.76,0.61,0.98,5月17日,0.51,5月21日
04987 群益C1,1752990 ,2059000 ,76 ,0.85,0.89,0.68,1.69,5月18日,0.49,5月26日
04988 群益C2,1733800 ,1358000 ,53 ,1.28,1.23,1.35,1.6,5月20日,0.9,5月25日
04989 群益C3,473550 ,1002000 ,39 ,0.47,0.42,0.21,0.6,5月5日,0.21,5月25日
04990 群益C4,165520 ,159000 ,13 ,1.04,0.96,0.86,1.63,5月12日,0.56,5月24日
04991 日盛75,791160 ,1337000 ,97 ,0.59,0.69,0.85,1.02,5月14日,0.36,5月26日
04993 日盛77,1117470 ,2275000 ,45 ,0.49,0.43,0.28,0.7,5月19日,0.14,5月26日
04994 日盛78,803500 ,680000 ,24 ,1.18,1.17,1.1,1.33,5月13日,0.78,5月7日
04995 日盛79,146000 ,400000 ,6 ,0.36,0.36,0.37,0.37,5月27日,0.36,5月26日
04996 日盛80,203900 ,620000 ,12 ,0.33,0.5,0.35,0.99,5月14日,0.21,5月27日
04997 日盛81,69130 ,132000 ,18 ,0.52,0.68,0.34,1.13,5月5日,0.26,5月27日
04998 日盛82,516200 ,326000 ,20 ,1.58,1.71,1.57,2.29,5月11日,1.26,5月21日
04999 日盛83,599460 ,394000 ,38 ,1.52,1.44,1.08,1.8,5月11日,1.08,5月20日
05000 日盛84,21700 ,40000 ,4 ,0.54,0.58,0.62,0.65,5月20日,0.43,5月27日
05001P群益C5,8277470 ,1932000 ,58 ,4.28,4.08,3.74,4.77,5月21日,3.69,5月11日
05002 群益C6,455810 ,628000 ,25 ,0.73,0.69,0.52,0.97,5月5日,0.41,5月26日
05003 群益C7,282500 ,500000 ,12 ,0.56,0.63,0.61,1.03,5月5日,0.45,5月26日
05004 群益C8,1945650 ,2146000 ,26 ,0.91,0.83,0.41,1.01,5月11日,0.41,5月31日
05005 群益C9,2534250 ,3502000 ,61 ,0.72,0.58,0.46,1.08,5月5日,0.2,5月25日
05006 群益D1,1841040 ,1630000 ,76 ,1.13,1.07,1.08,1.3,5月19日,0.77,5月25日
05007 統一GB,3524160 ,7565000 ,173 ,0.47,0.42,0.34,0.74,5月13日,0.16,5月25日
05008 統一GC,12330170 ,6484000 ,281 ,1.9,1.88,1.31,3,5月11日,0.75,5月25日
05009 統一GD,357810 ,1435000 ,48 ,0.25,0.2,0.15,0.29,5月11日,0.15,5月31日
05010 統一GE,794860 ,1554000 ,32 ,0.51,0.47,0.31,0.58,5月11日,0.26,5月26日
05011 統一GF,448640 ,609000 ,27 ,0.74,0.79,0.95,0.95,5月28日,0.55,5月21日
05012 統一GG,432670 ,784000 ,17 ,0.55,0.68,0.49,1.12,5月13日,0.45,5月26日
05013 統一GH,6894600 ,5032000 ,176 ,1.37,1.17,1.01,1.85,5月12日,0.7,5月21日
05014 寶來D6,34350 ,162000 ,10 ,0.21,0.25,0.11,0.4,5月14日,0.11,5月28日
05015P寶來D7,790340 ,934000 ,34 ,0.85,0.93,1.16,1.22,5月25日,0.67,5月13日
05016 寶來D8,317570 ,577000 ,48 ,0.55,0.63,0.48,0.96,5月7日,0.32,5月21日
05017P寶來D9,2034930 ,1384000 ,35 ,1.47,1.45,1.56,1.96,5月21日,1.05,5月11日
05018 寶來E1,4232550 ,7522000 ,171 ,0.56,0.56,0.27,0.98,5月11日,0.21,5月26日
05019P寶來E2,5225680 ,3347000 ,126 ,1.56,1.61,2.05,2.39,5月26日,1.25,5月14日
05020 寶來E3,845300 ,1866000 ,23 ,0.45,0.45,0.34,0.63,5月13日,0.29,5月21日
05021 寶來E4,513240 ,1259000 ,43 ,0.41,0.5,0.41,0.83,5月14日,0.26,5月27日
05022 寶來E5,5992560 ,7869000 ,219 ,0.76,0.72,0.56,1.16,5月12日,0.27,5月25日
05023 寶來E6,489350 ,1094000 ,25 ,0.45,0.48,0.24,0.76,5月13日,0.19,5月27日
05024 寶來E7,296520 ,460000 ,36 ,0.64,0.68,0.81,0.97,5月11日,0.38,5月21日
05027 元富MM,482890 ,802000 ,55 ,0.6,0.67,0.73,0.97,5月11日,0.38,5月21日
05028 元大FR,553130 ,665000 ,20 ,0.83,0.88,0.84,1.05,5月10日,0.77,5月7日
05029P元大FS,407700 ,170000 ,5 ,2.4,2.44,2.5,2.5,5月28日,2.38,5月28日
05030 元大FT,533590 ,798000 ,27 ,0.67,0.77,0.51,1.1,5月11日,0.44,5月26日
05031 元大FU,471860 ,762000 ,58 ,0.62,0.61,0.71,0.78,5月11日,0.42,5月21日
05032 元大FV,663650 ,783000 ,16 ,0.85,0.75,0.86,1.01,5月11日,0.45,5月21日
05033 永豐B6,370630 ,780000 ,17 ,0.48,0.49,0.42,0.6,5月13日,0.42,5月31日
05034 永豐B7,85300 ,300000 ,8 ,0.28,0.28,0.24,0.32,5月14日,0.24,5月20日
05035 永豐B8,287140 ,1055000 ,42 ,0.27,0.39,0.15,0.63,5月14日,0.13,5月31日
05036 永豐B9,309310 ,483000 ,22 ,0.64,0.64,0.54,0.76,5月18日,0.47,5月21日
05037 永豐C1,99990 ,198000 ,2 ,0.5,0.5,0.51,0.51,5月10日,0.5,5月7日
05038 永豐C2,6935070 ,9271000 ,443 ,0.75,0.74,0.59,1.07,5月14日,0.46,5月25日
05039 國泰HN,2407060 ,3325000 ,158 ,0.72,0.79,0.75,1.63,5月19日,0.61,5月27日
05040 兆豐N6,715860 ,752000 ,98 ,0.95,0.97,0.85,1.21,5月12日,0.62,5月25日
05041 兆豐N7,2641290 ,2695000 ,115 ,0.98,1.03,0.83,1.39,5月13日,0.69,5月26日
05042 兆豐N8,571700 ,378000 ,24 ,1.51,1.47,1.11,1.95,5月11日,1,5月27日
05043 兆豐N9,18859580 ,6086000 ,243 ,3.1,3.15,2.51,4.66,5月17日,1.73,5月26日
05044 兆豐AA,1941840 ,404000 ,70 ,4.81,5.26,5.5,6.4,5月12日,3.89,5月25日
05045 兆豐AB,730750 ,806000 ,33 ,0.91,1,0.99,1.36,5月11日,0.74,5月21日
05046 兆豐AC,1028940 ,990000 ,32 ,1.04,1.03,0.85,1.39,5月13日,0.68,5月21日
05047 兆豐AD,1538540 ,1029000 ,38 ,1.5,1.18,1.17,1.77,5月11日,0.71,5月27日
05048 兆豐AE,3414940 ,2670000 ,93 ,1.28,1.54,1.14,2.32,5月18日,0.81,5月26日
05049 兆豐AF,814990 ,1475000 ,95 ,0.55,0.57,0.55,0.8,5月17日,0.4,5月25日
05050 康和ED,1350 ,1000 ,1 ,1.35,1.35,1.35,1.35,5月19日,1.35,5月19日
05051 康和EE,7960 ,8000 ,3 ,1,1,1,1,5月21日,0.99,5月20日
05052 康和EF,252170 ,390000 ,9 ,0.65,0.62,0.52,0.72,5月13日,0.44,5月26日
05053 康和EG,29120 ,65000 ,19 ,0.45,0.46,0.32,0.57,5月11日,0.32,5月26日
05054 康和EH,835480 ,1099000 ,30 ,0.76,0.92,0.7,1.19,5月13日,0.57,5月31日
05056 康和EK,920 ,2000 ,1 ,0.46,0.46,0.46,0.46,5月27日,0.46,5月27日
05057 統一GI,1359510 ,2336000 ,36 ,0.58,0.66,0.51,1.01,5月13日,0.43,5月26日
05058 統一GJ,1052840 ,1461000 ,25 ,0.72,0.6,0.34,0.79,5月10日,0.26,5月27日
05059 統一GK,1198610 ,1610000 ,69 ,0.74,0.71,0.59,1,5月14日,0.45,5月26日
05060 統一GL,2221810 ,1803000 ,94 ,1.23,1.15,0.91,1.6,5月14日,0.73,5月27日
05061 統一GM,186500 ,150000 ,6 ,1.24,1.23,1.01,1.42,5月14日,0.91,5月21日
05062 統一GN,118700 ,173000 ,12 ,0.69,0.66,0.6,0.99,5月11日,0.46,5月25日
05063 統一GP,183360 ,526000 ,22 ,0.35,0.4,0.24,0.59,5月14日,0.22,5月25日
05064 統一GQ,1474500 ,2106000 ,64 ,0.7,0.74,0.83,1.12,5月14日,0.41,5月25日
05065 統一GR,2830310 ,6596000 ,130 ,0.43,0.45,0.25,0.82,5月13日,0.22,5月25日
05067 亞東KD,882910 ,1778000 ,73 ,0.5,0.46,0.42,0.59,5月14日,0.28,5月26日
05068 亞東KE,136010 ,162000 ,15 ,0.84,1,0.82,1.31,5月14日,0.78,5月31日
05070 亞東KG,194990 ,202000 ,6 ,0.97,0.75,0.5,0.97,5月17日,0.5,5月31日
05071 亞東KH,91600 ,160000 ,5 ,0.57,0.6,0.57,0.7,5月19日,0.47,5月21日
05072 永昌NL,365050 ,311000 ,10 ,1.17,1.27,1.08,1.53,5月13日,0.93,5月27日
05073 永昌NM,562390 ,704000 ,12 ,0.8,0.8,0.78,0.99,5月17日,0.64,5月25日
05075 永昌NP,10650 ,12000 ,4 ,0.89,0.84,0.7,1.07,5月14日,0.7,5月31日
05076 永昌NQ,39480 ,28000 ,2 ,1.41,1.41,1.42,1.42,5月31日,1.4,5月28日
05077 永昌NR,29500 ,50000 ,1 ,0.59,0.59,0.59,0.59,5月31日,0.59,5月31日
05078 凱基7Q,133090 ,214000 ,12 ,0.62,0.76,0.57,1.02,5月14日,0.5,5月25日
05079 凱基7R,105080 ,83000 ,8 ,1.27,1.3,1.49,1.49,5月28日,1.08,5月26日
05080 凱基7S,6232810 ,5491000 ,120 ,1.14,1.13,1.33,1.52,5月20日,0.82,5月25日
05081P凱基7T,11707940 ,15682000 ,433 ,0.75,0.75,0.57,1.1,5月21日,0.55,5月31日
05082 凱基7U,1909990 ,665000 ,37 ,2.87,2.2,1.13,3.27,5月11日,1.05,5月21日
05083 永豐C3,9640 ,14000 ,3 ,0.69,0.69,0.69,0.69,5月20日,0.68,5月14日
05084 永豐C4,2300 ,5000 ,1 ,0.46,0.46,0.46,0.46,5月28日,0.46,5月28日
05085 永豐C5,271090 ,764000 ,15 ,0.35,0.36,0.3,0.46,5月13日,0.28,5月27日
05087 永豐C7,7600 ,15000 ,3 ,0.51,0.51,0.49,0.53,5月20日,0.49,5月28日
05088 永豐C8,96970 ,296000 ,27 ,0.33,0.39,0.32,0.6,5月13日,0.23,5月26日
05089 永豐C9,817620 ,1230000 ,43 ,0.66,0.61,0.67,0.75,5月17日,0.45,5月27日
05090 永豐D1,433130 ,591000 ,50 ,0.73,0.74,0.63,1.01,5月14日,0.45,5月26日
05092 永豐D3,26800 ,48000 ,9 ,0.56,0.55,0.44,0.69,5月14日,0.38,5月28日
05093 永豐D4,9350 ,36000 ,4 ,0.26,0.25,0.3,0.3,5月31日,0.19,5月26日
05094 永豐D5,1221580 ,1012000 ,101 ,1.21,1.18,1.12,1.49,5月18日,0.78,5月25日
05095 凱基7V,66720 ,104000 ,9 ,0.64,0.57,0.52,0.73,5月18日,0.49,5月19日
05096 凱基7W,1716920 ,2075000 ,61 ,0.83,0.78,0.9,1.07,5月11日,0.55,5月21日
05097 凱基7X,487780 ,434000 ,13 ,1.12,1.03,0.93,1.25,5月13日,0.77,5月24日
05098 凱基7Y,3945670 ,2533000 ,49 ,1.56,1.79,1.65,2.14,5月14日,1.41,5月27日
05099 凱基7Z,1682550 ,784000 ,100 ,2.15,2.35,3.24,3.24,5月31日,1.59,5月21日
05100P凱基8A,16237700 ,6454000 ,327 ,2.52,2.51,1.93,3.2,5月21日,1.9,5月31日
05101 統一GS,13870980 ,8580000 ,269 ,1.62,1.47,1.21,2.16,5月13日,0.78,5月27日
05102 統一GT,3500 ,20000 ,2 ,0.18,0.18,0.18,0.18,5月28日,0.17,5月27日
05103 統一GU,1358300 ,7104000 ,126 ,0.19,0.27,0.21,0.69,5月20日,0.13,5月27日
05104 統一GV,686170 ,983000 ,38 ,0.7,0.67,0.76,0.78,5月31日,0.6,5月31日
05105 統一GW,1021820 ,1508000 ,50 ,0.68,0.98,1.02,1.56,5月14日,0.54,5月25日
05106 統一GX,945650 ,2050000 ,92 ,0.46,0.68,0.45,1.02,5月12日,0.21,5月31日
05107 國泰HP,1097120 ,1051000 ,40 ,1.04,1.05,1.26,1.32,5月31日,0.69,5月21日
05108 國泰HQ,1535170 ,2937000 ,56 ,0.52,0.65,0.55,0.98,5月11日,0.33,5月26日
05109 群益D2,438230 ,669000 ,38 ,0.66,0.8,0.67,1.51,5月14日,0.49,5月26日
05110 群益D3,33800 ,77000 ,5 ,0.44,0.54,0.4,0.71,5月11日,0.35,5月27日
05111 群益D4,127410 ,109000 ,2 ,1.17,1.08,0.96,1.19,5月11日,0.96,5月20日
05112 群益D5,1062730 ,1242000 ,46 ,0.86,0.89,0.88,1.31,5月11日,0.7,5月25日
05113 群益D6,180660 ,128000 ,9 ,1.41,1.12,1.07,1.61,5月11日,0.61,5月25日
05114 群益D7,2535500 ,2949000 ,80 ,0.86,0.63,0.5,1.09,5月18日,0.4,5月26日
05115 群益D8,1883660 ,1532000 ,49 ,1.23,1.22,1.33,1.34,5月28日,1.01,5月26日
05116 群益D9,402100 ,289000 ,7 ,1.39,1.33,1.24,1.58,5月11日,1.09,5月24日
05117 群益E1,1240970 ,1396000 ,67 ,0.89,0.94,0.59,1.52,5月13日,0.49,5月26日
05118 群益E2,732540 ,1301000 ,64 ,0.56,0.6,0.43,0.86,5月11日,0.34,5月25日
05119 群益E3,453190 ,324000 ,21 ,1.4,1.51,1.57,1.9,5月17日,1.1,5月25日
05120 富邦EH,623040 ,748000 ,42 ,0.83,0.9,1.01,1.28,5月13日,0.6,5月25日
05121 富邦EJ,499550 ,462000 ,28 ,1.08,0.96,1.1,1.26,5月20日,0.68,5月25日
05122 富邦EK,427910 ,556000 ,34 ,0.77,0.73,0.72,0.91,5月14日,0.57,5月25日
05123 富邦EL,4289720 ,12153000 ,298 ,0.35,0.44,0.4,0.72,5月14日,0.27,5月26日
05124 富邦EM,214300 ,340000 ,9 ,0.63,0.71,0.73,0.8,5月24日,0.59,5月27日
05125 大華1H,1016720 ,1300000 ,29 ,0.78,0.92,0.68,1.27,5月13日,0.68,5月31日
05127 大華1J,24400 ,28000 ,3 ,0.87,0.88,0.8,1,5月17日,0.8,5月20日
05128 大華1K,1899060 ,3667000 ,48 ,0.52,0.64,0.54,1.08,5月11日,0.35,5月25日
05129 大華1L,478840 ,755000 ,28 ,0.63,0.65,0.51,0.93,5月14日,0.44,5月25日
05130 康和EL,22510 ,43000 ,5 ,0.52,0.5,0.37,0.61,5月11日,0.37,5月27日
05131 康和EM,62550 ,120000 ,7 ,0.52,0.51,0.44,0.64,5月13日,0.32,5月27日
05132 元富NM,11993690 ,18253000 ,301 ,0.66,0.75,0.89,0.99,5月28日,0.47,5月26日
05133 元富NN,203980 ,454000 ,23 ,0.45,0.49,0.4,0.7,5月14日,0.28,5月25日
05134 元富NP,604030 ,1450000 ,41 ,0.42,0.47,0.35,0.75,5月14日,0.22,5月25日
05135 元富NQ,36350 ,90000 ,14 ,0.4,0.4,0.29,0.6,5月14日,0.2,5月25日
05136 元富NR,1071950 ,1363000 ,55 ,0.79,0.78,0.77,0.92,5月24日,0.53,5月27日
05137 元富NS,88280 ,152000 ,8 ,0.58,0.6,0.68,0.69,5月31日,0.53,5月26日
05138 元富NT,5265300 ,6131000 ,117 ,0.86,0.85,0.73,1.24,5月14日,0.51,5月25日
05139 元富NU,49750 ,65000 ,4 ,0.77,0.67,0.49,0.87,5月13日,0.49,5月31日
05140 元富NV,727300 ,753000 ,19 ,0.97,0.94,0.8,1.26,5月14日,0.74,5月28日
05141 元富NW,30650 ,66000 ,9 ,0.46,0.45,0.47,0.49,5月28日,0.41,5月25日
05142 元大FW,66560 ,76000 ,10 ,0.88,0.71,0.55,1.02,5月13日,0.5,5月31日
05143 元大FX,105850 ,165000 ,7 ,0.64,0.7,0.57,0.97,5月19日,0.51,5月25日
05144 元大FY,79780 ,95000 ,14 ,0.84,0.82,0.84,0.92,5月28日,0.73,5月26日
05145 元大FZ,545980 ,826000 ,37 ,0.66,0.65,0.57,0.89,5月13日,0.51,5月25日
05146 元大GA,4410 ,6000 ,2 ,0.74,0.74,0.66,0.81,5月13日,0.66,5月17日
05147 元大GB,952080 ,2285000 ,49 ,0.42,0.41,0.4,0.57,5月17日,0.31,5月27日
05148 統一GY,4273710 ,5276000 ,71 ,0.81,0.8,0.71,1.14,5月14日,0.52,5月25日
05149 統一GZ,3285400 ,1851000 ,30 ,1.77,1.78,1.7,1.96,5月18日,1.66,5月26日
05150 統一HA,4138620 ,6868000 ,221 ,0.6,0.74,0.74,1.29,5月14日,0.4,5月25日
05151 統一HB,536100 ,854000 ,35 ,0.63,0.7,0.63,0.94,5月13日,0.48,5月25日
05152 統一HC,2998670 ,2412000 ,174 ,1.24,1.33,1.39,2.12,5月17日,0.82,5月24日
05153 統一HD,1348930 ,1527000 ,73 ,0.88,0.8,0.94,1.08,5月20日,0.54,5月25日
05154 統一HE,9733290 ,2799000 ,262 ,3.48,3.74,3.6,4.9,5月20日,2.93,5月27日
05155 統一HF,625380 ,967000 ,42 ,0.65,0.69,0.79,0.84,5月17日,0.46,5月21日
05156 統一HG,3705020 ,18282000 ,345 ,0.2,0.29,0.17,0.61,5月17日,0.12,5月25日
05157 國泰HR,485070 ,228000 ,16 ,2.13,2.18,2.3,2.4,5月18日,1.94,5月26日
05158 國泰HS,1319190 ,623000 ,40 ,2.12,1.91,1.71,2.39,5月13日,1.43,5月27日
05159P國泰HT,7194290 ,8452000 ,289 ,0.85,0.83,0.76,1.11,5月25日,0.71,5月18日
05160 元大GC,2618270 ,5255000 ,89 ,0.5,0.53,0.41,0.8,5月19日,0.29,5月27日
05161 元大GD,18500 ,20000 ,2 ,0.92,0.92,0.86,0.99,5月24日,0.86,5月25日
05162 元大GE,3683500 ,3947000 ,178 ,0.93,0.95,0.93,1.02,5月13日,0.86,5月28日
05163 元大GF,466330 ,331000 ,11 ,1.41,1.45,1.43,1.47,5月31日,1.37,5月24日
05164 元大GG,57890 ,72000 ,9 ,0.8,0.9,0.91,1.1,5月20日,0.73,5月27日
05165 群益E4,1161490 ,1368000 ,26 ,0.85,0.72,0.58,1.15,5月19日,0.43,5月26日
05166 群益E5,634680 ,791000 ,36 ,0.8,0.96,1.25,1.25,5月28日,0.64,5月26日
05167 群益E6,273200 ,242000 ,8 ,1.13,1.32,1.1,2.3,5月17日,0.92,5月26日
05168 群益E7,127950 ,266000 ,6 ,0.48,0.53,0.51,0.6,5月21日,0.45,5月27日
05169 群益E8,1391190 ,1368000 ,20 ,1.02,1.07,1.26,1.26,5月31日,0.83,5月26日
05170P群益E9,1662250 ,1291000 ,87 ,1.29,1.28,1,1.5,5月25日,0.97,5月31日
05171 群益F1,668990 ,1672000 ,35 ,0.4,0.43,0.44,0.52,5月21日,0.32,5月27日
05172 群益F2,46100 ,34000 ,5 ,1.36,1.31,1.36,1.37,5月31日,1.23,5月27日
05173 群益F3,1173660 ,1734000 ,58 ,0.68,0.67,0.68,1.02,5月20日,0.5,5月26日
05174 群益F4,772180 ,1066000 ,30 ,0.72,0.88,0.82,1.26,5月13日,0.6,5月27日
05175 群益F5,1488390 ,1664000 ,65 ,0.89,1.05,0.9,1.48,5月13日,0.67,5月26日
05176 群益F6,54100 ,70000 ,4 ,0.77,0.82,0.78,1.1,5月17日,0.59,5月21日
05177 永豐D6,10415100 ,14910000 ,600 ,0.7,0.68,0.73,1.1,5月17日,0.37,5月25日
05178 永豐D7,562410 ,535000 ,14 ,1.05,0.72,0.36,1.21,5月18日,0.36,5月25日
05179 永豐D8,421790 ,1331000 ,59 ,0.32,0.41,0.3,0.68,5月13日,0.21,5月26日
05180 永豐D9,795730 ,1855000 ,69 ,0.43,0.44,0.56,0.62,5月14日,0.31,5月25日
