,民國99年05月,,,,,,,May-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
05181 永豐E1,218070 ,361000 ,7 ,0.6,0.54,0.39,0.71,5月14日,0.39,5月25日
05182 永豐E2,706680 ,1226000 ,28 ,0.58,0.56,0.53,0.76,5月13日,0.42,5月21日
05183 永豐E3,172110 ,504000 ,33 ,0.34,0.32,0.31,0.56,5月14日,0.22,5月26日
05184 工銀LQ,2100310 ,2085000 ,58 ,1.01,1.36,1.16,2.2,5月26日,0.93,5月28日
05186 工銀LS,55900 ,50000 ,6 ,1.12,1.1,0.92,1.23,5月14日,0.92,5月25日
05187P工銀LT,1431240 ,839000 ,20 ,1.71,1.75,1.55,2.09,5月21日,1.55,5月31日
05188 凱基8B,1354970 ,3329000 ,63 ,0.41,0.54,0.43,0.81,5月19日,0.3,5月26日
05189P凱基8C,436300 ,799000 ,53 ,0.55,0.54,0.51,0.61,5月27日,0.47,5月24日
05191 寶來E8,134220 ,159000 ,7 ,0.84,0.93,1.05,1.05,5月27日,0.75,5月25日
05192 寶來E9,122620 ,164000 ,12 ,0.75,0.79,0.79,1,5月19日,0.58,5月25日
05193 寶來F1,197420 ,274000 ,18 ,0.72,0.75,0.58,1.08,5月13日,0.42,5月26日
05194 寶來F4,7022440 ,13622000 ,408 ,0.52,0.53,0.53,0.66,5月20日,0.43,5月27日
05195P寶來F5,6636460 ,22169000 ,576 ,0.3,0.31,0.32,0.4,5月27日,0.24,5月20日
05196 寶來F6,1956560 ,5865000 ,211 ,0.33,0.42,0.4,0.72,5月14日,0.2,5月25日
05197P寶來F7,2556200 ,2834000 ,129 ,0.9,0.91,0.86,1.22,5月25日,0.68,5月17日
05198 富邦EN,1004290 ,566000 ,27 ,1.77,1.71,2.25,2.25,5月31日,1.43,5月26日
05199 富邦EP,969370 ,1511000 ,83 ,0.64,0.65,0.71,0.75,5月19日,0.51,5月21日
05200 富邦EQ,202260 ,238000 ,13 ,0.85,0.84,0.6,1.03,5月14日,0.6,5月21日
05202 富邦ES,156970 ,252000 ,8 ,0.62,0.69,0.64,0.96,5月20日,0.57,5月25日
05203 富邦ET,376780 ,948000 ,43 ,0.4,0.46,0.48,0.86,5月19日,0.28,5月25日
05204 第一64,676070 ,292000 ,17 ,2.32,2.34,2.41,2.95,5月18日,1.82,5月24日
05205 第一65,7700 ,20000 ,2 ,0.38,0.38,0.4,0.4,5月19日,0.37,5月14日
05206 第一66,176260 ,290000 ,23 ,0.61,0.54,0.45,0.81,5月14日,0.38,5月27日
05207 第一67,87300 ,150000 ,4 ,0.58,0.56,0.44,0.67,5月20日,0.44,5月28日
05208 第一68,372620 ,654000 ,13 ,0.57,0.58,0.63,0.7,5月28日,0.53,5月27日
05209 兆豐AG,70450 ,57000 ,7 ,1.24,1.22,1.27,1.45,5月28日,1.08,5月21日
05210 兆豐AH,8837080 ,7765000 ,292 ,1.14,1.18,1.04,1.65,5月14日,0.8,5月25日
05211 兆豐AJ,181680 ,335000 ,9 ,0.54,0.51,0.51,0.77,5月19日,0.41,5月26日
05212 兆豐AK,92600 ,160000 ,11 ,0.58,0.57,0.45,0.66,5月20日,0.45,5月26日
05214 兆豐AM,4000 ,10000 ,2 ,0.4,0.4,0.39,0.41,5月25日,0.39,5月27日
05215 兆豐AN,157320 ,108000 ,9 ,1.46,1.56,1.34,1.74,5月20日,1.34,5月25日
05216 兆豐AP,1065410 ,1162000 ,50 ,0.92,0.87,1.11,1.13,5月28日,0.68,5月25日
05217 兆豐AQ,641820 ,486000 ,13 ,1.32,1.35,1.38,2.11,5月20日,1,5月27日
05218 兆豐AR,63510 ,78000 ,7 ,0.81,0.96,1.12,1.31,5月20日,0.59,5月25日
05219 兆豐AS,306080 ,203000 ,23 ,1.51,1.52,1.47,1.69,5月26日,1.32,5月27日
05220 統一HH,23635450 ,20678000 ,322 ,1.14,1.28,0.63,2.2,5月14日,0.57,5月31日
05221P統一HI,32018370 ,15349000 ,207 ,2.09,2.43,3.19,3.24,5月31日,1.69,5月14日
05222 統一HJ,582040 ,1597000 ,19 ,0.36,0.39,0.38,0.51,5月20日,0.29,5月27日
05224 統一HL,142960 ,171000 ,28 ,0.84,0.79,0.84,1.01,5月20日,0.37,5月21日
05225 大華1M,669240 ,1064000 ,19 ,0.63,0.61,0.62,0.8,5月20日,0.52,5月26日
05227 大華1P,22470 ,46000 ,5 ,0.49,0.54,0.6,0.6,5月28日,0.46,5月17日
05229 大華1R,501640 ,801000 ,20 ,0.63,0.6,0.63,0.67,5月21日,0.56,5月26日
05230 日盛87,183490 ,100000 ,13 ,1.83,1.78,1.78,2.29,5月20日,1.54,5月26日
05231P日盛88,352800 ,662000 ,24 ,0.53,0.56,0.51,0.66,5月27日,0.46,5月31日
05232 日盛89,352630 ,400000 ,11 ,0.88,0.95,0.94,1.16,5月17日,0.64,5月21日
05233 日盛90,1170390 ,1443000 ,46 ,0.81,0.82,0.94,1.13,5月17日,0.57,5月25日
05234 元富NX,768820 ,952000 ,17 ,0.81,0.71,0.54,0.94,5月20日,0.54,5月25日
05235 元富NY,2543300 ,2708000 ,58 ,0.94,1,1.13,1.51,5月17日,0.56,5月26日
05236 元富NZ,616380 ,963000 ,24 ,0.64,0.67,0.58,0.89,5月19日,0.53,5月25日
05237 元富01,34640 ,96000 ,4 ,0.36,0.38,0.32,0.51,5月20日,0.26,5月27日
05238 元富02,1000 ,1000 ,1 ,1,1,1,1,5月17日,1,5月17日
05239 元富03,27640 ,38000 ,12 ,0.73,0.71,0.76,0.85,5月28日,0.55,5月21日
05240 元富04,1873200 ,2658000 ,86 ,0.7,0.81,0.7,1.11,5月19日,0.48,5月24日
05241 元富05,435050 ,938000 ,27 ,0.46,0.42,0.57,0.57,5月31日,0.3,5月25日
05242 元富06,2515470 ,1870000 ,57 ,1.35,1.38,1.62,1.82,5月20日,0.95,5月25日
05243 元富07,214200 ,335000 ,13 ,0.64,0.59,0.39,0.79,5月20日,0.34,5月26日
05244 元富08,1086880 ,884000 ,11 ,1.23,1.23,1.01,1.46,5月20日,1,5月28日
05245 元富09,1671820 ,2004000 ,62 ,0.83,0.86,0.94,1.26,5月18日,0.59,5月25日
05246 凱基8E,12749390 ,10846000 ,369 ,1.18,1.28,1.22,2.01,5月14日,0.84,5月25日
05247P凱基8F,2090280 ,752000 ,44 ,2.78,2.82,2.75,3.23,5月26日,2.4,5月17日
05248 凱基8G,244260 ,229000 ,31 ,1.07,1.41,1.21,2.07,5月14日,0.84,5月27日
05249 凱基8H,3150 ,3000 ,1 ,1.05,1.05,1.05,1.05,5月25日,1.05,5月25日
05250 凱基8J,1603980 ,1009000 ,26 ,1.59,1.54,1.64,1.88,5月28日,1.21,5月26日
05251 凱基8K,4758520 ,2525000 ,113 ,1.88,1.72,2.13,2.16,5月31日,1.2,5月25日
05354 統一NZ,18605900 ,14627000 ,1209 ,1.27,0.81,0.12,2.77,5月3日,0.12,5月31日
05371 元大LY,2048160 ,4961000 ,197 ,0.41,0.49,0.58,0.78,5月14日,0.2,5月7日
05385 統一06,5785550 ,7006000 ,280 ,0.83,0.79,0.63,1.16,5月3日,0.52,5月21日
05388 大華N2,2641650 ,6865000 ,552 ,0.38,0.38,0.34,0.6,5月11日,0.19,5月26日
05422 元大MF,7780 ,403000 ,9 ,0.02,0.03,0.01,0.06,5月3日,0.01,5月31日
05423 元大MG,190900 ,170000 ,15 ,1.12,1.12,0.76,1.56,5月12日,0.5,5月26日
05528 群益GB,1871670 ,1416000 ,48 ,1.32,1.34,1.19,1.47,5月4日,1.16,5月6日
05766 元大A5,255370 ,1120000 ,22 ,0.23,0.17,0.02,0.31,5月4日,0.02,5月17日
05767P元大A6,33320 ,753000 ,29 ,0.04,0.06,0.07,0.13,5月7日,0.01,5月17日
05814 統一39,77480 ,590000 ,7 ,0.13,0.09,0.01,0.16,5月3日,0.01,5月28日
05815 統一40,500 ,50000 ,1 ,0.01,0.01,0.01,0.01,5月31日,0.01,5月31日
05863P元大B9,3150 ,5000 ,3 ,0.63,0.71,0.77,0.85,5月7日,0.51,5月5日
06016 元大E3,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月24日,0.01,5月24日
06049 日盛GA,63990 ,459000 ,17 ,0.14,0.11,0.03,0.31,5月3日,0.03,5月21日
06092 元大E5,400 ,40000 ,2 ,0.01,0.01,0.01,0.01,5月21日,0.01,5月21日
06107 日盛GF,7399940 ,12072000 ,559 ,0.61,0.61,0.62,0.78,5月20日,0.49,5月12日
06108P日盛GG,19500 ,20000 ,2 ,0.98,0.98,0.98,0.98,5月7日,0.97,5月7日
06111 日盛GJ,72370 ,76000 ,5 ,0.95,0.99,0.67,1.25,5月5日,0.67,5月25日
06133 富邦93,204460 ,92000 ,4 ,2.22,2.22,2.22,2.34,5月3日,2.22,5月3日
06134 富邦94,100200 ,85000 ,7 ,1.18,1.25,1.25,1.25,5月3日,1.15,5月3日
06138 群益IL,200 ,20000 ,2 ,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
06144 國票N7,17200 ,2000 ,1 ,8.6,8.6,8.6,8.6,5月3日,8.6,5月3日
06148 凱基LI,192000 ,378000 ,7 ,0.51,0.5,0.5,0.55,5月3日,0.5,5月3日
06149 凱基LJ,36550 ,125000 ,13 ,0.29,0.24,0.24,0.35,5月3日,0.21,5月3日
06150 凱基LK,50 ,1000 ,1 ,0.05,0.05,0.05,0.05,5月3日,0.05,5月3日
06151 亞東EM,852220 ,627000 ,20 ,1.36,1.53,0.78,2,5月4日,0.78,5月6日
06153 亞東EP,983390 ,1750000 ,113 ,0.56,0.6,0.49,0.96,5月4日,0.1,5月5日
06155 亞東ER,24050 ,475000 ,12 ,0.05,0.07,0.01,1.15,5月6日,0.01,5月6日
06157 亞東ET,20600 ,2060000 ,56 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06159 第一05,1970 ,197000 ,5 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06160 第一06,19600 ,130000 ,3 ,0.15,0.17,0.1,0.24,5月5日,0.1,5月6日
06162P統一73,3800 ,40000 ,6 ,0.1,0.1,0.1,0.1,5月3日,0.09,5月3日
06163 統一74,2650 ,265000 ,5 ,0.01,0.01,0.01,0.01,5月5日,0.01,5月5日
06166 統一77,5300 ,390000 ,8 ,0.01,0.08,0.01,0.15,5月3日,0.01,5月6日
06167P統一78,2300 ,20000 ,2 ,0.12,0.11,0.11,0.12,5月3日,0.11,5月3日
06169 兆豐07,60200 ,80000 ,2 ,0.75,0.58,0.25,0.92,5月4日,0.25,5月6日
06172 兆豐10,13750 ,105000 ,3 ,0.13,0.15,0.07,0.23,5月4日,0.07,5月5日
06174P兆豐12,4020 ,6000 ,1 ,0.67,0.67,0.67,0.67,5月5日,0.67,5月5日
06175 永豐GY,2330 ,75000 ,5 ,0.03,0.03,0.01,0.04,5月4日,0.01,5月5日
06178 永豐HB,14070 ,827000 ,18 ,0.02,0.02,0.01,0.03,5月3日,0.01,5月4日
06183 永豐HH,98920 ,452000 ,15 ,0.22,0.21,0.18,0.49,5月3日,0.13,5月5日
06185 永豐HJ,19650 ,50000 ,5 ,0.39,0.38,0.43,0.43,5月4日,0.32,5月3日
06188 日盛GM,1980 ,198000 ,3 ,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
06189 元大F2,24830 ,203000 ,16 ,0.12,0.2,0.02,0.31,5月3日,0.02,5月6日
06190 元大F3,550550 ,617000 ,62 ,0.89,1.14,0.62,1.66,5月4日,0.56,5月6日
06191P元大F4,30630 ,3063000 ,40 ,0.01,0.01,0.01,0.01,5月5日,0.01,5月5日
06192P元大F5,3280 ,328000 ,8 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06193 元大F6,8110 ,811000 ,15 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06198 富邦A4,164340 ,198000 ,2 ,0.83,0.83,0.84,0.84,5月6日,0.82,5月5日
06199P富邦A5,27200 ,630000 ,10 ,0.04,0.03,0.03,0.05,5月4日,0.03,5月4日
06202 元富CL,3070 ,307000 ,6 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06203 元富CM,141300 ,210000 ,7 ,0.67,0.7,0.73,0.73,5月4日,0.6,5月3日
06205 元富CP,5430 ,439000 ,10 ,0.01,0.01,0.01,0.02,5月3日,0.01,5月6日
06206 元富CQ,168200 ,490000 ,15 ,0.34,0.36,0.33,0.42,5月4日,0.28,5月5日
06208 元富CS,400 ,40000 ,2 ,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
06209 元富CT,3190 ,319000 ,5 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06210 群益IP,265030 ,764000 ,24 ,0.35,0.28,0.06,0.55,5月3日,0.06,5月6日
06211 群益IQ,300 ,5000 ,1 ,0.06,0.06,0.06,0.06,5月4日,0.06,5月4日
06212 群益IR,290 ,27000 ,3 ,0.01,0.01,0.01,0.02,5月4日,0.01,5月4日
06214 群益IT,392000 ,3427000 ,99 ,0.11,0.08,0.01,0.19,5月3日,0.01,5月6日
06215 群益IU,806450 ,2301000 ,73 ,0.35,0.38,0.17,0.62,5月3日,0.14,5月6日
06216 群益IV,3200 ,320000 ,12 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06217 大華BP,317040 ,613000 ,43 ,0.52,0.59,0.31,1.44,5月4日,0.17,5月6日
06218 大華BQ,3750 ,224000 ,4 ,0.02,0.02,0.01,0.06,5月3日,0.01,5月6日
06219 凱基LL,500200 ,123000 ,28 ,4.07,4.06,3.82,5.15,5月3日,3.68,5月5日
06220P凱基LM,4950 ,495000 ,6 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06221 凱基LN,791160 ,163000 ,13 ,4.85,4.15,2.51,5.4,5月3日,2.51,5月6日
06222P國泰CW,219180 ,108000 ,11 ,2.03,2.17,2.49,2.49,5月6日,1.57,5月3日
06224 台証A9,4100 ,30000 ,2 ,0.14,0.15,0.12,0.17,5月3日,0.12,5月4日
06225 台証B1,91550 ,85000 ,7 ,1.08,1.23,1.02,1.63,5月3日,0.98,5月6日
06227 統一79,100160 ,295000 ,17 ,0.34,0.39,0.28,0.57,5月4日,0.28,5月7日
06230 統一80,22040 ,538000 ,18 ,0.04,0.06,0.01,0.2,5月3日,0.01,5月7日
06231 工銀HB,2120 ,2000 ,1 ,1.06,1.06,1.06,1.06,5月5日,1.06,5月5日
06232 工銀HC,150800 ,1229000 ,30 ,0.12,0.25,0.26,0.47,5月3日,0.03,5月6日
06233P工銀HD,63300 ,670000 ,19 ,0.09,0.07,0.04,0.17,5月7日,0.02,5月4日
06234 寶來JH,3890 ,199000 ,7 ,0.02,0.02,0.01,0.03,5月4日,0.01,5月6日
06237P寶來JK,5280 ,22000 ,5 ,0.24,0.21,0.24,0.25,5月3日,0.14,5月4日
06241P寶來JP,710 ,53000 ,2 ,0.01,0.02,0.02,0.02,5月5日,0.01,5月5日
06242 大華BR,227770 ,609000 ,51 ,0.37,0.46,0.14,0.88,5月4日,0.08,5月10日
06243 大華BS,7501950 ,1962000 ,155 ,3.82,3.41,2.22,5.2,5月4日,1.86,5月7日
06244 大華BT,568170 ,2894000 ,128 ,0.2,0.14,0.01,0.39,5月3日,0.01,5月10日
06246 凱基LP,1256470 ,1237000 ,25 ,1.02,1.17,1.22,1.29,5月4日,0.85,5月7日
06247 凱基LQ,119550 ,571000 ,19 ,0.21,0.31,0.03,0.9,5月4日,0.03,5月10日
06250 凱基LT,18650 ,5000 ,1 ,3.73,3.73,3.73,3.73,5月10日,3.73,5月10日
06251 凱基LU,902480 ,284000 ,20 ,3.18,3.63,4.08,4.68,5月3日,2.47,5月5日
06252 凱基LV,50 ,5000 ,1 ,0.01,0.01,0.01,0.01,5月3日,0.01,5月3日
06253P凱基LW,28920 ,16000 ,3 ,1.81,2.04,2.27,2.27,5月6日,1.71,5月4日
06255 亞東EW,2090 ,209000 ,14 ,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
06258 富邦A6,400 ,20000 ,1 ,0.02,0.02,0.02,0.02,5月6日,0.02,5月6日
06260 富邦A8,10521130 ,8544000 ,149 ,1.23,1.17,1,1.67,5月4日,0.95,5月13日
06261 富邦A9,1500 ,75000 ,2 ,0.02,0.02,0.02,0.02,5月11日,0.02,5月11日
06262 富邦B1,1405950 ,7507000 ,119 ,0.19,0.15,0.08,0.4,5月3日,0.06,5月12日
06264 統一81,3780 ,44000 ,2 ,0.09,0.07,0.12,0.12,5月5日,0.02,5月4日
06265P統一82,18500 ,10000 ,1 ,1.85,1.85,1.85,1.85,5月7日,1.85,5月7日
06269 統一86,2584770 ,3027000 ,106 ,0.85,0.92,0.83,1.58,5月4日,0.39,5月7日
06270P統一87,200 ,20000 ,2 ,0.01,0.01,0.01,0.01,5月5日,0.01,5月5日
06271 統一88,64480 ,524000 ,16 ,0.12,0.19,0.05,0.63,5月4日,0.03,5月7日
06272P統一89,1210 ,11000 ,2 ,0.11,0.11,0.11,0.11,5月6日,0.11,5月6日
06273 統一90,440750 ,1101000 ,28 ,0.4,0.45,0.35,0.83,5月4日,0.22,5月10日
06275 群益IX,3900 ,170000 ,3 ,0.02,0.03,0.03,0.03,5月13日,0.02,5月10日
06277 群益IZ,71690 ,7169000 ,45 ,0.01,0.01,0.01,0.01,5月13日,0.01,5月13日
06278 群益JA,23490 ,514000 ,18 ,0.05,0.04,0.01,0.13,5月3日,0.01,5月13日
06279 群益JC,197350 ,125000 ,16 ,1.58,1.55,1.77,1.81,5月13日,1.42,5月5日
06280 永豐HK,49700 ,546000 ,25 ,0.09,0.08,0.03,0.21,5月3日,0.02,5月13日
06281 永豐HL,2990 ,299000 ,6 ,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
06284 永豐HP,20190 ,207000 ,7 ,0.1,0.1,0.13,0.13,5月13日,0.07,5月5日
06285 永豐HQ,17450 ,761000 ,25 ,0.02,0.02,0.01,0.04,5月4日,0.01,5月13日
06286 永豐HR,4810 ,163000 ,9 ,0.03,0.02,0.01,0.05,5月5日,0.01,5月12日
06287 元大F7,300 ,30000 ,1 ,0.01,0.01,0.01,0.01,5月5日,0.01,5月5日
06288 元大F8,17550 ,862000 ,19 ,0.02,0.03,0.01,0.1,5月3日,0.01,5月13日
06290 元大G1,251430 ,439000 ,55 ,0.57,0.61,0.7,0.78,5月3日,0.35,5月6日
06291 元大G2,4070 ,407000 ,5 ,0.01,0.01,0.01,0.01,5月11日,0.01,5月11日
06292 國泰CY,997130 ,294000 ,12 ,3.39,3.33,3.2,5,5月6日,2.51,5月10日
06293 國泰CZ,38880 ,1105000 ,25 ,0.04,0.03,0.01,0.13,5月3日,0.01,5月13日
06294 國票AA,94710 ,545000 ,26 ,0.17,0.1,0.01,0.26,5月4日,0.01,5月13日
06295 國票AB,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月13日,0.01,5月13日
06296P兆豐14,790 ,1000 ,1 ,0.79,0.79,0.79,0.79,5月13日,0.79,5月13日
06298P兆豐16,10570 ,21000 ,7 ,0.5,0.8,0.43,1.7,5月10日,0.19,5月5日
06299 兆豐18,245000 ,29000 ,2 ,8.45,8.6,9,9,5月10日,8.2,5月6日
06300 第一07,1860 ,186000 ,9 ,0.01,0.01,0.01,0.01,5月13日,0.01,5月13日
06301 第一08,50 ,5000 ,1 ,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
06302 第一09,4950 ,495000 ,4 ,0.01,0.01,0.01,0.01,5月11日,0.01,5月11日
06306 永昌HV,192990 ,861000 ,19 ,0.22,0.23,0.16,0.29,5月3日,0.15,5月11日
06307 永昌HW,185740 ,196000 ,11 ,0.95,0.93,0.87,1.01,5月3日,0.85,5月12日
06308 永昌HX,17250 ,105000 ,3 ,0.16,0.11,0.05,0.17,5月4日,0.05,5月13日
06309 永昌HY,700 ,60000 ,3 ,0.01,0.02,0.02,0.02,5月10日,0.01,5月10日
06310 永昌HZ,200530 ,1426000 ,36 ,0.14,0.07,0.01,0.3,5月3日,0.01,5月13日
06311 大華BW,4580 ,304000 ,4 ,0.02,0.02,0.01,0.02,5月3日,0.01,5月6日
06313 大華BZ,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
06314 大華CA,11900 ,20000 ,2 ,0.6,0.6,0.82,0.82,5月13日,0.37,5月6日
06315 元大G4,1041760 ,525000 ,40 ,1.98,2.26,2.19,3.55,5月3日,0.88,5月7日
06316P元大G5,199530 ,2044000 ,29 ,0.1,0.12,0.05,0.17,5月4日,0.05,5月13日
06318P群益JE,23550 ,131000 ,3 ,0.18,0.25,0.25,0.25,5月6日,0.15,5月6日
06319 凱基LX,751070 ,817000 ,58 ,0.92,1.01,1.08,1.34,5月4日,0.5,5月7日
06321 凱基LZ,4746300 ,3654000 ,110 ,1.3,1.47,1.42,2.19,5月4日,0.89,5月7日
06322 凱基MA,4757320 ,6600000 ,200 ,0.72,0.67,0.62,1.33,5月3日,0.35,5月7日
06324P凱基MC,258000 ,566000 ,47 ,0.46,0.37,0.27,0.93,5月7日,0.25,5月4日
06325 永豐HS,1000 ,100000 ,2 ,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
06326 永豐HT,200 ,20000 ,2 ,0.01,0.01,0.01,0.01,5月12日,0.01,5月12日
06328 永豐HV,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月12日,0.01,5月12日
06329 永豐HW,11000 ,50000 ,3 ,0.22,0.19,0.02,0.3,5月3日,0.02,5月12日
06330 永豐HX,1868760 ,6315000 ,182 ,0.3,0.26,0.24,0.49,5月4日,0.14,5月12日
06332 永豐HZ,7630 ,109000 ,3 ,0.07,0.06,0.01,0.1,5月3日,0.01,5月11日
06335 凱基ME,142310 ,900000 ,17 ,0.16,0.11,0.02,0.31,5月3日,0.02,5月6日
06337 統一91,4360 ,436000 ,10 ,0.01,0.01,0.01,0.01,5月11日,0.01,5月11日
06338P統一92,157040 ,124000 ,12 ,1.27,1.27,1.28,1.42,5月7日,1.15,5月6日
06339P統一93,27840 ,424000 ,15 ,0.07,0.08,0.04,0.12,5月6日,0.03,5月14日
06340 統一94,33740 ,313000 ,10 ,0.11,0.13,0.14,0.16,5月11日,0.1,5月13日
06341P統一95,24470 ,589000 ,11 ,0.04,0.04,0.01,0.07,5月10日,0.01,5月13日
06342 統一96,108730 ,1032000 ,24 ,0.11,0.16,0.04,0.36,5月3日,0.04,5月14日
06343P統一97,4500 ,45000 ,2 ,0.1,0.1,0.1,0.1,5月5日,0.1,5月5日
06344P兆豐19,25960 ,27000 ,3 ,0.96,0.92,0.87,1.04,5月7日,0.87,5月10日
06345 兆豐20,600 ,15000 ,2 ,0.04,0.02,0.02,0.08,5月5日,0.02,5月5日
06347P亞東FB,290 ,29000 ,3 ,0.01,0.01,0.01,0.01,5月17日,0.01,5月17日
06349P亞東FD,14370 ,93000 ,9 ,0.15,0.16,0.15,0.23,5月7日,0.08,5月4日
06350 第一10,3210 ,317000 ,10 ,0.01,0.02,0.05,0.05,5月17日,0.01,5月11日
06351 第一11,9150 ,915000 ,18 ,0.01,0.01,0.01,0.01,5月11日,0.01,5月11日
06352 永豐JC,14430 ,222000 ,6 ,0.06,0.07,0.05,0.09,5月11日,0.05,5月11日
06353 永豐JD,182180 ,3554000 ,83 ,0.05,0.04,0.01,0.1,5月4日,0.01,5月14日
06354 永豐JE,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月10日,0.01,5月10日
06355 永豐JF,703540 ,4631000 ,100 ,0.15,0.12,0.05,0.34,5月3日,0.05,5月14日
06356 大華CC,5090 ,195000 ,6 ,0.03,0.04,0.01,0.11,5月3日,0.01,5月14日
06357 大華CD,620 ,62000 ,3 ,0.01,0.01,0.01,0.01,5月12日,0.01,5月12日
06359 大華CF,1300 ,130000 ,2 ,0.01,0.01,0.01,0.01,5月6日,0.01,5月6日
06360 大華CG,1620 ,162000 ,3 ,0.01,0.01,0.01,0.01,5月12日,0.01,5月12日
06361 寶來JU,51090 ,310000 ,9 ,0.16,0.13,0.02,0.28,5月3日,0.02,5月13日
06362 寶來JV,2240 ,8000 ,1 ,0.28,0.28,0.28,0.28,5月3日,0.28,5月3日
06363 寶來JW,143980 ,105000 ,5 ,1.37,1.59,1.24,2.4,5月4日,0.93,5月7日
06365 寶來JY,78500 ,440000 ,12 ,0.18,0.2,0.26,0.26,5月12日,0.13,5月11日
06367 寶來KA,8530 ,853000 ,16 ,0.01,0.01,0.01,0.01,5月17日,0.01,5月17日
06368P寶來KB,67900 ,50000 ,4 ,1.36,1.33,1.29,1.44,5月7日,1.29,5月10日
06369 工銀HG,550 ,55000 ,2 ,0.01,0.01,0.01,0.01,5月20日,0.01,5月20日
06370 工銀HH,1636560 ,3383000 ,159 ,0.48,0.43,0.01,1.53,5月3日,0.01,5月20日
06371 工銀HJ,2640 ,96000 ,5 ,0.03,0.05,0.01,0.14,5月4日,0.01,5月20日
06373 日盛GP,79730 ,3681000 ,74 ,0.02,0.08,0.01,0.19,5月3日,0.01,5月19日
06374 日盛GQ,2500 ,228000 ,4 ,0.01,0.08,0.23,0.23,5月20日,0.01,5月11日
06375 日盛GR,100 ,10000 ,1 ,0.01,0.01,0.01,0.01,5月4日,0.01,5月4日
06376 台証B3,4971970 ,5652000 ,101 ,0.88,0.76,0.34,1.44,5月4日,0.34,5月20日
06379 台証B6,1421320 ,5352000 ,121 ,0.27,0.27,0.19,0.52,5月19日,0.08,5月7日
06380 大華CH,146920 ,104000 ,7 ,1.41,1.41,1.28,1.56,5月10日,1.05,5月7日
06382 群益JF,400 ,25000 ,2 ,0.02,0.02,0.01,0.02,5月5日,0.01,5月13日
06383 群益JG,221990 ,306000 ,40 ,0.73,0.67,0.18,1.14,5月4日,0.18,5月20日
06384 群益JH,11950 ,22000 ,4 ,0.54,0.68,0.49,0.89,5月5日,0.49,5月17日
06385 統一98,1290040 ,4759000 ,196 ,0.27,0.42,0.02,1.05,5月4日,0.02,5月20日
06386 統一99,70560 ,877000 ,16 ,0.08,0.11,0.05,0.23,5月4日,0.03,5月12日
06387 國票AC,30790 ,1783000 ,32 ,0.02,0.03,0.02,0.04,5月4日,0.01,5月4日
06388 國票AD,374230 ,1175000 ,25 ,0.32,0.2,0.01,0.97,5月3日,0.01,5月17日
06390 國票AF,325330 ,557000 ,62 ,0.58,0.51,0.01,1.22,5月4日,0.01,5月20日
06391 日盛GS,1034040 ,3664000 ,170 ,0.28,0.33,0.01,0.82,5月3日,0.01,5月20日
06392 日盛GT,1290 ,63000 ,7 ,0.02,0.02,0.01,0.04,5月11日,0.01,5月12日
06393 日盛GU,7740 ,588000 ,15 ,0.01,0.02,0.01,0.04,5月3日,0.01,5月12日
06394 日盛GV,3400 ,80000 ,3 ,0.04,0.04,0.05,0.05,5月4日,0.02,5月3日
06395 日盛GW,2870 ,27000 ,5 ,0.11,0.11,0.02,0.21,5月3日,0.02,5月19日
06396 元大J3,300 ,10000 ,1 ,0.03,0.03,0.03,0.03,5月4日,0.03,5月4日
06397 元大J4,2390 ,239000 ,4 ,0.01,0.01,0.01,0.01,5月11日,0.01,5月11日
06398 元大J5,713770 ,1561000 ,101 ,0.46,0.46,0.09,0.88,5月5日,0.09,5月20日
