,民國99年06月,,,,,,,Jun-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
03725 凱基2X,17650 ,362000 ,11 ,0.05,0.03,0.01,0.07,6月11日,0.01,6月30日
03726 凱基2Y,9221100 ,19081000 ,558 ,0.48,0.46,0.42,0.62,6月11日,0.32,6月30日
03727 富邦BL,445690 ,2000000 ,88 ,0.22,0.24,0.15,0.34,6月23日,0.12,6月2日
03728 富邦BM,7530190 ,15177000 ,538 ,0.5,0.44,0.48,0.65,6月22日,0.27,6月9日
03729 富邦BN,1596920 ,4388000 ,134 ,0.36,0.38,0.26,0.47,6月3日,0.26,6月30日
03730 富邦BP,216770 ,835000 ,32 ,0.26,0.22,0.16,0.32,6月28日,0.11,6月7日
03731 富邦BQ,101930 ,197000 ,8 ,0.52,0.49,0.62,0.66,6月28日,0.32,6月1日
03732 富邦BR,2613580 ,4467000 ,95 ,0.59,0.58,0.46,0.8,6月21日,0.4,6月7日
03733 日盛NY,715940 ,2559000 ,152 ,0.28,0.28,0.18,0.49,6月17日,0.13,6月30日
03734 日盛NZ,154470 ,1180000 ,44 ,0.13,0.13,0.07,0.2,6月1日,0.06,6月30日
03735 日盛01,7536720 ,3179000 ,153 ,2.37,2.49,3.07,3.43,6月24日,1.69,6月7日
03736 日盛02,5855110 ,2234000 ,136 ,2.62,2.45,2.09,3.25,6月4日,1.9,6月10日
03737 日盛03,153130 ,1092000 ,17 ,0.14,0.17,0.17,0.25,6月21日,0.1,6月7日
03738 日盛04,629130 ,1784000 ,48 ,0.35,0.34,0.32,0.44,6月11日,0.29,6月23日
03739 日盛05,116170 ,1555000 ,32 ,0.07,0.1,0.06,0.15,6月23日,0.06,6月28日
03740 日盛06,912230 ,925000 ,107 ,0.99,0.94,0.8,1.22,6月21日,0.68,6月30日
03741 日盛07,96060 ,1683000 ,43 ,0.06,0.06,0.01,0.16,6月7日,0.01,6月30日
03742 日盛08,1631630 ,3829000 ,100 ,0.43,0.38,0.25,0.69,6月1日,0.19,6月10日
03743 日盛09,41740 ,502000 ,53 ,0.08,0.08,0.06,0.15,6月24日,0.05,6月15日
03744 日盛10,2923560 ,20108000 ,344 ,0.15,0.15,0.1,0.26,6月22日,0.09,6月30日
03745 永豐4G,788010 ,3695000 ,124 ,0.21,0.22,0.21,0.34,6月24日,0.12,6月9日
03746 永豐4H,790270 ,4098000 ,84 ,0.19,0.19,0.17,0.27,6月4日,0.14,6月30日
03747 元大55,27150 ,30000 ,2 ,0.9,0.9,0.89,0.92,6月21日,0.89,6月23日
03748 元大56,1758080 ,2104000 ,75 ,0.84,0.77,0.52,1.05,6月21日,0.48,6月30日
03749 元大57,11425760 ,18157000 ,615 ,0.63,0.62,0.4,1,6月14日,0.34,6月30日
03750 元大58,60400 ,176000 ,15 ,0.34,0.33,0.15,0.49,6月3日,0.15,6月30日
03751 元大59,3913080 ,11220000 ,312 ,0.35,0.35,0.33,0.46,6月4日,0.24,6月30日
03752 元大60,4851010 ,8441000 ,251 ,0.57,0.53,0.34,0.8,6月17日,0.34,6月29日
03753 康和BY,378800 ,1401000 ,35 ,0.27,0.23,0.18,0.35,6月21日,0.18,6月30日
03754 康和BZ,43270 ,410000 ,11 ,0.11,0.12,0.1,0.2,6月24日,0.1,6月29日
03755 康和CA,1576900 ,2828000 ,44 ,0.56,0.51,0.49,0.61,6月17日,0.44,6月28日
03756 國泰FS,10891520 ,26248000 ,469 ,0.41,0.41,0.39,0.54,6月11日,0.29,6月30日
03757 國泰FT,3056670 ,12290000 ,210 ,0.25,0.25,0.21,0.34,6月4日,0.06,6月18日
03758 寶來A3,2625860 ,5857000 ,146 ,0.45,0.41,0.41,0.68,6月24日,0.13,6月8日
03759 寶來A4,3910210 ,1559000 ,105 ,2.51,2.63,2.8,3.58,6月24日,1.72,6月7日
03760 寶來A5,3174400 ,4541000 ,113 ,0.7,0.66,0.56,0.95,6月24日,0.36,6月9日
03761 寶來A6,328180 ,662000 ,14 ,0.5,0.44,0.48,0.53,6月21日,0.32,6月9日
03762 寶來A7,1890 ,189000 ,2 ,0.01,0.01,0.01,0.01,6月30日,0.01,6月30日
03763 寶來A8,943410 ,4911000 ,97 ,0.19,0.18,0.1,0.28,6月1日,0.1,6月29日
03764 寶來A9,12757300 ,15861000 ,442 ,0.8,0.76,0.72,1.03,6月11日,0.45,6月10日
03765 寶來B1,1578510 ,8117000 ,208 ,0.19,0.2,0.11,0.34,6月17日,0.11,6月30日
03766 寶來B2,1783930 ,7455000 ,217 ,0.24,0.24,0.19,0.36,6月28日,0.14,6月10日
03767 寶來B3,1187700 ,4230000 ,93 ,0.28,0.29,0.15,0.41,6月24日,0.14,6月30日
03768 寶來B4,2505350 ,5733000 ,125 ,0.44,0.41,0.32,0.71,6月22日,0.32,6月29日
03769 寶來B5,408760 ,1819000 ,51 ,0.22,0.22,0.15,0.45,6月17日,0.11,6月10日
03770 永豐4J,370070 ,1265000 ,33 ,0.29,0.28,0.23,0.41,6月24日,0.2,6月7日
03771 永豐4K,141440 ,2501000 ,48 ,0.06,0.06,0.04,0.09,6月2日,0.04,6月30日
03772 永豐4L,661540 ,2527000 ,96 ,0.26,0.25,0.21,0.49,6月21日,0.12,6月9日
03773 永豐4M,165450 ,962000 ,58 ,0.17,0.19,0.1,0.27,6月4日,0.1,6月30日
03774 永豐4N,82180 ,1520000 ,53 ,0.05,0.06,0.04,0.1,6月11日,0.03,6月10日
03775 永豐4P,14500 ,100000 ,6 ,0.14,0.14,0.12,0.17,6月8日,0.12,6月30日
03776 永豐4Q,241950 ,574000 ,22 ,0.42,0.44,0.32,0.58,6月1日,0.32,6月29日
03777 永豐4R,5581880 ,9402000 ,343 ,0.59,0.7,1.6,1.86,6月29日,0.25,6月10日
03778 永豐4S,146700 ,415000 ,23 ,0.35,0.34,0.31,0.43,6月21日,0.3,6月30日
03779 大華KF,1295210 ,2589000 ,52 ,0.5,0.47,0.41,0.72,6月24日,0.21,6月8日
03780 大華KG,223240 ,1910000 ,44 ,0.12,0.12,0.05,0.22,6月11日,0.05,6月30日
03781 大華KH,475990 ,1834000 ,59 ,0.26,0.27,0.15,0.4,6月22日,0.15,6月30日
03782 大華KI,1491340 ,4040000 ,97 ,0.37,0.36,0.32,0.45,6月11日,0.23,6月30日
03783 統一BZ,48470 ,408000 ,9 ,0.12,0.15,0.18,0.18,6月24日,0.11,6月2日
03784 統一CA,920790 ,5027000 ,273 ,0.18,0.18,0.1,0.28,6月15日,0.1,6月30日
03785 富邦BS,1803280 ,3088000 ,77 ,0.58,0.59,0.58,0.73,6月23日,0.48,6月9日
03786 富邦BT,335560 ,2182000 ,43 ,0.15,0.16,0.17,0.21,6月23日,0.1,6月10日
03787 富邦BU,3118870 ,5704000 ,177 ,0.55,0.51,0.29,0.79,6月1日,0.26,6月10日
03788 富邦BV,469060 ,2576000 ,90 ,0.18,0.18,0.09,0.32,6月1日,0.09,6月30日
03789 富邦BW,868840 ,2842000 ,91 ,0.31,0.28,0.16,0.46,6月3日,0.16,6月30日
03790 富邦BX,2832670 ,6600000 ,198 ,0.43,0.33,0.41,0.6,6月28日,0.2,6月8日
03791P元大63,2543410 ,3009000 ,82 ,0.85,0.84,0.92,1.2,6月9日,0.62,6月24日
03792 元大64,934870 ,2310000 ,61 ,0.4,0.42,0.36,0.53,6月22日,0.3,6月9日
03793P元大65,50115050 ,31925000 ,644 ,1.57,1.6,2.06,2.51,6月8日,1.08,6月21日
03794 元大66,11225980 ,12081000 ,427 ,0.93,1,0.89,1.34,6月21日,0.71,6月9日
03795 元大67,2322730 ,4449000 ,296 ,0.52,0.51,0.2,0.8,6月1日,0.2,6月30日
03796 元大68,1311660 ,2614000 ,87 ,0.5,0.44,0.27,0.69,6月11日,0.22,6月2日
03797 大華KJ,116840 ,315000 ,6 ,0.37,0.37,0.37,0.4,6月14日,0.36,6月10日
03798 大華KK,4739290 ,11424000 ,256 ,0.41,0.39,0.24,0.58,6月1日,0.23,6月30日
03799 大華KL,140590 ,365000 ,9 ,0.39,0.37,0.39,0.44,6月25日,0.27,6月10日
03800 大華KM,1053890 ,5389000 ,158 ,0.2,0.21,0.08,0.3,6月14日,0.07,6月30日
03801 大華KN,257910 ,4912000 ,102 ,0.05,0.05,0.02,0.1,6月4日,0.02,6月30日
03802 大華KQ,639050 ,1733000 ,72 ,0.37,0.38,0.33,0.52,6月2日,0.31,6月9日
03803 大華KR,5919890 ,5843000 ,110 ,1.01,1,0.92,1.31,6月29日,0.66,6月9日
03804 大華KS,1188100 ,5796000 ,78 ,0.2,0.23,0.15,0.38,6月17日,0.11,6月30日
03805 大華KT,198140 ,709000 ,46 ,0.28,0.27,0.2,0.38,6月18日,0.2,6月30日
03806 永豐4T,534200 ,2864000 ,36 ,0.19,0.19,0.2,0.28,6月29日,0.12,6月3日
03807 永豐4U,305620 ,3620000 ,69 ,0.08,0.08,0.08,0.13,6月21日,0.04,6月9日
03808 永豐4V,298980 ,2663000 ,35 ,0.11,0.11,0.09,0.15,6月22日,0.08,6月30日
03809 永豐4W,968650 ,3449000 ,76 ,0.28,0.26,0.28,0.43,6月29日,0.12,6月9日
03810 兆豐A8,43525720 ,13518000 ,1041 ,3.22,4.18,1.55,6.2,6月3日,1.53,6月30日
03811 兆豐A9,7924500 ,367000 ,44 ,21.59,21.35,21,24.3,6月21日,18.5,6月7日
03812 兆豐B1,482950 ,882000 ,63 ,0.55,0.55,0.69,0.69,6月23日,0.44,6月7日
03813 兆豐B2,1036840 ,1089000 ,58 ,0.95,0.97,1.12,1.4,6月23日,0.56,6月7日
03814 兆豐B3,10318880 ,7972000 ,464 ,1.29,1.22,0.9,1.65,6月22日,0.85,6月30日
03815 兆豐B4,91260 ,254000 ,16 ,0.36,0.39,0.23,0.59,6月1日,0.23,6月30日
03816 兆豐B5,707990 ,1628000 ,41 ,0.43,0.42,0.33,0.56,6月22日,0.33,6月29日
03817 兆豐B6,6300100 ,18250000 ,435 ,0.35,0.33,0.31,0.52,6月28日,0.18,6月9日
03818 兆豐B7,7196270 ,11420000 ,247 ,0.63,0.56,0.64,0.86,6月25日,0.3,6月8日
03819 兆豐B8,2975370 ,6521000 ,225 ,0.46,0.44,0.33,0.65,6月18日,0.16,6月2日
03820 兆豐B9,229600 ,886000 ,23 ,0.26,0.23,0.13,0.33,6月4日,0.13,6月30日
03821P兆豐C1,13677450 ,16033000 ,432 ,0.85,0.81,0.48,1.37,6月7日,0.43,6月30日
03822 元大69,16078770 ,20747000 ,636 ,0.77,0.83,0.52,1.03,6月4日,0.48,6月30日
03823 元大70,131890 ,489000 ,10 ,0.27,0.29,0.43,0.43,6月17日,0.23,6月10日
03824 元大71,13128800 ,37084000 ,1235 ,0.35,0.39,0.17,0.74,6月1日,0.14,6月30日
03825P元大72,5795300 ,2546000 ,151 ,2.28,2.36,2.86,2.96,6月9日,1.6,6月3日
03826 元大73,5034680 ,7752000 ,231 ,0.65,0.68,0.7,1.04,6月29日,0.45,6月9日
03827 國泰FU,2263650 ,4487000 ,183 ,0.5,0.43,0.53,0.85,6月29日,0.3,6月10日
03828 凱基2Z,1710590 ,2859000 ,216 ,0.6,0.59,0.5,0.78,6月23日,0.44,6月10日
03829 元大74,48100 ,190000 ,12 ,0.25,0.26,0.23,0.4,6月1日,0.17,6月10日
03830 元大75,2530460 ,5373000 ,162 ,0.47,0.52,0.15,0.8,6月3日,0.15,6月30日
03831 元大76,4204900 ,1160000 ,190 ,3.62,3.46,3.02,4.2,6月24日,2.84,6月30日
03832 工銀KB,1324960 ,3813000 ,129 ,0.35,0.45,0.51,0.69,6月23日,0.21,6月7日
03833 工銀KC,326060 ,1874000 ,27 ,0.17,0.22,0.15,0.34,6月4日,0.14,6月30日
03834 工銀KD,197570 ,825000 ,22 ,0.24,0.22,0.14,0.28,6月17日,0.14,6月29日
03835 工銀KE,3113180 ,915000 ,33 ,3.4,3.57,3.41,4.06,6月21日,2.88,6月30日
03836 工銀KF,1256820 ,3906000 ,104 ,0.32,0.26,0.31,0.51,6月29日,0.17,6月10日
03837 工銀KG,2502140 ,655000 ,73 ,3.82,3.58,3.8,4.95,6月24日,2.48,6月1日
03838 工銀KH,1122640 ,675000 ,59 ,1.66,1.61,1.24,2.1,6月21日,1.14,6月30日
03839 國泰FX,197160 ,875000 ,46 ,0.23,0.22,0.17,0.34,6月21日,0.14,6月30日
03840 大華KU,99770 ,1614000 ,47 ,0.06,0.06,0.04,0.15,6月4日,0.02,6月10日
03841 大華KV,6403200 ,1589000 ,273 ,4.03,4.33,3.44,5.55,6月21日,3.03,6月30日
03842 大華KW,354940 ,503000 ,50 ,0.71,0.68,0.55,0.93,6月15日,0.49,6月1日
03843 永豐4X,361170 ,2312000 ,41 ,0.16,0.15,0.1,0.25,6月21日,0.1,6月30日
03844 永豐4Y,51870 ,1859000 ,58 ,0.03,0.03,0.02,0.04,6月24日,0.02,6月28日
03845 永豐4Z,40900 ,172000 ,5 ,0.24,0.21,0.15,0.24,6月29日,0.15,6月30日
03846 永豐5A,103020 ,800000 ,16 ,0.13,0.13,0.13,0.15,6月2日,0.11,6月9日
03847 永豐5B,68760 ,4371000 ,157 ,0.02,0.02,0.01,0.03,6月11日,0.01,6月30日
03848 永豐5C,2059960 ,4397000 ,97 ,0.47,0.48,0.43,0.72,6月18日,0.28,6月10日
03849P凱基3B,675970 ,3689000 ,177 ,0.18,0.19,0.12,0.3,6月2日,0.09,6月23日
03850 凱基3C,230830 ,600000 ,48 ,0.38,0.36,0.24,0.46,6月1日,0.24,6月30日
03851 元大77,3432200 ,8589000 ,273 ,0.4,0.41,0.27,0.55,6月15日,0.23,6月30日
03852 元大78,579890 ,1792000 ,47 ,0.32,0.34,0.24,0.46,6月22日,0.24,6月30日
03853 元大79,1307970 ,3137000 ,55 ,0.42,0.41,0.35,0.51,6月2日,0.3,6月9日
03854P元大80,3561300 ,4768000 ,277 ,0.75,0.68,0.67,0.93,6月7日,0.52,6月29日
03855 元大81,10247440 ,6681000 ,188 ,1.53,1.41,0.85,2.36,6月1日,0.85,6月30日
03856 元大82,346030 ,66000 ,11 ,5.24,5.39,5.3,6.05,6月21日,4.83,6月2日
03857 元大83,11924220 ,5150000 ,363 ,2.32,2.47,1.52,3.3,6月4日,1.43,6月30日
03858 富邦BY,4982220 ,7750000 ,466 ,0.64,0.56,0.64,0.88,6月23日,0.3,6月7日
03859 富邦BZ,3827050 ,5068000 ,180 ,0.76,0.83,0.87,0.99,6月21日,0.68,6月7日
03860 富邦CA,1360910 ,3326000 ,91 ,0.41,0.39,0.21,0.62,6月1日,0.2,6月30日
03861P富邦CB,4745550 ,4077000 ,159 ,1.16,1.12,1.19,1.55,6月9日,0.86,6月21日
03862 富邦CC,2392320 ,903000 ,61 ,2.65,2.41,2.83,3.18,6月24日,1.72,6月1日
03863 永豐5D,332030 ,835000 ,22 ,0.4,0.41,0.4,0.5,6月3日,0.37,6月14日
03864 永豐5E,261730 ,536000 ,43 ,0.49,0.51,0.54,0.73,6月22日,0.23,6月8日
03865 永豐5F,89980 ,762000 ,19 ,0.12,0.12,0.13,0.15,6月4日,0.09,6月10日
03866 永豐5G,27210 ,37000 ,6 ,0.74,0.73,0.69,0.95,6月24日,0.55,6月7日
03867 永豐5H,447230 ,2592000 ,81 ,0.17,0.13,0.24,0.33,6月29日,0.06,6月9日
03868 永豐5J,3409170 ,3080000 ,143 ,1.11,1.09,0.7,1.69,6月3日,0.7,6月30日
03869 大華KX,1826850 ,5986000 ,125 ,0.31,0.3,0.17,0.42,6月24日,0.15,6月30日
03870 大華KY,564900 ,724000 ,31 ,0.78,0.8,0.74,1.03,6月23日,0.62,6月7日
03871 大華KZ,52560 ,403000 ,22 ,0.13,0.15,0.1,0.17,6月3日,0.1,6月30日
03872 大華LA,39050 ,212000 ,10 ,0.18,0.18,0.23,0.23,6月28日,0.08,6月10日
03873 大華LB,856720 ,1153000 ,49 ,0.74,0.7,0.68,1.05,6月23日,0.4,6月2日
03874 凱基3D,3120170 ,10107000 ,266 ,0.31,0.27,0.32,0.46,6月29日,0.15,6月7日
03875 永昌LF,754890 ,457000 ,14 ,1.65,1.72,2.15,2.15,6月29日,1.27,6月1日
03876 永昌LG,94900 ,197000 ,19 ,0.48,0.47,0.52,0.65,6月29日,0.29,6月7日
03878 永昌LJ,1197010 ,1165000 ,82 ,1.03,1.05,0.96,1.44,6月24日,0.77,6月9日
03879 永昌LK,102420 ,314000 ,17 ,0.33,0.32,0.4,0.4,6月11日,0.26,6月9日
03880 永昌LL,160980 ,105000 ,7 ,1.53,1.35,1.73,1.79,6月22日,0.68,6月3日
03881 永昌LM,483360 ,1877000 ,51 ,0.26,0.27,0.27,0.43,6月21日,0.15,6月9日
03882 永昌LN,1333480 ,2210000 ,93 ,0.6,0.61,0.56,0.81,6月22日,0.4,6月10日
03883 永昌LP,4902120 ,6280000 ,132 ,0.78,0.77,0.71,1.04,6月22日,0.64,6月30日
03884 永昌LQ,120960 ,924000 ,31 ,0.13,0.13,0.08,0.18,6月4日,0.08,6月30日
03885 永昌LR,368630 ,1385000 ,33 ,0.27,0.27,0.18,0.45,6月3日,0.12,6月10日
03886 凱基3E,13931230 ,3150000 ,218 ,4.42,4.79,5.75,6.35,6月24日,3.51,6月2日
03887 統一CB,198230 ,722000 ,45 ,0.27,0.31,0.35,0.39,6月3日,0.16,6月10日
03888 統一CC,638720 ,1460000 ,80 ,0.44,0.31,0.35,0.56,6月28日,0.21,6月4日
03889 永豐5K,10600 ,315000 ,14 ,0.03,0.04,0.05,0.05,6月28日,0.02,6月7日
03890 永豐5L,237050 ,2406000 ,44 ,0.1,0.1,0.09,0.13,6月4日,0.08,6月10日
03891 永豐5M,1474580 ,1703000 ,36 ,0.87,0.79,0.48,0.93,6月23日,0.48,6月30日
03892 永豐5N,2164840 ,18498000 ,429 ,0.12,0.11,0.09,0.2,6月29日,0.07,6月10日
03893 康和CB,450620 ,1481000 ,41 ,0.3,0.29,0.14,0.43,6月8日,0.14,6月30日
03894 康和CC,47400 ,220000 ,8 ,0.22,0.22,0.23,0.24,6月3日,0.2,6月7日
03895 寶來B8,60380 ,973000 ,30 ,0.06,0.07,0.03,0.14,6月3日,0.02,6月30日
03896 大華LC,5700 ,110000 ,3 ,0.05,0.05,0.06,0.06,6月22日,0.04,6月7日
03897P大華LD,262500 ,1114000 ,35 ,0.24,0.23,0.2,0.38,6月7日,0.15,6月21日
03898 大華LE,3904770 ,3201000 ,187 ,1.22,1.17,0.84,1.59,6月4日,0.8,6月30日
03899 大華LF,33100 ,340000 ,11 ,0.1,0.09,0.05,0.15,6月4日,0.05,6月30日
03900 大華LG,7540530 ,3917000 ,202 ,1.93,2.34,1.46,3.2,6月2日,1.33,6月30日
03901 統一CD,381780 ,947000 ,244 ,0.4,0.33,0.41,0.64,6月29日,0.21,6月10日
03902 統一CE,323410 ,2203000 ,48 ,0.15,0.14,0.14,0.19,6月21日,0.08,6月9日
03903 統一CF,195240 ,708000 ,18 ,0.28,0.25,0.24,0.38,6月21日,0.17,6月9日
03904 統一CG,46600 ,324000 ,11 ,0.14,0.14,0.09,0.2,6月1日,0.09,6月24日
03905 統一CI,798330 ,4592000 ,76 ,0.17,0.18,0.11,0.25,6月17日,0.1,6月7日
03906 統一CJ,324590 ,847000 ,22 ,0.38,0.39,0.31,0.51,6月1日,0.3,6月30日
03907 統一CK,8360 ,433000 ,11 ,0.02,0.02,0.02,0.02,6月29日,0.01,6月24日
03908P統一CL,2678670 ,1543000 ,83 ,1.74,1.69,2.1,2.21,6月8日,1.33,6月21日
03909 統一CM,5521410 ,9300000 ,373 ,0.59,0.61,0.36,1.06,6月1日,0.31,6月10日
03910 統一CN,156070 ,852000 ,44 ,0.18,0.18,0.12,0.24,6月21日,0.12,6月30日
03911 統一CP,2857940 ,1612000 ,142 ,1.77,1.72,1.51,2.26,6月21日,1.23,6月9日
03912P元大84,10679700 ,10658000 ,403 ,1,1.02,0.86,1.31,6月9日,0.76,6月22日
03913 元大85,26862550 ,23080000 ,623 ,1.16,1.13,0.89,1.4,6月21日,0.7,6月10日
03914P元大86,25843810 ,11733000 ,341 ,2.2,2.28,2.28,3.04,6月10日,1.8,6月29日
03915 凱基3F,8680710 ,17823000 ,355 ,0.49,0.48,0.4,0.68,6月28日,0.3,6月10日
03916 凱基3G,3725640 ,8230000 ,254 ,0.45,0.4,0.25,0.6,6月21日,0.23,6月30日
03917 富邦CD,306650 ,1764000 ,39 ,0.17,0.18,0.14,0.23,6月15日,0.14,6月30日
03918 富邦CE,17240 ,267000 ,8 ,0.06,0.08,0.1,0.11,6月11日,0.03,6月29日
03919 富邦CF,4883030 ,3294000 ,216 ,1.48,1.44,1.31,1.72,6月4日,0.99,6月9日
03920P富邦CG,7258810 ,26138000 ,796 ,0.28,0.26,0.23,0.43,6月9日,0.18,6月29日
03921 富邦CH,330470 ,1017000 ,38 ,0.32,0.36,0.27,0.48,6月3日,0.23,6月10日
03922 富邦CJ,1378420 ,10666000 ,252 ,0.13,0.13,0.09,0.2,6月17日,0.05,6月30日
03923 富邦CK,42940 ,219000 ,5 ,0.2,0.2,0.16,0.24,6月21日,0.16,6月28日
03924 富邦CL,3889840 ,5124000 ,272 ,0.76,0.73,0.56,1.09,6月22日,0.56,6月30日
03925 第一48,70580 ,1227000 ,31 ,0.06,0.06,0.04,0.1,6月15日,0.04,6月28日
03926 大華LH,71600 ,180000 ,11 ,0.4,0.42,0.32,0.6,6月3日,0.31,6月8日
03927 大華LI,434740 ,1144000 ,35 ,0.38,0.38,0.07,0.59,6月4日,0.07,6月30日
03928 大華LJ,1757970 ,3718000 ,202 ,0.47,0.45,0.45,0.7,6月21日,0.3,6月7日
03929 工銀KL,186930 ,1970000 ,51 ,0.09,0.12,0.05,0.16,6月4日,0.05,6月30日
03930 工銀KM,95590 ,1982000 ,57 ,0.05,0.04,0.04,0.07,6月24日,0.02,6月17日
03931 工銀KN,74550 ,899000 ,29 ,0.08,0.14,0.07,0.21,6月1日,0.05,6月8日
03932 工銀KP,161900 ,2449000 ,41 ,0.07,0.07,0.03,0.13,6月1日,0.03,6月30日
03933 工銀KQ,7981950 ,13660000 ,391 ,0.58,0.6,0.59,1.05,6月21日,0.29,6月7日
03934 工銀KR,1539870 ,10211000 ,132 ,0.15,0.14,0.07,0.25,6月4日,0.06,6月30日
03935 工銀KS,35200 ,340000 ,8 ,0.1,0.1,0.1,0.14,6月24日,0.08,6月24日
03936 凱基3H,347600 ,1325000 ,31 ,0.26,0.25,0.21,0.35,6月1日,0.19,6月9日
03937 凱基3J,3971930 ,2183000 ,98 ,1.82,1.82,1.68,2.24,6月24日,1.36,6月9日
03938 亞東HT,388910 ,1232000 ,34 ,0.32,0.29,0.27,0.42,6月29日,0.16,6月7日
03939 亞東HU,158820 ,491000 ,9 ,0.32,0.32,0.28,0.35,6月23日,0.28,6月25日
03940 亞東HV,16740 ,32000 ,4 ,0.52,0.54,0.52,0.59,6月11日,0.5,6月17日
03941 亞東HW,176750 ,1341000 ,23 ,0.13,0.13,0.09,0.15,6月28日,0.09,6月30日
03942 日盛13,6370730 ,2211000 ,173 ,2.88,2.85,2.58,3.59,6月24日,2.07,6月9日
03943 日盛14,630560 ,1334000 ,39 ,0.47,0.47,0.37,0.61,6月21日,0.33,6月7日
03944 日盛15,3112980 ,21323000 ,431 ,0.15,0.14,0.04,0.25,6月1日,0.04,6月30日
03945 日盛16,3754410 ,5628000 ,146 ,0.67,0.69,0.66,0.96,6月22日,0.53,6月9日
03946 日盛17,1393290 ,1093000 ,38 ,1.27,1.47,2.01,2.23,6月22日,0.78,6月8日
03947 兆豐C3,934850 ,1104000 ,46 ,0.85,0.86,0.58,1.11,6月24日,0.58,6月30日
03948 兆豐C4,925770 ,933000 ,35 ,0.99,0.92,0.76,1.32,6月22日,0.65,6月1日
03949 兆豐C5,82770 ,34000 ,12 ,2.43,2.57,3.29,3.29,6月23日,2.2,6月2日
03950 兆豐C6,430970 ,1055000 ,43 ,0.41,0.39,0.48,0.56,6月23日,0.26,6月9日
03951 兆豐C7,467560 ,990000 ,63 ,0.47,0.42,0.33,0.59,6月21日,0.18,6月17日
03952 兆豐C8,262070 ,596000 ,15 ,0.44,0.45,0.43,0.48,6月21日,0.4,6月29日
03953 兆豐C9,164140 ,419000 ,9 ,0.39,0.37,0.27,0.45,6月11日,0.27,6月30日
03954 兆豐D1,867470 ,962000 ,53 ,0.9,0.8,0.49,1.25,6月1日,0.49,6月30日
03955 兆豐D2,389020 ,734000 ,20 ,0.53,0.73,0.29,1.04,6月2日,0.29,6月30日
03956 兆豐D3,275640 ,325000 ,19 ,0.85,0.84,0.7,1.04,6月1日,0.65,6月8日
03957 兆豐D4,9360570 ,7993000 ,256 ,1.17,1.12,1.07,1.42,6月22日,0.9,6月30日
03958 兆豐D5,5730630 ,8740000 ,359 ,0.66,0.64,0.63,0.78,6月11日,0.51,6月30日
03959 兆豐D6,1056280 ,430000 ,48 ,2.46,2.34,1.87,2.88,6月21日,1.87,6月30日
03960 兆豐D7,1154370 ,2660000 ,68 ,0.43,0.45,0.27,0.6,6月2日,0.27,6月30日
03961 康和CD,5560 ,54000 ,5 ,0.1,0.23,0.09,0.33,6月4日,0.09,6月30日
03962 康和CE,271110 ,1103000 ,31 ,0.25,0.23,0.17,0.4,6月24日,0.17,6月30日
03963 康和CF,940340 ,3322000 ,94 ,0.28,0.25,0.26,0.36,6月29日,0.2,6月9日
03964 統一CQ,782000 ,2282000 ,107 ,0.34,0.4,0.12,0.66,6月4日,0.12,6月30日
03965P統一CR,2278460 ,3821000 ,216 ,0.6,0.63,1.05,1.05,6月30日,0.46,6月4日
03966 統一CS,450520 ,2136000 ,43 ,0.21,0.2,0.15,0.27,6月8日,0.15,6月25日
03967 統一CT,418790 ,456000 ,30 ,0.92,0.89,0.74,1.1,6月21日,0.74,6月30日
03968 永豐5P,403590 ,3554000 ,65 ,0.11,0.1,0.06,0.17,6月3日,0.06,6月30日
03969 永豐5Q,876550 ,8692000 ,175 ,0.1,0.09,0.06,0.15,6月21日,0.05,6月30日
03970 凱基3K,6639570 ,5783000 ,167 ,1.15,1.1,0.71,1.31,6月18日,0.7,6月30日
03971 凱基3L,4676500 ,18031000 ,644 ,0.26,0.28,0.12,0.49,6月1日,0.12,6月30日
03972 元大87,749420 ,1751000 ,37 ,0.43,0.41,0.37,0.59,6月21日,0.24,6月7日
03973 元大88,4090490 ,7578000 ,216 ,0.54,0.62,0.57,0.98,6月24日,0.24,6月7日
03974 元大89,15935760 ,4103000 ,480 ,3.88,3.77,3.76,4.36,6月21日,3.05,6月7日
03975 元大90,4140300 ,3675000 ,54 ,1.13,1.19,1.09,1.55,6月21日,0.85,6月10日
03976 元大91,7448080 ,13378000 ,198 ,0.56,0.51,0.57,0.71,6月29日,0.34,6月7日
03977 富邦CM,1084980 ,3770000 ,77 ,0.29,0.3,0.36,0.41,6月24日,0.17,6月9日
03978 富邦CN,322590 ,422000 ,11 ,0.76,0.78,0.71,0.85,6月22日,0.71,6月28日
03979 富邦CP,288000 ,1989000 ,58 ,0.14,0.17,0.08,0.28,6月3日,0.08,6月30日
03980 富邦CQ,451180 ,2680000 ,42 ,0.17,0.17,0.09,0.25,6月4日,0.09,6月30日
