,民國99年06月,,,,,,,Jun-10,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
03981 永昌LS,459280 ,3666000 ,73 ,0.13,0.12,0.06,0.23,6月1日,0.06,6月30日
03982 永昌LT,558250 ,853000 ,53 ,0.65,0.63,0.44,0.94,6月23日,0.42,6月30日
03983 永昌LU,312490 ,476000 ,7 ,0.66,0.57,0.56,0.77,6月23日,0.29,6月2日
03984 永昌LV,335180 ,3124000 ,58 ,0.11,0.13,0.11,0.21,6月29日,0.06,6月10日
03985 永昌LW,166500 ,2489000 ,70 ,0.07,0.07,0.05,0.65,6月17日,0.03,6月7日
03986 永昌LX,547740 ,1844000 ,55 ,0.3,0.24,0.26,0.36,6月25日,0.14,6月9日
03987 統一CU,302890 ,978000 ,37 ,0.31,0.34,0.53,0.53,6月29日,0.18,6月7日
03988 統一CV,774160 ,3261000 ,64 ,0.24,0.21,0.17,0.3,6月29日,0.13,6月10日
03989 統一CW,1464520 ,2289000 ,63 ,0.64,0.67,0.53,0.83,6月21日,0.51,6月7日
03990 統一CX,69140 ,356000 ,13 ,0.19,0.2,0.28,0.31,6月1日,0.09,6月9日
03991 統一CY,745860 ,4053000 ,113 ,0.18,0.16,0.1,0.27,6月1日,0.08,6月8日
03992 永豐5R,1395970 ,9660000 ,176 ,0.14,0.15,0.1,0.25,6月14日,0.09,6月10日
03993 永豐5S,1500 ,10000 ,1 ,0.15,0.15,0.15,0.15,6月1日,0.15,6月1日
03994 永豐5T,340610 ,1899000 ,43 ,0.18,0.18,0.16,0.23,6月1日,0.14,6月10日
03995 永豐5U,18110 ,241000 ,7 ,0.08,0.1,0.05,0.15,6月1日,0.05,6月30日
03996 群益42,1269830 ,11513000 ,272 ,0.11,0.11,0.08,0.2,6月2日,0.06,6月7日
03997 群益43,2104030 ,10965000 ,309 ,0.19,0.18,0.1,0.3,6月4日,0.1,6月30日
03998 群益45,1336950 ,4425000 ,157 ,0.3,0.36,0.37,0.61,6月29日,0.14,6月10日
03999 群益46,1081200 ,3309000 ,88 ,0.33,0.35,0.27,0.45,6月24日,0.21,6月7日
04000 群益47,620380 ,1173000 ,35 ,0.53,0.49,0.31,0.73,6月21日,0.31,6月30日
04001 凱基3M,271410 ,712000 ,18 ,0.38,0.35,0.28,0.46,6月21日,0.28,6月29日
04002 凱基3N,3045080 ,4161000 ,109 ,0.73,0.79,0.84,1.2,6月21日,0.49,6月7日
04003 凱基3P,2249530 ,9828000 ,214 ,0.23,0.24,0.08,0.4,6月1日,0.08,6月30日
04004 凱基3Q,382710 ,1628000 ,64 ,0.24,0.22,0.12,0.32,6月8日,0.11,6月30日
04005 國泰FZ,250230 ,1334000 ,40 ,0.19,0.19,0.14,0.28,6月17日,0.1,6月10日
04006 國泰GA,5940 ,99000 ,1 ,0.06,0.06,0.06,0.06,6月30日,0.06,6月30日
04007 富邦CU,1224420 ,3877000 ,88 ,0.32,0.33,0.26,0.45,6月21日,0.23,6月9日
04008 富邦CV,2808320 ,12402000 ,303 ,0.23,0.24,0.17,0.39,6月23日,0.11,6月10日
04009 富邦CW,529610 ,709000 ,33 ,0.75,0.75,0.52,1,6月21日,0.52,6月30日
04010 富邦CX,2101310 ,2492000 ,104 ,0.84,0.74,0.99,1.34,6月22日,0.42,6月7日
04011 富邦CY,68000 ,1782000 ,61 ,0.04,0.04,0.03,0.07,6月17日,0.03,6月30日
04012 兆豐D9,33600 ,60000 ,5 ,0.56,0.57,0.45,0.66,6月28日,0.45,6月30日
04013 兆豐E1,259460 ,546000 ,20 ,0.48,0.49,0.57,0.7,6月17日,0.41,6月1日
04014 兆豐E2,7675010 ,24905000 ,715 ,0.31,0.39,0.19,0.6,6月1日,0.18,6月30日
04015 兆豐E3,3430010 ,8043000 ,275 ,0.43,0.42,0.31,0.51,6月22日,0.31,6月30日
04016 兆豐E4,9502790 ,5960000 ,540 ,1.59,1.59,1.2,2.26,6月17日,0.97,6月30日
04017 兆豐E5,18600 ,3000 ,1 ,6.2,6.2,6.2,6.2,6月18日,6.2,6月18日
04018 兆豐E6,15737080 ,5112000 ,308 ,3.08,3.25,3.94,4.32,6月24日,2.44,6月7日
04019 兆豐E7,1842500 ,3262000 ,161 ,0.56,0.56,0.39,0.9,6月4日,0.39,6月29日
04020 兆豐E8,375660 ,567000 ,39 ,0.66,0.63,0.48,0.78,6月21日,0.48,6月30日
04021 兆豐E9,1121240 ,1666000 ,64 ,0.67,0.68,0.42,0.9,6月1日,0.42,6月30日
04022 兆豐F1,192150 ,190000 ,11 ,1.01,1.04,0.99,1.23,6月17日,0.88,6月7日
04023 兆豐F2,3044330 ,4503000 ,261 ,0.68,0.65,0.38,0.84,6月11日,0.32,6月30日
04024 兆豐F3,92560 ,192000 ,31 ,0.48,0.57,0.56,0.84,6月29日,0.29,6月10日
04025 兆豐F4,437130 ,1050000 ,38 ,0.42,0.43,0.51,0.52,6月22日,0.32,6月10日
04026 兆豐F5,47950 ,49000 ,10 ,0.98,1.01,1.34,1.36,6月21日,0.76,6月7日
04027 兆豐F6,1100220 ,974000 ,79 ,1.13,1.09,0.81,1.46,6月3日,0.81,6月29日
04028 大華LK,81740 ,637000 ,26 ,0.13,0.12,0.05,0.22,6月4日,0.05,6月30日
04029 大華LL,235020 ,842000 ,22 ,0.28,0.29,0.2,0.36,6月3日,0.16,6月9日
04030 大華LM,157200 ,1484000 ,57 ,0.11,0.12,0.07,0.18,6月24日,0.06,6月7日
04031 永豐5V,442960 ,6298000 ,123 ,0.07,0.07,0.04,0.1,6月24日,0.04,6月30日
04032 永豐5W,3241900 ,18701000 ,446 ,0.17,0.15,0.14,0.28,6月24日,0.1,6月10日
04033 永豐5X,142670 ,920000 ,21 ,0.16,0.14,0.1,0.21,6月24日,0.1,6月30日
04034 永豐5Y,53220 ,363000 ,9 ,0.15,0.13,0.21,0.21,6月21日,0.08,6月10日
04035 永豐5Z,10770 ,53000 ,8 ,0.2,0.19,0.16,0.23,6月11日,0.15,6月2日
04036 永豐6A,2511860 ,3049000 ,148 ,0.82,0.86,0.83,1.2,6月22日,0.54,6月7日
04037 永豐6B,1258750 ,4567000 ,100 ,0.28,0.28,0.27,0.42,6月24日,0.17,6月7日
04038 日盛18,7001990 ,13594000 ,312 ,0.52,0.55,0.46,0.85,6月21日,0.3,6月9日
04039P日盛19,17008520 ,11444000 ,306 ,1.49,1.47,1.49,2.07,6月9日,0.98,6月21日
04040P日盛20,3988920 ,2384000 ,109 ,1.67,1.67,1.7,2.21,6月9日,1.2,6月21日
04041 日盛21,530040 ,1642000 ,51 ,0.32,0.36,0.29,0.89,6月24日,0.17,6月9日
04042 日盛22,355350 ,525000 ,26 ,0.68,0.74,1.04,1.04,6月28日,0.53,6月9日
04043 日盛23,472190 ,1116000 ,46 ,0.42,0.5,0.52,0.81,6月29日,0.22,6月10日
04044 日盛24,754840 ,4210000 ,88 ,0.18,0.17,0.08,0.31,6月24日,0.07,6月30日
04045 日盛25,4208940 ,6032000 ,137 ,0.7,0.78,0.45,1.12,6月17日,0.33,6月30日
04046 日盛26,37032250 ,15604000 ,443 ,2.37,2.44,0.78,3.87,6月3日,0.78,6月30日
04047 凱基3R,367900 ,1173000 ,27 ,0.31,0.28,0.2,0.38,6月3日,0.2,6月29日
04048 凱基3S,399970 ,1600000 ,21 ,0.25,0.24,0.25,0.25,6月21日,0.24,6月18日
04049 元大92,1069750 ,2308000 ,52 ,0.46,0.47,0.42,0.62,6月3日,0.35,6月7日
04050 元大93,11582700 ,16137000 ,262 ,0.72,0.72,0.5,1,6月1日,0.5,6月30日
04051 元大94,7744020 ,10265000 ,174 ,0.75,0.74,0.61,0.89,6月1日,0.6,6月30日
04052 元大95,931910 ,1579000 ,65 ,0.59,0.45,0.69,0.86,6月28日,0.28,6月10日
04053 元大96,156690 ,546000 ,20 ,0.29,0.27,0.22,0.35,6月25日,0.21,6月3日
04054 凱基3T,8452910 ,15457000 ,513 ,0.55,0.63,0.37,0.9,6月10日,0.27,6月30日
04055 群益48,2477850 ,2258000 ,106 ,1.1,1.07,0.82,1.47,6月1日,0.61,6月10日
04056P群益49,136827060 ,53794000 ,1351 ,2.54,2.58,3.25,3.93,6月8日,1.93,6月21日
04057P群益50,16557330 ,8290000 ,165 ,2,2.09,2.57,2.65,6月9日,1.7,6月17日
04058 群益52,7004070 ,7045000 ,534 ,0.99,0.95,1.02,1.62,6月22日,0.48,6月10日
04059 群益53,3159590 ,1275000 ,44 ,2.48,2.32,2.87,2.95,6月24日,1.65,6月7日
04060 大華LN,104330 ,1221000 ,24 ,0.09,0.09,0.06,0.15,6月3日,0.05,6月9日
04061 大華LP,5333500 ,26801000 ,577 ,0.2,0.23,0.13,0.36,6月1日,0.1,6月8日
04062 大華LQ,57710 ,294000 ,13 ,0.2,0.22,0.12,0.28,6月15日,0.12,6月30日
04063 大華LR,475460 ,2535000 ,37 ,0.19,0.19,0.1,0.27,6月1日,0.1,6月30日
04064 大華LS,151480 ,1071000 ,46 ,0.14,0.17,0.08,0.28,6月1日,0.08,6月30日
04065 大華LT,1603390 ,4973000 ,61 ,0.32,0.39,0.23,0.49,6月23日,0.17,6月30日
04066 大華LU,1708070 ,2263000 ,92 ,0.75,0.71,0.75,1.1,6月28日,0.4,6月7日
04067 大華LV,148220 ,1235000 ,34 ,0.12,0.12,0.06,0.2,6月22日,0.06,6月30日
04068 統一CZ,253300 ,1372000 ,330 ,0.18,0.31,0.18,0.41,6月1日,0.1,6月28日
04069P統一DA,1762330 ,1268000 ,78 ,1.39,1.37,1.75,1.75,6月30日,1.07,6月3日
04070 元大97,511690 ,1524000 ,32 ,0.34,0.34,0.31,0.4,6月23日,0.26,6月7日
04071 元大98,430370 ,1003000 ,19 ,0.43,0.4,0.27,0.57,6月3日,0.27,6月29日
04072 元大99,1319960 ,1000000 ,59 ,1.32,1.38,1.39,2.01,6月25日,0.8,6月7日
04073 元大AA,855690 ,1312000 ,46 ,0.65,0.65,0.51,0.77,6月24日,0.5,6月30日
04074 元大AB,17225630 ,14478000 ,655 ,1.19,1.13,1.42,1.74,6月28日,0.75,6月10日
04075 元大AC,7815720 ,7404000 ,383 ,1.06,1.07,1.05,1.29,6月23日,0.9,6月10日
04076 元大AD,139290 ,999000 ,72 ,0.14,0.22,0.12,0.56,6月1日,0.11,6月30日
04077 元大AE,1153840 ,4158000 ,72 ,0.28,0.27,0.21,0.41,6月24日,0.16,6月10日
04078 元大AF,204700 ,2392000 ,88 ,0.09,0.09,0.07,0.6,6月30日,0.05,6月10日
04079 元大AG,406360 ,1266000 ,89 ,0.32,0.32,0.19,0.5,6月4日,0.18,6月30日
04080 元大AH,16500 ,100000 ,7 ,0.16,0.17,0.11,0.25,6月4日,0.1,6月24日
04081 國泰GB,83400 ,570000 ,12 ,0.15,0.18,0.18,0.25,6月22日,0.11,6月11日
04082 國泰GC,617560 ,1333000 ,23 ,0.46,0.47,0.37,0.58,6月22日,0.34,6月7日
04083 亞東HX,21470 ,77000 ,13 ,0.28,0.29,0.23,0.38,6月21日,0.23,6月29日
04084 亞東HY,439760 ,2538000 ,43 ,0.17,0.24,0.11,0.39,6月22日,0.09,6月30日
04085 亞東HZ,13790 ,107000 ,16 ,0.13,0.11,0.05,0.15,6月8日,0.05,6月29日
04086 亞東JA,83990 ,508000 ,12 ,0.17,0.17,0.11,0.24,6月1日,0.11,6月29日
04087 永豐6C,2721270 ,16130000 ,343 ,0.17,0.16,0.08,0.24,6月11日,0.06,6月30日
04088 永豐6D,114050 ,1747000 ,67 ,0.07,0.07,0.05,0.09,6月24日,0.05,6月30日
04089 永豐6E,194590 ,6298000 ,197 ,0.03,0.03,0.02,0.07,6月4日,0.01,6月30日
04090 永豐6F,12870 ,198000 ,2 ,0.06,0.06,0.07,0.07,6月15日,0.06,6月14日
04091 永豐6G,1137070 ,3053000 ,123 ,0.37,0.36,0.4,0.62,6月23日,0.23,6月10日
04092 凱基3U,208740 ,407000 ,24 ,0.51,0.44,0.36,0.58,6月21日,0.33,6月30日
04093 元富KS,8723770 ,11218000 ,280 ,0.78,0.72,0.19,1.24,6月3日,0.18,6月30日
04094P元富KT,13382610 ,5514000 ,254 ,2.43,2.59,3.65,3.69,6月28日,1.97,6月4日
04095 元富KU,635060 ,2177000 ,63 ,0.29,0.25,0.18,0.43,6月17日,0.15,6月30日
04096P元富KV,2546390 ,1197000 ,24 ,2.13,2.1,2.07,2.32,6月8日,1.78,6月18日
04097 元富KW,1502260 ,10600000 ,228 ,0.14,0.14,0.1,0.22,6月22日,0.08,6月9日
04098 元富KX,1295420 ,5061000 ,140 ,0.26,0.25,0.17,0.4,6月11日,0.12,6月2日
04099 元富KY,131620 ,512000 ,32 ,0.26,0.27,0.16,0.41,6月17日,0.13,6月30日
04100 元富KZ,12234360 ,14125000 ,311 ,0.87,0.95,0.58,1.29,6月11日,0.39,6月30日
04102 永豐6H,2485420 ,1050000 ,114 ,2.37,2.37,2.28,3.21,6月28日,1.72,6月7日
04103 永豐6J,127210 ,220000 ,12 ,0.58,0.61,0.66,0.66,6月15日,0.54,6月9日
04104 永豐6K,253380 ,2408000 ,45 ,0.11,0.11,0.06,0.15,6月24日,0.06,6月30日
04105 永豐6L,160100 ,570000 ,38 ,0.28,0.27,0.18,0.34,6月17日,0.18,6月30日
04106 永豐6M,46160 ,270000 ,15 ,0.17,0.19,0.15,0.42,6月3日,0.13,6月10日
04107 永豐6N,19560 ,249000 ,16 ,0.08,0.1,0.05,0.15,6月3日,0.03,6月30日
04108 永豐6P,2196920 ,5552000 ,118 ,0.4,0.4,0.38,0.68,6月29日,0.23,6月10日
04109 永豐6Q,142670 ,1252000 ,28 ,0.11,0.12,0.08,0.16,6月2日,0.07,6月10日
04110 永豐6R,323560 ,5538000 ,108 ,0.06,0.06,0.04,0.08,6月24日,0.02,6月30日
04111 國泰GD,63430410 ,43095000 ,1199 ,1.47,1.7,0.4,3.04,6月3日,0.35,6月29日
04112P國泰GE,633790 ,906000 ,46 ,0.7,0.77,0.79,0.97,6月9日,0.6,6月22日
04113 永昌LY,36300 ,30000 ,3 ,1.21,1.22,1.23,1.23,6月14日,1.17,6月14日
04114 永昌LZ,13790 ,115000 ,4 ,0.12,0.16,0.11,0.19,6月2日,0.11,6月29日
04115 永昌MA,1021300 ,3345000 ,66 ,0.31,0.29,0.15,0.45,6月23日,0.15,6月30日
04116 永昌MB,8011020 ,3914000 ,245 ,2.05,2.05,1.35,3,6月3日,1.24,6月30日
04117 永昌MC,204060 ,1232000 ,19 ,0.17,0.19,0.13,0.3,6月1日,0.13,6月25日
04118 永昌MD,5150870 ,6187000 ,108 ,0.83,0.88,0.44,1.12,6月8日,0.44,6月30日
04119 群益55,16835690 ,11126000 ,636 ,1.51,1.47,1.12,2.05,6月4日,1.11,6月30日
04120 群益56,392650 ,3716000 ,145 ,0.11,0.1,0.06,0.18,6月3日,0.06,6月30日
04121 群益57,13121130 ,31362000 ,793 ,0.42,0.44,0.19,0.73,6月1日,0.19,6月30日
04122 群益58,25260070 ,28354000 ,767 ,0.89,1.03,0.28,1.72,6月4日,0.28,6月30日
04123P群益60,7934460 ,3562000 ,257 ,2.23,2.29,2.53,2.91,6月9日,1.91,6月21日
04124 兆豐F7,7800 ,80000 ,11 ,0.1,0.09,0.08,0.11,6月24日,0.08,6月24日
04125 兆豐F8,1478740 ,1911000 ,70 ,0.77,0.75,0.53,0.99,6月4日,0.49,6月9日
04126 兆豐F9,2258790 ,6166000 ,241 ,0.37,0.36,0.19,0.54,6月1日,0.15,6月30日
04127 兆豐G1,2252230 ,2257000 ,73 ,1,1.16,1.27,1.76,6月28日,0.68,6月9日
04128 兆豐G2,2471880 ,7244000 ,298 ,0.34,0.36,0.15,0.6,6月3日,0.15,6月30日
04129 兆豐G3,544490 ,488000 ,23 ,1.12,1.09,1.24,1.24,6月24日,0.97,6月1日
04130 兆豐G4,451440 ,292000 ,36 ,1.55,1.45,1.4,1.88,6月24日,1.12,6月7日
04131 兆豐G5,1326030 ,2116000 ,70 ,0.63,0.6,0.51,0.7,6月22日,0.49,6月10日
04132 兆豐G6,213590 ,637000 ,26 ,0.34,0.31,0.48,0.48,6月23日,0.17,6月10日
04133 兆豐G7,2116780 ,995000 ,80 ,2.13,2.12,1.94,2.74,6月22日,1.61,6月7日
04134 兆豐G8,2012180 ,3262000 ,84 ,0.62,0.57,0.44,0.71,6月21日,0.43,6月7日
04135 兆豐G9,635610 ,788000 ,48 ,0.81,0.63,0.43,0.99,6月23日,0.43,6月30日
04136 康和CG,1724750 ,1443000 ,79 ,1.2,1.16,1.19,1.5,6月23日,0.84,6月2日
04138 康和CJ,81090 ,376000 ,10 ,0.22,0.19,0.16,0.24,6月2日,0.16,6月25日
04139 康和CK,621090 ,526000 ,14 ,1.18,1.21,1.1,1.3,6月8日,1.1,6月24日
04140 元大AN,42737830 ,23566000 ,810 ,1.81,1.8,1.16,2.2,6月18日,1.13,6月30日
04141P元大AP,2582900 ,1826000 ,74 ,1.41,1.45,2.26,2.26,6月30日,1.09,6月3日
04142 元大AQ,2378630 ,5726000 ,169 ,0.42,0.45,0.25,0.82,6月10日,0.2,6月30日
04143P元大AR,12581870 ,24709000 ,669 ,0.51,0.47,0.32,0.76,6月7日,0.29,6月30日
04144 元大AS,9065910 ,13924000 ,295 ,0.65,0.83,1.1,1.49,6月22日,0.43,6月9日
04145 元大AT,1480570 ,4873000 ,84 ,0.3,0.35,0.4,0.69,6月28日,0.23,6月9日
04146 元大AU,1119130 ,539000 ,56 ,2.08,2.14,1.72,2.66,6月21日,1.63,6月30日
04147 元大AV,999390 ,1447000 ,58 ,0.69,0.62,0.5,0.83,6月17日,0.46,6月9日
04148P元大AW,61400 ,20000 ,2 ,3.07,3.07,3.07,3.07,6月30日,3.07,6月30日
04149 元大AX,4454620 ,8828000 ,285 ,0.5,0.52,0.43,0.98,6月21日,0.26,6月7日
04150 元大AY,2306580 ,2918000 ,144 ,0.79,0.75,0.77,1.16,6月28日,0.48,6月2日
04151 元大AZ,813350 ,5349000 ,77 ,0.15,0.15,0.14,0.2,6月4日,0.12,6月14日
04152 日盛27,1099420 ,1082000 ,25 ,1.02,0.96,0.95,1.3,6月21日,0.72,6月8日
04153 日盛28,7438830 ,9765000 ,461 ,0.76,0.81,0.69,1.11,6月21日,0.52,6月9日
04154 日盛29,13356100 ,1476000 ,262 ,9.05,9.02,8.85,10.9,6月21日,6.7,6月7日
04155 日盛30,170680 ,1648000 ,23 ,0.1,0.1,0.06,0.15,6月24日,0.06,6月30日
04156 日盛31,23320 ,115000 ,3 ,0.2,0.22,0.22,0.22,6月30日,0.2,6月30日
04157 大華LW,40800 ,210000 ,2 ,0.19,0.18,0.2,0.2,6月28日,0.16,6月17日
04158 大華LX,503280 ,619000 ,10 ,0.81,0.8,0.65,1.13,6月1日,0.59,6月10日
04159 大華LY,233280 ,601000 ,9 ,0.39,0.38,0.29,0.48,6月21日,0.28,6月10日
04160 大華LZ,269190 ,1574000 ,33 ,0.17,0.16,0.16,0.19,6月28日,0.1,6月7日
04161 大華MA,503290 ,4396000 ,74 ,0.11,0.13,0.09,0.19,6月3日,0.09,6月30日
04162 大華MB,21730 ,407000 ,8 ,0.05,0.06,0.04,0.07,6月11日,0.04,6月29日
04163 大華MC,10200 ,65000 ,6 ,0.16,0.15,0.14,0.21,6月2日,0.1,6月8日
04164 大華MD,65080 ,1687000 ,40 ,0.04,0.04,0.03,0.08,6月7日,0.02,6月9日
04165 大華ME,3668240 ,4260000 ,163 ,0.86,0.83,0.57,1.08,6月22日,0.57,6月30日
04166 大華MF,186660 ,325000 ,17 ,0.57,0.46,0.43,0.67,6月28日,0.27,6月1日
04167 大華MG,1273010 ,5422000 ,103 ,0.23,0.23,0.19,0.33,6月28日,0.13,6月10日
04168 工銀KV,55600 ,222000 ,11 ,0.25,0.34,0.17,0.51,6月21日,0.17,6月28日
04169 工銀KW,83550 ,840000 ,33 ,0.1,0.11,0.07,0.15,6月15日,0.07,6月30日
04170 工銀KX,3126400 ,3537000 ,42 ,0.88,0.84,0.67,1.1,6月2日,0.65,6月28日
04171 工銀KY,5191520 ,11477000 ,306 ,0.45,0.45,0.35,0.59,6月24日,0.31,6月9日
04172 工銀KZ,569220 ,3580000 ,76 ,0.16,0.16,0.11,0.22,6月4日,0.11,6月29日
04173 工銀LA,425840 ,2485000 ,53 ,0.17,0.17,0.08,0.31,6月3日,0.08,6月30日
04174 康和CL,52320 ,170000 ,4 ,0.31,0.3,0.29,0.38,6月4日,0.27,6月11日
04175 康和CM,1430670 ,716000 ,50 ,2,1.86,2.27,2.41,6月23日,1.48,6月10日
04176 康和CN,14960 ,44000 ,1 ,0.34,0.34,0.34,0.34,6月1日,0.34,6月1日
04177 永豐6S,1848360 ,16863000 ,367 ,0.11,0.11,0.11,0.18,6月22日,0.06,6月9日
04178 永豐6T,9887000 ,14617000 ,656 ,0.68,0.65,0.43,0.98,6月4日,0.37,6月30日
04179 永豐6U,141920 ,379000 ,18 ,0.37,0.38,0.35,0.47,6月9日,0.3,6月30日
04180 永豐6V,392060 ,9617000 ,302 ,0.04,0.04,0.04,0.07,6月9日,0.03,6月29日
04181 永豐6W,18787180 ,30043000 ,532 ,0.63,0.56,0.3,0.76,6月4日,0.28,6月30日
04183 凱基3X,10540 ,21000 ,3 ,0.5,0.51,0.54,0.54,6月21日,0.48,6月8日
04184 凱基3Y,696320 ,2372000 ,45 ,0.29,0.26,0.12,0.46,6月1日,0.12,6月29日
04185 凱基3Z,14560 ,58000 ,2 ,0.25,0.28,0.24,0.32,6月1日,0.24,6月18日
04186 凱基4A,58890 ,399000 ,10 ,0.15,0.16,0.06,0.19,6月17日,0.06,6月30日
04187 亞東JB,257010 ,951000 ,26 ,0.27,0.29,0.17,0.45,6月22日,0.17,6月29日
04188 亞東JC,2453070 ,2132000 ,86 ,1.15,1.82,3.15,3.71,6月29日,0.68,6月10日
04189 亞東JD,324940 ,988000 ,43 ,0.33,0.37,0.33,0.51,6月29日,0.2,6月7日
04190 亞東JE,11750 ,45000 ,3 ,0.26,0.28,0.35,0.35,6月30日,0.23,6月2日
04191 富邦DA,5792120 ,7895000 ,145 ,0.73,0.53,0.28,1.06,6月3日,0.28,6月30日
04192 富邦DB,1340820 ,2705000 ,84 ,0.5,0.49,0.57,0.69,6月28日,0.32,6月10日
04193P富邦DC,1130240 ,1518000 ,93 ,0.74,0.75,0.83,0.91,6月2日,0.56,6月22日
04194 富邦DD,3897890 ,3837000 ,201 ,1.02,1,0.82,1.3,6月21日,0.78,6月30日
04195 富邦DE,258430 ,958000 ,27 ,0.27,0.3,0.38,0.43,6月28日,0.18,6月7日
04196 富邦DF,124380 ,573000 ,11 ,0.22,0.22,0.22,0.26,6月21日,0.18,6月7日
04197 富邦DG,166250 ,878000 ,12 ,0.19,0.19,0.19,0.2,6月28日,0.17,6月8日
04198 富邦DH,12955880 ,6785000 ,230 ,1.91,1.95,1.57,2.49,6月24日,1.41,6月30日
04199 元大BA,4909800 ,7604000 ,140 ,0.65,0.66,0.54,0.77,6月21日,0.54,6月30日
04200 元大BB,613200 ,619000 ,22 ,0.99,0.95,0.94,1.18,6月21日,0.58,6月9日
04201 元大BC,191500 ,471000 ,30 ,0.41,0.39,0.31,0.45,6月17日,0.31,6月30日
04202 元大BD,76120 ,505000 ,8 ,0.15,0.15,0.14,0.18,6月15日,0.14,6月25日
04203 元大BE,6382020 ,18698000 ,424 ,0.34,0.37,0.24,0.69,6月4日,0.23,6月30日
04204 元大BF,4446280 ,3632000 ,152 ,1.22,1.23,1.23,1.46,6月21日,0.95,6月7日
04205 元大BG,733520 ,1163000 ,53 ,0.63,0.65,0.57,0.76,6月22日,0.54,6月10日
04206 元大BH,10234730 ,6224000 ,516 ,1.64,1.68,1.69,2.05,6月23日,1.29,6月1日
04207 元大BJ,10913080 ,9255000 ,336 ,1.18,1.12,1.21,1.46,6月25日,0.72,6月7日
04208 元大BK,1651050 ,2083000 ,69 ,0.79,0.78,0.74,0.93,6月23日,0.65,6月10日
04209 元大BL,2496820 ,2361000 ,117 ,1.06,1.08,0.89,1.29,6月24日,0.89,6月30日
04210 元大BM,4459050 ,4360000 ,146 ,1.02,0.97,0.75,1.12,6月8日,0.75,6月29日
04211 元大BN,4667590 ,2463000 ,153 ,1.9,1.91,1.62,2.33,6月22日,1.52,6月2日
04212 元大BP,276190 ,140000 ,16 ,1.97,1.96,2.08,2.34,6月21日,1.41,6月11日
04213 日盛32,4208130 ,6999000 ,148 ,0.6,0.54,0.52,0.81,6月24日,0.3,6月9日
04214 日盛33,847460 ,1537000 ,46 ,0.55,0.56,0.45,0.65,6月4日,0.43,6月30日
04215 日盛34,1960770 ,1984000 ,86 ,0.99,0.84,0.71,1.23,6月21日,0.48,6月8日
04216 日盛35,14910 ,185000 ,19 ,0.08,0.09,0.06,0.1,6月11日,0.06,6月30日
04217 日盛36,468820 ,1208000 ,47 ,0.39,0.38,0.21,0.57,6月1日,0.21,6月30日
04218 永豐6X,59690 ,1787000 ,65 ,0.03,0.04,0.03,0.05,6月11日,0.02,6月30日
04219 永豐6Y,3581720 ,6430000 ,128 ,0.56,0.53,0.38,0.67,6月23日,0.37,6月30日
04220 永豐6Z,3563850 ,13501000 ,255 ,0.26,0.26,0.19,0.36,6月24日,0.16,6月9日
04221 永豐7A,201070 ,1635000 ,37 ,0.12,0.11,0.07,0.19,6月23日,0.07,6月30日
04222 永豐7B,4481200 ,7157000 ,343 ,0.63,0.52,0.69,0.93,6月25日,0.33,6月1日
04223 永豐7C,4418330 ,7714000 ,372 ,0.57,0.57,0.47,0.76,6月4日,0.35,6月9日
04224 永豐7D,95510 ,2115000 ,82 ,0.05,0.05,0.03,0.06,6月4日,0.03,6月30日
04225 永豐7E,24250 ,606000 ,19 ,0.04,0.04,0.04,0.05,6月10日,0.04,6月22日
04226 統一DB,515780 ,810000 ,27 ,0.64,0.6,0.61,0.75,6月21日,0.44,6月8日
04227 群益61,529220 ,8182000 ,200 ,0.06,0.08,0.05,0.22,6月4日,0.03,6月30日
04228P群益62,2249420 ,3479000 ,225 ,0.65,0.65,0.67,0.91,6月9日,0.44,6月21日
04229 群益65,741220 ,2506000 ,55 ,0.3,0.29,0.2,0.36,6月4日,0.2,6月30日
04230 群益66,1205590 ,2342000 ,112 ,0.51,0.56,0.29,1.49,6月1日,0.21,6月30日
04231 國泰GF,5212810 ,7939000 ,93 ,0.66,0.67,0.48,0.8,6月24日,0.44,6月30日
04232 國泰GG,614440 ,492000 ,41 ,1.25,1.22,1.32,1.43,6月21日,0.88,6月2日
04233 元富LB,75370 ,224000 ,18 ,0.34,0.35,0.34,0.38,6月4日,0.26,6月30日
04234 元富LC,11823980 ,22173000 ,734 ,0.53,0.52,0.24,0.79,6月1日,0.21,6月30日
04235 元富LD,1088220 ,1775000 ,38 ,0.61,0.61,0.7,0.75,6月2日,0.43,6月10日
04236 工銀LB,731860 ,2224000 ,47 ,0.33,0.34,0.2,0.54,6月1日,0.2,6月30日
04237 工銀LC,292440 ,328000 ,13 ,0.89,0.96,1.25,1.25,6月29日,0.59,6月10日
04239 大華MH,62250 ,423000 ,16 ,0.15,0.17,0.15,0.23,6月22日,0.06,6月14日
