櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,
"101年3月 Mar., 12",,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 394,896,730,495元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,375,348筆",,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 10,181,868,705股",,,,,,4. 成交量週轉率： 15.41%（以上櫃股數計算）,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,
3332,幸康電子,15618075,345777,238,45.16,46.5,44.6,45.31,45.05,10.8,8.88,0.72,1.65,,
3354,律勝    ,24238562,1678216,851,14.44,15,13.2,14.32,13.65,13,6.23,2.1,0.79,,
3390,旭軟電子,719432144,18769564,9619,38.32,40.9,34.8,37.84,36.9,8.56,5.96,35.22,2.05,,
3465,祥業科技,6231012,1096580,556,5.68,6,5.4,5.72,5.57,N/A,0,3.86,1.13,,
3484,崧騰    ,407061652,14159822,5896,28.74,32.3,24.45,27.54,25.6,15.42,7.42,25.65,1.11,,
3511,矽瑪科技,50449725,1873122,1300,26.93,30.4,23.2,27.01,23.8,39.67,21.01,4.86,1.08,,
3512,能緹    ,34937491,3001160,1334,11.64,12.7,10,11.28,10.9,N/A,0,6.82,0.85,,
3526,凡甲科技,635051034,13965812,9351,45.47,49.3,38.55,44.01,40.25,16.04,14.19,22.91,2,,
3537,堡達    ,511192213,19771429,7956,25.85,28.4,22.7,25.44,25.75,11.76,3.88,42.63,1.56,,
3548,兆利科技,146759767,6701126,3439,21.9,23.8,20.25,21.58,20.75,59.29,4.82,13.26,0.49,,
3609,東林科技,44677808,1667354,1049,26.79,29.8,24.2,26.63,25,25,4.8,5.32,1.02,,
3624,光頡科技,1561818924,47727107,23610,32.72,35.9,27,31.9,28.6,22,5.24,55.05,1.37,,
3631,晟楠    ,431813032,8473707,2569,50.95,53,46.5,50.67,52.1,18.54,7.5,10.86,2.75,,
3646,艾恩特  ,385453448,10806268,5474,35.66,38.3,32.65,35.3,34.4,11.39,4.36,28.1,1.94,,
4912,F-聯德  ,562311189,8067622,4436,69.69,79.5,57,70.8,60.6,15.11,1.65,29.02,2.53,,
4927,F-泰鼎  ,1208261342,25077925,11689,48.18,51.1,44.65,48,48.55,9.5,2.78,26.98,2.13,,
4939,亞電    ,1465829516,45445133,22044,32.25,34.9,28.8,32.17,30.2,13.92,4.17,63.18,1.92,,
4974,亞泰    ,1071107824,30300193,15324,35.34,38.5,30.9,35,32.6,9.88,7.98,59.03,1.78,,
5301,祥裕電子,928058,209340,111,4.43,4.7,4.06,4.54,4.7,N/A,0,0.91,3.48,,
5309,系統電子,99729246,10811102,2952,9.22,9.7,8.36,9.19,8.58,N/A,0,7.08,1.02,,
5317,凱美電機,71594158,9213336,2772,7.77,8.19,7.33,7.73,7.95,53,6.29,6.76,0.66,,
5321,友銓電子,7412530,2337685,912,3.17,3.38,2.8,3.17,3.06,N/A,0,1.3,0.79,,
5328,華容    ,55152182,7060648,2284,7.81,8.3,7.42,7.76,8.2,63.08,3.66,3.11,0.78,,
5340,建榮工業,36863306,5297757,1739,6.95,7.52,6.31,6.87,6.68,668,0,3.19,0.76,,
5345,天揚    ,9736983,2223960,871,4.37,4.72,3.73,4.35,3.94,N/A,0,4.45,0.62,,
5349,先豐通訊,2828823495,117057718,40884,24.16,25.75,21.4,23.86,22.25,10.21,4.76,56.67,1.5,,
5355,佳總興業,42817396,5199814,1954,8.23,9.24,7.21,8.24,7.68,33.39,0,3.35,0.95,,
5356,協益電子,1742614586,38677631,18044,45.05,48.8,40.2,43.93,47.1,7.1,10.62,29.2,1.51,,
5364,浩騰    ,26406786,9287038,883,2.84,3.15,2.31,2.8,2.74,N/A,0,4.38,3.51,,
5381,合正科技,114079893,30108512,6343,3.78,4.2,3.18,3.79,3.7,N/A,0,9.98,0.48,,
5398,力瑋實業,100005656,4193632,1954,23.84,26,21.5,23.76,24.35,811.67,0.82,10.04,2.31,,
5439,高技企業,378080288,13522176,6820,27.96,29.45,25.1,27.45,27.6,8.73,10.87,17.86,1.66,,
5457,宣德    ,329202388,32569776,7785,10.1,11.4,8,9.85,8.11,N/A,0,13.94,1.33,,
5460,同協電子,47819115,4500665,1772,10.62,11.2,10,10.56,10.8,14.4,5.56,6.25,0.84,,
5464,霖宏科技,32970297,1379142,796,23.9,25.65,22.4,23.51,24.2,9.53,4.13,2.3,1.39,,
5475,德宏工業,651292964,54416675,16455,11.96,12.9,10.8,11.78,11.2,16,4.46,25.35,0.93,,
5480,統盟電子,431337212,27774553,8151,15.52,16.75,13.75,15.24,14.65,24.42,7.51,15.51,0.95,,
5481,華韡電子,14450639,1385571,506,10.42,11.3,9.49,10.35,10.35,N/A,0,1.42,0.58,,
5488,松普科技,23922156,3318765,1328,7.2,7.49,6.57,7.21,7.28,N/A,0,3.62,0.5,,
5491,連展科技,214913843,19942010,6215,10.77,11.6,9.5,10.62,9.56,26.56,2.62,10.42,0.53,,
5498,凱崴    ,370644967,30332173,8025,12.21,13.05,10.7,12.04,12.15,607.5,0,19.07,1.18,,
6101,弘捷    ,16676336,1009946,523,16.51,17.5,15.6,16.46,15.7,30.78,0,1.77,1.56,,
6107,華美電子,23681848,409071,262,57.89,62,53,57.6,55.8,N/A,0,0.74,9.04,,
6114,翔昇電子,1483411,377682,136,3.92,4.95,2.39,3.51,4.95,N/A,0,0.82,7.5,,
6124,業強科技,125517813,4543964,1001,27.62,29.75,24.5,27.04,26.05,868.33,0,2.49,1.79,,
6126,信音企業,1617867014,51344224,20696,31.51,35,27.45,30.96,29.4,13.13,8.5,49.68,1.78,,
6127,九豪精密,563382760,42330794,11473,13.3,15,11.2,13.37,11.7,37.74,4.44,48.91,0.76,,
6134,萬旭電業,45491107,2992737,1589,15.2,16.8,13.8,15.19,15.05,N/A,3.32,3.62,0.89,,
6158,禾昌興業,267924115,11886416,5681,22.54,24.9,18.9,22.52,19.6,16.07,12.24,10.37,0.67,,
6173,信昌電陶,410153459,28853964,10353,14.21,15.3,11.9,13.75,12.15,40.5,11.44,15.5,0.88,,
6174,安碁科技,119531106,13273396,5623,9,10.25,7.86,8.79,8.09,53.93,3.09,26.55,0.79,,
6175,立敦科技,852999431,35855518,13098,23.78,25.4,22,23.2,22.6,8.93,2.3,33.17,1.43,,
6185,幃翔精密,50634589,3272856,1450,15.47,16.15,14.35,15.38,15.6,15.92,17.24,3.31,0.89,,
6194,育富電子,216221081,9062658,4097,23.85,24.6,22.6,23.73,23.8,8.98,8.4,8.13,0.89,,
6203,海韻電子,216150078,5257721,3632,41.11,44.8,36.9,40.16,41.6,9.77,8.41,6.9,2.45,,
6204,台灣艾華,30214454,1196348,645,25.25,26.2,23.6,25.27,24.45,8.96,9,3.26,1.13,,
6207,雷科    ,207883443,6001462,3366,34.63,37.6,31.1,34.1,31.75,12.16,9.29,7.49,1.86,,
6208,日揚科技,523296715,35400638,11457,14.78,15.6,13.95,14.45,15.1,8.25,3.31,30.75,1.01,,
6210,慶生電子,490991735,10523067,2101,46.65,51,44.1,46.56,45.95,12.03,8.71,30.02,2.76,,
6211,福登    ,8372082,616292,304,13.58,14.15,12.65,13.61,12.9,N/A,0,1.48,0.48,,
6217,中國探針,1491912006,33113779,18485,45.05,49.25,38.1,43.78,40.4,29.93,0.99,73.35,2.79,,
6220,岳豐科技,356422699,24070337,8810,14.8,15.6,13.05,14.53,13.5,75,1.85,20.74,0.8,,
6242,亨豐科技,495998,43113,45,11.48,13.6,9.07,11.5,9.07,N/A,0,0.23,1.37,,
6248,沛波國際,38827726,5465495,1561,7.1,8.37,6.45,7.08,6.86,N/A,0,11.28,1.04,,
6250,宇加科技,10143922,435843,284,23.27,25.2,21.1,23.66,23.1,288.75,0,2.39,4.49,,
6266,泰詠電子,79083274,7160579,2292,11.04,12.1,9.81,10.83,10.55,15.07,11.94,9.6,0.67,,
6274,台燿科技,220981623,17631241,4795,12.53,13.1,11.5,12.45,12.7,16.28,6.3,7.53,0.66,,
6279,胡連精密,166104505,3002160,2251,55.32,58.2,52.5,55.2,53.8,11.82,7.42,3.47,2.01,,
6284,佳邦科技,151408942,6584493,2832,22.99,24.6,20.05,23.11,22.45,32.54,7.13,6.63,0.81,,
6290,良維科技,1014883040,23893837,11739,42.47,45,37.5,41.78,39.2,16.27,6.38,19.53,1.67,,
6292,迅德興業,88910591,3266051,1679,27.22,28.95,23.5,26.47,24.7,8.88,11.74,6.79,1.31,,
8042,金山電子,1037510955,25306325,12740,40.99,44.85,36.35,39.5,44.2,9.84,9.05,27.38,1.64,,
8043,蜜望實  ,118084793,6572455,2862,17.96,18.7,16.85,17.92,17.5,7.58,4.86,7.16,0.81,,
8074,鉅橡    ,8735472,744595,422,11.73,12.2,11.5,11.76,11.65,10.69,8.58,1.39,0.83,,
8080,奧斯特  ,20290722,2279367,936,8.9,9.72,7.7,8.59,7.95,N/A,0,4.56,0.68,,
8091,翔名科技,791997580,11238400,5962,70.47,74.7,64.2,70.44,68.4,10.43,7.85,26.52,2.92,,
8093,保銳科技,5924804,746712,296,7.93,8.43,7,7.97,7.2,N/A,0,1.16,0.66,,
8109,博大科技,109866085,2610982,1851,42.07,44.7,40,41.97,40.9,10.46,8.51,4.35,2.59,,
8121,越峰電子,6260339439,94058620,55653,66.55,72.5,55,65.31,58.1,19.56,8.49,57.25,3.33,,
8182,加高電子,93933072,5899049,2192,15.92,16.9,14.65,15.72,15.1,13.85,7.95,5.51,0.62,,
8287,英格爾  ,1082221479,13467366,8677,80.35,85.5,75.5,79.48,78,18.93,5,14.88,3.19,,
8289,泰藝電子,58261489,3756792,1705,15.5,16.2,14.3,15.43,14.6,14.75,10.27,4.94,0.75,,
8291,尚茂    ,19598937,2468682,1132,7.93,8.38,7.24,7.94,7.44,248,9.01,3.25,0.73,,
8358,金居    ,214431450,16089423,5516,13.32,14.25,11.3,12.95,12,N/A,11.67,7.6,1.08,,
3224,三顧    ,16157293,2328971,975,6.93,7.43,6.13,6.84,6.47,N/A,0,5.54,0.82,,
3232,昱捷    ,6401408,696401,465,9.19,9.9,8.25,9.17,9,N/A,0,1.68,0.89,,
3360,尚立    ,45167182,4101319,1597,11.01,11.7,10.25,10.92,10.95,22.35,4.47,8.16,0.73,,
3444,利機企業,140976409,5614225,2886,25.11,26.5,23.25,24.98,24.75,9.27,8.08,15.07,1.57,,
3528,安馳    ,71022265,2256922,1565,31.46,33.5,27.4,30.72,31.35,10.85,8.52,4.81,1.58,,
5467,聯福生  ,436570,146784,110,2.97,3.29,2.75,3.05,2.95,4.61,0,0.13,0.66,,
6113,亞矽科技,38634553,3315046,1274,11.65,12.45,10.4,11.61,10.4,26,0,5.96,0.79,,
6118,建達國際,313827487,21198589,8619,14.8,16.3,12.4,14.16,12.65,66.58,1.98,23.33,1.11,,
6135,佳營電子,90321370,7872202,2494,11.47,12.8,9.81,10.95,12.15,N/A,0,10.33,1.3,,
6154,順發電腦,98501184,3667564,1870,26.85,27.9,25.9,26.72,27,10.8,7.41,4.58,1.68,,
6171,亞銳士  ,171565149,7758724,2820,22.11,24.95,17.45,20.53,21.05,123.82,0,28.37,1.78,,
6227,茂綸    ,35179146,2889571,1100,12.17,13.3,11.25,12.06,11.95,16.37,6.69,3.8,0.75,,
6259,百徽    ,5820778,802942,345,7.24,7.7,6.8,7.25,7.12,N/A,0,1.15,1.03,,
6265,方土昶  ,16381065,2432153,841,6.73,7.04,6.4,6.75,6.59,65.9,0,2,0.5,,
6270,倍微科技,276508407,15810332,6193,17.48,19.15,15.2,16.31,17.15,28.58,11.66,21.04,0.56,,
8032,光菱電子,20513459,717186,427,28.6,30.15,27,28.64,27.65,9.16,4.34,1.38,1.25,,
8067,志旭國際,1666170,210746,149,7.9,8.27,7.41,7.95,7.88,N/A,0,0.47,1.16,,
8068,全達國際,155868664,3526582,2458,44.19,50.5,22.85,41.11,22.85,N/A,0,11.5,4.45,,
8096,擎亞國際,5845586496,108457766,56568,53.89,59.8,45.9,53.05,49,13.88,5.02,98.41,2.16,,
3083,中華網龍,1930770918,18039280,13697,107.03,120.5,93.1,106.24,99.6,27.82,9.39,20.63,4.15,,
3085,久大資訊,158857695,12177727,3792,13.04,14,11.2,12.78,11.45,N/A,0,17.1,1.19,,
3086,華義國際,442313530,19198337,8760,23.03,25.1,20.4,22.81,21.75,16.48,0,27.31,1.92,,
3293,鈊象電子,1920025371,9849667,7937,194.93,225,173,196.76,179.5,13.46,5.29,14.2,3.76,,
3546,宇峻奧汀,786211029,8797566,6797,89.36,93.6,81,89.31,84.7,154,10.02,25.87,3.09,,
3570,大塚資訊,57432736,1325109,859,43.34,45.25,41,43.32,42,10.32,4.71,7.75,1.62,,
3662,樂陞    ,487698010,7124455,3349,68.45,71,62.5,68.03,66.1,21.39,1.62,27.57,2.38,,
3664,F-安瑞  ,240114637,7942606,4260,30.23,34.3,21.05,27.13,27.4,17.79,0,11.43,1.39,,
3687,歐買尬  ,855564612,4292357,3661,199.32,220,176.5,198.02,192,16.12,1.3,17.15,4.72,,
4946,紅心辣椒,337948927,4095158,3431,82.52,93,75,80.37,78.5,130.83,3.82,20.05,2.45,,
4965,商店街  ,63373662,518601,465,122.2,130,116,121.6,122.5,27.16,1.44,3.67,4.45,,
4994,傳奇    ,1698899738,5887895,5115,288.54,315.5,265,285.28,284,22.15,1.37,25.02,7.03,,
5201,凱衛資訊,12269424,1216650,482,10.08,10.5,9.41,10.03,10,37.04,0,3.97,1.02,,
5202,力新國際,24070859,3525884,1273,6.82,7.22,6.32,6.78,6.47,29.41,0,5.81,0.62,,
5206,坤悅開發,14235436,809736,256,17.58,18.6,15.2,17.34,18.05,58.23,0,1.06,3.44,,
5209,新鼎系統,291526911,4569512,3003,63.79,71.3,56.2,61.43,67.9,11.39,5.85,20.53,3.08,,
5210,寶碩    ,36724660,4008941,1352,9.16,9.59,8.85,9.09,8.95,81.36,5.59,5.81,0.78,,
5211,蒙恬科技,514260462,10444169,7631,49.23,54.5,41,47.94,43.3,19.77,6.81,32.61,2.37,,
5212,凌網科技,27200021,1567039,851,17.35,19.6,16,16.53,19,76,1.47,4.53,1.66,,
5310,天剛資訊,102395110,2357491,1701,43.43,51,34,41.42,48,37.5,3.13,10.54,2.23,,
5403,中菲    ,47922678,2368512,1130,20.23,21.15,19.6,20.16,20,10.7,9.95,4.22,1.61,,
5410,國眾電腦,268171642,19704346,6910,13.6,14.35,12,13.45,12.7,16.93,9.21,21.97,1.11,,
5478,智冠    ,1160611659,16325044,12719,71.09,79,61.7,70.81,66.3,20.28,9.88,12.81,1.79,,
6111,大宇資訊,7157744,351317,95,20.37,22.3,19.8,20.82,20.2,N/A,0,0.96,4.69,,
6140,訊達電腦,34155889,2562798,996,13.32,13.9,12.3,13.35,13.2,11.48,3.79,5.69,1.04,,
6148,驊宏資通,35985554,5974985,1934,6.02,6.6,5.26,5.93,5.67,10.31,0,6.79,0.61,,
6169,昱泉國際,110008091,3036355,2375,36.23,39,32.5,35.7,33.9,31.98,0,10.72,1.4,,
6180,橘子    ,808974063,24771230,14002,32.65,37,28.45,31.76,32.4,27.23,3.7,15.8,1.81,,
6221,晉泰科技,1415903034,45138354,23973,31.36,35.25,25.7,31.18,28.25,12.39,2.8,134.46,1.82,,
6231,系微    ,1721127875,10973270,9110,156.84,165.5,144,155.23,148.5,15.73,3.7,29,6.2,,
6240,松崗    ,2370579,102419,66,23.14,26.5,16.7,21.71,15.55,N/A,0,0.16,10.3,,
8044,網路家庭,2379526445,13238904,10441,179.73,191.5,157,178.13,166.5,28.32,3.25,18.96,8.77,,
8099,大世科  ,120632307,6078851,2793,19.84,21,18.3,19.58,19.5,11.82,5.13,9.05,1.3,,
1785,光洋科技,2108052382,51915998,26143,40.6,43,37.7,39.81,43,19.91,10.42,13.88,1.75,,
3064,泰偉電子,1051736013,18816190,8766,55.89,59.9,49,54.13,51.4,33.16,0,28.41,3.22,,
3067,全域    ,517945,27322,24,18.95,19.45,18.05,19,19.1,29.38,10.99,0.09,1.46,,
3093,台灣港建,21511726,424836,362,50.63,53.4,48.15,50.93,50,16.45,12,1.17,2.19,,
3131,弘塑科技,436969214,5271353,4188,82.89,89.8,77,81.82,81.6,9.28,10.42,23.96,3.12,,
3289,宜特科技,928706197,34236576,11611,27.12,28.5,24.15,26.75,24.8,11.81,1.81,48.9,1.26,,
3303,岱稜    ,102257090,8036617,3512,12.72,13.75,11.45,12.41,12.4,N/A,0,10.02,0.7,,
3324,雙鴻科技,2814375651,62009317,29541,45.38,48.75,40.7,45.18,45.4,16.27,0,102.75,2.81,,
3373,熱映光電,191296217,5325090,2216,35.92,42.3,29.2,33.54,36.15,35.44,4.07,17.42,2.39,,
3402,漢科    ,85518890,5386453,2519,15.87,17.4,14,15.9,14.4,16,18.89,7.31,0.88,,
3466,致振企業,32152278,1372726,839,23.42,24.7,22.05,23.2,23.35,11.79,4.28,2.2,0.87,,
3498,陽程    ,43208454,2684989,1295,16.09,16.7,15.1,16.03,16,400,0,3.95,0.72,,
3508,位速    ,9864496374,89291989,59362,110.47,125.5,98.3,108.9,111,12.36,0.66,96.18,2.87,,
3541,西柏科技,152966139,4339317,2311,35.25,36.8,32.7,35.39,33.5,10.24,9.4,11.96,2.04,,
3551,世禾科技,1076894176,23160214,12179,46.49,49.2,42.35,45.78,45.8,8.88,4.37,46.32,1.15,,
3552,同致電子,495801836,6864123,3733,72.23,76.3,64.9,71.13,68,17.17,5.24,9.57,2.48,,
3563,牧德科技,1627572349,28401986,18134,57.3,62.9,48.75,56.17,57.2,12.02,4.11,92.61,3.15,,
3580,友威科  ,79388558,6570979,2759,12.08,13,10.9,12,12.3,N/A,2.44,14.7,0.59,,
3587,閎康科技,174738459,5826231,2774,29.99,31.95,28,29.77,30.5,9.84,6.36,13.51,1.51,,
3628,盈正    ,488302922,6185704,4766,78.94,86.3,70.7,77.81,73.1,12.22,16.42,13.75,1.94,,
3642,駿熠電  ,1557951745,38100906,20379,40.89,44.1,34.4,39.94,40.35,8.02,3.72,112.88,1.27,,
5205,漢康科技,192387727,9358449,5540,20.55,24.45,16.85,19.94,18,N/A,1.5,37.81,1.6,,
5383,金利    ,59575018,5036898,1836,11.82,13.15,11,11.78,13.15,131.5,7.6,7.05,0.99,,
5452,佶優科技,2012941589,95642566,27535,21.04,22.6,18.8,20.84,21.5,17.77,4.65,69.51,1.52,,
5489,彩富電子,246998392,6862109,3017,35.99,37.75,32.9,35.98,34.45,20.15,6.76,6.59,2.44,,
5493,三聯科技,159180026,5364870,2756,29.67,31.1,26.15,29.72,26.95,8.12,11.13,14.01,1.32,,
5536,聖暉    ,2750324870,20489802,16589,134.22,141,122,135.5,135,11.13,7.41,44.41,2.51,,
6144,得利影視,3383980,335756,221,10.07,11.2,8.82,10.08,10.5,N/A,0,0.69,1.61,,
6146,耕興    ,233357161,3470974,2726,67.23,69.2,65,67.38,68.2,12.33,7.32,4.35,2.91,,
6151,晉倫科技,298396211,11093573,5584,26.89,28.9,25.4,26.72,27.5,15.54,7.27,23.2,1.63,,
6179,世仰科技,13853186,1447152,512,9.57,10.3,8.8,9.56,9.08,N/A,0,2.59,1.09,,
6187,萬潤    ,195014434,10882286,4870,17.92,19.2,16.5,17.87,16.8,N/A,0,16.95,0.94,,
6238,勝麗國際,66915,13010,14,5.14,7.32,3.65,5.28,3.65,N/A,0,0.06,1.31,,
6275,元山科技,109661816,6210030,2071,17.65,19.6,15.1,17.01,19.6,93.33,2.55,13.03,1.62,,
6276,名鐘科技,57952479,3059065,1304,18.94,20.5,18,18.98,19.1,N/A,0,3.64,3.56,,
8047,星雲電腦,5914250,598669,229,9.87,10.35,9.45,9.98,9.52,56,0,1.18,0.87,,
8085,福華電子,51606735,9982859,2525,5.16,5.74,4.28,5.14,4.42,N/A,0,6.35,0.36,,
8092,建暐精密,17985325,1636106,473,10.99,11.4,10.5,10.98,10.75,119.44,0,5.42,0.91,,
8183,台灣精星,66285412,9372992,2424,7.07,7.59,6.46,6.95,6.71,N/A,0,8.07,0.5,,
8383,千附實業,169719106,7800118,3514,21.75,22.95,20.8,21.66,21.25,21.04,5.65,6.6,1.04,,
1107,建台水泥,9469876,5943076,602,1.59,1.69,1.4,1.57,1.44,N/A,0,1.89,-0.27,,
2341,英群    ,2620259,1646466,543,1.59,1.9,1.41,1.57,1.41,2.14,0,0.79,-141,,
2381,華宇光能,11242759,2051554,1070,5.48,5.9,5.01,5.49,5.5,11.22,0,1.05,0.4,,
4801,高盛電子,0,0,0,0,0,0,0,33.65,35.05,0,0,3.28,,
5318,佳鼎科技,132669,22507,69,5.87,6.51,5.45,6.13,6.1,0.66,0,0.12,-3.24,,
,,,,,,,,,,,,,,,
