櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
"101年8月 Aug., 12",,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 223,838,048,868元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,608,643筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 5,817,722,221股",,,,,,4. 成交量週轉率： 8.61%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3310,佳穎精密,7452402,1071295,461,6.95,7.64,6.23,6.83,7.39,N/A,0,1.61,1.28
3313,斐成企業,49232698,3911212,1382,12.58,13.7,11.7,12.71,11.75,7.34375,0,4.67,0.62
3322,建舜電子,8709130,1035461,444,8.41,8.9,8,8.43,8.67,N/A,0,1.25,0.72
3332,幸康電子,39986326,878829,163,45.49,45.6,44.5,45.35,44.8,13.41317365,7.14,1.83,1.63
3354,律勝    ,9058711,714841,446,12.67,13.55,11.55,12.33,12.6,22.5,7.53,0.89,0.74
3388,崇越電通,77446667,1232726,922,62.82,65.4,61.3,62.85,63.3,12.24371373,9.47,1.99,1.35
3390,旭軟電子,1054700015,24840551,11469,42.45,45,37.1,41.66,44.3,9.568034557,7.9,46.62,2.37
3465,祥業科技,927778,165324,32,5.61,6.1,5.43,5.89,6,N/A,0,0.58,1.26
3484,崧騰    ,30775399,1540684,880,19.97,21.7,18,19.55,18.9,12.94520548,9.47,2.6,0.83
3511,矽瑪科技,56300891,2946206,1521,19.1,20.5,17.4,18.8,20.1,N/A,7.46,7.6,0.93
3512,能緹    ,6929928,749002,450,9.25,10,8.75,9.24,8.88,N/A,0,1.7,0.71
3520,振維    ,26268211,2183193,199,12.03,12.5,11.4,11.95,12.1,N/A,0,4.26,0.96
3526,凡甲科技,187052987,5042114,3292,37.09,39.85,32.55,36.72,38.5,16.38297872,5.76,8.27,1.9
3537,堡達    ,25597302,1069951,446,23.92,24.8,21.8,23.93,23.95,11.91542289,6.26,2.31,1.44
3548,兆利科技,1825152989,48518054,27646,37.61,40.5,34.4,36.97,35.5,15.30172414,0.56,95.98,0.85
3609,東林科技,14299107,756301,420,18.9,20.2,16.55,17.63,18.4,N/A,3.26,2.41,0.77
3624,光頡科技,459076985,17094425,8900,26.85,28.2,24.4,26.77,26.5,16.15853659,3.77,19.72,1.24
3631,晟楠    ,108310400,3037445,882,35.65,38.3,33,35.27,34.5,17.07920792,9.15,4.1,1.87
3646,艾恩特  ,267443567,9271670,3613,28.84,31.1,26.35,28.22,30.5,92.42424242,4.91,24.11,1.73
4912,F-聯德  ,538698057,9321614,5956,57.79,65.8,45.7,56.92,61.5,12.8125,3.25,33.53,2.47
4927,F-泰鼎  ,1280725322,26931568,12261,47.55,50,42.4,47.04,49.8,8.908765653,5.02,28.97,2.03
4939,亞電    ,459091746,20136463,9776,22.79,24.35,21.15,22.46,21.2,15.7037037,9.9,23.97,1.36
4974,亞泰    ,851661707,23843735,11097,35.71,37.3,33.85,35.53,37.2,9.185185185,6.98,46.45,1.97
5301,祥裕電子,194711,46973,33,4.17,5.01,3.15,4.11,5.01,N/A,0,0.2,10.22
5309,系統電子,46159261,7526282,2610,6.13,7.03,5,5.87,7,N/A,0,4.93,0.81
5317,凱美電機,8582221,1511498,532,5.67,5.99,5.26,5.7,5.8,N/A,8.62,1.11,0.5
5321,友銓電子,505459,265900,106,1.9,2.14,1.7,1.91,1.92,N/A,0,0.15,0.6
5328,華容    ,23771247,3398458,808,6.99,7.29,6.68,6.99,7.1,N/A,3.66,1.55,0.67
5340,建榮工業,11181040,2070774,672,5.39,5.74,4.86,5.21,5.58,N/A,0,1.25,0.64
5345,天揚    ,13580275,3069630,1063,4.42,4.76,3.87,4.3,4.35,N/A,0,6.14,0.67
5349,先豐通訊,742449952,37861602,14102,19.6,21.4,17.85,19.32,18.3,10.45714286,10.1,16.9,1.2
5355,佳總興業,33302188,4536414,1311,7.34,7.66,6.88,7.36,7.45,62.08333333,0,2.92,0.91
5364,浩騰    ,658959,565952,169,1.16,1.4,1.04,1.15,1.25,N/A,0,0.28,1.64
5381,合正科技,18725587,8956531,1919,2.09,2.27,1.9,2.02,2.13,N/A,0,2.97,0.31
5398,力瑋實業,27476676,1374855,599,19.98,21,19.35,20.1,20,N/A,1,3.29,1.92
5439,高技企業,36658767,1784182,1039,20.54,20.9,20.25,20.56,20.5,7.765151515,12.19,2.29,1.21
5457,宣德    ,60984723,9068727,1941,6.72,7.55,5.4,6.25,6.95,N/A,0,3.88,1.24
5460,同協電子,73656309,6829117,2219,10.78,11.4,9.85,10.58,11.15,11.03960396,6.27,9.48,0.86
5464,霖宏科技,13643399,618467,354,22.06,23,20.95,21.92,22.6,8.897637795,4.42,1.03,1.33
5475,德宏工業,116145290,13831306,4097,8.39,8.73,7.92,8.29,8.62,25.35294118,5.91,6.44,0.72
5480,統盟電子,1712674694,84013317,25090,20.38,21.8,18.6,20.34,21.1,9.952830189,0,42.2,1.33
5481,華韡電子,14310065,1381082,389,10.36,10.8,9.8,10.16,9.8,N/A,0,1.42,0.56
5488,松普科技,11493829,1794872,422,6.4,6.69,6.21,6.45,6.4,N/A,0,1.96,0.46
5491,連展科技,49922904,6576483,2533,7.59,8,7.1,7.48,7.78,N/A,3.21,3.38,0.46
5498,凱崴    ,154395346,14709229,3455,10.49,11.5,8.71,10.25,10.6,N/A,0,9.15,1.05
6101,弘捷    ,6916529,597581,315,11.57,13.3,10.8,11.59,11.7,195,0,1.05,1.22
6107,華美電子,100096236,1779150,409,56.26,59.7,51,55.72,51,N/A,0,3.23,8.99
6114,翔昇電子,16110,8000,8,2.01,2.43,1.75,2.05,2.43,4.673076923,0,0.02,3.57
6124,業強科技,26315037,1150278,205,22.87,24.4,21.6,23.03,22.25,N/A,0,0.63,1.57
6126,信音企業,80841719,3519115,1810,22.97,25.9,21.1,22.61,22.85,10.62790698,10.94,3.1,1.38
6127,九豪精密,29157537,3286033,1298,8.87,9.25,8.3,8.89,8.6,N/A,6.04,3.86,0.59
6134,萬旭電業,34199283,3487932,1392,9.8,10.8,8.52,9.15,10.35,N/A,4.83,4.22,0.68
6158,禾昌興業,62631160,3538211,1940,17.7,18.8,16.5,17.47,17.9,17.9,5.58,3.09,0.62
6173,信昌電陶,45506614,5255794,2096,8.65,9.21,8.08,8.61,8.72,N/A,15.94,2.82,0.65
6174,安碁科技,80712940,11032002,4779,7.31,7.82,6.82,7.3,7.05,54.23076923,3.54,22.06,0.69
6175,立敦科技,164189146,11802197,3307,13.91,14.95,12.25,13.91,12.3,20.16393443,11.38,10.3,0.79
6185,幃翔精密,28933099,2151178,917,13.44,14.7,12.25,13.36,14.25,14.10891089,7.01,2.18,0.82
6194,育富電子,52337319,2538251,1193,20.61,21.1,19.9,20.56,20,9.009009009,10.2,2.28,0.76
6203,海韻電子,57200792,1539773,1142,37.14,39,34.1,36.35,38.3,8.012552301,7.04,2.02,2.16
6204,台灣艾華,32261428,1330115,426,24.25,24.9,22.9,24.31,24.6,11.54929577,8.94,3.62,1.14
6207,雷科    ,87813581,3381539,1817,25.96,27.45,23.5,25.64,23.85,19.08,6.2,4.07,1.38
6208,日揚科技,117564108,11417097,2965,10.29,10.7,9.71,10.15,10.3,12.11764706,14.56,9.92,0.7
6210,慶生電子,288140653,5952636,2343,48.4,52.4,37.5,44.44,52.4,12.41706161,5.72,16.98,2.97
6211,福登    ,51320537,2648270,1371,19.37,21.5,11.3,14.23,21.5,N/A,0,6.36,0.82
6217,中國探針,959408593,22045189,11750,43.52,48,36.2,42.45,46.25,28.54938272,1.29,46.47,3.27
6220,岳豐科技,20996165,1900329,770,11.04,11.4,10.65,11.07,11.05,N/A,2.26,1.67,0.68
6242,亨豐科技,1347150,91510,89,14.74,16.65,11.9,14.39,14.9,N/A,0,0.49,2.44
6248,沛波國際,83163576,14134490,2075,5.88,7.15,4.41,5.64,6.3,N/A,0,29.78,1.1
6250,宇加科技,1658530,107895,83,15.37,16.9,14,15.35,16.1,N/A,0,0.59,2.93
6266,泰詠電子,20072467,2108927,466,9.51,9.83,9.17,9.57,9.58,11.4047619,6.47,2.73,0.61
6274,台燿科技,558635179,37172074,10267,15.02,15.6,14.1,14.89,15.2,11.34328358,3.94,15.79,0.78
6279,胡連精密,277738297,5241956,3636,52.98,55.3,49.1,52.58,49.5,10.37735849,6.26,5.93,1.79
6284,佳邦科技,34110601,2063357,973,16.53,17.2,16.2,16.65,16.6,276.6666667,3.01,2.08,0.6
6290,良維科技,922011607,28303037,13055,32.57,35.8,26.65,31.15,33.55,15.60465116,3.12,22.47,1.42
6292,迅德興業,34340541,1476755,850,23.25,24.8,21.6,23.17,23.7,9.518072289,6.32,3.15,1.24
8042,金山電子,254437104,7560826,3817,33.65,36.3,31.1,33.59,36,7.75862069,6.94,8.18,1.31
8043,蜜望實  ,54944193,3539072,1765,15.52,16.3,14.3,15.05,14.85,7.77486911,6.73,3.85,0.67
8074,鉅橡    ,57081201,3769250,1626,15.14,16.3,14.3,15.13,15.55,9.967948718,6.43,7.06,1.1
8080,奧斯特  ,54736605,6530087,2080,8.38,9.63,6.31,7.53,8.7,N/A,0,13.07,0.76
8091,翔名科技,724904023,10943789,5814,66.23,70.2,58.9,65.16,68.6,10.36253776,4.32,24.4,2.61
8093,保銳科技,6400430,1182122,224,5.41,5.67,5.2,5.43,5.38,N/A,0,1.84,0.52
8109,博大科技,42363699,1225053,639,34.58,36.35,33.5,34.52,35.7,12.02020202,8.4,2.04,2.2
8121,越峰電子,1089133702,29224759,18518,37.26,40.8,32.65,37.16,37.3,124.3333333,4.28,16.11,2.15
8182,加高電子,19581856,1690114,706,11.58,12,11.2,11.54,11.75,25.54347826,5.95,1.58,0.49
8287,英格爾  ,3732103991,72588983,39029,51.41,61.8,41.4,51.66,41.45,13.54575163,10.32,54.44,1.64
8289,泰藝電子,17125434,1547327,651,11.06,11.7,10.4,11.02,10.5,55.26315789,8.09,2,0.55
8291,尚茂    ,5756662,1032318,367,5.57,5.87,5.27,5.5,5.59,N/A,11.98,1.36,0.56
8358,金居    ,29344856,2977479,1151,9.85,10.75,9.08,9.72,10,N/A,14,1.41,0.9
3224,三顧    ,1317686,264132,149,4.98,5.15,4.88,4.98,4.92,N/A,0,0.63,0.66
3232,昱捷    ,189749766,11814108,6392,16.06,17.3,14.75,15.71,15.4,N/A,0,28.42,1.54
3360,尚立    ,22159514,2484388,1100,8.91,9.38,7.97,8.63,8.74,874,5.6,4.94,0.59
3444,利機企業,19243057,962386,587,19.99,21.8,18.15,19.39,18.6,10.62857143,10.75,2.46,1.17
3528,安馳    ,35839631,1333753,891,26.87,28.1,24.2,25.8,26.6,10.43137255,9.73,2.63,1.28
5467,聯福生  ,999356,265907,116,3.75,4.17,3.46,3.84,3.7,N/A,0,0.24,0.95
6113,亞矽科技,28971453,2513254,902,11.52,12.1,10.4,11.36,10.9,N/A,0,4.52,0.81
6118,建達國際,52412873,4606572,1965,11.37,12.15,9.61,10.59,11.25,75,2.22,5.07,0.98
6135,佳營電子,4731223,497997,224,9.5,10.15,9.28,9.51,10.15,N/A,0,0.65,1.1
6154,順發電腦,60244162,2447793,1364,24.61,25.95,23.9,24.99,24.35,12.36040609,8.21,3.06,1.46
6171,亞銳士  ,15490742,955515,299,16.21,17,15.7,16.27,16.5,N/A,1.21,3.49,1.39
6227,茂綸    ,5140930,474567,230,10.83,11.2,10.4,10.76,11.2,11.91489362,4.46,0.62,0.7,,
6259,百徽    ,4273490,754600,340,5.66,6.54,4.65,5.57,6.37,N/A,0,1.08,0.95,,
6265,方土昶  ,34007495,4985990,1690,6.82,7.27,6.28,6.72,7.02,175.5,1.13,4.1,0.55,,
6270,倍微科技,33631611,2470607,874,13.61,14.15,12.9,13.65,13.4,N/A,7.46,3.29,0.45,,
8032,光菱電子,4273498,170942,130,24.99,27,23.2,25.11,24.4,9.959183673,5.32,0.33,1.09,,
8067,志旭國際,963082,156858,122,6.13,6.4,5.68,6.11,6.33,N/A,0,0.35,0.9,,
8068,全達國際,1647176,131020,116,12.57,16.5,10.25,13.74,11.65,N/A,0,0.43,2.5,,
8096,擎亞國際,1672903319,59316403,29895,28.2,30.45,25.25,27.8,28.6,7.688172043,9.09,51.16,1.22,,
3083,中華網龍,388593430,5525456,4544,70.32,74.3,66,69.89,67.4,45.54054054,13.87,6.32,2.84,,
3085,久大資訊,20513238,2457655,1031,8.34,9.14,7.4,8.65,7.79,N/A,0,3.45,0.82,,
3086,華義國際,148179293,8795435,3982,16.84,17.9,15.2,16.93,15.6,38.04878049,7.37,11.92,1.33,,
3293,鈊象電子,659057862,5392500,4490,122.21,133.5,117.5,121.7,118,10.50756901,9.32,7.76,2.36,,
3546,宇峻奧汀,225198282,3628901,2763,62.05,66,57.1,61.29,61.5,34.94318182,0.79,10.55,2.15,,
3570,大塚資訊,27430365,736099,527,37.26,39.4,35,37.04,37.2,11.92307692,6.72,4.31,1.42,,
3662,樂陞    ,57755435,1101482,663,52.43,56.5,46.5,52.52,55,N/A,2.18,4.26,2.26,,
3687,歐買尬  ,1945789300,10408593,8518,186.94,198,178.5,186.38,184,15.60644614,5.46,34.63,4.35,,
4946,紅心辣椒,133447339,1967513,1771,67.82,72.1,60.7,68.14,60.7,233.4615385,1.64,9.54,1.78
4965,商店街  ,34142714,357253,296,95.57,104,88.5,94.19,93.9,20.32467532,4.25,2.52,3.27
4994,傳奇    ,1462453018,5648662,5327,258.9,297,207.5,254.22,217,16.26686657,5.29,12,4.8
5201,凱衛資訊,4877008,596142,252,8.18,8.87,7.34,7.86,8.87,42.23809524,0,1.94,0.91
5202,力新國際,8651865,1526277,614,5.66,5.85,5.45,5.63,5.7,N/A,0,2.51,0.55
5206,坤悅開發,3871737,214329,111,18.06,19.1,17.3,18.32,17.8,8.682926829,0,0.28,2.82
5209,新鼎系統,29635588,470192,349,63.02,65,59.7,63.19,63,12.4015748,8.53,2.11,2.7
5210,寶碩    ,6587438,901290,401,7.3,7.53,7.1,7.29,7.31,N/A,1.36,1.31,0.64
5211,蒙恬科技,72940067,2019280,1307,36.12,38.5,33,35.75,35.2,16.2962963,6.07,6.31,1.88
5212,凌網科技,1867001,128023,110,14.58,15.4,13.85,14.58,14.65,N/A,2.38,0.37,1.4
5310,天剛資訊,7316119,197678,201,37.01,38.95,34.1,37.44,36.8,368,5.43,0.74,1.71
5403,中菲    ,40768018,2016822,943,20.21,20.85,19.3,20.24,20.05,8.99103139,5.03,3.59,1.57
5410,國眾電腦,242814282,22011009,6379,11.03,11.7,10.55,10.98,11.7,13.14606742,5.47,24.54,1.01
5478,智冠    ,644515953,10088262,8365,63.88,68.4,60,63.48,60.2,42.69503546,10.88,7.91,1.62
6111,大宇資訊,1507830,80303,81,18.77,19.95,17.3,19.23,18.95,N/A,0,0.22,5.16
6140,訊達電腦,3695692,362024,183,10.2,10.6,9.84,10.24,10.3,42.91666667,4.27,0.94,0.84
6148,驊宏資通,58886815,10222857,3003,5.76,6.19,5.18,5.65,5.87,17.26470588,0,11.62,0.64
6169,昱泉國際,31112123,1428275,1126,21.78,24.8,20.55,21.8,20.7,N/A,0,5.03,0.9
6180,橘子    ,309247284,12437993,7105,24.86,27.4,23,25.46,23.95,171.0714286,3.34,7.93,1.33
6221,晉泰科技,278531868,11880302,6096,23.44,25.6,21.4,23.05,21.75,9.255319149,8.73,33.04,1.35
6231,系微    ,444637602,3922531,3350,113.35,121.5,106,111.86,107.5,16.36225266,6.97,10.37,4.28
6240,松崗    ,0,0,0,-,-,-,-,9.82,N/A,0,0,5.78
8044,網路家庭,1357546112,7835466,6631,173.25,189,164.5,173.11,169,30.78324226,3.08,9.57,8.24
8099,大世科  ,33799506,1871903,1058,18.05,19.2,16.55,17.89,16.7,13.36,8.98,2.79,1.09
1785,光洋科技,2270527893,55601153,25756,40.83,43.5,36.2,40.33,36.55,19.23684211,5.47,13.59,1.44
3064,泰偉電子,189049409,4914447,3304,38.46,41.2,36.5,38.15,38.5,16.45299145,2.59,6.75,2.4
3067,全域    ,647875,36248,32,17.87,18.15,17.5,17.96,17.6,880,11.93,0.12,1.35
3093,台灣港建,13761669,302234,234,45.53,47.3,41.5,45.15,46.3,15.53691275,5.39,0.83,1.96
3131,弘塑科技,105121866,1389706,974,75.64,80.2,71.5,75.27,74.3,9.35768262,9.42,6.32,2.71
3285,微端    ,716978394,34630126,15170,20.7,28.75,12.55,19.63,21.4,21.4,4.67,78.51,1.52
3289,宜特科技,81363103,4183295,2328,19.44,20.3,18.55,19.35,18.7,23.375,1.6,5.98,0.95
3303,岱稜    ,184273058,13537367,5003,13.61,15.3,10.4,12.76,14.85,N/A,0,15,0.85
3324,雙鴻科技,1144845506,28520691,14975,40.14,43,37.2,40.05,37.6,12.78911565,2.63,45.69,2.27
3373,熱映光電,340757309,8065543,5626,42.24,49.1,37,41.2,43.1,73.05084746,2.45,25.13,2.87
3402,漢科    ,27772266,2126476,1016,13.06,13.8,12.2,12.93,12.4,28.8372093,6.69,2.89,0.75
3498,陽程    ,63981479,4173959,1536,15.32,16.65,12.6,13.67,16.65,N/A,0,6.15,0.79
3508,位速    ,4173275698,61463046,40868,67.89,75.5,54.6,66.62,73,8.013172338,1,66.2,1.84
3541,西柏科技,28434775,932202,568,30.5,31.45,27.75,30.63,30.9,8.704225352,8.09,2.45,1.81
3551,世禾科技,107293869,2919925,1563,36.74,38.1,35.7,36.7,35.85,9.930747922,5.66,5.14,0.89
3552,同致電子,476739789,7493455,2249,63.62,68.5,60.1,64.36,65.6,15.61904762,3.35,10.45,2.29
3563,牧德科技,345790062,7287418,4952,47.45,49.4,45.1,47.19,46.45,8.682242991,9.14,21.6,2.31
3580,友威科  ,23551880,2539660,778,9.27,9.93,8.32,9.17,9.46,N/A,3.17,5.68,0.48
3587,閎康科技,188208475,5886115,3060,31.97,33,30.15,31.99,32.2,9.415204678,7.76,13.65,1.55
3628,盈正    ,72515959,1463457,1224,49.55,51.9,45.9,49.09,48.3,12.35294118,10.35,3.25,1.26
3642,駿熠電  ,147186186,5817199,3593,25.3,28.1,22.45,24.78,26.7,8.929765886,5.61,17.23,0.85
5205,漢康科技,24287854,2496583,1214,9.72,11.3,8.81,9.77,9.5,N/A,2.84,10.28,1.02
5383,金利    ,14538993,1349577,597,10.77,11.25,10.2,10.94,10.9,N/A,1.83,1.89,0.84
5452,佶優科技,60187755,4108017,1911,14.65,15.45,13.8,14.64,15.05,29.50980392,6.64,2.98,1.07
5489,彩富電子,119533099,3302378,1846,36.19,38,34.1,35.84,37.6,14.29657795,3.21,3.17,2.55
5493,三聯科技,20284952,877781,476,23.1,24,22.5,23.1,23,14.93506494,8.69,2.29,1.1
5536,聖暉    ,478014974,4258309,3154,112.25,115,110,112.31,113,9.877622378,8.84,9.23,2.02
6144,得利影視,1839761,169016,120,10.88,12.2,10,10.58,10.4,N/A,0,0.35,1.64
6146,耕興    ,183256985,2618701,2121,69.98,73.6,66.7,69.11,67.9,12.43589744,7.36,3.22,2.73
6151,晉倫科技,101816862,5122216,2579,19.87,22.1,18.25,19.73,18.55,16.86363636,8.62,9.92,1.07
6179,世仰科技,2060542,246283,143,8.36,8.6,8.24,8.36,8.26,N/A,0,0.44,1.07
6187,萬潤    ,76372695,4596949,2089,16.61,17.95,14.85,15.68,15.8,39.5,0,7.16,0.88
6238,勝麗國際,0,0,0,-,-,-,-,3.42,N/A,0,0,1.34
6247,淇譽電子,23360792,1927101,957,12.12,12.35,12,12.15,12.2,N/A,1.63,3.19,0.86
6275,元山科技,11378139,763399,434,14.9,16.4,13.8,15.08,14.1,100.7142857,3.54,1.6,1.16
6276,安鈦克  ,338409454,7563013,4553,44.74,49.8,34.7,39.46,47.2,N/A,0,19.1,4.27
8047,星雲電腦,5293471,612498,183,8.64,9.06,8.41,8.69,8.84,42.0952381,0,1.21,0.82
8085,福華電子,24328195,5481576,1513,4.43,4.75,4.13,4.4,4.34,N/A,0,3.49,0.38
8092,建暐精密,11905358,1208102,440,9.85,10.55,9.65,9.87,9.93,198.6,0,4.01,0.83
8183,台灣精星,29905044,5402800,1627,5.53,6,5.2,5.47,5.26,N/A,0,4.65,0.4
8383,千附實業,94824941,5239815,2663,18.09,19.15,16.05,17.91,16.35,25.95238095,5.01,4.31,0.81
2341,英群    ,728466,743899,362,0.97,1.19,0.87,0.97,0.94,N/A,0,0.36,-5.88
2381,華宇光能,5316122,1134745,572,4.68,5.4,4.31,4.72,5.08,127,0,0.58,0.38
4801,高盛電子,6005,228,3,-,-,-,-,28,15.05376344,0,0,2.64
5318,佳鼎科技,553141,60422,102,9.22,10.2,8.15,9.09,10.2,N/A,0,0.33,-4.49
,,,,,,,,,,,,,
