櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
"101年4月 Apr., 12",,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 228,526,362,832元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,612,514筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 6,168,195,272股",,,,,,4. 成交量週轉率： 9.31%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3226,至寶電腦,100907778,3570218,938,28.26,33.7,24.2,28.84,30.5,N/A,0,5.54,3.442437923
3236,千如電機,21137364,2130812,965,9.91,10.85,9.3,9.82,9.31,465.5,12.89,4.11,0.706909643
3276,宇環科技,71121175,5728434,1463,12.41,13.15,11.6,12.29,12.1,N/A,0,8.22,1.241025641
3288,點晶科技,101939405,4852901,1928,21,22.55,19.5,20.94,21.3,N/A,0,9.75,2.263549416
3294,英濟    ,212035513,13965462,4735,15.18,16.95,13.6,14.67,13.75,8.38,0,10.25,0.623017671
3299,帛漢    ,411277959,10634003,5972,38.67,41,35.85,38.43,37.65,10.49,7.97,21.19,1.551297899
3310,佳穎精密,3657664,511453,304,7.15,7.9,6.72,7.17,6.8,N/A,0,0.77,1.178509532
3313,斐成企業,32394686,2599820,1074,12.46,13.5,11.7,12.41,12.65,7.23,0,3.11,0.671800319
3322,建舜電子,14419753,1581185,469,9.11,10.1,8.75,9.19,9.04,N/A,0,1.9,0.755852843
3332,幸康電子,16594818,358508,137,46.28,47,44.6,45.88,46.2,12.16,8.66,0.75,1.683673469
3354,律勝    ,8014966,633170,359,12.65,13.8,11.8,12.61,12.4,18.79,6.85,0.79,0.727699531
3390,旭軟電子,232509398,6696079,3505,34.72,38,31,33.91,31.65,7.93,6.95,12.57,1.694325482
3465,祥業科技,4777705,985001,277,4.85,5.87,4.16,5.06,5.34,N/A,0,3.47,1.124210526
3484,崧騰    ,80378476,3197974,1515,25.13,27.2,22.7,25.21,23.6,16.98,8.05,5.79,1.031919545
3511,矽瑪科技,19010120,838372,580,22.67,24.7,21.05,22.74,22.05,N/A,22.68,2.16,1.022253129
3512,能緹    ,8753476,841577,460,10.4,11.35,8.5,10.15,9.1,N/A,0,1.91,0.728
3526,凡甲科技,123700894,3338514,2597,37.05,40,33.55,36.72,34.2,14.25,16.7,5.48,1.688888889
3537,堡達    ,188998669,7220340,2674,26.17,28.2,23.65,26.27,26.2,14.72,3.82,15.57,1.575466025
3548,兆利科技,58772724,2964288,1542,19.82,21.95,18.6,19.91,19.3,41.96,5.18,5.86,0.460730485
3609,東林科技,16475005,742904,426,22.17,25.35,19.7,22.52,20,200,6,2.37,0.832639467
3624,光頡科技,943192364,32939719,16615,28.63,31.4,24.1,28.17,30.4,21.56,4.93,38,1.423887588
3631,晟楠    ,416147201,8505296,2509,48.92,52.7,45,48.06,50,17.92,7.82,10.9,2.7100271
3646,艾恩特  ,618351890,19484729,11049,31.73,37.5,27,30.44,28,19.72,5.36,50.67,1.588201929
4912,F-聯德  ,395647700,6037659,3279,65.52,70.4,58.5,65.28,68.8,17.16,1.45,21.72,2.869057548
4927,F-泰鼎  ,444543367,9671728,5415,45.96,48.55,42.2,45.83,47,9.2,2.87,10.41,2.059596845
4939,亞電    ,370509795,13447706,7005,27.55,30.5,25.4,27.37,26.65,15.58,4.73,18.7,1.710526316
4974,亞泰    ,309853858,9607296,5294,32.25,34.55,28.6,32.18,32.5,9.48,8,18.72,1.718667372
5301,祥裕電子,280491,57276,38,4.89,5,4.69,4.87,5,N/A,0,0.25,10.20408163
5309,系統電子,36404549,4636244,1475,7.85,8.57,7.26,7.93,7.7,N/A,0,3.04,0.896391153
5317,凱美電機,40785555,5387958,1550,7.56,8.19,6.61,7.38,6.71,N/A,7.45,3.95,0.574486301
5321,友銓電子,3265351,1395106,300,2.34,3.18,1.5,2.12,1.5,N/A,0,0.77,0.470219436
5328,華容    ,22489012,2964717,965,7.58,8.37,7.08,7.51,7.1,N/A,4.23,1.31,0.672348485
5340,建榮工業,12370187,1954683,582,6.32,6.61,6.01,6.32,6.03,N/A,0,1.18,0.691513761
5345,天揚    ,14572061,3502849,920,4.16,4.49,3.67,4.04,3.86,N/A,0,7.01,0.595679012
5349,先豐通訊,1040241769,48377479,19845,21.5,23.5,19.5,21.25,20.35,9.38,5.21,23.42,1.337935569
5355,佳總興業,14014693,1924505,830,7.28,7.77,6.71,7.3,6.97,53.62,0,1.24,0.85207824
5356,協益電子,914383570,21216601,10490,43.09,47.45,40,42.89,41.9,8.01,11.93,16.02,1.330581137
5364,浩騰    ,3611316,1862543,246,1.93,2.8,1.5,2.05,1.71,N/A,0,0.88,2.25
5381,合正科技,32012774,9639745,2312,3.32,3.77,2.87,3.31,2.9,N/A,0,3.2,0.417867435
5398,力瑋實業,32917707,1429206,434,23.03,24.8,20.3,23.03,21.7,N/A,0.92,3.42,2.082533589
5439,高技企業,148224763,5659961,3453,26.18,27.9,24.5,25.95,24.65,8.56,12.17,7.48,1.450853443
5457,宣德    ,88649515,11877058,2174,7.46,8.35,6.78,7.62,6.78,N/A,0,5.08,1.20855615
5460,同協電子,49332210,4560371,1704,10.81,11.5,10.2,10.65,11.35,12.75,5.29,6.33,0.875096376
5464,霖宏科技,29757085,1222505,686,24.34,26,22.55,24.16,23.65,12.58,4.23,2.04,1.390358613
5475,德宏工業,202079275,19080571,5763,10.59,11.5,9.75,10.5,9.84,27.33,5.08,8.89,0.821368948
5480,統盟電子,1306243120,72731418,18227,17.95,19.65,13.6,17.41,19.2,16.13,5.73,40.61,1.20754717
5481,華韡電子,8018169,782696,247,10.24,10.95,9.91,10.27,10.15,N/A,0,0.8,0.582998277
5488,松普科技,11739725,1793518,766,6.54,7.28,6,6.59,6.05,N/A,0,1.96,0.431526391
5491,連展科技,59042563,6560861,2324,8.99,9.78,8.42,8.92,8.57,N/A,2.92,3.43,0.502639296
5498,凱崴    ,142990634,13157338,3678,10.86,12.1,10,11.13,10.05,N/A,0,8.27,0.992102665
6101,弘捷    ,2834384,179960,116,15.75,16.7,14.5,15.64,15.75,N/A,0,0.32,1.64748954
6107,華美電子,85017647,1519009,227,55.96,59,51,56.08,57,N/A,0,2.76,10.05291005
6114,翔昇電子,1153812,224316,52,5.14,5.66,4.37,4.93,4.37,N/A,0,0.49,6.426470588
6124,業強科技,14891930,592433,397,25.13,27.5,21.3,25.32,26.25,N/A,0,0.32,1.849894292
6126,信音企業,361540166,12862184,5884,28.1,30.5,26,27.97,27.3,14,9.16,12.44,1.648550725
6127,九豪精密,124338119,11296613,4065,11,12,9.8,10.86,9.92,N/A,5.24,13.28,0.680384088
6134,萬旭電業,17424254,1307349,757,13.32,15.1,11.5,13.21,11.55,N/A,4.33,1.58,0.761873351
6158,禾昌興業,81295054,4285544,2161,18.96,19.8,17.8,18.89,18.8,17.57,12.77,3.74,0.650519031
6173,信昌電陶,95516326,8323283,3566,11.47,12.8,9.85,11.27,9.92,330.67,14.01,4.47,0.739746458
6174,安碁科技,72729007,9557403,5006,7.6,8.18,7.1,7.58,7.49,68.09,3.34,19.11,0.729308666
6175,立敦科技,180668155,8773005,3717,20.59,22.75,18.55,20.51,18.7,11.2,2.78,8.12,1.199486851
6185,幃翔精密,35192784,2258113,1092,15.58,16.4,14.6,15.36,14.9,16.56,18.05,2.29,0.856814261
6194,育富電子,105083439,4580959,2236,22.93,24,21.95,22.8,22.25,8.83,8.99,4.11,0.840256798
6203,海韻電子,68210103,1752633,1286,38.91,42,36.9,38.5,37.5,8.05,9.33,2.3,2.110298255
6204,台灣艾華,17423477,723106,403,24.09,25.3,23,24.16,23.55,9.57,9.34,1.97,1.087759815
6207,雷科    ,125085581,4413086,1959,28.34,31.75,26.5,28.09,27.55,12.19,10.71,5.5,1.594328704
6208,日揚科技,248094611,17416859,6116,14.24,15.1,13.4,14.01,13.55,10.75,3.69,15.13,0.92114208
6210,慶生電子,199780604,4754402,1516,42.02,47.5,36.85,41.12,47.5,13.27,8.42,13.57,2.692743764
6211,福登    ,5490437,416746,257,13.17,13.9,11.7,12.76,12.55,N/A,0,1,0.477913176
6217,中國探針,374318386,10014709,6147,37.37,40.4,34,37.08,36.55,44.57,1.09,22.18,2.586694975
6220,岳豐科技,62393351,5000321,2081,12.47,13.45,11.45,12.23,11.75,73.44,2.13,4.31,0.718654434
6242,亨豐科技,1137101,96822,79,11.74,13.5,9.7,11.51,13.5,N/A,0,0.52,2.213114754
6248,沛波國際,6216851,1031869,520,6.02,7.1,5.5,6.19,5.52,N/A,0,2.13,0.961672474
6250,宇加科技,2855715,129592,112,22.03,24.6,20.5,22.23,20.7,73.93,0,0.71,3.763636364
6266,泰詠電子,28395582,2780594,858,10.21,10.9,9.6,10.17,10.05,14.15,12.54,3.73,0.64340589
6274,台燿科技,1333200242,90730304,21251,14.69,15.75,12.25,14.49,15.3,16.28,5.23,38.75,0.784213224
6279,胡連精密,435882440,7602782,5131,57.33,61.5,52.5,56.31,53.7,11.57,7.43,8.79,1.942133816
6284,佳邦科技,95254034,4586145,2410,20.76,23.25,16.6,19.71,17.1,63.33,9.36,4.62,0.619340819
6290,良維科技,406919222,10808018,4913,37.64,42.1,35,37.97,37,16.02,6.76,8.77,1.561840439
6292,迅德興業,10676422,464913,305,22.96,24.7,21.6,22.84,22.5,8.82,12.89,0.97,1.176778243
8042,金山電子,446513848,11124886,5561,40.13,44.9,35,39.11,35.2,7.43,11.36,12.04,1.28186453
8043,蜜望實  ,49958842,3041618,1286,16.42,17.6,15.35,16.39,15.5,8.66,5.48,3.31,0.699142986
8074,鉅橡    ,12325200,1061557,515,11.61,11.95,11.05,11.58,11.7,10.73,8.55,1.99,0.825105783
8080,奧斯特  ,6685349,919671,452,7.26,7.85,6.81,7.18,6.81,N/A,0,1.84,0.59527972
8091,翔名科技,386661280,6014227,3033,64.29,68.6,59.2,64.17,65,10.57,8.26,13.75,2.476190476
8093,保銳科技,2556958,371264,197,6.88,7.5,6.15,6.94,6.25,N/A,0,0.58,0.599232982
8109,博大科技,39592526,998582,761,39.64,41.5,37.2,39.53,37.6,11.9,9.26,1.66,2.313846154
8121,越峰電子,3824208257,67084769,40581,57,65,49,56.43,51,48.57,9.67,40.8,2.944572748
8182,加高電子,36456067,2608215,1122,13.97,15.1,13.2,13.87,13.2,23.16,9.09,2.44,0.553459119
8287,英格爾  ,763466187,9869314,6733,77.35,82.4,71,76.78,72.1,16.54,5.41,10.9,2.857709076
8289,泰藝電子,25394375,1918841,957,13.23,14.5,12.2,13.09,12.55,43.28,11.95,2.52,0.658792651
8291,尚茂    ,6058439,873133,457,6.93,7.49,6.62,6.96,6.85,N/A,9.78,1.15,0.687751004
8358,金居    ,42882433,3811821,1536,11.24,12.45,10,11.14,10.25,N/A,13.66,1.8,0.925090253
3224,三顧    ,2667325,451711,311,5.9,6.5,5.4,5.96,5.95,N/A,0,1.08,0.794392523
3232,昱捷    ,3678969,456398,298,8.06,9.18,7.44,8.21,7.89,N/A,0,1.1,0.78742515
3360,尚立    ,16978851,1724789,717,9.84,10.85,9.1,9.74,9.16,91.6,5.35,3.43,0.622705642
3444,利機企業,39015908,1695391,956,23.01,24.5,21.75,23.14,22.35,10.64,8.95,4.55,1.401253918
3528,安馳    ,14596316,490356,363,29.76,31.2,28.4,29.78,28.45,11.25,9.38,1.04,1.373069498
5467,聯福生  ,546123,154010,100,3.54,4.67,2.78,3.82,4.67,58.38,0,0.14,1.200514139
6113,亞矽科技,16292942,1680470,643,9.69,10.5,8.5,9.53,8.8,80,0,3.02,0.651369356
6118,建達國際,28698411,2457242,1334,11.67,12.8,10.8,11.63,11,30.56,2.27,2.7,0.96069869
6135,佳營電子,21567373,1961739,612,10.99,12.15,9.55,10.86,10.25,N/A,0,2.57,1.110509209
6154,順發電腦,50087986,1891707,1062,26.47,27,25.9,26.53,26.4,11.43,7.58,2.36,1.584633854
6171,亞銳士  ,54651311,2789916,1044,19.58,21.4,17.5,19.35,18,90,0,10.2,1.51642797
6227,茂綸    ,10739876,921208,375,11.65,12.25,11,11.68,11.55,16.5,6.93,1.21,0.722326454
6259,百徽    ,3842955,575804,246,6.67,7.05,6.25,6.79,6.55,N/A,0,0.82,0.980538922
6265,方土昶  ,7502624,1170758,663,6.4,6.72,6.16,6.39,6.16,N/A,0,0.96,0.485804416
6270,倍微科技,224802299,13267855,5922,16.94,18.45,14.75,16.42,15.65,N/A,12.78,17.65,0.519933555
8032,光菱電子,7219231,273844,196,26.36,28.05,25.3,26.28,25.8,10.24,4.65,0.53,1.151271754
8067,志旭國際,1227403,170091,133,7.21,7.87,6.8,7.32,7.2,N/A,0,0.38,1.024182077
8068,全達國際,11410263,613591,355,18.59,21.3,14.65,18.04,14.65,N/A,0,2,3.143776824
8096,擎亞國際,4290828698,94073396,52729,45.61,52,35.25,44.23,37.15,10.38,6.62,85.36,1.582871751
3083,中華網龍,1440131679,14482266,11610,99.44,107,89.1,97.51,91.2,48.77,10.25,16.56,3.838383838
3085,久大資訊,35391284,3335944,1238,10.6,11.5,10,10.53,10.1,N/A,0,4.68,1.064278188
3086,華義國際,167921800,7957172,4084,21.1,22.8,18.8,21.05,21.2,16.96,0,11.32,1.801189465
3293,鈊象電子,2553167995,15963793,12486,159.93,182,138,165.92,138,10.76,6.88,23,2.755591054
3546,宇峻奧汀,343526199,4286650,3505,80.13,86.1,74,79.88,79,66.95,10.75,12.53,2.761272282
3570,大塚資訊,30004153,758567,498,39.55,41.9,37.25,39.88,38,10.83,5.21,4.44,1.45538108
3662,樂陞    ,104159903,1727544,1062,60.29,67.5,52.5,60.62,53.6,N/A,2,6.68,2.197621976
3664,F-安瑞  ,72479731,3013133,1939,24.05,27.8,19.05,23.48,19.8,40.41,0,4.33,1.077257889
3687,歐買尬  ,1344116042,6442662,5558,208.62,230,169.5,203.82,206,18.12,1.21,25.74,4.867674858
4946,紅心辣椒,183271767,2389509,2079,76.69,84,66.7,74.64,77.8,49.55,3.86,11.7,2.280856054
4965,商店街  ,61905375,535270,327,115.65,121.5,103,113.7,104.5,22.14,1.68,3.78,3.641114983
4994,傳奇    ,1104241694,3434470,3017,321.51,403,260,301.47,398,28.39,0.98,14.59,8.807258243
5201,凱衛資訊,5964273,615273,260,9.69,10.5,8.8,9.72,8.8,20.47,0,2.01,0.901639344
5202,力新國際,12911135,2023808,770,6.37,6.79,5.91,6.38,6.31,105.17,0,3.33,0.609073359
5206,坤悅開發,11459563,591236,212,19.38,21.2,17.8,19.45,21.2,13.77,0,0.77,3.35443038
5209,新鼎系統,120497934,1731690,1252,69.58,71.8,66.6,69.67,69.9,11.73,5.68,7.77,2.994858612
5210,寶碩    ,11999541,1381301,585,8.68,9,8,8.69,8.26,N/A,6.05,2,0.720767888
5211,蒙恬科技,114186299,2881892,2120,39.62,43.65,36.3,39.12,37.3,16.73,7.91,9,1.989333333
5212,凌網科技,13417740,779789,507,17.2,18.4,16.5,17.01,16.6,N/A,1.69,2.25,1.582459485
5310,天剛資訊,57154425,1105760,994,51.68,57,46.75,50.62,51.6,117.27,2.91,4.94,2.396655829
5403,中菲    ,40214867,2075892,1069,19.37,20.45,18.3,19.46,18.45,10.03,10.79,3.69,1.445924765
5410,國眾電腦,179811977,13979054,5139,12.86,13.95,11.65,12.73,12.2,14.7,9.59,15.58,1.052631579
5478,智冠    ,886176710,13013052,10301,68.09,73,61.5,67.25,63.5,50.8,10.31,10.21,1.712513484
6111,大宇資訊,1894522,96958,69,19.53,21,18.5,20.06,18.5,N/A,0,0.26,5.040871935
6140,訊達電腦,5684027,470062,700,12.09,13,11.2,12.2,11.2,19.31,4.46,1.04,0.913539967
6148,驊宏資通,18641703,3370531,1005,5.53,6,5.1,5.47,5.34,38.14,0,3.83,0.582333697
6169,昱泉國際,52794781,1696624,1474,31.11,34.2,29,30.93,30.4,N/A,0,5.99,1.315447858
6180,橘子    ,412839608,12458679,7575,33.13,35.95,29.05,32.53,32.4,47.65,3.7,7.95,1.797004992
6221,晉泰科技,458317513,18539278,9697,24.72,28,21,24.16,23.25,9.34,3.4,54.79,1.442307692
6231,系微    ,664341872,4664469,3895,142.42,150.5,133,142.22,135,17.11,4.07,12.33,5.374203822
6240,松崗    ,219602,17060,7,12.87,14.5,10.95,12.68,8.22,N/A,0,0.03,4.835294118
8044,網路家庭,998025160,5991144,5089,166.58,176,150,167.5,166,29.12,3.26,8.55,8.093612872
8099,大世科  ,34089580,1817137,1027,18.76,19.6,17.8,18.73,18.15,12.69,5.51,2.7,1.180871828
1785,光洋科技,4578786344,107242684,52627,42.69,45.35,39.2,41.78,41.6,20.9,10.77,28.68,1.644268775
3064,泰偉電子,241035979,4628756,3205,52.07,56,46.6,51.19,50.6,21.35,0,6.99,3.15855181
3067,全域    ,416150,22000,18,18.91,19.25,18.45,19.07,19.25,46.95,10.91,0.08,1.472838562
3093,台灣港建,8556517,180890,178,47.3,50,45.5,47.11,45.9,12.89,13.07,0.5,1.944091487
3131,弘塑科技,178597622,2265084,1720,78.84,83.2,74,78.61,74.8,9.22,11.36,10.3,2.723962127
3289,宜特科技,302950530,13198827,4824,22.95,24.75,20.35,22.7,20.8,13.42,2.16,18.85,1.054232134
3303,岱稜    ,247006046,17603255,6898,14.03,15.4,11.75,13.71,12.85,N/A,0,19.51,0.735125858
3324,雙鴻科技,1463420526,32957953,18538,44.4,47.45,40.15,43.88,41.7,15.39,0,53.52,2.513562387
3373,熱映光電,160797032,4675148,2513,34.39,41.1,25.85,32.28,29,54.72,5.07,15.3,1.933333333
3402,漢科    ,36040763,2736403,1358,13.17,14.5,12.15,13.07,12.85,28.56,21.17,3.71,0.780680437
3466,致振企業,7668582,344533,269,22.25,23.35,20.35,22.08,20.6,11.7,4.85,0.55,0.762680489
3498,陽程    ,38859337,2514882,1048,15.45,17.05,13.85,15.44,16.05,N/A,0,3.7,0.7628327
3508,位速    ,4214166298,43255421,29128,97.42,111.5,81.8,96.63,82.6,8.24,0.88,46.59,2.086912582
3541,西柏科技,66572265,2025611,1101,32.86,34.6,31,32.96,31.5,8.9,10,5.58,1.848591549
3551,世禾科技,442719149,10257859,5861,43.15,46.75,39.5,42.63,40.5,8.9,4.94,19.82,1.01073122
3552,同致電子,277789162,3974850,2642,69.88,73.8,65.2,69.25,69.3,18.19,5.14,5.54,2.423076923
3563,牧德科技,413967518,7810113,5477,53,57.1,49.05,52.36,51.4,8.83,4.57,25.47,2.554671968
3580,友威科  ,31984570,2852709,1185,11.21,13,9.72,10.81,10.45,N/A,2.87,6.38,0.534526854
3587,閎康科技,180286990,5830447,2936,30.92,33.3,27.9,30.91,30.3,10.07,6.4,13.52,1.460240964
3628,盈正    ,204340866,2964026,2463,68.94,75.4,64,68.18,65.2,11.85,18.4,6.59,1.707253208
3642,駿熠電  ,740026572,18537432,11622,39.92,43,34.9,39.25,34.9,8.14,4.3,54.92,1.1168
5205,漢康科技,73457613,4913797,2853,14.94,17.8,11.15,15,11.3,N/A,2.39,19.86,1.209850107
5383,金利    ,53118498,4266109,1884,12.45,13.4,11.6,12.51,12,N/A,8.33,5.97,0.928074246
5452,佶優科技,779654932,38955251,9992,20.01,22.4,15.55,19.19,16.3,19.4,6.13,28.31,1.157670455
5489,彩富電子,132762690,3880744,1737,34.21,35.95,31.5,34.01,32.85,15.07,7.09,3.73,2.231657609
5493,三聯科技,42634091,1679156,952,25.39,27.05,24.15,25.19,24.3,10.85,12.35,4.38,1.164350743
5536,聖暉    ,756223490,6129904,5061,123.36,135,115,122.62,118,11.61,8.47,13.29,2.106014635
6144,得利影視,762856,74009,67,10.3,11.2,9.43,10.38,10.15,N/A,0,0.15,1.598425197
6146,耕興    ,185230177,2698692,2154,68.63,72.2,66,68.45,70.9,12.66,7.04,3.38,2.851971038
6151,晉倫科技,161435156,5974079,3275,27.02,29.25,24.5,26.56,25.95,18.54,7.71,12.49,1.5
6179,世仰科技,10893934,1209036,277,9.01,9.6,8.5,9.04,8.5,N/A,0,2.16,1.103896104
6187,萬潤    ,84158403,4896097,2254,17.18,18.75,15.7,16.94,16.55,N/A,0,7.63,0.917405765
6238,勝麗國際,106390,35000,22,3.03,3.41,2.5,2.95,2.67,N/A,0,0.17,1.047058824
6275,元山科技,111450556,5879542,2073,18.95,19.8,16.1,18.41,16.6,79.05,3.01,12.34,1.369636964
6276,名鐘科技,33665594,1910424,721,17.62,19.55,16.25,17.67,16.85,N/A,0,2.27,3.227969349
8047,星雲電腦,4327267,453759,206,9.53,9.93,9.05,9.65,9.05,75.42,0,0.89,0.843429637
8085,福華電子,36375769,7880548,2249,4.61,5.09,4.08,4.51,4.52,N/A,0,5.01,0.392020815
8092,建暐精密,9346364,882273,270,10.59,11.1,10.3,10.61,10.6,66.25,0,2.92,0.887029289
8183,台灣精星,33364451,5294000,1659,6.3,6.8,5.73,6.23,6.19,N/A,0,4.56,0.475422427
8383,千附實業,76466343,3814212,1563,20.04,21.25,18.8,19.94,18.9,45,6.35,3.23,0.932872655
1107,建台水泥,2814249,1923874,350,1.46,1.56,1.4,1.48,1.45,N/A,0,0.61,-0.256637168
2341,英群    ,1514072,1128241,353,1.34,1.51,1.2,1.34,1.31,N/A,0,0.54,-8.1875
2381,華宇光能,54487316,7441383,1941,7.32,8.89,5.17,6.71,7,4.86,0,3.82,0.522778193
4801,高盛電子,0,0,0,0,0,0,0,32,20.13,0,0,3.01602262
5318,佳鼎科技,175717,25219,52,6.97,7.65,6.07,7.04,7.49,0.76,0,0.14,-3.303964758
,,,,,,,,,,,,,
