櫃檯買賣股票成交資料彙總表（一）,,,,,,,,,,,,,
The Trading Summary of Listed Stocks（1）,,,,,,,,,,,,,
04月Apr. 08,,,,,,,,,,,,,
,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 503,279,227,831元",,,,,,4. 加權平均本益比：16.07,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Weighted Average P/E Ratio,,,,,,,
"2. 櫃檯買賣股票月總成交量： 12,875,680,645股",,,,,,5. 加權平均殖利率： 5.56%,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Weighted Average Yield,,,,,,,
"3. 櫃檯買賣月總成交筆數： 4,278,317筆",,,,,,6. 成交量週轉率： 19.33%（以上櫃股數計算）,,,,,,,
     Number of Transactions,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
6284,佳邦科技,558663427,11864454,6851,47.08,49.5,45.2,46.94,47.1,8.84,8.72,12.48,1.62
6290,良維科技,122666350,9692149,2803,12.65,14.6,10.6,12.19,14,NA,5.71,9.13,0.81
6292,迅德興業,14491591,641745,296,22.58,23.2,21.3,22.3,21.9,9.32,4.56,1.28,1.25
8039,台虹科技,879741577,27156474,12005,32.39,34.5,30,31.98,31.65,13.08,4.67,18.01,1.51
8042,金山電子,74594517,3900159,1766,19.12,20.3,18.1,19.06,19.45,12.63,7.71,5,1.06
8043,蜜望實  ,568099549,22932429,9578,24.77,26.6,23.05,24.43,23.95,8.01,9.18,28.19,1.35
8074,鉅橡    ,42273724,3111489,1149,13.58,14.4,12.7,13.35,13.75,NA,7.85,6.89,1.07
8080,奧斯特  ,210490758,6909892,3343,30.46,32.35,29,30.15,30.2,10.2,5.62,15.11,2.17
8091,翔名科技,73609924,2274045,1420,32.36,34.65,28.7,30.89,33.2,10.99,6.02,6.5,2.31
8093,保銳科技,47386036,2038936,1056,23.24,24.4,22.4,23.11,22.8,8.8,13.15,3.33,1.65
8103,瀚荃    ,770414598,14711354,7233,52.36,56.4,48.75,52.05,55,12.22,5.72,27.29,2.55
8109,博大科技,137267695,3436020,1768,39.94,42.9,34.9,38.08,39,10.32,7.61,8.53,2.91
8121,越峰電子,281026230,8492504,4006,33.09,35.55,30.1,32.22,32.3,89.72,1.85,7.95,2.04
8182,加高電子,128146765,4082770,2362,31.38,33.3,29.2,31.1,32.6,11.13,5.52,5.05,1.54
8287,英格爾  ,236304165,6449100,3005,36.64,38.3,33.5,35.7,35.65,15.3,4.2,16.56,1.9
8289,泰藝電子,287491826,10084403,4921,28.5,36.2,20,28.92,28.2,NA,3.57,14.16,1.5
3209,全科科技,72778704,3703894,1724,19.64,20.25,19.1,19.6,19.5,10.96,7.79,6.63,1.34
3224,三顧    ,114437783,8659437,3036,13.21,14.3,11.35,12.47,12.45,10.73,16.06,20.46,1.02
3232,昱捷    ,18930049,1313205,315,14.41,15,13.05,14.16,13.15,25.29,1.36,4.2,1.05
3312,弘憶股  ,172801857,11635768,3665,14.85,15.9,12.2,14.4,14,21.21,3.57,20.38,1.12
3360,尚立    ,13302264,950530,543,13.99,15,12.8,14.04,13.55,11.39,7.38,2.4,0.9
5467,聯福生  ,950197,129230,75,7.35,8.2,6.7,7.4,7.96,9.48,0,0.12,2.73
5498,凱崴    ,57212287,6160768,1825,9.28,9.85,8.8,9.29,9,12.16,11.11,4.3,0.7
6113,亞矽科技,10394724,1477878,571,7.03,7.5,6.69,6.99,6.91,NA,11.57,2.27,0.63
6118,建達國際,618852242,25341195,11000,24.42,26.35,22.2,23.98,22.7,151.33,2.2,30.18,2.02
6135,佳營電子,13916693,1858443,628,7.48,7.9,7,7.49,7.55,47.19,0,2.44,0.79
6154,順發電腦,400718780,8066458,4635,49.67,51.4,48.1,49.48,49.5,8.98,7.07,11.52,2.98
6159,詮鼎科技,750017166,38558085,13422,19.45,20.4,18.3,19.36,18.45,8.87,4.82,15.83,1.13
6171,亞銳士  ,101259215,9904156,2767,10.22,11.75,7.7,9.02,9.4,58.75,2.65,32.63,0.85
6177,十全企業,80541474,3170614,892,25.4,26.2,24,25.38,24.7,NA,2.91,6.42,2.33
6195,旭展電子,7982843,641339,361,12.44,13.3,11.6,12.6,11.7,NA,0,2.79,1.78
6227,茂綸    ,59730870,3610421,1478,16.54,17.15,15.8,16.49,16.4,7.88,9.75,4.79,1.06
6259,百徽    ,9190995,1244393,506,7.38,7.88,7.1,7.38,7.5,NA,26.66,2.24,1.37
6265,方土昶  ,517935020,19947159,4232,25.96,27,24.5,25.96,26.4,47.14,1.51,22.5,1.89
6270,倍微科技,493681898,14591535,7087,33.83,35.5,31.5,33.49,32.7,7.82,8.25,16.59,1.19
8032,光菱電子,131954115,7574762,3049,17.42,19,15.25,17.14,17.45,9.43,4.01,14.62,1.01
8067,志旭國際,105672484,7450922,3020,14.18,15.75,12.2,13.68,14.8,20.27,3.64,18.71,1.38
8068,全達國際,266167698,3484730,2723,76.38,85,67.5,74.13,69.7,32.42,1.24,11.37,6.82
8096,擎亞國際,226647601,12708639,4492,17.83,18.6,17.05,17.66,17.3,8.52,6.24,14.4,1.1
3083,中華網龍,894314928,8083211,5544,110.63,116.5,105.5,109.3,109,11.39,3.48,9.92,4.67
3085,久大資訊,317286061,9752225,4607,32.53,34.2,30.2,31.8,30.85,15.2,5.21,24.16,2.39
3086,華義國際,880924565,42750872,12719,20.6,25.6,12.05,18.26,24.2,NA,0,70.49,2.61
3293,鈊象電子,2135848089,8153181,6854,261.96,279,247,260.4,258,16.91,3.87,14.92,7.15
3546,宇峻奧汀,366576033,3815731,2721,96.06,106,87,94.97,100,NA,4,16.8,4.03
5201,凱衛資訊,72239116,1683156,361,42.91,45.8,39,43.11,42.75,85.5,0,6.56,6.96
5202,力新國際,43719428,5874961,1701,7.44,8.08,6.71,7.33,7.81,NA,5.12,9.68,0.73
5205,漢康科技,26162398,1001281,502,26.12,31.4,18.9,25.08,30.15,NA,0,4.96,5.25
5206,經緯科技,5410856,1104879,343,4.89,5.12,4.68,4.9,4.74,NA,0,2.42,0.56
5209,新鼎系統,45699087,1539593,930,29.68,32.25,26.3,28.78,31,15.12,7.74,7.39,2.01
5210,寶碩    ,28964254,2703404,862,10.71,11.6,10.05,10.59,11.5,26.74,5.21,3.76,0.9
5211,蒙恬科技,110638216,2831632,1837,39.07,42.5,35.9,38.14,40,20,3.4,9.16,2.71
5212,凌網科技,51556033,2124882,1134,24.26,26.2,22.05,23.56,24.2,21.04,7.02,6.26,2.54
5213,捷鴻開發,223368424,8540469,3766,26.15,30,18.8,24.77,27.05,21.3,0,14.54,1.82
5310,天剛資訊,1241266,705003,202,1.76,1.93,1.4,1.67,1.5,NA,0,0.94,1.05
5403,中菲    ,64412640,4080645,1319,15.78,16.8,14.5,15.44,16.15,11.96,6.93,7.29,1.23
5410,國眾電腦,91268580,6594033,2492,13.84,14.85,12.1,13.58,13.15,32.88,0,7.88,1.27
5478,智冠    ,2380608321,24499263,13394,97.17,105,90.5,95.49,101,14.64,2.94,19.95,2.99
6110,艾群科技,4944705,2869587,240,1.72,2.3,1.2,1.68,1.71,NA,0,5.71,0.52
6111,大宇資訊,6916492,527205,280,13.11,15,11.1,13.49,14.4,NA,0,2.03,4.68
6140,訊達電腦,37443033,2930690,1160,12.77,13.4,11.95,12.51,12.95,7.62,5.79,8.65,1.04
6148,和平資訊,22337407,4532348,1154,4.92,5.4,4.52,4.9,5.15,171.67,44.66,3.01,0.81
6149,禾鴻科技,65835353,5828900,2419,11.29,12.5,10.3,11.08,10.75,NA,0,20.53,1.32
6169,昱泉國際,61188632,3325375,1665,18.4,21.2,15.7,18.02,18.3,25.77,8.19,11.92,1.45
6180,橘子    ,1052732696,32131278,13411,32.76,35.5,28.45,31.14,32.75,9.6,4.18,20.99,2.02
6183,關貿網路,933248186,51047639,9742,18.28,19.85,16.25,18.21,18.35,21.85,4.08,25.82,1.63
6214,精誠資訊,742277277,22894211,9574,32.42,33.9,31,32.22,31.7,9.72,3.15,7.15,0.68
6221,晉泰科技,102776181,7409516,1528,13.87,15,13,13.72,14.65,9.83,4.3,21.76,1.07
6231,系微    ,502964992,4761653,3159,105.62,120,90,99.69,120,113.21,0.41,15.18,11.8
6240,統一元氣,430270,100500,30,4.28,4.56,3.98,4.2,4.11,NA,12.16,0.09,1.71
8044,網路家庭,51741409,1968259,1188,26.28,28.65,24.05,26.31,28.65,NA,1.29,3.52,3.24
8099,大世科  ,118945511,4172928,1956,28.5,29.4,27,28.35,28,11.86,8.57,6.49,2.08
1785,光洋科技,16018510176,93807386,52888,170.75,187,153,170.73,172,18.11,2.26,61.33,4.38
3064,泰偉電子,7509172890,41671505,30604,180.19,200.5,152,179.73,163.5,80.15,1.73,66.69,14.03
3067,全域    ,2743119,158330,143,17.32,18.7,16.2,17.59,18.15,22.41,8.26,0.55,1.45
3093,台灣港建,49884930,925035,585,53.92,58.4,49.2,51.28,58.4,13.36,11.13,2.68,3.02
3289,宜特科技,260829221,4941155,3148,52.78,54.9,50.9,52.52,52.9,11.45,6.52,9.69,2.31
3305,昇貿科技,548272367,10323283,5535,53.11,57.9,48.6,52.71,54.5,9.98,6.4,14.74,2.17
3324,雙鴻科技,25265065,1487094,646,16.98,18.2,15.75,16.96,15.75,NA,15.87,3.4,1.01
3373,熱映光電,88182034,2749618,1681,32.07,34,29.7,31.32,31.5,10.61,12.06,13.62,2.11
3402,漢科    ,201872252,4851732,2916,41.6,42.7,40.6,41.45,40.8,7.83,8.25,11.7,2.35
3466,致振企業,165157796,2948334,1959,56.01,59.5,50.5,55.04,58.1,13.51,7.4,5,2.09
3498,陽程    ,453882777,7142156,4441,63.54,66.5,60.4,62.63,62.2,8.69,6.43,14.46,2.38
3508,位速    ,1604200556,10852020,6755,147.82,165,121,137.97,160,54.05,2.38,25.83,11.44
3551,世禾科技,272082012,4182115,2878,65.05,71.9,58.4,64.44,69.5,NA,3.59,12.32,2.14
5383,金利    ,220377811,13642471,4921,16.15,18,12.8,15.75,16.3,11.32,6.01,21.64,1.19
5452,佶優科技,196590991,15287133,5055,12.85,13.75,11.55,12.76,11.55,21.39,5.88,11.51,0.94
5489,彩富電子,204995489,4126573,2273,49.67,54.3,44.7,50.12,52,14.48,4.76,4.68,3.62
5492,亞智科技,159809340,4414064,2169,36.2,39,30.05,35.23,31,11.65,7.09,7.12,2.22
5493,三聯科技,124289304,5329546,2000,23.32,26.5,19.1,22.67,26.35,17.68,2.27,13.99,1.71
6144,得利影視,1946851,163958,121,11.87,12,11.55,11.87,11.95,0,14.22,0.2,1.63
6146,耕興    ,275457202,5601750,2927,49.17,52.6,46.3,48.14,48.2,12.75,6.16,7.37,2.68
6151,晉倫科技,23024539,1421896,663,16.19,16.9,14.85,15.94,16.4,13.33,10.06,3.29,1.32
6179,世仰科技,43884630,3226371,1185,13.6,14.5,12.95,13.42,13.2,NA,4.54,4.43,1.06
6187,萬潤    ,699635654,20908386,7441,33.46,37.25,27.4,32.43,36.8,28.09,2.2,39.51,2.4
6212,理銘科技,2057354,230870,85,8.9,11,7.76,9.35,9.27,NA,16.18,0.17,2.37
6238,巨圖    ,269278,119383,24,2.25,2.48,2.13,2.32,2.39,NA,0,0.13,5.69
6275,元山科技,145250286,6944893,3219,20.91,23.25,17.65,19.69,20.65,18.6,3.87,19.74,1.7
6276,名鐘科技,1135904247,53991711,11293,21.03,22.7,16,18.71,22.3,NA,1.88,81.42,2.03
8047,星雲電腦,21254347,1462456,669,14.53,15.7,12.9,14.27,14.4,22.86,1.38,3.4,1.26
8085,福華電子,1015215705,47373523,17020,21.43,22.8,19,21.22,20.7,33.93,6.37,31.2,1.14
8092,建暐精密,9790725,772850,272,12.66,13.3,12,12.66,12.55,NA,3.18,2.73,0.9
8183,台灣精星,1291557884,86407660,18446,14.94,17.3,11.95,14.34,12.85,24.25,2.56,71.27,0.73
8383,千附實業,1444784958,32802657,15631,44.04,49.7,34.9,41.97,43,11.2,2.62,38.63,2.18
1107,建台水泥,54964686,25725673,1765,2.13,2.59,1.7,2.05,2.09,NA,0,8.19,-4.1
1807,羅馬磁磚,692425,807942,123,0.85,0.99,0.67,0.84,0.71,2.29,0,0.6,5.07
2326,亞瑟科技,627071,697790,201,0.89,1.01,0.79,0.92,0.94,NA,0,1.16,-0.08
2410,鼎大科技,5606136,3992012,385,1.4,2,0.82,1.3,1.48,NA,0,1.64,-0.57
2479,和立聯合,260793,201674,127,1.29,1.48,1.14,1.32,1.44,NA,0,0.34,-0.22
3053,鼎營科技,8509,3276,5,2.59,2.78,2.6,2.69,2.78,NA,0,0.01,-3.86
4801,碼斯特  ,0,0,0,0,0,0,0,13.4,NA,0,0,2.21
5204,得捷    ,0,0,0,0,0,0,0,5.95,NA,0,0,-16.53
5207,飛雅    ,2155225,172832,91,12.47,13.45,11.05,12.22,13.45,NA,0,0.66,-149.44
5414,磐英科技,661309,1950259,106,0.33,0.64,0.25,0.39,0,NA,0,2.84,-0.08
5501,金腦科技,3078065,1624972,172,1.89,2.36,1.35,1.75,1.88,NA,0,3.07,-0.29
