櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年05月 May 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 425,129,230,170元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,019,226筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 9,585,590,742股",,,,,,4. 成交量週轉率： 14.59%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
6107,華美電子,300195636,13777286,3899,21.78,27.3,16.25,22.08,25.75,858.33,0,39.33,4.83
6114,翔昇電子,51422,16608,11,3.1,3.32,2.9,3.08,3.2,N/A,0,0.06,2.39
6124,業強科技,22833637,584751,341,39.04,40.8,38.15,39.43,38.7,258.00,0,0.32,2.72
6126,信音企業,278420640,8598117,3949,32.38,33.75,30.4,32.31,32.9,11.88,10.39,9.15,1.92
6127,九豪精密,320512627,13544104,5766,23.66,25.9,21.2,23.51,23.5,16.32,0,15.14,1.53
6134,萬旭電業,217826040,9017286,4871,24.15,26.4,21.65,23.65,22.8,60.00,24.66,10.89,1.12
6158,禾昌興業,872508673,22266566,11506,39.18,42.3,33.9,37.56,41.45,13.63,10,19.42,1.42
6173,信昌電陶,611045804,20808837,10837,29.36,31.25,27.05,28.99,28.45,24.11,2.49,12.4,1.87
6174,安碁科技,51099058,3644037,1572,14.02,15,13.2,13.88,13.3,19.56,0,7.29,1.28
6175,立敦科技,1818019661,54240423,19132,33.51,35.5,31.4,33.11,33.05,15.59,0,57.9,2.74
6185,幃翔精密,123141880,4616170,1806,26.67,28.15,25.1,26.07,25.75,9.07,5.9,4.97,1.34
6194,育富電子,65155640,2681973,1446,24.29,24.95,23.5,24.31,23.55,14.45,12.42,2.38,0.93
6203,海韻電子,100057081,2262876,1786,44.21,48.2,42,43.65,43.4,13.15,14.66,2.93,2.63
6204,台灣艾華,23917603,757520,504,31.57,33.05,30.95,31.47,32.1,8.79,6.4,2.06,1.51
6207,雷科    ,851250902,16494234,7242,51.6,53.2,48.6,51.54,52.5,15.35,3.15,21.77,2.87
6208,日揚科技,850159482,52407043,12346,16.22,17.2,14.9,16.05,16.25,9.73,0,46.8,1.17
6210,慶生電子,114238382,2225704,1360,51.32,54.5,48,51.35,52,10.74,1.92,6.35,2.88
6211,福登    ,63800563,2627646,1117,24.28,25.55,20.65,23.23,23,14.94,0,6.19,0.82
6217,中國探針,173348955,4207094,2503,41.2,44,38,41.03,40.7,26.95,0,9.64,3.12
6220,岳豐科技,38111022,2580656,1268,14.76,15.5,14.15,14.6,15.5,33.70,10.24,2.26,0.96
6242,聯豪科技,251079,99164,39,2.53,3.15,2.08,2.63,2.08,N/A,0,0.14,1.52
6248,沛波國際,37346606,4050985,1487,9.21,11.2,8.16,9.64,8.5,N/A,0,8.36,0.86
6250,宇加科技,15707570,555737,278,28.26,30.4,26,28.13,30.2,33.93,0,3.05,5.83
6266,泰詠電子,29563841,2088366,758,14.15,14.6,13.8,14.06,14.2,14.79,0,2.99,0.87
6274,台燿科技,180539906,11727314,3531,15.39,15.9,14.7,15.33,15.7,9.29,1.33,5.02,0.83
6279,胡連精密,3314940847,41462513,24210,79.95,85,71,79.11,80.7,17.10,4.24,50.52,2.95
6284,佳邦科技,719272312,19242895,8260,37.37,41.35,33.1,36.58,35.1,18.87,1.45,18.68,1.22
6290,良維科技,727744675,18751684,8203,38.8,40.45,35.55,38.54,39.6,12.34,7.68,15.16,1.69
6292,迅德興業,183642002,5044466,2846,36.4,37.85,35.4,36.17,37,9.20,4.46,10.33,1.85
8042,金山電子,654277363,12896162,4999,50.73,52.5,49.2,50.8,52,10.61,5.96,13.95,1.96
8043,蜜望實  ,110310834,5621301,2469,19.62,20.3,19.05,19.47,20,11.05,3.6,6.12,0.93
8074,鉅橡    ,26618556,1856766,839,14.33,15.1,13.8,14.31,14.45,12.90,10.49,3.72,1.02
8080,奧斯特  ,15044571,1466665,608,10.25,10.75,10.05,10.21,10.25,170.83,0,2.94,0.88
8091,翔名科技,783632922,11023342,6773,71.08,76.5,65.5,70.8,72.3,10.86,3.06,27.06,3.13
8093,保銳科技,22606343,2232546,656,10.12,11.1,9.8,10.22,10,N/A,7,3.48,0.86
8109,博大科技,2826064123,40520865,26107,69.74,74.5,62.4,69.37,70.7,15.82,4.92,79.51,4.01
8121,越峰電子,6614224731,62336192,38573,106.1,124,93.8,105.45,105,11.46,0,53.77,4.49
8182,加高電子,136136286,5945420,2449,22.89,24.3,21.55,22.81,22.95,14.17,4.42,5.55,0.95
8287,英格爾  ,5593629554,46042003,25383,121.48,143,98.6,127.88,140.5,33.29,1.5,67.8,4.5
8289,泰藝電子,252710659,10786895,4046,23.42,24.35,21.8,23.16,23.25,11.51,3.63,14.48,1.15
8358,金居    ,322871941,15155900,6743,21.3,23.8,19.05,21.35,20.4,7.76,2.41,7.16,1.51
3224,三顧    ,13952124,1574343,652,8.86,9.9,8.3,8.73,8.81,14.44,0,3.63,1.02
3232,昱捷    ,88366555,4836307,2265,18.27,20.85,17,17.78,18.15,14.29,0,15.32,1.77
3360,尚立    ,115985072,7294170,3449,15.9,18,14,15.99,14.95,40.41,3.14,14.51,0.99
3389,志遠    ,304355848,10384033,5178,29.3,30.7,27.8,28.84,28.7,8.89,7.38,14.32,1.7
3444,利機企業,102738031,3187868,1686,32.22,33,30.7,31.86,32.1,12.44,6.23,9.41,1.98
3528,安馳    ,253534152,5912856,3768,42.87,46,40.55,42.52,42,8.48,7.29,13.76,2.1
5467,聯福生  ,2765735,596197,128,4.63,5.31,4.27,4.85,4.65,155.00,0,0.54,1.2
6113,亞矽科技,36485187,2152024,1016,16.95,18.1,15.6,16.91,16.7,10.31,0,3.87,1.26
6118,建達國際,38916730,2393535,1396,16.25,17.2,14.9,16.13,16,177.78,3.76,2.63,1.42
6135,佳營電子,248976929,19809838,5882,12.56,14.6,10.55,12.74,13.9,16.95,0,26,1.43
6154,順發電腦,162747570,6131009,2729,26.54,27.45,25.65,26.51,27.05,10.40,5.54,7.66,1.65
6171,亞銳士  ,27338113,2600719,970,10.51,11.05,10,10.33,10.35,1035.00,0,9.51,0.89
6195,詩肯    ,2474047188,45199753,25143,54.73,65,38,52.9,61.7,22.94,0,119.05,4.04
6227,茂綸    ,17029423,1117161,476,15.24,15.9,14.5,15.32,15,14.71,6.66,1.47,0.93
6259,百徽    ,13487525,1292322,586,10.43,11.3,9.95,10.47,10.1,30.61,0,1.85,1.42
6265,方土昶  ,40177981,4891513,1858,8.21,9.11,7.63,8.35,8.07,57.64,0,4.02,0.63
6270,倍微科技,52013877,2216275,1073,23.46,24.05,22.85,23.46,23.25,9.85,8.46,2.95,0.7
8032,光菱電子,68803751,2693744,1375,25.54,27.8,23.8,25.58,24.4,6.83,4.14,5.2,1.16
8067,志旭國際,14670389,1282223,579,11.44,12.95,10.25,10.83,10.6,N/A,0,2.86,1.22
8068,全達國際,84136099,1530007,1025,54.99,56.5,53.6,54.74,54.5,N/A,0,4.99,8.32
8096,擎亞國際,2934253201,45048346,25730,65.13,70.1,60.2,64.6,64.7,14.10,2.66,50.35,3.26
3083,中華網龍,4061954943,22244665,18432,182.6,199,149,174.73,197,22.34,5.6,25.15,6.07
3085,久大資訊,92881790,6432968,2185,14.43,15.3,13.4,14.1,14.7,70.00,0,9.27,1.48
3086,華義國際,871079371,27384850,13963,31.8,33.75,28.2,31.14,31.3,15.65,0,38.96,3
3293,鈊象電子,1955694520,12310398,9491,158.86,169.5,136,154.23,169.5,16.02,7.26,17.47,3.63
3546,宇峻奧汀,2920242972,16989665,14424,171.88,189.5,135,163.69,183.5,25.52,4.06,52.35,5.01
3570,大塚資訊,459980474,8858117,5276,51.92,58.3,40.9,48.86,58,16.43,2.47,52.98,2.34
3664,KY安瑞  ,29222767,976401,661,29.92,32.4,28.7,29.84,29.45,20.74,0,1.42,1.63
3687,歐買尬  ,2981086645,13735805,10952,217.03,289,146,206.69,255,55.92,2.5,65.84,6.78
4965,商店街  ,114858561,615567,562,186.58,199.5,168,185.23,180,63.83,0,4.35,7.2
5201,凱衛資訊,8090043,607903,328,13.3,14.2,12.7,13.18,12.9,23.45,0,1.98,1.36
5202,力新國際,86379442,7842903,2516,11.01,11.45,10.35,10.9,11.05,22.10,0,12.92,1.04
5206,經緯科技,12778125,2246941,494,5.68,7.29,4.13,5.26,5,N/A,0,4.92,4.9
5209,新鼎系統,98460257,1445967,1051,68.09,71,63.1,67.02,67,12.74,4.4,6.63,3.17
5210,寶碩    ,57213975,5029688,1687,11.37,11.8,11,11.25,11.45,21.20,4.44,7.33,0.93
5211,蒙恬科技,397406466,6033359,4343,65.86,69,61.2,65,65.8,22.53,3.16,18.84,3.56
5212,凌網科技,16279655,868051,483,18.75,19.6,18.05,18.81,18.65,26.64,0,2.51,1.73
5310,天剛資訊,168785949,3672448,2700,45.96,50,38,43.74,45.05,25.89,3.32,18.88,1.85
5403,中菲    ,92231242,3740615,1365,24.65,25.65,23.7,24.18,24.35,14.67,7.16,6.79,1.82
5410,國眾電腦,177641289,10567116,5224,16.81,17.6,16.1,16.6,16.75,9.85,1.8,12.47,1.39
5478,智冠    ,2526834029,22018915,16388,114.75,122,103.5,113.4,119,13.97,5.21,17.27,2.72
6111,大宇資訊,2371044,110548,88,21.44,24.05,18.35,21.18,20.45,N/A,0,0.3,4.14
6140,訊達電腦,18586432,1475635,696,12.59,13.4,11.8,12.43,12,13.33,0,4.14,1
6148,驊宏資通,161320291,19765987,6341,8.16,9.24,7.51,7.99,8.03,N/A,0,22.46,0.92
6169,昱泉國際,1156532865,17007157,12377,68,76.2,47.5,60.17,74.4,173.02,12.89,60.33,3.17
6180,橘子    ,2015063015,40844968,22814,49.33,51.2,45,48.38,50,32.89,2.6,24.29,2.72
6183,關貿網路,51107816,2631416,806,19.42,20,18.95,19.52,19.15,16.51,3.86,1.75,1.51
6221,晉泰科技,296816382,15585949,6112,19.04,21.2,17.2,18.59,19.95,10.50,0,48.24,1.37
6231,系微    ,1532209827,10561495,8180,145.07,160,129,144.35,145,18.06,3.91,27.98,6.45
6240,松崗    ,22445526,790637,633,28.38,31.75,23.95,28.21,28.75,N/A,0,6.23,5.68
8044,網路家庭,1152810965,6217415,4877,185.41,201.5,170,184.21,178,24.90,1.1,10.59,8.69
8099,大世科  ,99482446,3916373,2002,25.4,26.95,24.1,25.02,24.75,11.90,6.73,5.83,1.7
1785,光洋科技,2445416813,35436726,19547,69,70.8,67,68.97,70.3,13.04,5.75,11.81,2.34
3064,泰偉電子,815117567,12574493,8249,64.82,67.7,60.5,64.15,66.3,N/A,0,18.92,4.81
3067,全域    ,7747462,262990,199,29.45,32,26.35,28.42,28.85,11.49,0,0.91,2
3093,台灣港建,43671898,658538,460,66.31,68,65.1,66.3,66.9,8.59,4.58,1.81,2.53
3131,弘塑科技,564546727,5540637,4071,101.89,108.5,95.1,99.73,98.5,8.44,2.56,25.18,3.54
3289,宜特科技,461032604,13841409,5678,33.3,34.9,31.4,33,33.2,22.43,0,20.17,1.77
3303,岱稜    ,111926315,5238075,2616,21.36,23.2,19.75,20.98,20.25,N/A,4.06,6.5,1.06
3324,雙鴻科技,1123813808,40978645,16320,27.42,29.2,23.7,26.19,28.1,26.02,0,73.76,2.3
3373,熱映光電,47642305,2162590,1049,22.03,23.05,20.8,21.85,21.4,13.29,9,7.12,1.35
3402,漢科    ,271941872,9662485,4172,28.14,29,27.3,28.12,28.15,8.50,2.25,14.85,1.45
3466,致振企業,23173248,917208,575,25.26,26.2,23.8,25.25,25.15,18.77,7.93,1.47,0.97
3498,陽程    ,51406885,2245344,1173,22.89,24.45,21,22.68,22.1,N/A,3.48,3.28,1.01
3508,位速    ,1131037056,14965501,8068,75.57,79.7,67.8,75.02,74.6,76.12,0,16.12,2.51
3541,西柏科技,52804512,1498086,685,35.24,37.3,33.65,34.82,34.5,10.45,5.1,4.54,2.02
3551,世禾科技,69612994,1784944,1083,39,40.3,37.7,38.71,39.2,10.98,5.24,3.73,1.05
3552,同致電子,380242962,3839440,2562,99.03,109,90,100.93,96.5,16.41,2.43,6.34,3.15
3563,牧德科技,1128376190,16887910,11982,66.81,74.2,57.8,64.78,62.5,19.53,0.8,66.08,3.57
3580,友威科  ,483587548,21042109,8836,22.98,25.9,18.8,21.3,24.3,N/A,2.46,47.07,1.16
3587,閎康科技,513864316,15800326,7249,32.52,34.8,28.2,31.36,32.45,12.88,0,38.97,1.62
3628,盈正    ,1013927110,5977929,5191,169.61,183,153,168.5,173,12.07,1.92,13.28,3.91
4415,美嘉生電,152290970,3879197,2849,39.25,45.3,34.5,38.57,38.7,N/A,0,14,4.25
5205,漢康科技,574155914,7702715,4206,74.53,78.6,69.9,74.29,72.3,328.64,1.52,31.12,4.32
5383,金利    ,67881286,3913647,1481,17.34,17.95,16.3,17.33,17.3,19.01,2.96,5.64,1.3
5452,佶優科技,163726686,10303170,4523,15.89,16.8,14.9,15.69,15.3,12.44,3.64,7.98,1.09
5489,彩富電子,41941708,1367984,689,30.65,31.95,30,30.45,30.5,13.80,6.49,1.31,2.06
5493,三聯科技,776288176,19778054,9926,39.24,42.15,37,38.79,39.1,7.10,3.04,51.63,1.82
5536,聖暉    ,2877824718,16787682,13075,171.42,184.5,159,169.8,178,10.10,2.99,40.42,3.51
6144,得利影視,1161343,102640,68,11.31,11.85,10.8,11.43,11.5,N/A,0,0.21,1.76
6146,耕興    ,694277106,9201425,6027,75.45,82.1,71.1,74.04,74.9,12.53,5.82,11.58,3.08
6151,晉倫科技,1404250867,22532416,9704,62.32,67.4,53.1,61.02,60.6,28.72,3.11,45.23,3.46
6179,世仰科技,18598710,1776642,887,10.46,11.25,9.86,10.17,10.2,N/A,0,3.18,1.1
6187,萬潤    ,551619853,15128020,7197,36.46,38.9,32.5,36.24,37.85,12.33,2.64,23.6,1.82
6238,勝麗國際,760773,71268,29,10.69,12.05,8.41,10.14,11.25,31.25,0,0.35,2.46
6275,元山科技,145053992,7093050,2897,20.45,21.5,18.95,20.09,19.9,31.09,0,14.89,1.62
6276,名鐘科技,160278136,15239463,3319,10.51,13.15,8.15,9.83,12.5,N/A,0,34.65,2.06
8047,星雲電腦,8962636,760925,389,11.77,12.4,11.2,11.77,11.6,32.22,0,1.5,1.1
8085,福華電子,59049554,6647868,2021,8.88,9.73,8.11,8.9,8.77,N/A,0,4.23,0.67
8092,建暐精密,14115942,1143889,396,12.34,13.15,11.9,12.33,12.6,42.00,0,4.04,1.07
8183,台灣精星,34267667,4569243,1468,7.49,7.92,7.23,7.53,7.57,63.08,0,3.94,0.57
8383,千附實業,2754837669,78342498,32590,35.16,38.9,29.8,33.69,32.5,17.02,1.53,68.95,1.51
1107,建台水泥,20728107,8477925,1010,2.44,2.69,2.07,2.31,2.36,N/A,0,2.7,-0.48
2381,華宇光能,9105219,6739444,1096,1.35,1.63,1.13,1.3,1.25,6.25,0,1.3,0.27
2396,精碟科技,488197,2527000,127,0.19,0.25,0.17,0.21,0.17,N/A,0,0.2,-0.06
4801,碼斯特  ,785871,71231,55,11.03,17.6,6.5,12.32,15.75,N/A,0,0.09,1.93
5204,得捷    ,687918,78874,43,8.72,9.54,8.35,8.71,9.4,40.87,0,0.21,1.59
5318,佳鼎科技,258212,54195,128,4.78,5.39,4.52,4.84,4.62,N/A,0,0.47,-0.31
,,,,,,,,,,,,,
