櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年03月 Mar. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 523,700,709,051元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,914,571筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,928,243,769股",,,,,,4. 成交量週轉率： 18.00%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
6217,中國探針,879938685,18593816,10435,47.32,53.3,40.5,46.4,46.4,23.79,0,42.63,3.74
6220,岳豐科技,64731094,4255139,1876,15.21,17.2,13.5,15.73,16.3,9.06,9.08,3.72,0.97
6242,聯豪科技,289066,92694,44,3.12,3.43,2.7,2.99,2.94,N/A,0,0.13,2.01
6248,沛波國際,44589019,3836085,1594,11.62,12.8,10,11.28,10.8,N/A,0,7.92,1.07
6250,宇加科技,8600826,296674,131,28.99,35.5,24.3,30.27,26,N/A,0,1.63,6.63
6266,泰詠電子,136321044,9238684,2849,14.75,15.25,13.4,14.59,14.75,8.63,0,13.29,0.89
6274,台燿科技,347632790,22277301,5838,15.6,16.55,14,15.68,15.6,11.39,1.28,9.53,0.83
6279,胡連精密,1053656933,14752619,9130,71.42,76.7,64,70.63,70.9,13.11,4.94,17.97,2.77
6284,佳邦科技,2776489418,76157015,29380,36.45,40.9,29,35.43,36.7,17.56,1.39,73.95,1.25
6290,良維科技,1253347966,31633638,13894,39.62,42.4,35.1,39.23,38.8,8.53,7.68,25.68,1.66
6292,迅德興業,213773928,6081590,3152,35.15,37.8,30.9,33.81,34.65,11.29,4.62,12.46,1.87
8042,金山電子,1011629745,19575241,9577,51.67,54.3,48.8,51.24,52.1,8.71,5.76,20.74,2.14
8043,蜜望實  ,135650848,6797378,2856,19.95,21.4,18.1,19.8,19.45,8.42,3.6,7.4,0.93
8074,鉅橡    ,137148599,8412373,2570,16.3,17.6,13.8,15.24,14.6,8.96,10.21,16.86,1.03
8080,奧斯特  ,75615802,6459697,2448,11.7,12.8,10.3,11.27,11.35,N/A,0,12.93,0.97
8091,翔名科技,520125411,8188111,4291,63.52,67.9,58.6,63.64,62.5,10.26,3.47,20.32,3.43
8093,保銳科技,58157074,4971726,2003,11.69,12.8,10.25,11.26,11.05,N/A,6.33,7.74,0.93
8109,博大科技,2388085150,39079953,22556,61.1,66,54.8,59.62,59.8,17.59,5.74,76.69,3.81
8121,越峰電子,17228069173,113536432,65966,151.74,173,128,149.67,152,50.84,0,97.95,8.85
8182,加高電子,512532828,19747001,8739,25.95,27.9,24.3,25.63,25,12.14,4,18.45,1.05
8287,英格爾  ,5702967525,24873442,16117,229.27,257,197,230.69,206.5,58.83,0.96,36.63,6.89
8289,泰藝電子,239452475,10533532,4524,22.73,24.3,20.15,22.34,22.45,9.05,3.74,14.14,1.14
8358,金居    ,491391533,19508906,7923,25.18,26.6,23.15,25.04,26.1,9.16,1.92,9.22,2.02
3224,三顧    ,22811164,2243720,1036,10.16,11.2,9,9.97,9.65,9.02,0,5.18,1.04
3232,昱捷    ,366648604,15916954,8192,23.03,25.65,18.7,22.14,21.3,9.68,0,50.42,2.08
3360,尚立    ,66458978,4345013,2155,15.29,17.4,12.8,15.37,15.1,14.95,3.31,8.64,0.97
3389,志遠    ,590126750,21629241,9906,27.28,30.5,23.5,27.25,27,6.84,7.78,29.83,1.69
3444,利機企業,57198017,1836584,1206,31.14,33.8,28.05,30.67,30.5,13.74,6.56,5.42,2.03
5467,聯福生  ,1456125,287972,206,5.05,5.56,4.49,5.11,5.09,18.85,0,0.26,1.33
6113,亞矽科技,75971652,3929527,1867,19.33,22.7,17.05,19.77,18.6,6.53,0,7.07,1.41
6118,建達國際,121200590,6545030,3182,18.51,20.1,16,17.88,17.35,38.56,3.46,7.2,1.56
6135,佳營電子,77381422,5383907,2023,14.37,15.3,13,14.21,14,8.70,0,7.07,1.4
6154,順發電腦,160011542,6274069,3075,25.5,27.8,22.3,24.15,25.35,10.65,5.92,7.83,1.69
6171,亞銳士  ,11766847,1193810,474,9.85,10.4,9.4,10,9.78,489.00,0,4.36,0.84
6195,詩肯    ,186195496,5116610,2600,36.39,41.3,30.5,35.45,35.8,22.66,0,13.48,2.79
6227,茂綸    ,51715365,3068175,1466,16.85,18,15.3,16.54,16.15,8.16,6.19,4.03,1.01
6259,百徽    ,88231320,6708480,2689,13.15,14.8,10.45,12.06,11.05,24.02,0,9.67,1.57
6265,方土昶  ,60147248,6249090,2087,9.62,10.55,8.87,9.61,9.13,13.43,0,5.13,0.68
6270,倍微科技,113009273,4697522,2329,24.05,25.3,21.9,23.93,24.05,10.37,8.27,6.25,0.86
8032,光菱電子,134750582,4461245,2375,30.2,33.15,27,30.25,28.2,7.81,3.55,8.61,1.42
8067,志旭國際,13095341,1157784,522,11.31,12.15,10.4,11.16,11,N/A,0,2.59,1.21
8068,全達國際,126471431,2238274,1711,56.5,60.5,51,55.92,56.1,N/A,0,7.3,7.98
8096,擎亞國際,7060860503,111068987,59394,63.57,70,53.6,62.09,63,17.80,2.7,118.82,3.55
3083,中華網龍,2208336954,13071851,10795,168.93,184,156,167.04,168.5,16.90,6.29,14.78,6.28
3085,久大資訊,200843283,13314335,5664,15.08,16.25,12.3,14.46,15,N/A,0,28.21,1.44
3086,華義國際,324289814,12205034,6793,26.57,28.9,23.5,26.38,27,17.20,0,17.36,2.74
3293,鈊象電子,673527957,4932824,4343,136.54,146,123.5,135.97,136.5,9.23,8.41,7.01,3.31
3546,宇峻奧汀,1217392453,7749976,6869,157.08,171,138,156.84,159.5,12.09,4.74,23.99,4.55
3570,大塚資訊,14479990,432421,305,33.48,35.95,30.1,33.04,32.75,12.79,4.27,2.59,1.44
3664,KY安瑞  ,104523403,2760720,1437,37.86,42.25,31.6,36.64,33.3,18.10,0,4.05,1.8
3687,歐買尬  ,640056017,4464617,2769,143.36,152,128.5,143.63,145,33.33,4.48,21.4,7.01
5201,凱衛資訊,13314574,941326,482,14.14,15.7,12.6,14.08,13.5,10.63,0,3.07,1.4
5202,力新國際,215002998,17277804,6231,12.44,13.8,11.3,12.23,11.6,21.09,0,28.47,1.08
5206,經緯科技,339019,214829,110,1.57,1.71,1.34,1.52,1.58,N/A,0,0.47,1.05
5209,新鼎系統,142756900,2363941,1668,60.38,65.5,53.5,60.37,60.2,11.49,4.95,10.84,3.23
5210,寶碩    ,126859035,11169515,4562,11.35,12.15,10.05,11.11,11.15,25.34,4.48,16.47,0.93
5211,蒙恬科技,1695094022,20316060,13742,83.43,89.7,73.1,80.03,77.9,24.04,2.57,63.44,4.47
5212,凌網科技,69272841,3249704,887,21.31,23.2,18.2,20.09,22.6,N/A,0,9.41,2.41
5310,天剛資訊,23226367,612352,528,37.92,40.9,34.65,37.96,36.3,95.53,4.13,3.15,1.59
5403,中菲    ,76770816,3190859,1209,24.05,24.9,22.35,24.1,24.4,12.08,7.25,5.79,1.79
5410,國眾電腦,309740186,17736748,8059,17.46,19.4,14.8,16.94,16.5,8.78,1.82,20.94,1.39
5478,智冠    ,2555784437,23389664,17244,109.26,117.5,100,108.91,113.5,12.13,5.46,18.34,2.82
6111,大宇資訊,5112514,229705,143,22.24,25.7,19.85,22.63,21.45,N/A,0,0.63,3.33
6140,訊達電腦,28138112,2117922,1152,13.28,15.1,11.2,12.9,12.1,19.84,0,5.94,1.03
6148,驊宏資通,68094937,8956343,2800,7.6,8.3,6.57,7.43,7,87.50,0,10.18,0.78
6169,昱泉國際,183265458,3318719,2763,55.22,62.5,48,53.84,51.4,N/A,17.32,11.77,2.23
6180,橘子    ,676777154,16331809,10399,41.43,44.4,37.5,41.38,42.15,35.72,3.08,9.79,2.45
6183,關貿網路,75593865,3978899,1040,18.99,19.8,18.5,19.2,19.15,18.77,3.86,2.65,1.56
6221,晉泰科技,207455532,12148328,3734,17.07,18.5,14.65,16.05,15.95,19.69,0,37.71,1.17
6231,系微    ,4790079281,29904082,19083,160.18,179.5,138,159.06,168.5,29.77,3.44,79.21,9.55
6240,松崗    ,73378966,1437201,1318,51.05,64.3,40.5,49.36,45.05,N/A,0,11.32,7.65
8044,網路家庭,3781243681,19964359,13848,189.39,216,166.5,185.76,181.5,37.19,1.12,34.09,12.25
8099,大世科  ,103541129,4082486,2132,25.36,27.15,23.1,25.26,24.1,10.76,7.14,6.08,1.75
1785,光洋科技,3877452157,57440899,31242,67.5,71.2,60.7,67.03,68.6,12.41,5.8,19.15,2.51
3064,泰偉電子,1493374157,23271924,13765,64.17,72.2,56.2,62.66,61.9,N/A,0,35.02,3.96
3067,全域    ,3234550,116000,104,27.88,28.9,26.3,28.1,27.5,11.32,0,0.4,2
3093,台灣港建,73497969,1068104,787,68.81,71.9,64,68.38,68.7,8.73,4.37,2.94,2.73
3131,弘塑科技,1966345884,19083318,13550,103.04,115,87.1,100.46,103,12.67,2.43,86.74,5.41
3289,宜特科技,283100289,9700928,4942,29.18,31,26.5,28.66,30,N/A,0,14.13,1.62
3303,岱稜    ,407174558,18190152,7983,22.38,24.4,19.8,21.43,20.1,N/A,4.08,22.62,0.95
3324,雙鴻科技,692048982,25048656,10930,27.62,29.9,23.25,26.71,26,27.66,0,45.09,2.24
3373,熱映光電,178885091,6773489,3658,26.4,29.05,22.2,24.81,23.9,10.30,7.95,22.29,1.54
3402,漢科    ,279938691,11051120,4682,25.33,26.95,23.25,24.91,26.45,25.19,2.38,16.99,1.51
3466,致振企業,46845201,1786377,1109,26.22,28.9,24,25.84,24.95,10.62,8.02,2.86,0.95
3498,陽程    ,714564849,23730175,11256,30.11,33.55,25.6,28.77,27.1,N/A,2.77,34.88,1.19
3508,位速    ,2197884689,31575817,17305,69.6,75.7,61.8,68.18,71.1,136.73,0,34.01,2.42
3541,西柏科技,181758549,4700255,1686,38.66,40.75,36,38.16,38.4,10.11,4.56,14.25,2.42
3551,世禾科技,253987780,6294485,3731,40.35,43,36,39.17,37.6,9.84,5.32,13.15,1.07
3552,同致電子,379248832,3314826,2335,114.4,125,101.5,112.41,110,16.62,2.18,5.47,4.45
3563,牧德科技,405852364,8826449,5296,45.98,49.2,40.3,45.28,45.25,16.82,1.1,34.54,3.13
3580,友威科  ,161461983,8019742,3632,20.13,22,17,19.56,19.8,49.50,3.03,17.96,0.88
3587,閎康科技,115370618,3913866,1855,29.47,33.4,26,28.88,29.1,14.48,0,9.81,1.55
3628,盈正    ,1637606901,7164141,6358,228.58,248,204,228.56,226.5,14.32,1.32,15.92,5.38
4415,美嘉生電,172866338,3608982,2621,47.89,54.5,42,47.98,43.6,13.67,0,13.03,4.23
5205,漢康科技,1452943616,19825444,9528,73.28,83,62,72.58,77.4,40.10,1.42,80.11,4.3
5383,金利    ,123473855,7294658,3164,16.92,18.4,14.85,16.93,16.8,12.09,2.98,10.52,1.27
5452,佶優科技,465801683,28347838,9819,16.43,17.7,14.15,15.91,15.95,11.56,3.45,21.94,1.15
5489,彩富電子,84895992,2642715,1257,32.12,33.5,30.5,32.12,31.7,11.24,6.25,2.51,2.16
5493,三聯科技,774935704,21263593,9594,36.44,40.2,31.6,35.21,35.4,7.78,3.39,55.51,1.83
5536,聖暉    ,2806546829,17565565,13005,159.77,171,143,158.39,169,10.56,2.96,42.29,4.56
6144,得利影視,4271384,339392,164,12.58,13.5,11.55,12.48,12.45,N/A,0,0.7,1.83
6146,耕興    ,149149807,2270096,1761,65.7,68,62.5,65.96,65.9,10.77,6.37,2.86,3
6151,晉倫科技,1033038314,16479539,9116,62.68,69.9,54.5,62.65,60.5,18.56,3.17,33.08,4.15
6179,世仰科技,29083825,2688535,1392,10.81,12.3,8.91,10.44,10.3,N/A,0,4.81,1.02
6187,萬潤    ,419285920,11726576,6109,35.75,39.4,30.55,34.56,32.9,8.52,3.01,18.36,1.63
6238,勝麗國際,213750,16201,23,13.19,14.85,11.75,13.51,12.3,6.83,0,0.08,2.75
6275,元山科技,468807137,20978691,8035,22.34,25.75,17.8,21.37,20.05,20.05,0,44.27,1.69
6276,名鐘科技,9469101,1474994,478,6.41,6.72,5.63,6.38,6.5,N/A,0,3.35,0.94
8047,星雲電腦,12229479,952890,551,12.83,13.7,12.2,12.95,12.65,23.87,0,1.88,1.15
8085,福華電子,227286829,21910964,6310,10.37,11.35,8.85,10.07,9.91,N/A,0,13.93,0.7
8092,建暐精密,22082625,1804387,517,12.23,13.3,11.2,12.27,12.25,64.47,0,6.37,1.03
8183,台灣精星,46812857,5818095,2008,8.04,8.71,7.31,7.92,7.64,19.59,0,5.01,0.55
8383,千附實業,1846926785,58136654,26242,31.76,34.9,28,30.88,30.9,16.70,1.62,51.16,1.53
1107,建台水泥,7735578,3556905,588,2.17,2.4,1.85,2.2,1.98,N/A,0,1.13,N/A
2381,華宇光能,4215219,2896042,777,1.45,1.56,1.3,1.46,1.45,N/A,0,0.56,0.67
2396,精碟科技,6749165,18090616,881,0.37,0.41,0.35,0.37,0.36,N/A,0,1.42,N/A
4801,碼斯特  ,120531,28469,17,4.23,5.3,3.6,4.41,3.6,N/A,0,0.04,1.83
5204,得捷    ,2945924,337503,93,8.72,9.9,8.2,9.01,8.3,14.31,0,0.88,1.39
5318,佳鼎科技,351197,65923,136,5.37,6.75,4.88,5.47,5,N/A,0,0.57,N/A
,,,,,,,,,,,,,
