櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年04月 Apr. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 375,300,588,732元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,686,830筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 8,764,672,186股",,,,,,4. 成交量週轉率： 13.20%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,週轉率（%）　　Turnover Rate,淨值比  （%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
6207,雷科    ,870097413,17225879,8364,50.51,53,47.6,49.26,49,14.33,3.36,22.98,2.68
6208,日揚科技,290161558,20335432,5501,14.26,15.2,13.7,14.19,14.75,8.83,0,18.33,1.06
6210,慶生電子,257882411,4531711,2218,56.9,59,53,56.57,54,11.16,1.85,13.56,2.99
6211,福登    ,31927957,1418614,815,22.5,24.75,20.15,21.84,21.4,13.90,0,3.53,0.76
6217,中國探針,262329719,5721512,3644,45.84,49.7,42.05,45.13,42.5,28.15,0,13.14,3.26
6220,岳豐科技,33043638,2067039,1031,15.98,16.45,15.05,15.88,15.3,33.26,9.36,1.99,0.94
6242,聯豪科技,1040792,378247,66,2.75,3.2,2.55,2.78,3.2,N/A,0,0.92,2.34
6248,沛波國際,23958695,2225903,872,10.76,11.3,10.2,10.72,10.55,N/A,0,4.6,1.07
6250,宇加科技,8176934,305633,156,26.75,29.9,23.6,26.65,26.5,29.78,0,3.14,5.12
6266,泰詠電子,54369191,3658822,1065,14.85,15.4,14.55,14.74,14.65,15.26,0,5.77,0.9
6274,台燿科技,235960794,14839818,4359,15.9,16.35,15.45,15.82,15.75,9.32,1.25,6.49,0.83
6279,胡連精密,973165868,13209054,8440,73.67,76,69.7,72.96,72.3,15.32,4.74,16.12,2.65
6284,佳邦科技,1663077117,42073925,17181,39.52,42.8,36.5,38.45,41.45,22.28,1.23,40.88,1.44
6290,良維科技,400949646,10655616,5308,37.62,39.65,35.6,37.53,36,11.21,8.09,8.68,1.54
6292,迅德興業,95628895,2738301,1651,34.92,35.55,33.8,34.83,35.5,8.83,4.65,5.61,1.78
8042,金山電子,903339471,17081261,7634,52.88,55,50.3,52.25,52.3,10.67,5.62,18.11,1.97
8043,蜜望實  ,74487929,3761935,1461,19.8,20.35,19,19.79,19.2,10.61,3.57,4.1,0.89
8074,鉅橡    ,28184222,1879753,891,14.99,15.4,14.5,15.05,15.2,13.57,9.67,3.77,1.07
8080,奧斯特  ,17501256,1562009,684,11.2,11.7,10.6,11.17,10.75,179.17,0,3.13,0.92
8091,翔名科技,602795796,9199437,5245,65.52,68.3,62,65.14,66.7,10.02,3.31,22.77,2.89
8093,保銳科技,28383381,2538033,883,11.18,11.9,10.65,11.1,10.65,N/A,6.42,3.95,0.92
8109,博大科技,1469120693,24083626,13598,61,64.8,56.8,59.33,62.4,13.96,5.49,47.28,3.54
8121,越峰電子,7471404121,54365535,35659,137.42,155.5,114.5,137.71,114.5,12.50,0,46.94,4.89
8182,加高電子,175488966,6904065,2923,25.41,26.2,24.4,25.26,24.4,15.06,3.98,6.45,1.01
8287,英格爾  ,6668591057,43908136,24323,151.87,216,106,161.86,106,25.12,1.74,64.78,3.4
8289,泰藝電子,100309791,4434103,1802,22.62,23.2,22,22.47,22.1,10.94,3.76,5.95,1.1
8358,金居    ,537260730,20929784,7999,25.66,26.8,23.6,25.12,23.6,8.97,2.08,9.9,1.74
3224,三顧    ,26755005,2602000,1161,10.28,10.95,9.65,9.97,9.9,16.23,0,6.03,1.15
3232,昱捷    ,160977395,7480072,4018,21.52,23.2,19.7,21,21.3,16.77,0,23.78,2.07
3360,尚立    ,301105373,17175065,6865,17.53,18.8,15,16.62,17,45.95,2.88,34.28,1.12
3389,志遠    ,545319610,18933469,8267,28.8,30.5,27.25,28.38,29.25,9.06,7.04,26.15,1.74
3444,利機企業,27024072,871969,495,30.99,32.2,30.05,30.93,30.95,12.00,6.45,2.58,1.91
5467,聯福生  ,814180,170493,121,4.77,5.39,4.41,4.9,4.83,161.00,0,0.15,1.25
6113,亞矽科技,84632354,4543974,2153,18.62,20.1,16.95,18.18,17.9,11.05,0,8.71,1.35
6118,建達國際,53223850,3044277,1562,17.48,18.35,16.7,17.37,16.9,187.78,3.55,3.35,1.5
6135,佳營電子,261721027,16768360,6011,15.6,16.6,13.85,15.3,14.2,17.32,0,22.07,1.47
6154,順發電腦,150438651,5806228,2710,25.9,26.65,25.2,25.66,25.65,9.87,5.81,7.26,1.56
6171,亞銳士  ,35087343,3315874,1290,10.58,11,9.8,10.34,10.3,1030.00,0,12.55,0.88
6195,詩肯    ,135423168,3524475,1735,38.42,40.9,35.6,37.81,39.5,14.68,0,9.28,2.59
6227,茂綸    ,16899540,1044118,558,16.18,16.7,15.9,16.13,16,15.69,6.19,1.67,0.99
6259,百徽    ,13473770,1200000,596,11.22,11.65,11,11.25,11.1,33.64,0,2.12,1.56
6265,方土昶  ,44143373,4851833,1649,9.09,9.35,8.8,9.08,8.93,63.79,0,8.95,0.7
6270,倍微科技,89901392,3734272,1629,24.07,24.6,23.7,24.02,23.75,10.06,8.29,5.36,0.71
8032,光菱電子,76728182,2736333,1440,28.04,29,27.3,27.85,27.8,7.79,3.61,5.61,1.33
8067,志旭國際,18908884,1597816,657,11.83,12.55,10.45,11.15,12.55,N/A,0,3.57,1.44
8068,全達國際,150381826,2677900,1697,56.15,59.4,53,55.12,54.7,N/A,0,8.77,8.35
8096,擎亞國際,5513244017,82829304,43965,66.56,70.7,61.6,65.65,64.5,14.05,2.63,92.63,3.25
3083,中華網龍,980845469,5756593,4844,170.38,176.5,164,169.44,166,18.82,6.18,6.89,5.12
3085,久大資訊,83572560,5578951,2118,14.97,15.75,14.2,14.72,14.2,67.62,0,8.05,1.43
3086,華義國際,261592118,9186899,5113,28.47,29.85,26.7,28.38,28.85,14.43,0,13.08,2.76
3293,鈊象電子,310411824,2226420,2129,139.42,143,132,138.57,138.5,13.09,8.17,3.29,2.97
3546,宇峻奧汀,572735489,3592510,3303,159.42,169.5,148.5,158.1,154.5,21.49,4.8,11.14,4.22
3570,大塚資訊,76582382,2003230,1054,38.22,41.3,33,37.18,41.15,11.66,3.58,12.08,1.66
3664,KY安瑞  ,28230245,850607,545,33.18,35.5,30.55,32.96,31,N/A,0,1.27,1.67
3687,歐買尬  ,821454833,5624486,3540,146.04,153,137.5,145.89,150,32.89,4.34,27.05,3.99
4965,商店街  ,632689819,2857603,2420,221.4,245.5,182,218.25,187,66.31,0,23.94,7.48
5201,凱衛資訊,16693366,1174472,615,14.21,15.75,12.75,13.33,14.2,25.82,0,5.86,1.5
5202,力新國際,83797218,7409618,2954,11.3,12,10.5,11.26,11.1,22.20,0,13.21,1.05
5206,經緯科技,12972264,3245411,638,3.99,5.22,1.68,3.15,5.22,N/A,0,7.11,5.12
5209,新鼎系統,101374015,1589096,1086,63.79,67.4,60,63.4,64,12.17,4.52,7.37,3.03
5210,寶碩    ,72470707,6295050,2444,11.51,12.1,11,11.45,11.4,21.11,4.23,9.53,0.93
5211,蒙恬科技,408239147,5285248,4296,77.24,80.7,73,76.76,73.8,25.27,2.63,16.61,4
5212,凌網科技,47919694,2325479,1178,20.6,23.3,18.8,20.32,18.85,26.93,0,7.02,1.75
5310,天剛資訊,24090548,641729,453,37.54,39.9,35.55,37.07,38,21.84,3.94,3.31,1.56
5403,中菲    ,53042110,2167287,940,24.47,25.6,24,24.32,24.15,14.55,7.19,4.01,1.8
5410,國眾電腦,206653282,12211203,5719,16.92,18.1,15.65,16.43,16.15,9.50,1.73,14.46,1.34
5478,智冠    ,1332130447,11468880,8280,116.15,121,111,115.55,114.5,13.44,5.27,9.16,2.62
6111,大宇資訊,4531612,192353,153,23.56,26.7,20.65,23.25,23.8,N/A,0,1.42,4.82
6140,訊達電腦,16847146,1354360,698,12.43,13.1,11.85,12.36,12.5,13.89,0,3.81,1.04
6148,驊宏資通,26850531,3786066,1383,7.09,7.45,6.86,7.05,7.3,N/A,0,4.39,0.84
6169,昱泉國際,83878687,1643369,1411,51.04,53,49,50.82,50.3,116.98,17.8,6.23,2.14
6180,橘子    ,1071256138,23209353,12864,46.15,48.9,42,45.78,45.95,30.23,2.71,13.99,2.5
6183,關貿網路,85902657,4361976,926,19.69,20.2,19.15,19.71,19.6,16.90,3.74,3.04,1.54
6221,晉泰科技,99807776,5845166,2499,17.07,18.2,16,16.98,17.2,9.05,0,18.79,1.18
6231,系微    ,1695611655,11271809,8201,150.42,175,138.5,149.57,141.5,17.62,4.09,30.56,6.29
6240,松崗    ,30629737,808828,695,37.86,48.2,29.3,39.22,31.75,N/A,0,6.37,6.27
8044,網路家庭,2302163769,11562266,8336,199.11,218,181,192.81,185,25.87,1.03,19.77,9.03
8099,大世科  ,43381916,1775864,869,24.42,25.3,24,24.36,24.15,11.61,7.02,2.66,1.66
1785,光洋科技,5049175647,70191358,35237,71.93,74.5,68.4,71.21,69.2,12.84,5.48,23.47,2.31
3064,泰偉電子,1759298608,24958391,14430,70.48,77.5,62,69.17,66.9,N/A,0,37.57,4.86
3067,全域    ,1615303,58207,57,27.75,28.6,27.45,27.79,27.8,11.08,0,0.21,1.92
3093,台灣港建,55919088,820008,582,68.19,69.8,66.6,68.21,67.3,8.64,4.45,2.27,2.55
3131,弘塑科技,822983444,7942193,5775,103.62,108.5,97.1,102.53,103,8.83,2.5,36.66,3.71
3289,宜特科技,772342240,23423210,9508,32.97,35.3,29.7,32.11,32.7,22.09,0,34.15,1.74
3303,岱稜    ,231487392,10534201,5031,21.97,23.6,20.1,21.61,22.4,N/A,3.76,13.29,1.17
3324,雙鴻科技,263969441,10229433,3953,25.8,27.3,24.15,25.55,25.65,23.75,0,18.46,2.1
3373,熱映光電,59445983,2565826,1364,23.16,23.85,22,22.92,22.3,13.85,8.35,8.45,1.41
3402,漢科    ,195968396,7284957,3045,26.9,27.75,25.25,26.81,27.5,8.31,2.32,11.23,1.42
3466,致振企業,98188821,3666498,1990,26.78,28.45,24.3,25.56,25.5,19.03,7.28,5.92,0.98
3498,陽程    ,122593129,4596823,2701,26.66,28.85,23.8,26.42,23.85,N/A,3.14,6.77,1.09
3508,位速    ,1161509369,16125741,9263,72.02,77.1,66.7,71.61,70.5,71.94,0,17.38,2.38
3541,西柏科技,85061760,2236051,968,38.04,40,36,38.16,36.15,10.95,4.84,6.8,2.12
3551,世禾科技,66079599,1766633,1095,37.4,38.5,36.8,37.52,38.05,10.66,5.33,3.73,1.01
3552,同致電子,224526608,2036434,1470,110.25,119,106,110.1,109,18.54,2.22,3.4,3.55
3563,牧德科技,1621471242,27098220,17265,59.83,69,45.05,59.48,66.8,20.88,0.75,106.11,3.82
3580,友威科  ,54406975,2747165,1144,19.8,20.6,18.85,19.68,20.1,N/A,2.98,6.16,0.96
3587,閎康科技,74460409,2479920,1228,30.02,31.45,28.75,29.78,30.3,12.02,0,6.18,1.51
3628,盈正    ,995129910,4809002,4257,206.93,234,184.5,210.18,185,12.91,1.5,11.44,4.18
4415,美嘉生電,75277353,1746511,1396,43.1,46.5,38.15,43.47,38.3,N/A,0,7.35,4.2
5205,漢康科技,758476182,9968686,5634,76.08,82.5,71,75.97,74.1,336.82,1.48,42.76,4.42
5383,金利    ,107232649,6059478,2387,17.69,18.6,16.4,17.2,17.95,19.73,2.87,9.32,1.35
5452,佶優科技,294305340,18020234,6909,16.33,17.15,15.5,16.1,16.05,13.05,3.29,14.01,1.15
5489,彩富電子,75461353,2385678,971,31.63,33,30.95,31.52,31.35,14.19,6.31,2.4,2.12
5493,三聯科技,355115130,9705013,4417,36.59,38.05,34.7,35.71,37.3,6.77,3.37,25.63,1.74
5536,聖暉    ,2490584916,14510068,11767,171.64,185,158,168.52,161.5,9.16,3.09,35.43,3.18
6144,得利影視,1028813,84631,59,12.15,12.85,11.5,12.24,11.8,N/A,0,0.29,1.8
6146,耕興    ,771571156,10408394,5770,74.12,80.6,65.3,69.44,76.8,12.84,6.1,13.17,3.16
6151,晉倫科技,874078800,14665571,6344,59.6,62.9,54.5,59.15,54.5,25.83,3.31,29.63,3.11
6179,世仰科技,19104458,1815615,894,10.52,11,10,10.28,11,N/A,0,3.49,1.19
6187,萬潤    ,123912075,3677356,2125,33.69,34.7,32.35,33.6,33.1,10.78,3,6,1.59
6238,勝麗國際,438859,43373,36,10.12,11.75,8.85,10.04,8.94,24.83,0,1.41,1.96
6275,元山科技,389744846,16946103,6472,22.99,25.25,19.9,21.63,21.15,33.05,0,36.22,1.72
6276,名鐘科技,57070580,7023988,1451,8.12,9.05,6.42,7.25,8.89,N/A,0,16.65,1.46
8047,星雲電腦,8086740,636331,384,12.7,13.4,12.25,12.79,12.9,35.83,0,1.26,1.22
8085,福華電子,99027637,9777313,2715,10.12,10.45,9.72,9.99,9.72,N/A,0,6.23,0.74
8092,建暐精密,12573726,1026387,407,12.25,13,11.85,12.26,11.95,39.83,0,3.62,1.01
8183,台灣精星,30326298,3884557,1371,7.8,8.1,7.58,7.77,7.77,64.75,0,3.36,0.58
8383,千附實業,1433281213,43983411,19874,32.58,34.7,30.1,32.18,33.3,17.43,1.5,38.74,1.55
1107,建台水泥,5106690,2504758,513,2.03,2.2,1.91,2.04,2.2,N/A,0,0.8,-0.45
2381,華宇光能,4299217,3181078,957,1.35,1.48,1.21,1.35,1.21,6.05,0,0.62,0.26
2396,精碟科技,4041339,12143413,739,0.33,0.37,0.26,0.33,0.26,N/A,0,0.95,-0.09
4801,碼斯特  ,91536,21335,21,4.3,7.06,2.78,3.83,6.98,N/A,0,0.63,0.86
5204,得捷    ,2326766,257408,72,9.03,9.7,8.3,9.21,9.59,41.70,0,2.22,1.62
5318,佳鼎科技,171614,34496,126,5.04,5.28,4.64,5.05,5.1,N/A,0,0.3,-0.34
,,,,,,,,,,,,,
