櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
100年11月 Nov. 11,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 247,439,664,390元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,951,773筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 7,075,106,374股",,,,,,4. 成交量週轉率： 10.48%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5457,宣德    ,33023385,6081994,1382,5.42,6.33,4.65,5.53,4.75,N/A,0,2.6,0.73
5460,同協電子,42077364,4090507,1656,10.28,11.1,8.95,10.02,9.45,12.95,6.34,5.68,0.75
5464,霖宏科技,15926937,736244,507,21.63,22.8,19,21.27,20.15,13.08,4.96,1.23,1.18
5475,德宏工業,211413088,22745499,6139,9.29,11.1,7.08,9.32,7.3,20.28,6.84,10.6,0.57
5480,統盟電子,133150070,13392085,4462,9.94,11.1,8.29,9.33,8.76,67.38,12.55,7.48,0.58
5481,華韡電子,36717708,3449157,898,10.64,11.85,7.58,9.83,8.31,N/A,0,3.37,0.44
5488,松普科技,22630774,3404785,1105,6.64,7.71,5.71,6.76,5.85,N/A,0,3.72,0.37
5491,連展科技,155287313,15043736,5421,10.32,11.35,8.3,9.98,8.85,N/A,2.82,7.86,0.49
5498,凱崴    ,197928721,17765917,3811,11.14,12,10.05,10.83,10.95,109.5,0,11.17,1.07
6101,弘捷    ,14284441,793807,453,17.99,19.4,14.45,16.8,14.9,40.27,0,1.39,1.49
6107,華美電子,328180017,4467694,2388,73.45,85,66,72.81,84.5,N/A,0,8.12,12.98
6114,翔昇電子,340355,106951,64,3.18,3.91,2.91,3.33,3.79,N/A,0,0.23,1.75
6124,業強科技,57660666,2204431,530,26.15,31.7,22.8,28.71,27.5,250,0,1.21,1.87
6126,信音企業,162004086,7330238,3268,22.1,24.2,18.75,21.59,20.7,11.69,12.07,7.09,1.31
6127,九豪精密,96544754,9869847,3447,9.78,11.55,7.61,9.92,9,9.57,5.77,11,0.58
6134,萬旭電業,83515824,5962731,2832,14,16.45,10.7,13.75,11.7,N/A,4.27,7.2,0.63
6158,禾昌興業,130328547,6409269,3380,20.33,23.2,16.95,20.21,17.3,9.11,13.87,5.59,0.59
6173,信昌電陶,161587690,14149272,5951,11.42,13.55,8.6,11.44,9.03,17.04,15.39,7.6,0.65
6174,安碁科技,82878787,9281562,2937,8.92,9.39,8.39,8.9,8.7,41.43,2.87,18.56,0.84
6175,立敦科技,375182199,18025674,7055,20.81,24.1,15.7,20.24,17,6.23,3.05,16.68,1.08
6185,幃翔精密,20629941,1543459,778,13.36,15.3,11.8,13.59,12.1,9.92,22.23,1.55,0.7
6194,育富電子,100021396,4588365,2455,21.79,23.4,20,21.66,20.55,8.32,9.73,4.12,0.77
6203,海韻電子,71344363,2070009,1458,34.46,39,30.6,34.54,30.7,10.23,11.4,2.72,2.01
6204,台灣艾華,15585402,647564,443,24.06,25.6,22.7,23.66,23,9.43,9.56,1.76,1.09
6207,雷科    ,166901280,5335572,2444,31.28,34.7,25.9,30.87,27,9.22,10.92,6.34,1.47
6208,日揚科技,634078507,43648203,14152,14.52,17.3,11.1,14.01,12.2,5.42,4.09,37.92,0.81
6210,慶生電子,141730939,3372022,1135,42.03,43.9,37.15,41.4,39.6,9.9,10.1,9.62,2.46
6211,福登    ,13172159,966056,544,13.63,17.45,10.4,14.41,10.55,N/A,0,2.32,0.38
6217,中國探針,530415926,15493155,9151,34.23,37.75,27.9,32.85,28.75,15.29,1.39,34.37,1.97
6220,岳豐科技,168373354,12498322,5010,13.47,16.15,10.4,13.42,10.9,36.33,2.29,10.77,0.64
6242,亨豐科技,1816395,116266,85,15.62,16.7,14.55,16.15,15.5,N/A,0,0.83,2.73
6248,沛波國際,19290540,2474221,722,7.79,9,6.51,7.73,6.69,N/A,0,5.11,0.75
6250,宇加科技,3084865,141743,84,21.76,24.4,17.7,21.64,20.25,12.05,0,0.78,3.59
6266,泰詠電子,11066109,1278250,580,8.65,9.24,7.8,8.67,8.2,22.16,15.36,1.72,0.53
6274,台燿科技,75711782,7208090,2145,10.5,11.6,8.7,10.42,9.21,11.1,8.68,3.08,0.48
6279,胡連精密,360249688,7620348,5645,47.27,51.4,41.9,46.61,46.8,12.35,8.52,8.81,1.87
6284,佳邦科技,103230885,5255732,2264,19.64,23.2,16.6,20.88,16.65,15,9.6,5.29,0.59
6290,良維科技,452141558,16298811,6500,27.74,29.5,24.8,27.51,27.95,26.37,8.94,13.07,1.26
6292,迅德興業,28055301,1220678,744,22.98,24.45,20.85,22.81,21.1,6.41,13.74,2.54,1.12
8042,金山電子,484938730,14686524,7266,33.01,36.7,27.55,31.62,28.2,6.48,14.18,15.89,1.07
8043,蜜望實  ,100847530,5753171,2466,17.52,18.4,15.3,16.98,15.9,7.4,5.34,6.26,0.74
8074,鉅橡    ,13112216,1227995,544,10.67,11.45,9.55,10.55,10,14.93,10,2.3,0.72
8080,奧斯特  ,13365771,1411767,545,9.46,10.55,7.82,9.34,7.93,36.05,0,2.83,0.65
8091,翔名科技,218369694,4269521,2260,51.14,56.2,44.8,50.35,45.8,6.98,11.72,10.15,2.1
8093,保銳科技,3147713,402940,229,7.81,8.48,7.11,7.94,7.11,N/A,0,0.63,0.64
8109,博大科技,102168157,2626772,1636,38.89,41.7,36,38.83,36.35,8.87,9.57,4.37,2.38
8121,越峰電子,3240332090,66261811,38606,48.9,58.6,35.5,47.09,38.6,7.08,12.77,40.36,2.25
8182,加高電子,54439251,3761111,1531,14.47,15.8,12.05,14.3,12.9,11.32,9.3,3.51,0.53
8287,英格爾  ,1306358181,18754657,11363,69.65,75.5,60.5,69.73,63.3,21.17,6.16,20.44,2.56
8289,泰藝電子,46829759,3261660,1301,14.35,15.6,12.3,13.92,12.75,9.24,11.76,4.29,0.65
8291,尚茂    ,22795643,2613586,777,8.72,9.3,7.25,8.44,7.88,56.29,8.5,3.44,0.74
8358,金居    ,75639199,7021052,2591,10.77,11.8,8.61,10.14,9.02,27.33,15.52,3.32,0.76
3224,三顧    ,12541754,1865777,673,6.72,7.2,5.8,6.28,6.2,N/A,0,4.44,0.73
3232,昱捷    ,24520759,2393139,679,10.24,11.45,7.4,10.02,8,57.14,0,5.76,0.76
3360,尚立    ,42261075,4186006,1656,10.09,11.2,8.3,9.88,9.14,N/A,5.36,8.32,0.61
3389,志遠    ,87869940,4198419,2043,20.92,22.3,19.5,20.86,19.8,7.47,13.63,5.68,1.25
3444,利機企業,54310076,2332958,1374,23.27,25.55,20,22.6,20.5,8.04,9.75,6.26,1.36
3528,安馳    ,15614606,558471,440,27.95,30.2,25.1,28,26.6,7.89,10.03,1.19,1.38
5467,聯福生  ,1666028,608876,111,2.73,3.33,2.11,2.72,2.53,42.17,0,0.55,0.66
6113,亞矽科技,29443068,2554921,1187,11.52,13,9.11,11.48,9.97,8.59,0,4.59,0.7
6118,建達國際,35009779,2866077,1605,12.21,13.8,9.9,12.17,10.75,71.67,2.32,3.15,0.96
6135,佳營電子,80482234,8588495,2213,9.37,9.99,8.71,9.37,9.51,N/A,0,11.27,1.01
6154,順發電腦,34827768,1464440,877,23.78,24.25,23.3,23.83,23.65,9.17,8.45,1.83,1.53
6171,亞銳士  ,111281287,7866263,2756,14.14,15.6,12.1,12.99,14.45,N/A,0,28.76,1.25
6227,茂綸    ,16923899,1548723,619,10.92,11.9,9.3,10.99,9.68,15.37,8.26,2.03,0.62
6259,百徽    ,8401124,1101878,519,7.62,8.19,6.8,7.61,7.24,241.33,0,1.58,1.02
6265,方土昶  ,18194991,2623890,971,6.93,7.49,6,6.85,6,N/A,0,2.16,0.47
6270,倍微科技,45769416,3050900,1275,15,16.15,12.9,14.49,13.15,10.69,15.2,4.06,0.44
8032,光菱電子,17848970,609051,312,29.3,32.35,27,29.54,28,9.03,4.28,1.18,1.28
8067,志旭國際,9022329,1019956,456,8.84,9.66,7.8,8.38,7.98,N/A,0,2.28,1.07
8068,全達國際,14755200,613000,472,24.07,29.3,19.35,25.13,20.1,N/A,0,2,3.48
8096,擎亞國際,2125342418,55058428,29926,38.6,50.3,29.1,38.59,30.6,7.17,8.03,49.96,1.24
3083,中華網龍,1002793135,12956972,10264,77.39,89.7,60.2,75.27,64.3,11.71,14.54,14.65,2.72
3085,久大資訊,123739482,8254529,3317,14.99,16.85,12.35,14.69,12.9,86,0,11.59,1.29
3086,華義國際,233151696,11034599,5767,21.12,23.5,17.2,20.9,18.95,10.65,0,15.7,1.64
3293,鈊象電子,3175683531,17741435,13237,178.99,195,159,177.86,183,15.12,5.19,25.18,4.14
3546,宇峻奧汀,774966352,11809775,9521,65.62,73.5,54.1,63.32,56,52.83,15.16,34.42,2.1
3570,大塚資訊,51597705,1246029,867,41.4,44.8,35.4,40.96,37.7,8.89,5.25,7.37,1.51
3662,樂陞    ,117818059,2114930,1358,55.7,59.9,50.8,54.12,52,53.06,2.05,8.22,1.91
3664,KY安瑞  ,22476330,1360458,653,16.52,19,15.05,16.63,15.9,18.71,0,1.96,0.85
3687,歐買尬  ,434660869,2067785,2033,210.2,226,197,207.77,200,19.9,1.25,8.26,5.14
4946,紅心辣椒,89314862,1634754,1323,54.63,60.5,47,53.7,49.3,N/A,6.08,8.01,1.57
4965,商店街  ,128561358,1154783,1019,111.32,122.5,95,107.75,103,23.04,1.7,8.16,4.02
5201,凱衛資訊,16033447,1471240,545,10.89,12.2,9.7,10.5,10.15,24.76,0,4.8,1.07
5202,力新國際,21295373,3164398,1176,6.72,7.79,5.37,6.8,5.7,51.82,0,5.21,0.54
5206,坤悅開發,9891260,917638,210,10.77,11.6,10.4,10.71,0,0,0,0.92,2.2
5209,新鼎系統,70759977,1242919,896,56.93,62.9,50.2,57.2,51.1,8.4,7.76,5.66,2.43
5210,寶碩    ,145585967,14747480,2720,9.87,10.35,8.06,9.45,8.73,23.59,5.72,21.36,0.75
5211,蒙恬科技,661215165,14823503,10576,44.6,50,33.5,42.07,36.05,16.17,8.18,46.29,2.04
5212,凌網科技,6905056,403132,215,17.12,17.95,16.15,17.25,16.5,10.44,1.69,1.17,1.54
5310,天剛資訊,11082193,466904,439,23.73,25.35,22.05,23.6,23.6,14.66,6.35,2.09,0.96
5403,中菲    ,32997244,1893823,930,17.42,18.5,16.15,17.59,17.3,12.54,11.5,3.37,1.48
5410,國眾電腦,182879551,15005472,5596,12.18,13.55,9.4,11.76,10,12.5,11.7,16.73,0.91
5478,智冠    ,776059298,12898088,9597,60.16,67.7,51.5,59.87,53.6,10.13,12.22,10.06,1.43
6111,大宇資訊,550268,28432,31,19.35,20.5,18.35,19.78,20.1,N/A,0,0.08,4.11
6140,訊達電腦,49964803,3824326,1685,13.06,14.25,10.5,12.5,11.15,8.2,4.48,8.49,0.88
6148,驊宏資通,48069079,8440282,2928,5.69,6.25,4.65,5.47,5.06,126.5,0,9.59,0.55
6169,昱泉國際,285532686,7462979,5441,38.25,44,30.15,36.09,31.3,15.57,0,26.39,1.28
6180,橘子    ,234083136,8407794,5443,27.84,31.5,22.55,28.16,24.4,16.27,4.91,5.36,1.36
6183,關貿網路,89506410,5153603,1242,17.36,18,16.5,17.05,17.05,16.08,5.92,3.44,1.38
6221,晉泰科技,37276336,2215165,1168,16.82,17.8,15.05,16.56,15.35,7.14,5.14,6.65,1.03
6231,系微    ,1058841163,8136053,6766,130.14,138.5,117,129.06,121,12.45,4.54,21.5,5.56
6240,松崗    ,787613,76120,41,10.35,12,7.55,9.87,8.1,N/A,0,0.6,5.36
8044,網路家庭,1556206631,8144323,6631,191.07,203.5,175,191,190.5,32.07,2.83,11.76,11.19
8099,大世科  ,43003165,2526114,1455,17.02,19,14.8,16.95,15,8.77,6.66,3.76,1.05
1785,光洋科技,937334856,26874535,14855,34.87,39,29.6,34.95,31.65,10.31,14.15,7.18,1.31
3064,泰偉電子,552338115,11177536,6717,49.41,55.9,37.2,48.16,39.1,N/A,0,16.88,2.65
3067,全域    ,535087,25009,27,21.39,23.45,19.85,22.14,20.75,19.21,10.12,0.09,1.59
3093,台灣港建,8767028,203154,196,43.15,48,40.25,42.91,41.8,11.58,14.35,0.56,1.84
3131,弘塑科技,371055229,5669890,4022,65.44,71.1,57.1,64.7,62.6,6.79,13.57,25.77,2.64
3289,宜特科技,198294022,10010055,4383,19.8,23.15,16.6,19.96,17.3,12.1,2.6,14.3,0.88
3303,岱稜    ,42738357,3947318,1832,10.82,13.05,8.41,11,9.51,N/A,0,4.92,0.52
3324,雙鴻科技,904096632,30471353,14075,29.67,31.7,25.85,28.69,26.05,11.84,0,50.49,1.7
3373,熱映光電,9342382,529316,333,17.64,18.7,16.8,17.49,17.1,16.76,8.59,1.73,1.13
3402,漢科    ,35926060,2418404,1370,14.85,15.9,13.05,14.74,13.2,4.78,20.6,3.28,0.78
3466,致振企業,15863823,743391,446,21.33,23.3,19.3,21.41,21.25,17.86,4.7,1.19,0.81
3498,陽程    ,41177990,3105514,1393,13.25,14.4,10.05,12.77,10.8,N/A,0,4.57,0.48
3508,位速    ,18438020485,151008799,93942,122.09,144,101.5,121.5,106.5,15.52,0.68,162.66,2.96
3541,西柏科技,22301357,819699,550,27.2,29.35,24.9,26.95,25.9,9.42,12.16,2.26,1.7
3551,世禾科技,297967648,7430453,4048,40.1,42.5,35.8,39.07,36.7,7.2,5.44,15.47,0.93
3552,同致電子,287437726,5892846,3679,48.77,54.8,43.2,50.26,47,12.81,7.57,8.22,1.81
3563,牧德科技,349263795,7722155,5586,45.22,50.3,39.15,44.07,40.25,8.69,5.83,25.18,2.29
3580,友威科  ,69500114,5232559,1328,13.28,14.4,9.8,12.1,10.1,N/A,2.97,11.7,0.47
3587,閎康科技,50783332,2025462,1089,25.07,27.3,22.2,24.78,22.95,8.76,8.45,4.7,1.19
3628,盈正    ,228064396,3890977,3013,58.61,70,50.2,59.89,51.9,8.56,23.12,8.65,1.42
3642,駿熠電  ,1154387348,27373938,17364,42.17,51.8,31.65,41.14,33.5,6.14,4.47,81.1,1.09
4415,美嘉生電,11718876,649302,326,18.04,19.95,15,17.39,0,0,0,2.34,1.48
5205,漢康科技,453278365,11607776,5433,39.04,55.3,22.6,38.19,22.6,N/A,1.19,46.9,1.39
5383,金利    ,30318428,2975659,1034,10.18,10.9,9,10.19,9.15,41.59,10.92,4.17,0.71
5452,佶優科技,95478129,7711693,3312,12.38,14.2,10.4,12.57,11.5,10.95,8.69,5.6,0.82
5489,彩富電子,19515025,819067,393,23.82,24.4,23,23.84,23.65,13.14,9.85,0.79,1.74
5493,三聯科技,105601308,3506487,1928,30.11,32.7,26.55,29.4,26.95,6.79,11.13,9.15,1.32
5536,聖暉    ,452842096,4335470,3737,104.45,121,90.3,106.26,94.6,6.1,10.57,9.4,2.02
6144,得利影視,1326877,132016,102,10.05,10.95,9.5,10.35,10.15,N/A,0,0.27,1.53
6146,耕興    ,150610355,2431590,2010,61.93,65.7,58.8,62.8,59.1,10.69,8.44,3.04,2.62
6151,晉倫科技,226908196,10082385,4763,22.5,25.9,17.7,22.55,18.8,12.29,10.63,21.09,1.11
6179,世仰科技,18111480,1792345,834,10.1,10.7,8.5,9.62,9,N/A,0,3.21,1.01
6187,萬潤    ,137228084,10095778,3531,13.59,15.1,11.45,13.57,12.05,N/A,0,15.72,0.67
6238,勝麗國際,16380,1800,2,0,0,0,0,8.8,N/A,0,0.01,2.95
6275,元山科技,76889889,6655941,1691,11.55,13.6,9.85,12.13,10.15,22.56,4.92,13.97,0.83
6276,名鐘科技,321447093,16151466,5540,19.9,24.25,17.05,19.6,19.05,N/A,0,36.72,3.59
8047,星雲電腦,2453629,254473,163,9.64,10.3,9.2,9.74,9.32,186.4,0,0.5,0.85
8085,福華電子,58096221,14050453,2816,4.13,4.65,3.2,4.03,3.46,N/A,0,8.93,0.27
8092,建暐精密,11787567,1195446,441,9.86,10.9,8.3,9.75,8.67,433.5,0,3.96,0.73
8183,台灣精星,27672527,4856686,1494,5.69,6.21,4.45,5.55,4.94,N/A,0,4.18,0.36
8383,千附實業,522966645,24178006,10185,21.62,23,19.35,21.11,20.55,13.7,5.83,20.46,1
1107,建台水泥,3096197,1828814,334,1.69,2,1.45,1.75,1.5,N/A,0,0.58,-0.27
2341,英群    ,3894776,1865650,514,2.08,2.96,1.56,2.06,2.02,3.01,0,0.9,-202
2381,華宇光能,6875042,1885074,871,3.64,4.69,2.85,3.49,2.96,0.58,0,0.97,0.24
4801,高盛電子,0,0,0,0,0,0,0,33.65,168.25,0,0,3.56
5318,佳鼎科技,508928,100614,85,5.06,5.4,4.44,4.9,4.8,0.4,0,0.87,-0.76
,,,,,,,,,,,,,
