櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
"101年11月  Nov., 12",,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 203,955,035,096元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,395,365筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 5,392,892,597股",,,,,,4. 成交量週轉率： 8.32%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
"代 號
 Code",股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,"總  成  交  量
（ 股 ）　　　Total Trading Volume　　　　　（Share）","總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比      P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
3202,樺晟電子,8286782,1218098,575,6.8,7.48,6.2,6.64,7.25,N/A,2.75,1.63,0.48,,,
3206,志豐電子,12703206,870804,604,14.58,15.3,13.9,14.54,15.2,10.86,13.09,2.13,0.99,,,
3207,耀勝電子,8277626,832360,389,9.94,10.45,8.81,9.83,9.8,N/A,2.04,2.18,0.73,,,
3217,優群科技,16515162,1457932,579,11.32,11.9,10.9,11.34,11.3,13.78,6.63,1.73,0.78,,,
3226,至寶電腦,49652577,1918275,232,25.88,27.5,23.9,25.48,25.1,N/A,0,2.98,2.99,,,
3236,千如電機,107859592,10165618,1755,10.61,11,9.73,10.55,11,47.83,2.72,18.36,0.84,,,
3276,宇環科技,92228861,7528923,1162,12.24,12.75,10.7,12.17,12.25,N/A,0,10.8,1.27,,,
3288,點晶科技,25415565,1561935,719,16.27,17.25,14.5,16.21,16.2,N/A,0,3.14,1.95,,,
3294,英濟    ,57334576,4832540,1634,11.86,12.65,10.7,11.75,12.6,N/A,7.93,3.55,0.63,,,
3299,帛漢    ,33027787,1246725,883,26.49,27.75,25.5,26.5,27.1,8.63,12.87,2.47,1.24,,,
3310,佳穎精密,30746158,1931538,1024,15.91,17.75,13.8,15.58,15.3,N/A,0,5.26,1.46,,,
3313,斐成企業,31817674,3516244,1235,9.04,9.8,8.05,9.28,8.93,16.85,0,4.2,0.48,,,
3322,建舜電子,6145052,777935,320,7.89,8.2,7.71,7.94,7.77,N/A,0,0.94,0.67,,,
3332,幸康電子,3966713,106144,114,37.37,41.8,35.2,37.39,35.3,13.22,9.06,0.22,1.4,,,
3354,律勝    ,2309686,249341,191,9.26,9.7,8.72,9.4,9.53,136.14,9.96,0.3,0.6,,,
3388,崇越電通,80837522,1348592,948,59.94,61.9,58.1,59.6,60.1,12.37,9.98,2.18,1.38,,,
3390,旭軟電子,624961189,15926366,8209,39.24,41,37.1,38.8,39.65,7.84,8.82,26.57,1.71,,,
3465,祥業科技,4697889,828700,287,5.66,6.3,4.94,5.55,5.7,57,0,2.92,1.1,,,
3484,崧騰    ,12342370,778145,490,15.86,16.65,15.05,15.69,16,16,11.18,1.31,0.78,,,
3511,矽瑪科技,26543848,1453743,564,18.25,19.6,17.15,18.45,18.85,N/A,7.95,3.75,0.94,,,
3512,能緹    ,2702489,347242,241,7.78,8.5,7.24,7.78,8.17,N/A,0,0.79,0.65,,,
3520,振維    ,26947027,2529745,347,10.65,11.3,9.72,10.64,11.3,N/A,0,4.93,1.02,,,
3526,凡甲科技,84813652,2782300,1662,30.48,32.75,28.5,30.61,30.5,12.01,7.27,4.56,1.55,,,
3537,堡達    ,26709711,1138831,508,23.45,25,22.25,23.65,24.3,16.09,6.17,2.46,1.51,,,
3548,兆利科技,584378793,21896905,11704,26.68,29.75,22.8,25.93,29.75,13.52,0.67,43.32,0.69,,,
3609,東林科技,4975281,373751,255,13.31,15.05,12.3,13.76,13.1,N/A,4.58,1.19,0.58,,,
3624,光頡科技,163359115,7302204,3930,22.37,23.95,20.5,22.41,22.8,12.81,4.38,8.42,1.07,,,
3631,晟楠    ,48841616,1800521,498,27.12,28.4,23.5,26.68,27.6,16.83,11.44,2.43,1.85,,,
3646,艾恩特  ,37831484,1160752,480,32.59,34.5,31.3,32.52,32.5,N/A,6.15,3.02,2.11,,,
3689,湧德    ,723498864,12421243,8891,58.24,64.5,52,57.17,56.4,9.64,0,18.38,2.11,,,
4912,F-聯德  ,279379020,4789502,3550,58.33,64.3,50,57.37,54.8,6.91,3.64,14.6,1.95,,,
4927,F-泰鼎  ,1090272726,25900372,13359,42.09,44.75,38.5,41.87,43.3,6.92,5.77,27.87,1.73,,,
4939,亞電    ,49871254,3486747,1704,14.3,15.35,13.5,14.32,14.8,18.97,14.18,4.15,1.09,,,
4974,亞泰    ,201200958,6630766,3278,30.34,32,28.95,30.1,31.15,7.99,8.34,11.89,1.44,,,
5301,祥裕電子,547380,39150,43,14.06,14.6,12,13.63,12,N/A,0,0.07,5.15,,,
5309,系統電子,37648556,5339606,1953,7.05,8,6.1,6.76,6.4,16,0,3.5,0.72,,,
5317,凱美電機,14998452,2454997,524,6.1,6.4,6,6.12,6.25,N/A,1.6,1.8,0.54,,,
5321,友銓電子,520433,237059,134,2.19,4.23,1.88,2.85,3.85,N/A,0,0.26,1.05,,,
5328,華容    ,15474974,2101267,827,7.36,7.74,7.15,7.33,7.42,N/A,3.5,1.17,0.71,,,
5340,建榮工業,6860266,1416788,360,4.84,5.14,4.73,4.87,4.97,N/A,0,0.85,0.58,,,
5345,天揚    ,9884913,2467186,1015,4,4.39,3.78,4.02,4.2,N/A,0,4.93,0.64,,,
5349,先豐通訊,477100321,27003609,10248,17.66,18.9,16.3,17.2,18.2,10.9,10.16,12.05,1.3,,,
5355,佳總興業,26523916,3197054,1285,8.29,8.64,7.8,8.24,8.3,23.06,0,2.06,0.99,,,
5364,浩騰    ,690058,596124,196,1.15,1.25,1.06,1.17,1.17,N/A,0,0.29,3,,,
5381,合正科技,25201478,10794970,2770,2.33,2.96,1.35,2.3,2.96,N/A,0,5.77,0.33,,,
5398,力瑋實業,26495368,1231389,593,21.51,22.85,20.35,21.65,21.3,N/A,0.93,2.95,2.03,,,
5439,高技企業,20728652,1191515,806,17.39,18.1,16.8,17.52,17.65,8.57,14.16,1.53,1.15,,,
5457,宣德    ,59187696,5183096,1591,11.41,12.6,9.4,11.26,12.1,N/A,0,3.79,1.5,,,
5460,同協電子,46140836,3859234,1174,11.95,12.2,11.75,11.96,11.85,9.63,5.9,5.36,0.92,,,
5464,霖宏科技,5137445,281024,175,18.28,18.9,17.6,18.2,18,29.03,11.11,0.47,1.14,,,
5475,德宏工業,63580204,7967580,2455,7.97,8.36,7.5,7.99,8.17,272.33,6.24,3.71,0.71,,,
5480,統盟電子,776243999,38522957,13196,20.15,21.25,19.1,19.94,20.9,7.55,0,19.35,1.18,,,
5481,華韡電子,9090223,1224072,309,7.42,7.93,7,7.54,7.48,N/A,0,1.26,0.47,,,
5488,松普科技,6588060,1083316,420,6.08,6.33,5.75,6.09,6.05,N/A,0,1.18,0.45,,,
5491,連展科技,24449577,3933898,1697,6.21,6.48,5.7,6.21,6.32,N/A,3.95,2.02,0.39,,,
5498,凱崴    ,30875583,3504841,1102,8.8,9.48,8.21,8.76,8.8,N/A,0,2.16,0.9,,,
6101,弘捷    ,2235967,239454,143,9.33,9.85,8.7,9.45,9.5,N/A,0,0.42,0.99,,,
6107,華美電子,6348623,123225,63,51.53,56.5,49.9,51.6,50,185.19,0,0.21,5.14,,,
6114,翔昇電子,25582,12001,5,2.13,2.31,2.03,2.16,2.15,N/A,0,0.03,4.06,,,
6124,業強科技,17255669,899818,386,19.17,20.8,16.85,18.06,20.65,344.17,0,0.49,1.42,,,
6126,信音企業,60278200,2710046,1483,22.24,23.8,20.85,22.25,22.4,9.87,11.16,2.38,1.49,,,
6127,九豪精密,25497447,3157607,1049,8.07,8.36,7.6,8.07,8.15,N/A,3.68,3.71,0.61,,,
6134,萬旭電業,8956442,1117524,508,8.01,8.55,7.45,8.07,8.21,N/A,6.09,1.35,0.62,,,
6158,禾昌興業,38257820,2386866,1211,16.02,16.6,15.5,16,16.5,15.71,6.06,2.08,0.59,,,
6173,信昌電陶,71016243,7867576,2971,9.02,9.75,8.32,8.89,9.69,N/A,14.34,4.23,0.73,,,
6174,安碁科技,73654971,9176646,3966,8.02,8.48,7.61,7.97,7.86,37.43,1.27,18.35,0.75,,,
6175,立敦科技,23287375,2339565,1002,9.95,10.3,9.61,9.91,10.15,101.5,13.79,2.04,0.72,,,
6185,幃翔精密,89191971,5018916,2622,17.77,18.75,15.85,17.55,18.2,12.13,5.49,5.08,1.05,,,
6194,育富電子,27138825,1396632,794,19.43,20,18.95,19.39,20,15.15,10.2,1.31,0.8,,,
6203,海韻電子,18235034,566393,442,32.19,33.2,31.1,32.04,33,7.64,8.18,0.74,1.96,,,
6204,台灣艾華,6056860,274987,141,22.02,22.65,21.4,22.01,22.65,10.58,7.06,0.76,1.06,,,
6207,雷科    ,28359805,1463813,860,19.37,20,18.35,19.37,19.9,19.13,7.43,1.76,1.3,,,
6208,日揚科技,126735946,11378727,3906,11.13,11.7,10.3,10.93,11.05,44.2,13.57,9.89,0.82,,,
6210,慶生電子,41932119,1071349,756,39.13,40.75,37.55,38.96,40,9.37,7.5,3.06,2.3,,,
6211,福登    ,90681821,6354108,3291,14.27,17.2,12.05,13.91,14.65,N/A,34.19,15.26,0.71,,,
6217,中國探針,327383402,8637495,4957,37.9,42.8,33.3,39.23,36.25,51.06,1.65,18.01,2.42,,,
6220,岳豐科技,9750805,996587,505,9.78,10.15,9.55,9.78,9.85,N/A,2.53,0.88,0.61,,,
6242,亨豐科技,332117,25993,34,12.78,13.35,12.3,12.82,12.35,N/A,0,0.14,2.32,,,
6248,沛波國際,3326455,715668,241,4.64,5.49,4.1,4.87,4.98,N/A,0,1.51,2.31,,,
6250,宇加科技,941668,73049,75,12.89,15.3,11.25,13.11,11.8,N/A,0,0.4,2.15,,,
6266,泰詠電子,7209306,794558,314,9.07,9.45,8.7,9.15,9.02,13.88,6.87,1.03,0.6,,,
6274,台燿科技,215973599,15123697,5010,14.28,14.7,13.9,14.22,14.55,8.77,4.12,6.38,0.74,,,
6279,胡連精密,48664946,1052386,1015,46.24,47.75,45,46.42,46.7,9.94,6.63,1.19,1.79,,,
6284,佳邦科技,42421421,2626197,1005,16.15,16.5,15.7,16.19,16.5,N/A,3.03,2.64,0.61,,,
6290,良維科技,230431260,8058408,4011,28.59,30.4,26.5,28.71,29.3,9.39,3.58,6.59,1.25,,,
6292,迅德興業,14346385,655788,284,21.87,22.35,21.35,21.97,22.2,8.84,6.75,1.4,1.17,,,
8042,金山電子,316820501,8562730,4290,36.99,38.8,35.55,36.83,37.2,7.64,6.72,8.62,1.36,,,
8043,蜜望實  ,15123056,1147168,483,13.18,13.5,12.85,13.18,13.45,14.01,7.43,1.25,0.63,,,
8074,鉅橡    ,50217186,3105153,1228,16.17,18,14.55,16.07,16,9.88,6.25,5.82,1.14,,,
8080,奧斯特  ,83397882,6889668,2027,12.1,13.3,10.15,12.35,12.35,N/A,0,13.79,1.1,,,
8091,翔名科技,211717955,3419849,1788,61.9,64.5,57.4,62.15,63.7,10.22,4.66,7.56,2.36,,,
8093,保銳科技,3136004,649622,216,4.82,5,4.63,4.83,4.89,N/A,0,1.01,0.5,,,
8109,博大科技,24506647,708337,424,34.59,35.9,32.7,34.64,35.25,13.99,8.51,1.18,2.43,,,
8121,越峰電子,1658221400,49373404,29194,33.58,36.2,30.15,33.34,34.45,143.54,4.64,27.21,2.26,,,
8182,加高電子,16276057,1460240,523,11.14,11.75,10.6,11.19,11.4,87.69,6.14,1.36,0.49,,,
8287,英格爾  ,908376732,38808994,19429,23.4,25.3,20.95,23.17,24.8,12.65,17.25,29.1,1.18,,,
8289,泰藝電子,6437769,703501,313,9.15,9.43,8.75,9.2,9.2,N/A,9.23,0.91,0.51,,,
8291,尚茂    ,1215294,271985,141,4.46,4.89,4.13,4.56,4.3,N/A,15.58,0.36,0.45,,,
8358,金居    ,15893729,1768236,1024,8.98,9.24,8.5,9.02,8.9,N/A,15.73,0.84,0.82,,,
3224,三顧    ,1035849,244710,175,4.23,4.59,3.95,4.28,4.38,N/A,0,0.58,0.63,,,
3232,昱捷    ,45796435,4234160,2224,10.81,11.8,9.51,10.52,11.25,N/A,0,10.19,1.08,,,
3360,尚立    ,13304373,1632857,815,8.14,8.57,7.53,8.02,8.02,160.4,6.23,3.09,0.56,,,
3444,利機企業,9839713,705515,451,13.94,14.45,13.5,14.04,14.05,13.64,14.23,1.8,1,,,,
3528,安馳    ,26125299,1007966,719,25.91,27.3,25,25.87,25.8,9.66,10.03,1.98,1.34,,,,
5467,聯福生  ,552245,264301,110,2.08,2.4,1.86,2.19,2.4,N/A,0,0.24,1.24,,,,
6113,亞矽科技,4758251,516504,268,9.21,9.85,8.75,9.28,9.3,N/A,0,0.93,0.65,,,,
6118,建達國際,27654681,2751886,1307,10.04,10.6,8.7,9.74,10.45,34.83,1.91,3.03,0.93,,,,
6135,佳營電子,17718177,1440315,449,12.3,12.6,11.75,12.26,12.1,N/A,0,1.89,1.33,,,,
6154,順發電腦,20044979,894131,605,22.41,22.9,22.1,22.42,22.4,12.24,8.92,1.12,1.46,,,,
6171,亞銳士  ,3818846,226774,111,16.83,17.8,16.05,16.71,17.45,N/A,1.14,0.83,1.61,,,,
6227,茂綸    ,2884299,263674,174,10.93,11.45,10.1,11,11.3,12.28,4.42,0.35,0.71,,,,
6259,百徽    ,6741341,919667,372,7.33,7.95,6.26,7.34,7.95,N/A,0,1.91,0.81,,,,
6265,方土昶  ,22626445,3163863,1228,7.15,7.65,6.84,7.16,7.1,N/A,1.12,2.6,0.57,,,,
6270,倍微科技,10120310,898148,454,11.26,11.8,10.8,11.23,11.65,N/A,8.58,1.2,0.51,,,,
8032,光菱電子,2226070,103612,93,21.48,22.85,20.6,21.75,22.2,10.18,5.85,0.2,0.99,,,,
8067,志旭國際,1820480,432407,222,4.21,4.59,3.85,4.24,4.3,N/A,0,0.97,0.59,,,,
8068,全達國際,1492200,191000,147,7.81,8.83,6.68,7.83,8.2,N/A,0,0.62,2.23,,,,
8096,擎亞國際,967221507,41396484,21758,23.36,24.9,21.45,22.84,23.95,8.77,10.85,35.64,1.11,,,,
3083,中華網龍,433119362,8614053,6288,50.28,53.4,44.7,49.67,52.1,48.69,6.33,9.85,2.48,,,
3085,久大資訊,33732255,5098470,888,6.61,7.08,5.35,6.69,6.9,N/A,0,7.16,0.86,,,
3086,華義國際,46978379,3890005,2170,12.07,12.75,11.5,12.01,12.5,N/A,9.2,5.27,1.23,,,
3293,鈊象電子,338778046,3273169,2885,103.5,109,99.1,103.06,105,12.77,10.47,4.71,2.53,,,
3546,宇峻奧汀,267889695,5475207,3696,48.92,52,45.7,48.81,51.2,15.71,0.95,15.91,1.75,,,
3570,大塚資訊,11999002,317120,187,37.83,39.05,36.45,37.83,37.3,11.13,6.7,1.85,1.46,,,
3662,樂陞    ,203533113,3402213,2280,59.82,64.2,54.1,59.48,64.2,18.77,1.86,12.68,2.16,,,
3687,歐買尬  ,2066999263,18221724,14156,113.43,128,95,113.92,123,17.28,8.17,60.62,2.03,,,
4946,紅心辣椒,183620209,2684071,2111,68.41,72.2,60,66.66,68,53.54,1.47,13,2.14,,,
4965,商店街  ,54389750,568188,426,95.72,110,84,93.67,110,22.31,3.63,4.02,4.02,,,
4994,傳奇    ,532724162,2873750,2582,185.37,204,161.5,180.4,189,26.88,6.08,6.11,7.61,,,
5201,凱衛資訊,1728397,195992,116,8.81,9.4,8.24,8.95,8.96,21.33,0,0.64,0.91,,,
5202,力新國際,9684036,1866146,723,5.18,5.37,4.81,5.13,5.32,N/A,0,3.07,0.53,,,
5206,坤悅開發,5080509,335531,208,15.14,16.1,14,15.19,14.05,11.06,0,0.37,2.15,,,
5209,新鼎系統,16536069,266747,240,61.99,63.3,60.1,62.41,62.2,11.27,8.64,1.19,2.89,,,
5210,寶碩    ,8143553,1270489,446,6.4,6.7,6.16,6.4,6.6,N/A,1.51,1.84,0.59,,,
5211,蒙恬科技,38782091,1407510,936,27.55,29.1,25.4,27.45,28.3,13.87,7.56,4.4,1.62,,,
5212,凌網科技,3910784,300939,146,12.99,14.05,12.25,13.22,12.65,N/A,2.76,0.87,1.33,,,
5310,天剛資訊,32206975,932046,596,34.55,37.8,30.65,34.93,35,N/A,5.71,3.47,1.98,,,
5403,中菲    ,11609892,577682,307,20.09,20.5,19.8,20.12,20.4,8.57,4.95,1.03,1.52,,,
5410,國眾電腦,112259537,11014947,3693,10.19,10.8,9.7,10.17,10.45,9.59,6.12,12.28,0.91,,,
5478,智冠    ,262485759,5731836,4763,45.79,47.65,41.5,45.47,47.4,25.9,5.27,4.5,1.31,,,
6111,大宇資訊,925433,59791,55,15.47,16.6,14.3,15.5,14.8,N/A,0,0.16,10.8,,,
6140,訊達電腦,2582123,255487,125,10.1,10.75,9.61,10.09,10,500,4.4,0.67,0.84,,,
6148,驊宏資通,7442945,1466293,569,5.07,5.26,4.91,5.08,5.13,17.69,0,1.67,0.55,,,
6169,昱泉國際,21078549,1167369,898,18.05,19.5,16.2,17.92,19.35,N/A,5.16,4.11,0.93,,,
6180,橘子    ,70503439,2867320,1542,24.58,25.6,24,24.55,24.45,N/A,3.27,1.83,1.54,,,
6221,晉泰科技,45574220,2873402,1701,15.86,17,14.6,15.84,16.3,8.49,11.65,7.99,1.12,,,
6231,系微    ,716426640,9134984,7366,78.42,90.2,69,79.88,77.4,15.39,9.68,24.13,3.98,,,
6240,松崗    ,93750,5000,5,18.75,19.25,18,18.62,18,5.37,0,0.01,3.44,,,
8044,網路家庭,1129203845,8740272,6993,129.19,144,115,132.04,123,26.28,4.24,10.64,7.41,,,
8099,大世科  ,11660685,764824,477,15.24,16.4,14.7,15.23,15.4,11.32,9.74,1.14,1.07,,,
8416,實威    ,49116451,961000,751,51.1,54.4,48.15,51.22,51,11.7,9.8,3.75,2.28,,,
1785,光洋科技,493124765,14755434,8857,33.41,34.95,31.6,33.25,34.5,16.83,5.79,3.61,1.5,,,
3064,泰偉電子,75618203,2396132,1800,31.55,34.2,29,31.17,31.2,32.84,3.2,3.3,2.17,,,
3067,全域    ,127417,7001,7,18.2,18.75,17.55,18.46,18.5,74,3.24,0.02,1.49,,,
3093,台灣港建,7289846,175271,163,41.59,44,41,41.71,42,16.22,5.95,0.48,1.9,,,
3131,弘塑科技,1529125081,14086966,10390,108.54,138,86.1,103.21,134,12.54,5.22,64.03,4.9,,,
3285,微端    ,101914035,6040737,3521,16.87,18.15,14.9,16.33,17.8,19.35,5.61,13.69,1.31,,,
3289,宜特科技,66457891,2642858,1939,25.14,27.15,23.2,24.22,26.3,14.14,1.14,5.91,1.01,,,
3303,岱稜    ,1382286372,69024823,28415,20.02,22.5,17.05,19.71,19.6,26.49,0,76.5,1.08,,,
3324,雙鴻科技,659346354,22942278,11966,28.73,31.2,25.2,28.45,29.35,10.37,3.37,36.16,1.7,,,
3373,熱映光電,804034224,13125879,9613,61.25,65.5,55.6,60.44,61,469.23,1.73,40.9,4.4,,,
3402,漢科    ,21585185,1798280,880,12,12.5,11.55,11.96,12.1,605,6.85,2.44,0.75,,,
3498,陽程    ,102809388,4347141,2115,23.64,26.3,21.65,23.61,23.35,N/A,0,6.4,1.17,,,
3508,位速    ,4827175529,71926116,43777,67.11,77.5,50.5,66.6,76.3,14.7,5.89,77.48,2.1,,,
3541,西柏科技,11466604,413662,242,27.71,28.55,27.15,27.74,28.5,10.07,8.77,1.09,1.85,,,
3551,世禾科技,44834834,1308979,851,34.25,35.5,33.2,34,35.35,10.74,5.74,2.3,0.89,,,
3552,同致電子,167990009,2545569,1723,65.99,70.2,60,66.15,63.5,12.55,3.46,3.55,2.2,,,
3563,牧德科技,134816481,3632792,2509,37.11,40.45,34.15,36.67,40,9.95,10.62,10.77,2.36,,,
3580,友威科  ,8418032,950093,420,8.86,9.71,8.45,8.92,9.08,N/A,3.3,2.13,0.52,,,
3587,閎康科技,1091466782,23702133,14787,46.04,52.5,40.05,44.85,49.6,12.01,5.04,54.98,2.38,,,
3628,盈正    ,136730378,3250592,2367,42.06,45,38.3,40.8,41.1,13.7,12.16,7.22,1.21,,,
3642,駿熠電  ,78998981,4346101,2505,18.17,19.8,16.55,17.68,18.85,14.84,15.91,12.88,0.67,,,
3663,鑫科    ,202965004,8860308,4655,22.9,28.75,21.2,23.8,28.75,36.86,3.47,15.77,1.66,,,
5205,漢康科技,18025116,3693219,1490,4.88,5.31,4.19,4.69,5.31,N/A,5.08,15.21,0.8,,,
5383,金利    ,28720240,2671828,811,10.74,11.4,10.3,10.82,11.2,N/A,1.78,3.74,0.9,,,
5452,佶優科技,28344456,2154358,1187,13.15,13.55,12.8,13.15,13.45,21.69,7.73,1.52,0.95,,,
5489,彩富電子,191478045,4566537,2761,41.93,44.2,39.6,41.36,41.7,14.23,2.9,4.38,2.71,,,
5493,三聯科技,12559269,622134,312,20.18,20.8,19.6,20.2,20,12.74,10,1.62,1,,,
5536,聖暉    ,277761836,2545052,2069,109.13,117.5,102,105.81,115,9.91,8.69,5.52,2.19,,,
6144,得利影視,2205654,207622,159,10.62,12,10,10.97,10.3,N/A,0,0.28,1.37,,,
6146,耕興    ,279656791,4238951,1489,65.97,67.4,63,65.47,66.8,13.33,7.48,5.2,2.98,,,
6151,晉倫科技,36966262,2419582,1348,15.27,16.2,13.8,15.24,16.15,15.53,9.9,4.69,1.02,,,
6179,世仰科技,2557492,398416,183,6.41,6.91,6.26,6.43,6.3,N/A,0,0.71,0.92,,,
6187,萬潤    ,80210076,5550392,2564,14.45,15.55,12.65,13.76,14.55,97,0,6.92,0.87,,,
6238,勝麗國際,8860,2000,1,4.43,4.43,4.43,4.43,4.43,55.38,0,0.01,1.42,,,
6247,淇譽電子,20889577,1819102,857,11.48,11.7,11.3,11.5,11.55,N/A,1.73,3.02,0.86,,,
6275,元山科技,12692461,973771,500,13.03,14.45,12,13.1,13.9,N/A,3.59,2.04,1.16,,,
6276,安鈦克  ,60228062,1904999,1204,31.61,35.1,28.55,31.46,34.8,N/A,0,4.81,2.95,,,
8047,星雲電腦,5483098,586018,287,9.35,9.99,8.91,9.44,9.71,19.82,1.54,1.15,0.88,,,
8085,福華電子,14114945,3796083,1448,3.71,4,3.5,3.69,4,N/A,0,2.41,0.38,,,
8092,建暐精密,10563415,1147642,472,9.2,9.68,8.75,9.25,9.59,41.7,0,3.8,0.79,,,
8183,台灣精星,8624790,1841399,716,4.68,5.01,4.4,4.68,4.81,N/A,0,1.59,0.38,,,
8383,千附實業,96623223,5842154,2722,16.53,17.3,15.8,16.37,16.75,25.38,4.89,4.94,0.83,,,
2341,英群    ,1165233,3316053,513,0.35,0.43,0.34,0.37,0.34,N/A,0,1.6,-2.27,,,
4801,高盛電子,8126,430,2,-,-,-,-,20.3,10.46,0,0,1.74,,,
5318,佳鼎科技,19222,5004,9,3.84,4.01,3.73,3.87,3.73,N/A,0,0.03,10.97,,,
註：本表成交資料不含標購。,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
