櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
98年03月 Mar. 09,,,,,,,,,,,,,
,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 299,441,633,247元",,,,,4. 加權平均本益比：14.96,,,,,,,,
,,,,,   註：加權平均本益比已排除極端值（資本額逾全市場發行資本額10％之個股）,,,,,,,,
   Total Trading Value of Listed Stocks（NTD）,,,,,   Weighted Average P/E Ratio,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 14,431,531,191股",,,,,5. 加權平均殖利率： 11.07%,,,,,,,,
   Total Trading Volume of Listed Stocks（Share）,,,,,   Weighted Average Yield,,,,,,,,
"3. 櫃檯買賣月總成交筆數： 4,012,573筆",,,,,6. 成交量週轉率： 21.81%（以上櫃股數計算）,,,,,,,,
   Number of Transactions,,,,,   Turnover Rate,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
8925,偉盟工業,522108719,30419632,9277,17.16,18.8,15.55,16.86,16.95,5.69,8.55,15.43,1.12
8928,鉅明    ,25212632,2565788,1044,9.82,11.3,8.06,9.55,10.9,10.79,10.09,4.04,0.89
8929,富堡工業,11707883,1048143,412,11.17,12.25,10.25,11.45,12,5.56,0,3.36,1.36
8932,宏大    ,12682497,1334005,462,9.5,10.7,8.36,9.49,10.1,NA,0,3.53,1.22
8933,愛地雅  ,859419975,63995874,17111,13.42,15.7,8.65,12,14.75,NA,3.38,55.97,1.25
8934,世?,0,0,0,-,-,-,-,1.86,8.86,0,0,1.98
8935,邦泰    ,83409249,23574378,3457,3.53,4.25,2.7,3.31,4.16,NA,12.01,15.7,0.38
8936,國統國際,362751282,23359060,6622,15.52,17.95,13.2,15.66,17.6,NA,5.68,33.28,1.37
8937,合騏    ,4389716,542719,336,8.08,8.8,7.21,8.11,8.37,69.75,0,0.72,0.7
8938,明安國際,144192225,3928860,2407,36.7,40.1,33,36.22,38,7.72,12.28,3.31,1.55
8942,森鉅科技,53133350,4045600,2076,13.13,15,10.85,12.7,13.8,9.02,17.46,4.44,0.86
9946,金革科技,2308695,308671,148,7.47,8.39,6.7,7.68,8.05,NA,0,0.74,0.91
9949,琉園    ,50245797,2349166,1253,21.38,24.8,17,20.73,24.3,27.3,5.84,5.2,1.67
1742,台蠟    ,60107805,2211226,1330,27.18,30.8,23.2,26.63,30.8,5.93,12.27,6.56,1.69
1787,福盈科技,5454417,786080,401,6.93,7.7,5.85,6.85,7.34,10.49,12.26,1.3,0.49
4702,中美聯合,9444712,2620641,806,3.6,4.28,2.83,3.34,3.99,79.8,0,4.29,0.54
4703,金美克能,11945658,2590072,502,4.61,5.42,3.96,4.37,4.82,NA,0,3.79,0.77
4706,大恭化學,4708378,563200,176,8.36,9.1,8,8.44,8.8,7.65,6.81,0.71,0.58
4707,磐亞    ,40050509,4143884,1494,9.66,11.3,7.12,8.78,10.05,5.88,19.6,1.99,0.55
4711,永純    ,8054878,676979,348,11.89,13.5,10.4,11.66,12.9,8.06,10.85,1.11,0.77
4712,南璋    ,7654338,1490826,330,5.13,5.3,4.75,5.1,5.14,NA,5.83,2.33,0.42
4714,永捷    ,12326676,1739738,633,7.08,7.89,5.9,6.91,7.5,6.82,6.66,4.1,0.51
4716,大立    ,318852054,19487337,7057,16.36,18.65,14.1,16.13,16.8,NA,0.59,37.02,1.39
4720,德淵企業,59215417,5015781,2111,11.8,13,10.3,11.4,12.15,12.27,8.23,7.74,0.9
4721,美琪瑪  ,242415857,12719211,6064,19.05,22.1,14.5,18.15,19.7,8.45,9.64,18.84,1.39
4722,國精化學,6135617,969030,368,6.33,7.23,5.75,6.14,6.85,11.23,7.29,1.6,0.47
4733,上緯企業,307335678,5507433,3341,55.8,60,51.9,54.89,53,13.87,4.33,10.27,3.4
6509,聚和國際,1069964039,73211425,19128,14.61,19.35,9.96,13.05,19.35,NA,3.56,50.34,1.25
1565,精華光學,358789228,2989670,2311,120,133,108,117.77,124.5,11.02,6.02,5.94,3.58
1777,生泰合成,36747117,1231789,719,29.83,33.75,25.6,28.33,30.3,11.22,5.01,5.7,1.7
1781,合世生醫,28624195,2988716,1375,9.57,11.65,6.7,8.74,11.4,NA,0,8.53,1.32
1784,訊聯    ,875739695,15481320,9927,56.56,63.8,37.6,53.76,60,44.12,2.58,48.9,3.72
1799,紅電醫  ,83275976,4963480,2287,16.77,19.2,13.3,15.71,18.5,8.73,10.59,23.18,1.16
3118,進階    ,115912575,3968434,2233,29.2,33.95,22.5,27.8,32.65,14.77,3.06,12.84,2.23
3164,景岳科技,105705243,6173404,2336,17.12,19.75,13.8,15.76,18.9,10.33,3.17,12.3,1.62
3205,天騵生科,1230466,227120,88,5.41,7.09,3.88,4.97,7.09,NA,0,0.76,1.89
3218,大學光學,64578744,2510169,1586,25.72,29.25,22,25.4,27.6,50.18,3.62,6.25,1.84
3266,弘如洋  ,28165619,2322667,1093,12.12,13.75,9.22,11.13,12.6,78.75,9.2,10.03,1.06
4102,永日化工,173984546,7977762,4167,21.8,26.6,16.5,21.27,25.2,NA,1.98,24.14,1.98
4103,百略    ,254296748,7725937,4327,32.91,36.55,29.7,32,34.7,8.85,8.06,6.51,1.73
4105,東洋藥品,1035578487,22099462,10513,46.85,56.5,36.1,42.45,52.7,18.3,6.45,20.15,3.17
4107,邦特生技,530321257,22041524,9090,24.06,27.85,20.2,23.1,25.7,37.25,5.83,29,1.75
4109,加捷    ,56114481,3658038,1959,15.34,18,12.35,14.41,17.05,34.8,6.45,8.25,1.26
4111,濟生    ,146248457,10316451,3645,14.17,16.35,11.5,13.34,14.8,29.02,2.7,21.56,0.92
4113,聯上生技,2360208,305001,180,7.73,9.98,5.44,7.29,9.98,NA,0,0.67,1.18
4114,健喬信元,473224522,19127449,8939,24.74,30,17.8,22.15,28.5,285,2.77,31.3,2.27
4120,友華生技,980775369,19524091,11054,50.23,57,43.55,47.69,54.5,14.42,2.93,33.95,2.6
4121,優盛醫學,160315972,15651272,5312,10.24,12.8,7.5,9.58,11.8,36.88,10.67,24.49,0.81
4123,晟德    ,444464372,14130014,7478,31.45,36.5,27,30.35,32.4,147.27,6.17,39.77,2.37
4126,太平洋醫,1231247436,33385267,14850,36.87,43.5,31,35.91,40.7,13.84,4.96,69.48,2.81
4127,天良    ,99294453,8850185,3357,11.21,13.9,8.62,10.36,13.15,36.53,3.8,19.34,0.81
4128,中天生技,1264476636,48163133,17366,26.25,31.9,20.15,24.2,29.7,NA,0,41.26,2.41
4129,聯合骨科,180758213,9826823,4388,18.39,23.75,13.6,16.46,23.75,NA,1.05,25.48,1.85
4131,晶宇生技,294032537,7252957,4226,40.53,44.65,35.5,39.27,42.3,528.75,0,16.09,5.9
8908,欣雄    ,541694,44687,48,12.12,13.45,10.8,12.1,13.35,25.19,4.49,0.06,1.23
8917,欣泰    ,2541825,64990,35,39.11,41.5,38,39.31,38,16.52,2.36,0.07,2.51
8927,北基加油,2159769,183818,95,11.74,12.05,11.2,11.77,11.7,37.74,0,0.2,1.06
