櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
99年07月 Jul.10,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 453,840,760,681元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,740,919筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 13,163,617,037股",,,,,,4. 成交量週轉率： 17.83%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高        Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
8109,博大科技,292403991,6334222,3618,46.16,50.6,40,45.51,41.6,14.75,8.24,12.43,2.56
8121,越峰電子,3991501773,56374154,33258,70.8,76.4,64.6,71.12,71.4,N/A,0,48.85,4.94
8182,加高電子,499329068,18022019,7949,27.7,29.5,26,27.29,26.3,13.92,3.8,16.84,1.08
8287,英格爾  ,2810538197,37399841,17810,75.14,80.9,68.5,74.2,73.9,34.53,2.67,70.81,4.08
8289,泰藝電子,627256005,27114416,11160,23.13,24.7,21.6,22.73,24.3,23.59,3.7,37.21,1.26
3224,三顧    ,91337885,8647282,3081,10.56,11.25,9.72,10.55,10.8,N/A,0,19.96,1.32
3232,昱捷    ,223688030,12598862,4578,17.75,20,14.05,15.81,17.7,N/A,0,39.91,1.95
3312,弘憶股  ,210227197,8738186,3600,24.05,24.85,23.3,23.93,23.9,9.45,0,10.03,1.75
3360,尚立    ,147259346,8418724,3961,17.49,18.4,16.4,17.27,17.5,19.02,0,16.82,1.13
3389,志遠    ,721032553,22013593,9363,32.75,35.8,28.25,30.96,34.7,11.64,2.88,31.88,2.18
3444,利機企業,73351464,2071550,1300,35.4,39,30.6,33.47,36.7,16.46,5.44,6.73,2.27
5467,聯福生  ,2421880,412664,194,5.86,6.38,5.5,6.02,6.29,19.66,0,0.37,1.58
6113,亞矽科技,1180009418,44719083,17567,26.38,27.8,24.5,25.93,25.35,12.01,0,80.42,2.15
6118,建達國際,579334184,25063459,10449,23.11,24.7,19,22.07,22,32.35,2.72,27.58,1.88
6135,佳營電子,302426355,20579798,6327,14.69,16.25,12.6,14.14,15.3,19.87,0,27.01,1.7
6154,順發電腦,67095952,2687469,1502,24.96,26.65,23.4,24.46,23.95,14.88,6.26,3.36,1.55
6171,亞銳士  ,72010370,5949223,1625,12.1,13,11.7,12.02,12.15,1215,0,21.75,1.04
6195,旭展電子,94845946,2555778,1639,37.11,39.8,34.3,36.7,36.25,46.47,0,6.73,2.88
6227,茂綸    ,98354131,5034963,2317,19.53,21,18.2,19.25,19.65,11.63,5.08,6.62,1.21
6259,百徽    ,1162896738,61560143,17603,18.89,24.5,15,18.58,16.6,51.88,0,97.05,2.54
6265,方土昶  ,112739510,8934121,2843,12.61,13.25,12.15,12.5,12.6,20,0,7.34,0.96
6270,倍微科技,291170689,11068187,4924,26.3,28.4,24.15,25.49,24.85,11.61,8,14.73,0.81
8032,光菱電子,1509589417,48586718,15534,31.07,36.55,24.45,28.52,35.4,17.97,2.82,93.78,1.9
8067,志旭國際,530918767,30528574,8920,17.39,21.35,14.45,16.93,14.9,N/A,0,68.21,1.56
8068,全達國際,64823179,1197043,1022,54.15,58.2,50.3,52.76,52.2,N/A,0,3.9,7.44
8096,擎亞國際,4124302076,114358127,41535,36.06,42,27.05,35.95,37.6,19.48,4.52,122.34,2.2
3083,中華網龍,5660202231,20120684,17154,281.31,302,263.5,275.97,282,25.68,2.25,22.88,8.62
3085,久大資訊,90280491,5119076,2226,17.63,18.45,16.95,17.56,17.05,N/A,0,11.05,1.71
3086,華義國際,1866780403,53710552,27793,34.75,36.75,32.3,34.29,33.2,75.45,0,76.42,3.78
3293,鈊象電子,1349191603,6226390,5247,216.68,234,194.5,213.72,197.5,10.59,5.81,8.86,4.07
3546,宇峻奧汀,8161116225,22159244,19970,368.29,414,316,363.63,328.5,24.21,1.42,72.94,8.55
3570,大塚資訊,17999934,586176,435,30.7,32.3,29.5,30.64,30.55,14.21,4.84,3.55,1.34
3664,KY安瑞  ,184288121,4417659,3099,41.71,45.9,39.05,41.22,43.5,18.43,0,6.58,3.3
5201,凱衛資訊,194849535,10214997,4506,19.07,22.7,16.1,19.01,22.7,21.02,0,39.79,2.5
5202,力新國際,835048372,58468728,18034,14.28,15.2,13.25,14.05,14.6,50.34,0,96.33,1.42
5206,經緯科技,392668,233605,79,1.68,1.89,1.54,1.69,1.57,N/A,0,0.51,0.82
5209,新鼎系統,139018330,2269536,1729,61.25,66.7,55.8,60.45,63.5,19.66,1.57,10.53,3.49
5210,寶碩    ,1937725122,121279715,39303,15.97,19.95,13.5,15.41,17.75,31.7,2.81,179.58,1.45
5211,蒙恬科技,1239494050,16711679,11708,74.16,78.5,70.1,73.15,70.8,27.55,2.82,52.18,4.02
5212,凌網科技,36717300,1658467,1087,22.13,23.05,21.4,21.92,21.95,N/A,0,4.81,2.17
5310,天剛資訊,57090996,1174851,976,48.59,52.5,44,48.58,48.65,11.39,3.08,9.25,3.98
5403,中菲    ,789911790,30145774,13471,26.2,28.65,23.6,25.54,25.25,11.53,7,54.71,1.76
5410,國眾電腦,1966841003,75499883,27485,26.05,28.05,24.2,25.59,27.2,63.26,0,91.87,2.54
5478,智冠    ,5204222685,32498928,23460,160.13,168.5,152.5,158.11,156,18.37,3.97,25.61,3.66
6111,大宇資訊,14257311,346384,190,41.16,42.8,40.15,41.41,41.95,31.54,0,1.11,12.02
6140,訊達電腦,391854424,18693858,8816,20.96,23.3,18.3,20,18.9,171.82,0,52.45,1.65
6148,驊宏資通,807529910,74006435,18498,10.91,14.1,7.78,9.58,14.1,N/A,0,84.1,1.52
6169,昱泉國際,1001028689,8536332,6873,117.26,127,101,116.5,103.5,N/A,8.59,30.39,3.28
6180,橘子    ,2886293011,54323820,31514,53.13,55.9,50.9,52.27,51.7,31.52,2.51,32.8,2.86
6183,關貿網路,307920942,15028369,3875,20.48,21.45,19.35,20.06,19.5,24.07,3.79,10.02,1.58
6214,精誠資訊,2450552706,52582193,24181,46.6,49,42.3,46.24,46.75,9.13,4.27,19.76,0.85
6221,晉泰科技,81320077,4895986,2339,16.6,17.2,15.5,16.41,16.55,N/A,0,15.37,1.29
6231,系微    ,610736947,5796589,4214,105.36,116,92.8,101.55,93.5,14.56,6.19,15.3,4.59
6240,松崗    ,1176127,814460,140,1.44,1.58,1.32,1.48,1.5,N/A,0,0.41,2.42
8044,網路家庭,1225623424,10558953,6954,116.07,122,105.5,114.54,106,38.83,1.92,18.12,7.85
8099,大世科  ,131331426,4706822,2615,27.9,29.1,26.3,27.69,28.5,12.56,8.24,7,1.97
1785,光洋科技,9337609309,122438143,54264,76.26,81.9,66.6,76.2,66.8,10.28,5.95,40.84,2.11
3064,泰偉電子,1222368997,21786138,12580,56.1,59.5,51.8,55.1,53.8,N/A,0,32.78,3.21
3067,全域    ,2059375,87111,78,23.64,25.45,22.2,23.97,23.5,14.51,0,0.3,1.93
3093,台灣港建,175653005,2868491,1900,61.23,68.5,56,59.4,64.5,22.4,4.65,7.9,2.92
3289,宜特科技,281000797,9083155,4447,30.93,32.4,29.8,30.8,30.3,N/A,0,13.23,1.85
3303,岱稜    ,289132798,9864619,4685,29.31,30.9,27.7,28.98,28,N/A,2.92,12.39,1.24,
3324,雙鴻科技,194871412,9137598,3851,21.32,22.5,20.15,21.27,21.55,N/A,0,16.45,2.04,
3373,熱映光電,34142919,1157719,576,29.49,30.65,28.5,29.39,30,13.22,5,4.1,1.81,
3402,漢科    ,905590721,28918848,11857,31.31,34.4,28.5,30.55,29.35,48.11,0,46.02,1.94,
3466,致振企業,41221228,1310515,832,31.45,33.75,29.1,31.37,30,11.28,6.66,2.1,1.1,
3498,陽程    ,95232389,3410839,1600,27.92,28.95,26.55,27.58,28.05,561,6.88,5.19,1.14,
3508,位速    ,249226197,3819843,2572,65.24,68.5,62.7,64.95,65.3,544.17,0,4.11,2.25,
3541,西柏科技,83195303,2511221,1467,33.12,34.85,31.6,32.99,33.65,14.26,5.2,7.62,2.17,
3551,世禾科技,144710394,3489218,1828,41.47,43.2,39.75,41.22,40.7,15.71,4.91,7.29,1.15,
3552,同致電子,422697570,3292559,2005,128.37,139,117,128.63,128.5,19.35,0.77,6.71,5.03,
3580,友威科  ,324718472,8170919,3650,39.74,43.5,36,39.38,40.55,31.43,1.47,18.47,1.79,
3587,閎康科技,42424606,1587445,949,26.72,28.2,24.8,26.12,28.2,53.21,0,4.03,1.63,
4415,美嘉生電,2096214451,18715743,12245,112,127.5,96,111.26,100,17.01,0,67.55,9.03,
5205,漢康科技,1075617135,14932688,6647,72.03,75.8,68,71.96,69.1,63.98,1.59,62.31,3.9,
5383,金利    ,572743664,27721217,8925,20.66,21.9,18.1,20.18,21.9,13.86,6.84,39.98,1.67,
5452,佶優科技,2016750717,100425133,32258,20.08,22,16.35,19.59,20.1,22.33,1.24,79.17,1.5,
5489,彩富電子,56561594,1477742,836,38.27,39.05,37.3,38.42,38,14.56,3.84,1.47,2.45,
5493,三聯科技,138415449,5106603,2263,27.1,28.95,24.2,26.87,28.4,13.27,4.22,13.33,1.65,
6144,得利影視,37595978,2632887,924,14.27,15.15,12.5,13.58,13.5,N/A,0,5.41,1.78,
6146,耕興    ,553836564,7981912,4510,69.38,72.7,66.1,69.02,67.1,12.22,6.25,10.05,2.97,
6151,晉倫科技,725409496,19691645,8176,36.83,38.45,33.2,36.02,37.75,13.06,5.08,44.18,2.56,
6179,世仰科技,102962974,7459014,3105,13.8,14.6,13.3,13.63,13.5,N/A,0,10.95,1.57,
6187,萬潤    ,1094990936,20038153,9864,54.64,58.2,51,54.22,52.8,23.36,1.87,32.21,2.83,
6238,勝麗國際,453727,30885,34,14.69,17.4,12.15,14.76,12.15,5.6,0,0.09,4.84,
6275,元山科技,1303170908,48615171,19075,26.8,32.5,19.9,25.92,30.4,64.68,0,111.05,2.42,
6276,名鐘科技,89208443,9808029,3051,9.09,10,7.67,8.65,8.83,N/A,0,22.3,1.26,
8047,星雲電腦,143367987,9885131,3497,14.5,16.15,11.9,13.53,15,N/A,0,19.63,1.42,
8085,福華電子,141596464,13591419,3849,10.41,11.1,9.2,10.16,10.15,N/A,0,8.64,0.72,
8092,建暐精密,39719444,2850388,989,13.93,14.5,13,13.74,14.4,N/A,0,10.06,1.23,
8183,台灣精星,449277450,41492702,5554,10.82,11.8,10.05,10.61,10.8,N/A,0,35.74,0.79,
8383,千附實業,206876192,7316746,3767,28.27,29.8,27.3,28.02,27.9,279,1.79,7.81,1.45,
1107,建台水泥,2765715,2123037,450,1.3,1.42,1.21,1.3,1.33,N/A,0,0.68,-0.36,
2381,華宇光能,5354648,2687734,877,1.99,2.1,1.88,1.99,1.97,N/A,0,0.52,0.48
2396,精碟科技,10620072,21902231,828,0.48,0.53,0.48,0.49,0.49,N/A,0,1.72,-0.45
4801,碼斯特  ,227620,27723,24,8.19,10.8,6.8,8.6,10.8,N/A,0,0.04,5.97
5204,得捷    ,636738,63813,31,9.97,11.25,8.98,10.05,9.9,17.68,0,0.17,1.74
5318,佳鼎科技,640929,82182,206,7.8,8.44,7.32,7.82,7.32,N/A,0,0.71,-5.81

,,,,,,,,,,,,,
