櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,
"101年2月 Feb., 12",,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 459,457,575,866元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,903,874筆",,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,868,461,438股",,,,,,4. 成交量週轉率： 17.38%（以上櫃股數計算）,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,
1815,富喬    ,2223046626,108015379,33759,20.58,21.75,18.2,20.33,20,9.76,5.05,37.17,1.16,,
3078,僑威科技,377179313,29690018,8554,12.7,13.9,10.5,12.65,12.8,22.46,8.83,13.06,0.91,,
3089,展成科技,71614525,6027506,1743,11.88,13.65,9.68,11.74,12.4,28.84,2.42,11.55,1.13,,
3092,鴻碩精密,50763351,3615773,1531,14.03,14.95,11.65,14,14.15,17.05,8.48,5.67,0.76,,
3114,好德科技,29272102,2218452,1001,13.19,13.8,12.7,13.14,12.8,55.65,1.56,4.44,0.86,,
3115,寶島極光,8837955,745417,377,11.85,12.6,10.7,12.06,11.7,167.14,0,1.71,1.41,,
3144,新揚科  ,57952090,4324463,1519,13.4,14.95,12.35,13.14,14.35,24.74,0,5.61,2.44,,
3191,和進電子,38014592,4056158,1448,9.37,10.4,8.03,9.33,9.33,13.52,0,7.49,0.63,,
3202,樺晟電子,26905296,3154283,1146,8.52,9.24,7.55,8.64,8.82,N/A,2.27,4,0.52,,
3206,志豐電子,137065145,7080329,3228,19.35,20.65,16.95,19.35,19.5,9.38,7.64,17.97,1.18,,
3207,耀勝電子,39031474,2708192,1053,14.41,15.5,13.15,14.27,13.95,45,2.87,7.08,0.98,,
3226,至寶電腦,73281812,3192078,1045,22.95,26.4,18.85,22.68,24.6,N/A,0,4.95,1.8,,
3236,千如電機,226522572,18680471,6220,12.12,13.6,9.89,11.85,11.5,19.83,10.43,40.56,0.82,,
3276,宇環科技,268266244,18934141,5738,14.16,15.2,12.1,13.85,12.75,75,0,27.16,1.22,,
3288,點晶科技,34055895,2090595,1093,16.29,17.45,15.1,16.1,17.4,N/A,0,4.2,1.69,,
3294,英濟    ,488694493,31144821,9951,15.69,16.9,13.7,15.76,16.05,43.38,0,22.87,0.74,,
3299,帛漢    ,404946120,11896185,5767,34.03,36.05,30.25,34.17,35.7,9.44,8.4,23.7,1.55,,
3310,佳穎精密,28818098,3314514,1182,8.69,9.5,7.05,8.51,8.85,N/A,0,4.97,1.32,,
3313,斐成企業,239841334,16990417,3536,14.11,15.9,12.05,14.06,14.35,51.25,0,20.3,0.79,,
3322,建舜電子,25873323,2491579,914,10.38,11.55,8.55,10.23,10.85,N/A,0,3,0.83,,
3332,幸康電子,19858785,435991,288,45.54,46.85,43.2,45.74,45.05,10.36,8.88,0.91,1.71,,
3354,律勝    ,30007461,2145568,1039,13.98,15.1,12.4,14.11,14.3,12.22,5.94,2.68,0.84,,
3390,旭軟電子,586856920,16074473,8391,36.5,38.6,34.3,36.31,36.75,10.62,5.99,30.19,2.13,,
3465,祥業科技,10169531,1859585,761,5.46,6.31,4.61,5.56,5.77,N/A,0,6.55,1.11,,
3484,崧騰    ,376827383,13553503,5553,27.8,32.3,20.65,25.05,31.05,18.48,6.12,24.55,1.37,,
3511,矽瑪科技,193973005,6829249,3970,28.4,32.5,23.9,28.48,30.25,19.39,16.53,17.73,1.35,,
3512,能緹    ,74964853,6610589,2613,11.34,12.85,8.82,11.26,11.85,N/A,0,15.02,0.87,,
3526,凡甲科技,679435161,16045877,9978,42.34,46.1,39.8,41.86,43.7,15.66,13.07,26.32,2.2,,
3537,堡達    ,333112887,14799121,6781,22.5,25.45,19.35,21.82,23.4,13.6,4.27,31.91,1.44,,
3548,兆利科技,222432099,9847538,4496,22.58,24.7,19,21.6,22.6,N/A,4.42,19.48,0.54,,
3609,東林科技,97598434,3469789,1922,28.12,32.5,22.2,26.31,29.75,15.66,4.03,11.07,1.2,,
3624,光頡科技,1962062885,62311036,28077,31.48,36.3,26.1,30.63,32.3,22.75,4.64,71.88,1.56,,
3631,晟楠    ,333466447,7368574,2232,45.25,50.8,39.2,44.83,49.25,13.76,7.94,9.44,2.68,,
4912,F-聯德  ,660906880,11943642,4978,55.33,71.6,33,54.26,70,24.73,1.43,42.96,3.06,,
4927,F-泰鼎  ,1854208809,43632836,18263,42.49,48.8,37.05,42.41,47.8,10.35,2.82,46.94,2.24,,
4939,亞電    ,1432009039,50599645,21691,28.3,32,24.85,28.52,31.95,18.15,3.94,70.35,2.1,,
4974,亞泰    ,831980133,26757378,11993,31.09,34.3,25.2,30.68,31.6,9.43,8.23,52.13,1.83,,
5301,祥裕電子,298155,90349,80,3.29,3.81,2.84,3.39,3.8,N/A,0,0.39,1.11,,
5309,系統電子,128627272,14633856,4126,8.78,9.49,7.9,8.61,9.03,N/A,0,9.59,1.07,,
5317,凱美電機,88918910,12329478,3340,7.21,7.68,6.3,7.23,7.36,21.03,6.79,9.04,0.59,,
5321,友銓電子,19515184,5935871,1492,3.28,3.64,2.7,3.22,3.16,N/A,0,3.29,0.53,,
5328,華容    ,64083573,8169829,2082,7.84,8.2,7.15,7.8,7.6,15.2,3.95,3.6,0.69,,
5340,建榮工業,50345939,7600386,1873,6.62,7.01,5.64,6.55,6.58,329,0,4.58,0.74,,
5345,天揚    ,25268922,5465384,1797,4.62,5.09,4.17,4.6,4.5,N/A,0,10.93,0.6,,
5349,先豐通訊,2124518344,99066324,31890,21.44,23.9,18.7,21.24,21.9,11.97,4.84,47.96,1.52,,
5355,佳總興業,73766280,8241961,2659,8.95,9.44,7.91,8.97,9.01,N/A,0,5.31,1.16,,
5356,協益電子,1088790698,26189262,12210,41.57,43.4,39,41.44,42.5,5.49,11.76,19.77,1.44,,
5364,浩騰    ,19912415,9569908,768,2.08,2.86,0.97,1.73,2.86,N/A,0,4.52,3.21,,
5381,合正科技,100094631,31607726,6153,3.16,3.55,2.31,3.15,3.2,N/A,0,10.48,0.38,,
5398,力瑋實業,75797379,3203991,1574,23.65,26.4,20.7,23.58,21.5,N/A,0.93,7.67,2.03,,
5439,高技企業,157329846,6247489,3176,25.18,26.45,24,25.16,25.5,8.04,11.76,8.25,1.61,,
5457,宣德    ,220958642,25864543,5337,8.54,10.3,5.92,7.61,10.1,N/A,0,11.07,1.56,,
5460,同協電子,39745088,3899522,1390,10.19,10.75,9.45,10.24,10.3,14.11,5.83,5.41,0.82,,
5464,霖宏科技,29748050,1296674,797,22.94,24.3,20.6,23.02,23.6,15.32,4.24,2.16,1.38,,
5475,德宏工業,540551052,49176283,13421,10.99,11.95,9.5,10.9,11.1,30.83,4.5,22.91,0.86,,
5480,統盟電子,353283881,26450914,7420,13.35,15.3,9.67,13.03,15.2,116.92,7.24,14.77,1.01,,
5481,華韡電子,17744746,1778143,609,9.97,10.7,8.5,9.95,10,N/A,0,1.83,0.53,,
5488,松普科技,46711285,6423501,2063,7.27,7.85,6.44,7.3,7.39,N/A,0,7.01,0.47,,
5491,連展科技,257208449,23992671,7798,10.72,11.6,9.4,10.64,10.9,N/A,2.29,12.53,0.61,,
5498,凱崴    ,468280399,38638693,8515,12.11,13.9,10.4,11.69,11.85,118.5,0,24.29,1.16,,
6101,弘捷    ,25403624,1590259,790,15.97,17.3,13.15,15,16,43.24,0,2.79,1.6,,
6107,華美電子,81170580,1399422,343,58,60.6,51,57.41,56.5,N/A,0,2.54,8.68,,
6114,翔昇電子,5363626,1946124,57,2.75,3.13,2.43,2.69,2.59,N/A,0,4.21,1.19,,
6124,業強科技,12391273,433529,272,28.58,30.9,25.15,28.63,27.9,253.64,0,0.24,1.9,,
6126,信音企業,744770187,27393490,9853,27.18,30,22.1,26.52,27.9,15.76,8.96,26.5,1.76,,
6127,九豪精密,427242931,31392286,10842,13.6,15,11,13.38,14.3,15.21,3.64,36.27,0.92,,
6134,萬旭電業,92577284,5931793,3124,15.6,17.1,12.8,15.6,16.2,N/A,3.09,7.17,0.87,,
6158,禾昌興業,293232336,12842393,5559,22.83,24.4,20.55,22.83,23.4,12.32,10.26,11.2,0.79,,
6173,信昌電陶,452684681,32975535,11473,13.72,15.05,12,13.78,13.85,26.13,10.04,17.72,0.99,,
6174,安碁科技,48856749,5866333,2516,8.32,8.92,7.85,8.3,8.5,40.48,2.94,11.73,0.82,,
6175,立敦科技,1270028025,53823357,16773,23.59,25.2,19.6,22.89,24.55,8.99,2.12,49.8,1.55,,
6185,幃翔精密,60753601,4164645,1855,14.58,15.55,13.4,14.64,15.25,12.5,17.64,4.19,0.88,,
6194,育富電子,263739819,11099875,5377,23.76,25.2,21.35,23.32,23.7,9.6,8.44,9.96,0.89,,
6203,海韻電子,90058905,2399535,1551,37.53,38.8,35,37.5,37.4,12.47,9.36,3.15,2.45,,
6204,台灣艾華,62849133,2572233,1362,24.43,26.4,22.85,24.51,25.05,10.27,8.78,7.01,1.19,,
6207,雷科    ,133722339,4208258,2357,31.77,33.5,29,31.84,31.9,10.89,9.25,5.25,1.74,,
6208,日揚科技,578284087,39407024,11583,14.67,15.5,13.3,14.42,14.45,6.42,3.46,34.23,0.96,,
6210,慶生電子,444147437,10469913,2011,42.42,45,33.75,42.06,44.3,11.08,9.03,29.87,2.75,,
6211,福登    ,11400219,866501,500,13.15,14.5,11.15,13.05,13.6,N/A,0,2.08,0.49,,
6217,中國探針,1378941044,32013030,17146,43.07,48.1,30.75,41.21,43.2,22.98,0.93,70.91,2.96,,
6220,岳豐科技,302583615,21490605,6664,14.07,14.7,12.45,13.93,14.6,48.67,1.71,18.52,0.85,,
6242,亨豐科技,26646,2001,6,13.32,13.95,13.95,13.95,13.6,N/A,0,0.01,2.4,,
6248,沛波國際,14150400,1992849,825,7.1,7.57,6.54,7.05,6.72,N/A,0,4.11,0.76,,
6250,宇加科技,6699296,315692,215,21.22,25.8,17.6,19.78,22.85,13.6,0,1.73,4.05,,
6266,泰詠電子,32177587,3452260,1136,9.32,10.05,8.13,9.44,9.99,27,12.61,4.63,0.65,,
6274,台燿科技,133796397,11738883,3176,11.39,11.8,10.4,11.39,11.5,13.86,6.96,5.02,0.6,,
6279,胡連精密,563464651,9961059,6619,56.56,59.8,52,56.64,56.6,14.93,7.05,11.52,2.26,,
6284,佳邦科技,189695800,8937646,3953,21.22,23.4,17.65,21.46,21.75,19.59,7.36,9,0.77,,
6290,良維科技,1082882537,28004734,12133,38.66,41.2,32.5,38.67,40.9,38.58,6.11,23.12,1.85,,
6292,迅德興業,48605456,1864224,709,26.07,27.1,25.2,26.01,25.5,7.75,11.37,3.87,1.36,,
8042,金山電子,714300079,19351402,9598,36.91,39.9,32.7,36.78,39.2,9.01,10.2,20.94,1.49,,
8043,蜜望實  ,150661762,8375182,3384,17.98,18.55,16.7,17.9,17.9,8.33,4.75,9.12,0.83,,
8074,鉅橡    ,18502572,1589714,706,11.63,12.25,10.7,11.67,11.95,17.84,8.37,2.98,0.87,,
8080,奧斯特  ,23826106,2731394,912,8.72,9.22,7.65,8.75,8.66,39.36,0,5.47,0.71,,
8091,翔名科技,761002505,11838388,5636,64.28,70,57.5,64.21,68.9,10.5,7.79,27.95,3.17,,
8093,保銳科技,8168724,1016860,423,8.03,8.69,7.05,8.04,8.1,N/A,0,1.58,0.73,,
8109,博大科技,162808847,3898208,2620,41.76,44.7,39.7,41.66,41.8,10.2,8.33,6.49,2.73,,
8121,越峰電子,8202291460,132772834,70184,61.77,73.4,51.5,61.12,66.9,12.28,7.37,80.83,3.89,,
8182,加高電子,115212694,7415979,2646,15.53,16.3,14,15.5,15.65,13.73,7.67,6.93,0.65,,
8287,英格爾  ,2836139318,35368624,20280,80.18,85.4,72.8,79.48,80.7,26.99,4.83,39.07,3.27,,
8289,泰藝電子,99965641,6414515,2672,15.58,16.6,13.75,15.24,15.55,11.27,9.65,8.44,0.79,,
8291,尚茂    ,54049777,6509441,2559,8.3,9.48,7.05,8.07,7.95,56.79,8.43,8.56,0.75,,
8358,金居    ,143643911,11736625,4170,12.23,12.95,10.2,12.11,12.85,38.94,10.89,5.54,1.09,,
3224,三顧    ,24891720,3591322,1592,6.93,8.23,5.81,6.7,6.96,N/A,0,8.55,0.82,,
3232,昱捷    ,17719351,1849428,913,9.58,10.55,7.26,9.41,9.11,65.07,0,4.45,0.86,,
3360,尚立    ,53475587,4829516,1858,11.07,12,9.84,10.92,10.75,N/A,4.56,9.6,0.72,,
3444,利機企業,136006460,5516797,2233,24.65,26.9,22.2,23.96,25.5,10,7.84,14.81,1.69,,
3528,安馳    ,27603188,963606,662,28.64,30.2,26,28.62,28.6,8.49,9.34,2.05,1.48,,
5467,聯福生  ,372125,127331,95,2.92,3.16,2.73,2.98,3.09,51.5,0,0.11,0.8,,
6113,亞矽科技,49834319,4071554,1478,12.23,13.15,10.7,12.26,12.2,10.52,0,7.32,0.86,,
6118,建達國際,148391397,10754410,4715,13.79,15.15,10.55,13.17,14.2,94.67,1.76,11.84,1.27,,
6135,佳營電子,55429904,5623325,1605,9.85,10.8,9.4,9.85,9.95,N/A,0,7.38,1.06,,
6154,順發電腦,88946865,3452409,1642,25.76,27,24.55,25.74,26.45,10.25,7.56,4.31,1.71,,
6171,亞銳士  ,68842345,3673818,1258,18.73,19.9,17.1,18.39,17.75,N/A,0,13.43,1.53,,
6227,茂綸    ,33259797,2908201,1063,11.43,12.2,10.2,11.37,11.85,18.81,6.75,3.82,0.75,,
6259,百徽    ,9261000,1287000,539,7.19,7.82,6.5,7.26,7.28,242.67,0,1.84,1.02,,
6265,方土昶  ,29075833,4215552,1365,6.89,7.3,6.19,6.99,6.9,N/A,0,3.46,0.54,,
6270,倍微科技,89442837,5810053,2294,15.39,16.5,13.9,15.38,15.3,12.44,13.07,7.73,0.52,,
8032,光菱電子,19241487,690791,422,27.85,29.25,26.85,28.08,28.4,9.16,4.23,1.33,1.3,,
8067,志旭國際,4360225,540890,345,8.06,8.44,7.5,8.17,7.96,N/A,0,1.21,1.07,,
8068,全達國際,125474879,3779074,2527,33.2,39.8,20.4,30.18,39,N/A,0,12.33,6.76,,
8096,擎亞國際,5835100560,117741791,58591,49.55,56.5,41.2,49.16,56.2,13.16,4.38,106.84,2.27,,
3083,中華網龍,3641240649,34427295,24201,105.76,126,80.9,104.98,115,20.95,8.13,39.37,4.86,,
3085,久大資訊,132845340,10072403,3780,13.18,14.3,11.8,13.04,13.3,88.67,0,14.14,1.33,,
3086,華義國際,1317572260,54560701,22851,24.14,26.6,21.4,23.6,23.45,13.17,0,77.63,2.03,,
3293,鈊象電子,2608896085,12168703,9403,214.39,230,193.5,214.55,222,18.35,4.28,17.55,5.03,,
3546,宇峻奧汀,1724376656,19785101,14919,87.15,96.6,71.5,87.27,92,86.79,9.23,58.5,3.45,,
3570,大塚資訊,131133660,2981080,1940,43.98,47.3,40.85,43.57,43.35,10.22,4.57,17.64,1.73,,
3662,樂陞    ,702066636,9772580,6075,71.84,76.3,65.2,70.43,66.5,67.86,1.61,37.81,2.45,,
3664,F-安瑞  ,80737290,3565358,1444,22.64,24.9,19.65,22.67,22.65,26.65,0,5.13,1.21,,
3687,歐買尬  ,808811265,4390520,3940,184.21,202,171,182.22,191,19,1.31,17.54,4.91,,
4946,紅心辣椒,852478065,9630631,7912,88.51,103,65.8,85.71,90.6,N/A,3.31,47.16,2.88,,
4965,商店街  ,147327330,1186631,995,124.15,133,112,123.05,125.5,28.08,1.4,8.39,4.89,,
4994,傳奇    ,1363866194,5781398,4956,235.9,280,168.5,232.62,278,25,1.4,24.57,12.97,,
5201,凱衛資訊,20720651,2058402,805,10.06,10.85,9.01,10.05,10.5,25.61,0,6.71,1.11,,
5202,力新國際,71343064,10149896,2891,7.02,7.6,6.01,7.02,6.98,63.45,0,16.72,0.67,,
5206,坤悅開發,2821988,182892,106,15.42,16.2,14.45,15.47,16.2,231.43,0,0.24,3.07,,
5209,新鼎系統,214286566,3764861,2466,56.91,59.1,53.6,57.19,57.8,9.51,6.87,16.98,2.75,,
5210,寶碩    ,44053552,4961672,1917,8.87,9.36,8.1,8.83,9.09,24.57,5.5,7.19,0.78,,
5211,蒙恬科技,847345773,17942137,11948,47.22,53.1,40,45.83,51.2,22.96,5.76,56.03,2.9,,
5212,凌網科技,13687969,841555,539,16.26,16.95,15.6,16.41,16.4,10.38,1.71,2.43,1.53,,
5310,天剛資訊,78997263,2283653,1629,34.59,42.65,23.55,31.67,36.6,22.73,4.1,10.21,1.49,,
5403,中菲    ,77968050,3881587,1495,20.08,21.4,19.05,20.06,19.8,14.35,10.05,6.91,1.7,,
5410,國眾電腦,544517232,39462914,11572,13.79,14.9,11.35,13.47,13.6,17,8.6,43.99,1.23,,
5478,智冠    ,3180936405,45503656,29326,69.9,81.7,56.5,69.55,77,14.56,8.51,35.7,2.06,,
6111,大宇資訊,2145578,96281,83,22.28,24,21,22.68,22,N/A,0,0.26,4.5,,
6140,訊達電腦,56500255,4230797,1584,13.35,14.35,11.4,13.29,13.55,9.96,3.69,9.39,1.07,,
6148,驊宏資通,79976548,12903845,4057,6.19,6.84,5.7,6.16,6.19,154.75,0,14.66,0.68,,
6169,昱泉國際,422027155,10834397,7218,38.95,43.6,34.6,38.31,38.4,19.1,0,38.3,1.57,,
6180,橘子    ,967298412,31716258,16631,30.49,33,27.55,30.02,31.1,20.73,3.86,20.23,1.74,,
6221,晉泰科技,797655226,32490106,12705,24.55,29.2,17.6,21.75,29.2,13.58,2.71,96.81,1.95,,
6231,系微    ,1971975184,12905397,9970,152.8,166,144,152.65,152.5,15.69,3.61,34.11,7.01,,
6240,松崗    ,280576,23922,29,11.7,18,7.55,13.61,18,N/A,0,0.19,11.92,,
8044,網路家庭,4200053812,23653546,17183,177.56,194,162,174.72,175,29.46,3.09,34.1,10.28,,
8099,大世科  ,249900795,12310315,5321,20.3,22.15,17,19.61,19.7,11.52,5.08,18.32,1.39,,
1785,光洋科技,1680649923,41847101,21682,40.16,43.45,36.45,39.64,41.55,13.53,10.78,11.18,1.72,,
3064,泰偉電子,945270399,18073298,10015,52.3,57.6,42.8,51.44,52.3,N/A,0,27.29,3.54,,
3067,全域    ,1064499,56066,52,18.98,19.5,18.15,19.01,18.65,17.27,11.26,0.19,1.43,,
3093,台灣港建,20245899,433135,396,46.74,50,42,46.98,48.55,13.45,12.36,1.19,2.13,,
3131,弘塑科技,421124724,5546388,3941,75.92,84.2,69,75,83,9,10.24,25.21,3.5,,
3289,宜特科技,321431766,13182409,6462,24.38,27.05,21.2,23.74,25.5,17.83,1.76,18.83,1.3,,
3303,岱稜    ,104714883,8244934,3479,12.7,14.05,10.5,12.41,12.5,N/A,0,10.28,0.68,,
3324,雙鴻科技,2724541994,69372634,30433,39.27,44.5,32,39.14,43.4,19.73,0,114.95,2.84,,
3373,熱映光電,308781684,11006443,4642,28.05,37,18.15,23.75,37,36.27,3.97,36.01,2.44,,
3402,漢科    ,163060920,9951825,4244,16.38,17.85,14,16.08,16.75,6.07,16.24,13.51,0.99,,
3466,致振企業,25522291,1117331,664,22.84,23.95,21.2,22.8,22.9,19.24,4.37,1.79,0.87,,
3498,陽程    ,133830560,8424089,3699,15.88,18.2,12.4,15.88,16.2,N/A,0,12.41,0.72,,
3508,位速    ,16694901802,143515384,84713,116.32,131,98.8,116.02,121.5,17.71,0.6,154.59,3.37,,
3541,西柏科技,166793553,5034344,2710,33.13,35.45,31,32.92,34.6,12.58,9.1,13.88,2.27,,
3551,世禾科技,954991259,21596655,10855,44.21,47.15,39.5,43.25,43.95,8.62,4.55,43.2,1.11,,
3552,同致電子,647170021,9273417,5401,69.78,76.8,60,69.39,71.9,19.59,4.95,12.93,2.77,,
3563,牧德科技,1214644683,23926608,14779,50.76,54.3,44.8,50.89,51.5,11.12,4.56,78.02,2.94,,
3580,友威科  ,161254753,12922663,4177,12.47,13.45,10.5,12.11,12.3,N/A,2.44,28.91,0.57,,
3587,閎康科技,142278706,5038781,2308,28.23,30,26,28.13,28.6,10.92,6.78,11.69,1.48,,
3628,盈正    ,1280789289,15829603,10820,80.91,92.3,70.5,80.12,83.6,13.8,14.35,35.18,2.29,,
3642,駿熠電  ,1581900355,41204626,20693,38.39,42.2,31.6,37.9,38.45,7.04,3.9,122.07,1.25,,
5205,漢康科技,294928131,12154120,6353,24.26,29.85,16.2,24.09,23.1,N/A,1.17,49.11,1.42,,
5383,金利    ,30789832,2719436,1324,11.32,12,10.4,11.35,11.65,52.95,8.58,3.81,0.9,,
5452,佶優科技,1223641953,63340690,15319,19.31,20.8,17.55,19.41,19.3,18.38,5.18,46.03,1.37,,
5489,彩富電子,148141116,4707691,2137,31.46,33.5,29.65,31.32,32.8,18.22,7.1,4.52,2.41,,
5493,三聯科技,164011778,5585298,3032,29.36,31.1,26.4,29.19,30.85,7.77,9.72,14.58,1.51,,
5536,聖暉    ,1052565810,8942289,6847,117.7,122.5,113.5,116.92,118,7.61,8.47,19.38,2.52,,
6144,得利影視,915519,98956,103,9.25,9.93,8.7,9.26,9.11,N/A,0,0.2,1.37,,
6146,耕興    ,575053294,8766814,5707,65.59,68,62.4,65.61,65.2,11.79,7.65,10.99,2.89,,
6151,晉倫科技,390424816,15788301,7496,24.72,26.95,21.65,24.63,25.9,16.93,7.72,33.02,1.52,,
6179,世仰科技,16928829,1652829,796,10.24,10.8,9.65,10.2,10.1,N/A,0,2.96,1.14,,
6187,萬潤    ,260650974,15792308,6083,16.5,18.65,14.3,16.23,17.4,N/A,0,24.6,0.96,,
6238,勝麗國際,0,0,0,0,0,0,0,6.85,N/A,0,0,2.3,,
6275,元山科技,40965857,2821938,1084,14.51,15.5,13.45,14.55,15.1,33.56,3.31,5.92,1.23,,
6276,名鐘科技,92929349,4481674,1842,20.73,22.7,18.4,20.4,18.4,N/A,0,5.34,3.47,,
8047,星雲電腦,7760908,823379,376,9.42,10.5,8.6,9.58,10,200,0,1.62,0.91,,
8085,福華電子,86719950,16302737,4011,5.31,6.13,4.13,5.28,5.57,N/A,0,10.37,0.44,,
8092,建暐精密,15956796,1618968,601,9.85,11.25,8.1,9.7,10.8,540,0,5.37,0.91,,
8183,台灣精星,80049587,11804043,3488,6.78,7.49,6.08,6.83,6.92,N/A,0,10.17,0.5,,
8383,千附實業,344279761,15645333,6905,22,23.35,20.05,21.93,22.55,15.03,5.32,13.24,1.09,,
1107,建台水泥,6216153,4020343,563,1.54,1.66,1.42,1.55,1.5,N/A,0,1.28,-0.27,,
2341,英群    ,3442878,1850291,605,1.86,2.13,1.45,1.83,1.9,2.84,0,0.89,-190,,
2381,華宇光能,35652962,6183513,1764,5.76,6.99,4.95,5.65,5.3,1.03,0,3.18,0.44,,
4801,高盛電子,0,0,0,0,0,0,0,33.65,168.25,0,0,3.56,,
5318,佳鼎科技,703755,102450,136,6.88,7.27,5.86,6.8,7.18,0.6,0,0.89,-1.13,,
,,,,,,,,,,,,,,,
