櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,
99年11月 Nov. 10,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 341,923,478,655元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,336,993筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 8,296,206,197股",,,,,,4. 成交量週轉率： 12.62%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
8913,華夏資融,66032701,3383532,1648,19.51,21,18.85,19.42,19.25,2.61,2.1,7.49,1.09
8916,光隆    ,676631500,24949580,10958,27.11,30.7,23.3,26.01,25.85,11.19,2.47,28.26,1.17
8921,沈氏印刷,8678191,617874,148,14.04,14.7,13.75,14.12,14.1,14.69,4.28,1.33,0.83
8923,時報出版,6816731,366980,155,18.57,19.9,17.7,18.81,18.15,12.60,5.4,1.21,1.28
8924,大田精密,113713917,2922227,1887,38.91,40.5,37.8,38.77,38.2,18.02,6.47,2.41,2.15
8925,偉盟工業,1135553761,61268803,14184,18.53,20,17.45,18.45,18.3,53.82,5.43,22.14,1.42
8928,鉅明    ,21339656,2260794,689,9.43,10.15,8.9,9.36,9.35,N/A,5.42,3.56,0.89
8929,富堡工業,78884608,1882566,1274,41.9,44.8,38.7,41.18,40.2,10.28,4.78,7.16,2.15
8932,宏大    ,8601980,864000,343,9.95,10.5,9.55,9.87,9.81,17.84,0,1.77,1.08
8933,愛地雅  ,116508169,8273653,3862,14.08,15,13.3,14.05,13.8,20.91,7.11,6.73,0.94
8934,馭鳳    ,0,0,0,-,-,-,-,2.48,N/A,0,0,4.43
8935,邦泰    ,248661274,23441653,6304,10.6,11.55,9.97,10.37,10,N/A,0,11.61,1.18
8936,國統國際,302780784,11843829,6057,25.56,29,23.6,25.27,25.05,16.06,4.78,9.93,1.51
8937,合騏    ,179164412,8145031,2770,21.99,23,20.9,21.71,22.6,N/A,0,11.24,1.84
8938,明安國際,498114532,8721495,4934,57.11,60.2,54.5,56.83,58,10.90,6.58,6.65,1.97
8942,森鉅科技,133267801,4877181,1731,27.32,28.4,26,27.17,27.65,21.94,3.74,4.43,1.63
