櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
99年06月 Jun. 10,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 345,045,767,594元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,770,524筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 9,491,891,600股",,,,,,4. 成交量週轉率： 12.89%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
3526,凡甲科技,1720620773,16887181,11767,101.88,108.5,93.5,103.18,102.5,10.56,3.8,32.29,3.45,,,
3537,堡達    ,712111442,16136520,9697,44.13,47.35,39.2,43.64,42.8,18.21,2.92,41.75,2.29,,,
3548,兆利科技,86578156,2024316,1455,42.76,45.2,40.4,42.68,40.8,11.66,2.33,4.02,0.96,,,
5301,祥裕電子,42613805,5736604,1910,7.42,8.05,6.37,7.07,7.07,N/A,0,12.68,1.36,,,
5309,系統電子,479558747,37924737,8640,12.64,13.5,11.6,12.46,13,24.53,0,27.57,1.49,,,
5317,凱美電機,447201284,40357056,10413,11.08,11.9,10.1,10.9,10.7,N/A,2.56,29.59,0.9,,,
5321,友銓電子,101754995,11478756,3577,8.86,10,7.33,8.19,8.45,N/A,0,7.64,0.94,,,
5328,華容    ,1259266372,101163234,23404,12.44,13.95,10.8,12.02,13.2,N/A,0,47.2,1.19,,,
5340,建榮工業,1048832107,93704556,21170,11.19,12.7,9.41,11.08,12.1,N/A,0,56.48,1.41,,,
5345,天揚    ,203472636,13279296,4620,15.32,16.2,14,15.25,15,N/A,0,26.56,1.22,,,
5349,先豐通訊,377795171,24042745,8655,15.71,16.55,14.6,15.56,14.8,20,0,11.95,1.17,,,
5355,佳總興業,189336797,9135215,3508,20.72,22.45,18.5,20.37,22.25,N/A,0,6.36,2.83,,,
5356,協益電子,7229473320,220594247,80604,32.77,36.35,28.3,32.3,32.35,9.3,0.3,157.57,1.47,,,
5364,浩騰    ,280173512,27367583,6811,10.23,11,9.19,10.18,9.19,N/A,15.04,12.92,1.3,,,
5381,合正科技,302595258,45693014,10119,6.62,7.2,6.06,6.51,6.41,N/A,0,15.47,0.67,,,
5398,力瑋實業,33960654,2721991,592,12.47,13.2,12.05,12.58,12.65,19.17,0,6.52,1.17,,,
5439,高技企業,224748643,7636311,3518,29.43,30.7,27.5,29.4,27.9,13.1,2.72,10.09,1.92,,,
5457,宣德    ,421942890,34482693,8432,12.23,12.65,11.6,12.09,12.05,N/A,0,14.37,1.79,,,
5460,同協電子,191796726,11471459,5215,16.71,17.6,15,16.63,16.4,45.56,4.5,15.93,1.31,,,
5464,霖宏科技,150660227,4456898,2205,33.8,35.05,30.4,33.48,31.9,16.03,5.81,7.43,1.88,,,
5475,德宏工業,3014988641,173895719,40987,17.33,20.1,14.7,17.12,18,N/A,0,85.05,1.67,,,
5480,統盟電子,281573351,8678634,4152,32.44,33.9,30,32.04,31.4,6.95,0,5.78,2.12,,,
5481,華韡電子,64974390,4294260,1256,15.13,16.1,13.7,14.77,14.5,N/A,5.06,4.2,0.77,,,
5488,松普科技,461471784,31828224,9001,14.49,17.25,13.3,14.41,13.6,29.57,2.12,34.75,0.84,,,
5491,連展科技,449203277,22549526,9655,19.92,21.5,18.1,19.53,19.2,21.33,2.66,12.46,1,,,
5498,凱崴    ,86099163,10156796,2729,8.47,8.8,8.02,8.42,8.32,55.47,0,6.38,0.83,,,
6101,弘捷    ,14056203,1820523,289,7.72,8.3,6.63,7.73,7.61,N/A,0,0.81,5.11,,,
6107,華美電子,32204188,3023887,1374,10.64,11.85,9.72,10.51,10.15,N/A,0,8.63,1.83,,,
6114,翔昇電子,2049184,642292,172,3.19,4.76,2.65,3.5,3.12,N/A,0,1.17,1.67,,,
6124,業強科技,101189022,2301849,923,43.95,46.4,42.8,44.12,44,293.33,2.27,1.2,3.07,,,
6126,信音企業,357202938,9255538,3651,38.59,40.7,37.4,38.63,38.45,8.56,2,11.59,1.99,,,
6127,九豪精密,1155972947,56431866,18712,20.48,22,18.3,20.28,20.45,97.38,2.14,69.54,1.58,,,
6134,萬旭電業,286305615,4531634,3024,63.17,67,59.5,63.39,60.7,9.05,2.41,6.57,2.14,,,
6158,禾昌興業,668507854,12104900,6691,55.22,56.9,51.9,54.81,52.8,6.97,3.68,10.56,1.67,,,
6173,信昌電陶,2019368064,64621024,21395,31.24,33.95,27.5,30.44,33,24.09,0.61,39.43,2.19,,,
6174,安碁科技,114255398,8070387,2661,14.15,14.9,12.3,14,12.5,N/A,0,11.26,1.84,,,
6175,立敦科技,534056728,34822322,9109,15.33,16.8,13.6,14.7,14.2,N/A,0,37.17,1.4,,,
6185,幃翔精密,63124992,2084281,856,30.28,31.7,28.2,30.09,29.6,11.17,2.31,2.31,1.61,,,
6194,育富電子,123264025,3486513,1741,35.35,36.5,33.3,35.23,35,9.7,6.18,3.09,1.24,,,
6203,海韻電子,126135790,1555282,1146,81.1,84,78.5,81.09,80,12.54,6.29,2.61,3.91,,,
6204,台灣艾華,318855261,9532900,4565,33.44,35.95,30.15,32.78,32.6,11.99,3.94,25.98,1.61,,,
6207,雷科    ,1726471216,39143280,17000,44.1,48.3,38.6,42.93,46,13.26,1.09,54.68,2.59,,,
6208,日揚科技,366837092,27513484,7089,13.33,14.15,12.1,12.8,13.05,N/A,0,23.52,1.03,,,
6210,慶生電子,811718751,21222130,9804,38.24,40.3,33.8,37.77,35,13.31,1.85,60.55,2.46,,,
6211,福登    ,43903540,2064621,995,21.26,22.2,19.5,21.1,20.4,8.36,0,4.42,0.71,,,
6217,中國探針,783693094,15867448,10332,49.38,53.6,43.6,48.99,45.6,25.05,0,37.9,4.02,,,
6220,岳豐科技,550669794,22276005,6303,24.72,26.15,22.45,24.39,23,9.58,2.03,20.08,1.28,,,
6242,聯豪科技,3209667,614728,69,5.22,5.93,4.17,5.08,4.78,N/A,0,1.82,1.5,,,
6248,沛波電子,210096767,13304137,4794,15.79,16.7,14.7,15.61,15.05,N/A,0.64,26.36,1.43,,,
6250,宇加科技,2574210,192932,117,13.34,14.95,12.05,13.65,14.25,N/A,0,1.32,5.14,,,
6266,泰詠電子,310562165,23884030,7692,13,14.95,11.5,12.69,11.95,19.92,8.7,34.86,0.77,,,
6274,台燿科技,682756916,43319021,12682,15.76,16.8,14.7,15.54,16.25,29.02,1.21,18.57,0.91,,,
6279,胡連精密,1076519092,12725511,8308,84.59,91.4,78.5,83.84,88.6,16.05,2.33,17.27,4.22,,,
6284,佳邦科技,90877152,3655358,1835,24.86,26,23.45,24.8,24.25,20.21,1.88,3.55,0.82,,,
6290,良維科技,2141666123,42724464,18213,50.12,54.8,46.35,50.2,47,10.93,1.55,34.61,1.95,,,
6292,迅德興業,42428222,1445291,665,29.35,30.75,27.4,29.59,30.5,14.39,1.38,2.82,1.7,,,
8042,金山電子,671530984,12517366,7155,53.64,57.6,49.75,53.36,50.1,8.52,2.56,14.26,2.12,,,
8043,蜜望實  ,170040273,8044693,2969,21.13,21.95,20,21.02,21.2,10.87,0.95,8.76,1,,,
8074,鉅橡    ,106326225,6057517,2246,17.55,18.3,16.6,17.46,17.55,8.91,8.41,11.9,1.17,,,
8080,奧斯特  ,87911779,6018045,2534,14.6,16,13.3,14.27,14.7,N/A,5.75,12.05,1.24,,,
8091,翔名科技,228457739,5362123,2901,42.6,44.5,38.8,42.25,43.5,12.95,4.31,14.49,2.71,,,
8093,保銳科技,60609794,4299623,1467,14.09,14.95,12.75,13.78,13.85,26.13,2.82,6.7,1.1,,,
8109,博大科技,237409334,5112704,3170,46.43,49,43,46.14,44.4,15.74,5.28,11.47,2.73,,,
8121,越峰電子,5993346086,75967976,41492,78.89,87.5,63.8,78.3,65,N/A,1.03,65.83,4.5,,,
8182,加高電子,397281332,14761200,6286,26.91,28.8,23.25,25.31,25.9,13.7,2.65,17.99,1.07,,,
8287,英格爾  ,1158302844,16707928,8379,69.32,71,67,69.21,69,32.24,1.12,34.12,3.81,,,
8289,泰藝電子,1382691734,54940238,21326,25.16,27.2,21.65,24.7,22,21.36,3.4,75.44,1.14,,,
3224,三顧    ,129015497,11866047,3930,10.87,12.4,8.16,9.48,11.15,N/A,6.69,27.39,1.36,,,
3232,昱捷    ,54138242,3706822,1572,14.6,15.5,13.2,14.47,14.4,N/A,1.33,11.74,1.58,,,
3312,弘憶股  ,156260363,6386401,2628,24.46,25.75,22.75,24.11,24.25,9.58,3.27,8.85,1.78,,,
3360,尚立    ,217862558,12063839,5681,18.05,19.5,16.2,17.65,16.65,18.1,0,24.1,1.07,,,
3389,志遠    ,393177396,13084133,6316,30.04,31.7,28.5,29.77,28.5,9.56,3.32,18.95,1.79,,,
3444,利機企業,37878952,1177510,730,32.16,33.7,30.4,32,31.25,14.01,6.06,3.82,1.93,,,
5467,聯福生  ,1195826,218653,105,5.46,6.06,5.25,5.61,5.88,18.38,0,0.2,1.48,,,
6113,亞矽科技,2178919310,83201505,33043,26.18,28.65,23,25.93,24.3,11.52,0,149.62,2.06,,,
6118,建達國際,230723254,11045321,5429,20.88,22.6,18.7,20.34,19.05,28.01,1.94,12.52,1.63,,,
6135,佳營電子,120686992,9157549,2981,13.17,14.4,11.85,13.03,12.85,16.69,0,12.02,1.43,,,
6154,順發電腦,34292279,1406405,900,24.38,25.4,23.2,24.26,24.55,15.25,6.02,1.76,1.59,,,
6171,亞銳士  ,23258945,1930227,857,12.04,12.7,11.1,11.85,12.7,1270,2.51,7.06,1.09,,,
6195,旭展電子,134388727,3594539,2348,37.38,40.5,34.2,37.24,35,44.87,1.34,9.47,2.78,,,
6227,茂綸    ,41641086,2277541,1080,18.28,19.3,17.1,18.27,18.4,10.89,5.42,2.99,1.13,,,
6259,百徽    ,177368365,12512777,3161,14.17,15.4,10.9,12.5,15.25,47.66,0,19.73,2.34,,,
6265,方土昶  ,153146026,12232007,3086,12.52,13.35,11.6,12.23,12.35,19.6,12.46,10.05,0.94,,,
6270,倍微科技,107250586,4279759,2244,25.05,26.2,23.9,25.08,25.25,11.8,7.6,5.69,0.83,,,
8032,光菱電子,368392688,14072420,5491,26.17,27.4,24.3,25.9,24.5,12.44,1.87,27.16,1.32,,,
8067,志旭國際,68268238,5099482,1754,13.38,14.75,11.3,13,14.75,N/A,4.1,11.39,1.54,,,
8068,全達國際,41678298,785057,688,53.08,56.8,50.5,52.58,50.7,N/A,0,2.56,7.22,,,
8096,擎亞國際,2292097177,73172116,30084,31.32,34.8,27.5,30.5,28.05,14.53,2.49,78.28,1.64,,,
3083,中華網龍,9183203356,31295978,24700,293.43,357.5,261,288.66,265,24.13,2.35,35.59,8.1,,,
3085,久大資訊,232849948,13943004,5368,16.7,18.7,14.65,16.4,17.7,N/A,0.65,30.1,1.78,,,
3086,華義國際,3828764750,105420754,54443,36.31,40,33.5,35.79,34.7,78.86,0,149.99,3.95,,,
3293,鈊象電子,1081325151,4757678,4156,227.28,241.5,215,225,220,11.8,4.86,7.1,4.53,,,
3546,宇峻奧汀,9913336759,23578250,21046,420.44,495,361,415.5,369,27.19,1.22,77.61,9.6,,,
3570,大塚資訊,21211023,686109,482,30.91,32.5,28.2,30.49,30.75,14.3,4.69,4.15,1.35,,,
3664,KY安瑞  ,367353219,7120229,3460,51.59,59,46.5,49.69,47.1,19.96,0,10.6,3.57,,,
5201,凱衛資訊,88528343,5137899,2650,17.23,20.1,15.65,17.24,16.25,15.05,0,20.01,1.79,,,
5202,力新國際,1576106950,102406141,34514,15.39,16.7,13,14.99,13.4,46.21,0,168.73,1.3,,,
5206,經緯科技,733685,508212,101,1.44,1.71,1.3,1.49,1.71,N/A,0,1.11,0.89,,,
5209,新鼎系統,108274377,1873635,1414,57.78,60,53.5,57.26,56.3,17.43,1.71,8.7,3.09,,,
5210,寶碩    ,332985638,27031948,8205,12.31,13.6,10.45,11.36,13.3,23.75,7.52,40.03,1.09,,,
5211,蒙恬科技,2842400186,34430539,23667,82.55,90,70,80.49,73.5,28.6,2.4,107.51,4.17,,,
5212,凌網科技,94944051,4017427,2106,23.63,24.4,20.3,22.63,21.5,N/A,3.71,11.66,2.12,,,
5310,天剛資訊,75672051,1499711,1208,50.45,55.3,45.6,49.7,51.3,12.01,0,13.58,4.2,,,
5403,中菲    ,539409260,21527314,8969,25.05,27,22.2,23.71,25.35,11.58,5.21,39.07,1.76,,,
5410,國眾電腦,2971054120,109159724,42291,27.21,30.3,22,26.59,24.2,56.28,0,132.83,2.26,,,
5478,智冠    ,8409871924,49978896,34937,168.26,184,152,164,157,18.49,3.93,39.38,3.68,,,
6111,大宇資訊,23536004,563336,215,41.77,43.5,39.2,42.04,40.55,30.49,0,1.8,11.62,,,
6140,訊達電腦,196020943,10086559,4621,19.43,22.55,15.25,17.6,21.3,193.64,3.8,28.3,1.86,,,
6148,驊宏資通,106159765,13161772,4001,8.06,8.63,7.5,7.88,7.78,N/A,0,14.96,0.84,,,
6169,昱泉國際,928619636,7518952,6042,123.5,132.5,114,120.78,115,N/A,3.3,26.77,3.64,,,
6180,橘子    ,6110311717,109519062,60562,55.79,60.5,50.8,54.34,52.9,32.26,2.35,66.12,2.93,,,
6183,關貿網路,942983833,43634255,7866,21.61,22.8,20.45,21.02,21.05,25.99,3.77,29.09,1.71,,,
6214,精誠資訊,1015833938,23346005,11446,43.51,45.95,40.6,43.07,42.9,8.38,2.3,8.77,0.78,,,
6221,晉泰科技,88768796,5756393,2454,15.42,17.2,14.1,15.34,15.7,N/A,4.37,18.07,1.22,,,
6231,系微    ,306780211,2810546,2262,109.15,115,100,108.54,102,15.89,1.84,8.46,5.01,,,
6240,松崗    ,740635,504119,93,1.46,1.6,1.37,1.49,1.43,N/A,0,0.25,2.31,,,
8044,網路家庭,3355482472,29826513,17710,112.49,123,94.7,111.92,110.5,40.48,0.48,53.28,8.18,,,
8099,大世科  ,139228516,5135517,2866,27.11,29.15,24.9,26.55,26.55,11.7,8.48,7.64,1.83,,,
1785,光洋科技,1940407214,26813585,15470,72.36,75.9,67.6,71.3,71.4,10.98,2.95,10.72,2.25,,,
3064,泰偉電子,480609800,9862195,6472,48.73,53.2,43,46.71,52.3,N/A,0,14.84,3.12,,,
3067,全域    ,2527944,106083,90,23.82,27.8,22,24.2,23,14.2,6.73,0.37,1.89,,,
3093,台灣港建,70666071,1213800,813,58.21,60,55.7,58.1,58.3,20.24,10.34,3.34,2.64,,,
3289,宜特科技,293194844,9112045,4487,32.17,34.5,29.4,31.85,30.1,N/A,6.56,13.28,1.84,,,
3303,岱稜    ,397476123,13860406,6508,28.67,30.6,25.9,27.92,27.9,N/A,4.12,17.41,1.23,,,
3324,雙鴻科技,198993295,8520148,4079,23.35,24.9,21.1,22.76,21.1,N/A,0,17.55,2,,,
3373,熱映光電,41026220,1393333,874,29.44,31.25,27.8,29.04,28.5,12.56,5.15,4.94,1.72,,,
3402,漢科    ,353781330,12079688,4975,29.28,30.85,26,28.81,29.9,49.02,13.98,25.79,1.98,,,
3466,致振企業,24209134,734669,534,32.95,35.5,30.85,33.32,31.55,11.86,2.95,1.18,1.16,,,
3498,陽程    ,61992077,2250403,1346,27.54,28.75,26.1,27.41,27.45,549,6.88,3.42,1.11,,,
3508,位速    ,397704303,6273900,3651,63.39,70,54,60.07,65.5,545.83,2.55,6.76,2.25,,,
3541,西柏科技,209112806,5781265,2668,36.17,37.9,32.75,35.12,33.3,14.11,7.84,17.53,2.15,,,
3551,世禾科技,79949035,1948171,1116,41.03,43,39.15,41.09,39.9,15.41,5.99,4.07,1.12,,,
3552,同致電子,187180100,1358887,731,137.74,147,129.5,135.8,140,21.08,0.72,2.77,5.48,,,
3587,閎康科技,26176873,1022421,602,25.6,26.6,24.2,25.4,25,47.17,3.52,2.59,1.44,,,
4415,美嘉生電,2408075436,24686923,13385,97.54,119.5,73.5,100.34,113,19.22,0,89.11,10.2,,,
5205,漢康科技,728518880,9566469,5074,76.15,81.7,71.5,76.72,75.2,69.63,0,39.92,4.25,,,
5383,金利    ,253077130,13114380,5322,19.29,20.4,18.1,19.09,18.5,11.71,7.71,18.91,1.41,,,
5452,佶優科技,291746124,16801133,6513,17.36,18.45,16.35,17.13,16.55,18.39,1.45,13.24,1.23,,,
5489,彩富電子,40155296,1044848,628,38.43,39.3,37.15,38.39,37.95,14.54,3.8,1.04,2.45,,,
5493,三聯科技,78584579,2973909,1453,26.42,27.5,24.95,26.16,25.4,11.87,4.63,7.76,1.48,,,,,,
6144,得利影視,26986855,1864987,802,14.47,15.6,13,13.68,13.55,N/A,0,3.83,1.79,,,,,,
6146,耕興    ,269949878,3852720,2457,70.06,72.5,67.6,69.92,68.8,12.53,4.92,4.95,3.04,,,,,,
6151,晉倫科技,429356275,12229674,5628,35.1,37.15,32.5,34.93,33.8,11.7,5.66,27.44,2.29,,,,,,
6179,世仰科技,113916143,7925903,3203,14.37,15.05,12.8,13.84,15,N/A,3.64,11.64,1.75,,,,,,
6187,萬潤    ,1600212438,27813873,13795,57.53,60.5,51.8,57.15,56.8,25.13,2.22,44.95,3.04,,,,,,
6238,勝麗國際,632784,44150,30,14.32,15.95,13.05,14.91,15.1,6.96,0,0.13,6.02,,,,,,
6275,元山科技,241963894,11520177,4466,21,23.2,18.8,20.7,20.1,42.77,4.71,26.32,1.6,,,,,,
6276,名鐘科技,39137808,4986278,1644,7.84,8.4,7.2,7.77,7.76,N/A,0,11.34,1.1,,,,,,
8047,星雲電腦,9379949,764907,443,12.26,12.75,11.8,12.23,11.9,N/A,3.22,1.52,1.12,,,,,,
8085,福華電子,56911300,5820641,2132,9.77,10.25,9.01,9.74,9.5,N/A,7.01,3.7,0.68,,,,,,
8092,建暐精密,20378753,1514301,546,13.45,14.05,12.6,13.39,13.15,N/A,0,5.34,1.13,,,,,,
8183,台灣精星,146404861,13774705,3746,10.62,11.15,9.9,10.36,10,N/A,2.69,11.87,0.73,,,,,,
8383,千附實業,80228639,2834276,1583,28.3,29.75,27.2,28.26,27.55,275.5,2.74,3.03,1.43,,,,,,
1107,建台水泥,1228334,891547,266,1.37,1.51,1.3,1.4,1.42,N/A,0,0.28,-0.38,,,,,,
2381,華宇光能,3942187,1967202,611,2,2.16,1.82,1.99,1.9,N/A,0,0.38,0.46,,,,,,
2396,精碟科技,4796564,8873424,658,0.54,0.58,0.49,0.53,0.5,N/A,0,0.7,-0.46,,,
4801,碼斯特  ,22116,3279,4,6.79,6.8,6.8,6.8,6.8,N/A,0,0.01,3.76,,,
5204,得捷    ,114292,12093,5,9.45,10.05,9.4,9.61,10,17.86,0,0.03,1.76,,,
5318,佳鼎科技,456983,57448,90,7.95,8.98,7.12,7.81,7.69,N/A,0,0.5,-6.1,,,
,,,,,,,,,,,,,,,,
