櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,,
98年08月 Aug. 09,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 405,663,273,980元",,,,,,"3. 櫃檯買賣月總成交筆數： 3,892,380筆",,,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 11,802,443,930股",,,,,,4. 成交量週轉率： 16.32%（以上櫃股數計算）,,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,,
1752,南光    ,656902381,21091047,11130,31.14,38.8,25,30.44,28.85,36.99,3.46,33.48,2.26,,,,
1777,生泰合成,253826794,5750752,3282,44.13,48.15,37.6,42.23,43.2,18.31,4.16,24.19,2.32,,,,
1781,合世生醫,64637370,3989257,1955,16.2,18.15,14.15,15.64,15.9,NA,0,11.38,2.37,,,,
1784,訊聯    ,689856085,9483332,6317,72.74,83.5,67.1,72.04,69.3,28.64,1.83,22.38,3.22,,,,
1788,杏昌生技,432332246,5435455,4417,79.53,93.6,70.1,77.31,71.1,21.22,4.21,18.58,2.99,,,,
1799,紅電醫  ,356987333,12713965,5934,28.07,30.4,25,27.33,27.3,29.35,6.59,45.25,1.83,,,,
1813,寶利徠  ,389709645,9728382,5792,40.05,53,32.3,36.71,38.15,23.4,0,23.66,2.93,,,,
3118,進階    ,59273214,1836773,1114,32.27,35.75,28.3,31.39,30.3,24.63,5.94,5.94,2.21,,,,
3164,景岳科技,491054508,15639312,6687,31.39,33.8,27.6,30.34,30.5,31.12,3.27,31.73,2.72,,,,
3205,天騵生科,4857597,710320,229,6.83,7.41,6.11,6.9,6.8,NA,0,2.39,2.24,,,,
3218,大學光學,295535120,8055631,4744,36.68,45.4,31.8,35.75,33.4,NA,2.99,20.03,2.48,,,,
3266,弘如洋  ,56995421,3182971,1603,17.9,19,16.2,17.19,16.8,NA,0,13.75,1.42,,,,
4102,永日化工,1786551577,40172094,22767,44.47,50,37.5,42.91,45.9,40.98,1.08,121.55,3.38,,,,
4103,百略    ,662742770,16128183,8633,41.09,44,36.2,40.23,41.5,13.17,6.74,13.2,2.15,,,,
4105,東洋藥品,6270942152,63668561,40442,98.49,115.5,85.6,96.6,95.2,33.52,3.46,49.62,5.52,,,,
4107,邦特生技,1749269080,42127189,19644,41.52,45.45,37.65,40.89,42.9,18.41,3.49,53.82,2.77,,,,
4109,加捷    ,233718538,10795729,4917,21.64,22.45,20,21.49,20.3,45.11,5.41,24.57,1.51,,,,
4111,濟生    ,287521047,15501015,6725,18.54,20.15,16.55,17.93,18.55,23.78,2.69,32.3,1.14,,,,
4113,聯上生技,241810741,8830286,3816,27.38,32.95,19.1,26.34,28,28,0,19.53,2.94,,,,
4114,健喬信元,658006586,17726415,9904,37.12,41.5,33,36.58,34.2,NA,0,25.87,3,,,,
4120,友華生技,1076796522,16854010,10475,63.88,76,55,62.43,58.1,13.61,3.27,24.31,2.31,,,,
4121,優盛醫學,92563395,6318460,2971,14.64,16.35,13.1,14.25,14.05,NA,3.55,9.41,0.95,,,,
4123,晟德    ,1023528305,21519133,12281,47.56,54.8,41.3,46.55,48.9,14.26,3.7,45.21,2.37,,,,
4126,太平洋醫,1924730526,29084473,16921,66.17,73.5,59.5,64.91,71.5,71.5,3,53.52,4.94,,,,
4127,天良    ,968354475,45582116,19136,21.24,24.2,18.9,20.86,22.05,49,2.26,99.61,1.34,,,,
4128,中天生技,1318158750,36133623,16013,36.48,40.3,33,35.69,33.7,NA,0.56,29.16,2.68,,,,
4129,聯合骨科,457919312,11556333,6602,39.62,45.5,36,39.06,37.9,NA,0,24.93,2.81,,,,
4131,晶宇生技,393507904,9944135,5630,39.57,43.5,33.6,37.64,39.1,NA,0,21.89,5.76,,,,
8908,欣雄    ,1978123,130720,107,15.13,15.8,14.45,15.27,15.25,49.19,2.62,0.18,1.38,,,,
8917,欣泰    ,1315393,31071,40,42.3,45.4,40.05,42.71,43.75,17.57,4.8,0.03,2.71,,,,
8927,北基加油,5849172,456023,181,12.82,13.7,12.3,12.91,13.05,100.38,3.83,0.5,1.16,,,,
8931,大園汽電,37822279,3338726,1047,11.32,11.9,10.4,11.24,10.9,64.12,2.75,3.13,0.82,,,,
3073,普格    ,70798096,1830197,966,38.68,40.75,36.55,38.54,37.4,95.9,5.34,5.08,2.79,,,,
3087,翔準    ,157351350,18091247,4496,8.69,9.14,8.05,8.54,8.48,28.27,1.41,6.35,0.66,,,,
3188,安茂    ,107827286,6933749,3103,15.55,17.75,13.2,14.91,13.5,NA,11.25,14.49,1.12,,,,
3219,倚強科技,47340236,2519251,1241,18.79,21.85,16.9,18.14,17.5,NA,5.71,6.34,1.93,,,,
3227,原相科技,16156387658,67508116,47394,239.32,263,214,237.77,240.5,31.07,2.5,52.93,5.86,,,,
3228,金麗科  ,211284854,3065214,2076,68.92,73.7,66,67.74,67,NA,3.55,5.4,5.13,,,,
3252,海灣科技,692941,485786,88,1.42,1.82,1.17,1.42,1.32,NA,0,0.36,33,,,,
3259,鑫創科技,721955465,21230015,9517,34,40.3,26.9,31.08,27.4,NA,0,34.84,1.61,,,,
3260,威剛科技,9534534638,132989999,59346,71.69,82.9,63.8,71.05,74,NA,0.35,62.63,2.9,,,,
3264,欣銓科技,2138986025,124385053,32653,17.19,18.5,15.8,16.77,16.4,21.58,7.31,28.13,1.05,,,,
