櫃檯買賣股票成交資料彙總表,,,,,,,,,,,,,,,,
The Trading Summary of Listed Stocks,,,,,,,,,,,,,,,,
99年09月 Sep.10,,,,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 515,562,430,247元",,,,,,"3. 櫃檯買賣月總成交筆數： 4,945,715筆",,,,,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,,,,
"2. 櫃檯買賣股票月總成交量： 12,962,323,819股",,,,,,4. 成交量週轉率： 18.66%（以上櫃股數計算）,,,,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",         成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield,  週轉率（%）　　Turnover Rate,  淨值比（%）　　PBR,,,
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,,,,
5398,力瑋實業,74411263,5600503,1459,13.28,14.35,11.4,12.27,11.7,15.19,2.1,13.41,1.11,,,
5439,高技企業,864913052,23208637,10414,37.26,39.25,33.5,37.05,38,12.06,3.36,30.66,2.68,,,
5457,宣德    ,467436801,38698265,9027,12.07,13.35,10.45,11.28,12.05,N/A,0,16.12,1.63,,,
5460,同協電子,89257596,5996466,2168,14.88,15.8,13.55,14.8,15,36.59,3.45,8.32,1.23,,,
5464,霖宏科技,67910293,2088357,1325,32.51,35.2,31.5,32.12,31.85,13.00,6.26,3.48,1.99,,,
5475,德宏工業,1592483880,91717218,24986,17.36,18.4,16.4,17.27,16.95,24.57,0,44.86,1.47,,,
5480,統盟電子,291017980,10658953,4252,27.3,28.8,25.8,27.14,27.2,6.67,4.48,7.1,1.62,,,
5481,華韡電子,264794611,15884272,4007,16.67,17.9,15.4,16.14,15.6,17.53,0,15.53,0.78,,,
5488,松普科技,82247671,6909657,2245,11.9,13.35,10.6,11.97,11.8,25.11,2.52,7.54,0.74,,,
5491,連展科技,576598135,30527481,13507,18.88,20,17.1,18.58,18.7,21.01,6.08,16.23,1.01,,,
5498,凱崴    ,106308660,12854833,3182,8.26,8.8,7.86,8.18,8.51,27.45,0,8.08,0.82,,,
6101,弘捷    ,10027468,1268773,203,7.9,8.8,7,7.57,8.05,N/A,0,0.57,3.28,,,
6107,華美電子,46826343,4261678,1690,10.98,11.8,10,10.51,10.2,340.00,0,12.17,1.8,,,
6114,翔昇電子,723994,195236,70,3.7,4.1,3.25,3.72,3.59,N/A,0,0.36,2.28,,,
6124,業強科技,54711163,1277376,767,42.83,44.7,40.85,42.83,41.85,80.48,0,0.66,2.92,,,
6126,信音企業,269767426,8933141,4822,30.19,32.4,28,29.7,31.4,6.13,11.59,9.38,1.53,,,
6127,九豪精密,2415294503,88993060,31820,27.14,29.7,23.4,26.7,27.05,54.10,0,109.82,2.01,,,
6134,萬旭電業,223553593,5392721,4032,41.45,45,38,40.83,42.2,7.03,13.18,6.51,1.56,,,
6158,禾昌興業,704721296,15707698,8581,44.86,48.35,40,44.1,45.85,6.54,8.86,13.7,1.54,,,
6173,信昌電陶,5099726252,122690796,48964,41.56,44.5,37.1,40.74,42.3,21.92,1.62,73.37,2.82,,,
6174,安碁科技,152926709,11396241,2594,13.41,14,12.9,13.38,13.65,80.29,0,15.9,1.93,,,
6175,立敦科技,1827276376,64820843,23511,28.18,30.3,24,27.68,27,168.75,0,69.19,2.48,,,
6185,幃翔精密,101484402,3407744,1854,29.78,31,28.35,29.65,30,8.57,5.03,3.67,1.63,,,
6194,育富電子,138907146,4854731,2610,28.61,29.9,27.95,28.56,28.7,8.59,10.41,4.3,1.1,,,
6203,海韻電子,128076225,2162217,1872,59.23,60.8,57,59.26,59.1,9.49,10.42,2.8,3.13,,,
6204,台灣艾華,94762659,2852147,1392,33.22,34.8,32.15,33.12,33.8,8.97,5.91,7.77,1.68,,,
6207,雷科    ,1105008057,23699075,11752,46.62,49.45,41.1,45.76,47.05,12.82,3.4,31.32,2.64,,,
6208,日揚科技,442014005,30972731,7822,14.27,15.15,12.65,13.97,14.55,51.96,0,26.48,1.13,,,
6210,慶生電子,1306093870,26842664,12573,48.65,53.9,43.15,47.61,47.6,11.15,2.14,76.59,3.16,,,
6211,福登    ,100485619,4245108,2034,23.67,24.75,21.65,23.15,23.05,7.03,0,9.08,0.76,,,
6217,中國探針,664421192,15566803,9515,42.68,48.5,39.4,41.87,43.45,21.73,0,36.17,3.36,,,
6220,岳豐科技,269711730,12939094,5126,20.84,22.5,18.95,20.99,21.8,9.78,6.62,11.38,1.3,,,
6242,聯豪科技,4672490,1238477,160,3.77,4.9,2.8,3.73,3.15,N/A,0,2.54,1.89,,,
6248,沛波國際,114178502,7772044,2800,14.69,15.7,13.85,14.4,14.35,N/A,0,15.4,1.43,,,
6250,宇加科技,1705390,126682,79,13.46,14.9,11.85,13.54,12.1,N/A,0,0.87,6.11,,,
6266,泰詠電子,125135238,8876444,2876,14.09,14.6,13.35,14.09,14.25,11.05,0,12.91,0.89,,,
6274,台燿科技,809876784,49029214,12087,16.51,17.15,15.7,16.35,16.8,13.55,1.19,21,0.91,,,
6279,胡連精密,1595834511,20267424,12241,78.73,83.9,68.7,77.88,80.5,13.88,4.28,24.69,4.25,,,
6284,佳邦科技,234389718,7864662,3111,29.8,31.35,27.65,28.7,30.35,15.18,1.68,7.64,1.04,,,
6290,良維科技,1610218464,37054582,16159,43.45,47.2,36.8,42.75,44.75,10.01,6.52,29.82,2.05,,,
6292,迅德興業,34393337,1131430,640,30.39,31.7,28.8,30.3,29.5,12.24,5.42,2.32,1.71,,,
8042,金山電子,1136484292,21816544,9881,52.09,55.2,46.35,51.17,51.3,8.95,5.66,24.86,2.27,,,
8043,蜜望實  ,545019490,24282417,8130,22.44,23.95,20.35,22.24,22.6,9.87,3.07,26.44,1.09,,,
8074,鉅橡    ,47644863,2777576,1370,17.15,17.8,16.75,17.16,17.1,9.77,8.79,5.46,1.23,,,
8080,奧斯特  ,45092557,3441208,1299,13.1,13.7,12.65,13.06,13.05,N/A,0,6.89,1.09,,,
8091,翔名科技,542973350,10168742,5084,53.39,55.8,48.6,53.12,52.6,10.54,4.11,27.47,3.28,,,
8093,保銳科技,20053795,1593908,764,12.58,13.5,11.5,12.37,12.45,N/A,5.66,2.48,1.09,,,
8109,博大科技,285685876,6205111,3890,46.04,48.8,44.5,45.86,45.1,14.18,7.62,12.18,2.98,,,
8121,越峰電子,5297212114,59708379,36975,88.71,97,77,87.91,79.6,69.82,0,51.67,5.13,,,
8182,加高電子,2811110945,89381198,35119,31.45,33.5,25.8,30.67,30.9,11.84,3.23,83.5,1.27,,,
8287,英格爾  ,2860702626,31498880,16346,90.81,104.5,81.6,91.91,104,29.05,1.96,46.45,5.4,,,
8289,泰藝電子,537863205,21957546,8784,24.49,25.75,22.05,24.21,25.3,13.60,3.47,29.48,1.24,,,
8358,金居    ,307458909,11448061,5412,26.85,28.2,25.8,26.45,26.1,11.76,1.9,5.41,2.24,,,
3224,三顧    ,144029209,10875554,3944,13.24,14.2,12.35,12.99,12.7,11.87,0,25.11,1.43,,,
3232,昱捷    ,176856524,8860975,3839,19.95,22.1,17,19.21,17.5,9.31,0,28.07,1.83,,,
3312,弘憶股  ,232518651,11016290,5302,21.1,23.1,18.7,20.18,19,7.98,8.85,12.64,1.54,,,
3360,尚立    ,102102213,5853258,2715,17.44,18.15,16.8,17.33,18.15,21.35,2.92,11.67,1.13,,,
3389,志遠    ,559430105,17432629,7380,32.09,33.85,30.8,31.83,32.25,7.62,6.56,24.05,2.02,,,
3444,利機企業,47461369,1478727,973,32.09,33.5,30.8,31.93,32.3,14.23,6.27,4.37,2.01,,,
5467,聯福生  ,4122292,702214,304,5.87,6.27,5.41,5.86,5.97,18.09,0,0.63,1.52,,,
6113,亞矽科技,264923512,10916253,4368,24.26,25.2,23.1,24.06,24.3,8.35,0,19.63,1.91,,,
6118,建達國際,182948301,8633354,5060,21.19,22.7,19.55,20.91,21.05,22.63,2.76,9.5,1.9,,,
6135,佳營電子,553381840,32343022,9333,17.1,18.7,15.6,16.77,16.9,10.83,0,42.45,1.79,,,
6154,順發電腦,40635708,1687551,985,24.07,24.65,23.5,24.08,24.15,12.98,6.22,2.11,1.68,,,
6171,亞銳士  ,132864960,10371246,3334,12.81,13.7,11.55,12.24,12.1,302.50,0,37.92,1.14,,,
6195,詩肯    ,398006436,9086534,4409,43.8,49.05,39.8,42.23,40.45,37.45,0,23.93,3.27,,,
6227,茂綸    ,307286174,13624595,6194,22.55,25.2,19.45,22.19,20.1,10.36,4.68,17.9,1.37,,,
6259,百徽    ,105995510,6507192,2710,16.28,17.25,15.3,16.06,15.4,37.56,0,9.42,2.34,,,
6265,方土昶  ,69171474,6064528,1935,11.4,11.85,10.65,11.42,11.25,21.63,0,4.98,0.84,,,
6270,倍微科技,69506203,2714325,1444,25.6,26.3,25.1,25.54,25.7,11.08,7.81,3.61,0.9,,,
8032,光菱電子,796316406,22298734,10353,35.71,38,33.1,35.29,35.4,12.46,2.8,43.04,1.91,,,
8067,志旭國際,16327241,1355853,739,12.04,12.45,11.65,12.04,11.8,N/A,0,3.03,1.41,,,
8068,全達國際,72679878,1308107,1118,55.56,57.9,53.5,55.54,55.4,N/A,0,4.27,8.13,,,
8096,擎亞國際,7810799543,161116749,66093,48.47,62.8,33.95,47.09,59.4,18.92,2.92,172.36,3.5,,,
3083,中華網龍,4240993211,17875937,14724,237.24,251,222,236.07,235,21.96,4.72,20.33,9.36,,,
3085,久大資訊,126395279,7607478,2749,16.61,17.35,15.6,16.45,16.65,N/A,0,15.87,1.59,,,
3086,華義國際,1372181539,42027711,19984,32.64,34.8,29.2,32.23,31.25,32.22,0,59.8,3.43,,,
3293,鈊象電子,588607712,3561822,3711,165.25,172,156.5,164.97,165,9.41,6.97,5.07,4.07,,,
3546,宇峻奧汀,4101430246,15100980,13112,271.6,290,236,269.35,262,18.16,2.81,47.33,7.75,,,
3570,大塚資訊,16535715,580800,376,28.47,30,27.05,28.57,28.4,12.35,4.91,3.48,1.3,,,
3664,KY安瑞  ,38504571,977005,734,39.41,41.9,38,39.64,38.4,16.27,0,1.45,3.01,,,
5201,凱衛資訊,53410247,2926182,1566,18.25,19.5,17.6,18.22,17.9,16.42,0,9.54,1.89,,,
5202,力新國際,239337183,18829731,5962,12.71,13.3,12,12.56,12.4,26.38,0,31.02,1.2,,,
5206,經緯科技,670704,343372,83,1.95,2.36,1.6,1.82,1.83,N/A,0,0.75,0.97,,,
5209,新鼎系統,67808863,1153924,849,58.76,60.5,55.6,58.45,58.2,13.92,5.09,5.35,3.53,,,
5210,寶碩    ,729873130,47527809,16227,15.35,16.4,13.5,14.81,15.35,73.10,3.18,70.22,1.36,,,
5211,蒙恬科技,3266542548,37676143,23298,86.7,100.5,66.5,85.38,82,27.15,2.2,117.65,5.4,,,
5212,凌網科技,72271151,3192503,1478,22.63,24.2,20,21.89,22.5,N/A,0,9.27,2.49,,,
5310,天剛資訊,42033799,862520,732,48.73,50.5,46,48.78,46.4,22.63,3.23,6.76,3.65,,,
5403,中菲    ,276735006,11253574,4341,24.59,25.6,23,24.22,24.6,10.84,7.23,20.42,1.9,,,
5410,國眾電腦,770105327,35318066,14540,21.8,23.9,19.9,21.46,22.6,22.16,0,42.98,2.03,,,
5478,智冠    ,3045644925,22580984,16800,134.87,142,125,135.52,137.5,16.08,4.52,17.79,3.58,,,
6111,大宇資訊,26995984,752075,594,35.89,41,30.7,35.95,32.1,N/A,0,2.41,4.41,,,
6140,訊達電腦,180538013,9867874,5121,18.29,19.35,17,17.9,17.25,25.00,0,27.68,1.51,,,
6148,驊宏資通,144062192,15488331,5314,9.3,10.05,8.15,9.08,8.94,223.50,0,17.6,0.98,,,
6169,昱泉國際,409756730,5505338,4460,74.42,81,69.8,73.99,72.2,25.24,12.32,19.6,3.05,,,
6180,橘子    ,1294194310,30056126,17852,43.05,45.35,39.5,43,43.05,38.10,2.96,18.14,2.55,,,
6183,關貿網路,174147976,9124618,1686,19.08,19.6,18.7,18.98,19,21.11,3.89,6.08,1.59,,,
6214,精誠資訊,846874107,20625862,11133,41.05,43.25,38.5,40.6,41.85,11.86,4.84,7.74,0.78,,,
6221,晉泰科技,39664692,2669867,1269,14.85,15.35,13.3,14.7,14.35,N/A,0,8.33,1.1,,,
6231,系微    ,252940427,2877516,2693,87.9,92.5,83.3,87.35,87,13.22,6.63,7.58,5,,,
6240,松崗    ,509403,453311,106,1.12,1.43,0.9,1.15,0.99,N/A,0,0.23,2.89,,,
8044,網路家庭,4553418116,27385904,18089,166.26,191,134,168.04,172.5,47.52,1.12,47.01,13.53,,,
8099,大世科  ,75941351,2956801,1656,25.68,26.7,23.75,25.55,26.5,11.00,6.64,4.4,1.94,,,
1785,光洋科技,4844589975,70929075,37165,68.3,71.6,63.6,66.6,68.6,10.87,5.8,23.66,2.19,,,
3064,泰偉電子,301773028,6180480,4043,48.82,50.4,45.5,48.64,48.6,N/A,0,9.3,3.1,,,
3067,全域    ,4036258,145580,114,27.72,29.75,26,27.98,27,9.41,0,0.5,2.22,,,
3093,台灣港建,126392996,1872620,1337,67.49,71.4,65,67.24,67.3,11.29,4.52,5.16,2.97,,,
3289,宜特科技,379683432,12093425,5938,31.39,32.8,30.3,31.16,31.7,N/A,0,17.62,1.72,,,
3303,岱稜    ,211289359,7876963,4002,26.82,28.35,25.4,26.54,26.75,N/A,3.16,9.9,1.2,,,
3324,雙鴻科技,286127464,15448037,6459,18.52,20.65,16.1,18.36,19.5,18.40,0,27.81,1.81,,,
3373,熱映光電,70174875,2355655,1556,29.78,31.05,27.4,29.31,28.7,11.76,6.58,7.8,1.79,,,
3402,漢科    ,377952394,13380112,5434,28.24,30.15,26.3,28.2,28.2,22.03,2.15,20.57,1.82,,,
3466,致振企業,24580283,861465,548,28.53,29.45,27.8,28.54,28.35,10.02,7.13,1.38,1.07,,,
3498,陽程    ,42943360,1718419,1101,24.99,26,23.95,25.01,25.2,N/A,2.97,2.53,1.05,,,
3508,位速    ,145730877,2340759,1617,62.25,66.8,57.6,62.07,63.2,150.48,0,2.52,2.16,,,
3541,西柏科技,248756924,6410484,3464,38.8,41,35.9,38.23,37.9,12.11,4.41,19.44,2.7,,,
3551,世禾科技,99708401,2443005,1466,40.81,42.7,39.45,40.58,40.6,15.62,4.86,5.1,1.17,,,
3552,同致電子,757098490,6047794,3008,125.18,132.5,113,125.78,126.5,16.47,1.9,10.45,4.57,,,
3580,友威科  ,330444312,7111887,4084,46.46,50.5,41.5,45.08,41.8,41.80,1.39,16.08,1.89,,,
3587,閎康科技,46995258,1655213,979,28.39,29.5,27.3,28.31,28.45,20.92,0,4.2,1.57,,,
3628,盈正    ,8418553768,17699324,12420,475.64,565,365.5,483.26,367,46.81,0.57,39.33,29.62,,,
4415,美嘉生電,475640265,5611838,4091,84.75,93.5,77.2,84.51,81,15.31,0,20.26,7.07,,,
5205,漢康科技,597396589,9736154,4339,61.35,69.4,55.5,61.03,58,33.14,1.89,40.62,3.28,,,
5383,金利    ,338458765,16864518,6811,20.06,21,19,19.92,19.5,13.09,2.52,24.32,1.54,,,
5452,佶優科技,1218610088,61094989,19460,19.94,21.45,17.5,18.83,19.15,13.30,2.69,47.3,1.48,,,
5489,彩富電子,76814617,2101191,1061,36.55,38.3,34.7,36.54,37.75,13.29,5.26,2,2.53,,,
5493,三聯科技,901070303,24935217,12003,36.13,38.75,33.8,35.42,35.4,7.63,3.47,65.1,1.83,,,
6144,得利影視,14545308,1078945,512,13.48,14.4,12.1,12.91,12.25,N/A,0,2.22,1.61,,,
6146,耕興    ,381888914,6016995,4065,63.46,65.1,62.1,63.53,63.8,10.51,6.58,7.57,3.09,,,
6151,晉倫科技,2120817932,48743986,18232,43.5,50.7,39.8,42.93,41.6,12.20,4.48,109.37,3.02,,,
6179,世仰科技,84444317,6961817,2822,12.12,13.2,11.1,11.85,11.95,NA,0,10.22,1.44,,,
6187,萬潤    ,3829451222,67273962,28761,56.92,59.9,51.5,56.24,58.1,20.03,1.72,108.06,3.04,,,
6238,勝麗國際,144785,13668,16,10.56,12.05,9.1,10.78,9.1,4.48,0,0.04,3.54,,,
6275,元山科技,471082814,19598791,7686,24.03,25.4,21.2,23.81,24.1,30.90,0,43.06,2.1,,,
6276,名鐘科技,15768448,2014304,842,7.82,8.3,7.29,7.78,7.6,N/A,0,4.58,1.06,,,
8047,星雲電腦,139118769,8169311,3461,17.02,19.25,15.45,16.73,17.7,73.75,0,16.21,1.53,,,
8085,福華電子,61218561,6443571,2419,9.5,9.97,9.01,9.44,9.6,N/A,0,4.1,0.68,,,
8092,建暐精密,23322615,1765551,652,13.2,13.7,12.5,13.24,13.2,N/A,0,6.23,1.11,,,
8183,台灣精星,141114675,13765229,3164,10.25,10.65,9.75,10.11,10.05,16.48,0,11.86,0.72,,,
8383,千附實業,231111157,9002581,3961,25.67,26.9,24.55,25.11,25.5,20.40,2.01,7.92,1.29,,,
1107,建台水泥,2405733,1986936,506,1.21,1.32,1.11,1.21,1.25,N/A,0,0.63,-0.31,,,
2381,華宇光能,6930826,3849071,1115,1.8,2.17,1.54,1.76,1.6,N/A,0,0.74,0.64,,,
2396,精碟科技,5506081,14907322,1136,0.36,0.42,0.33,0.37,0.41,N/A,0,1.17,-0.29,,,
4801,碼斯特  ,755,79,2,0,0,0,0,10.1,N/A,0,0,4.7,,,
5204,得捷    ,1202434,190269,74,6.31,7.49,5.71,6.45,6,31.58,0,0.5,1.05,,,
5318,佳鼎科技,857803,118666,270,7.19,9.38,5.05,7.31,9.38,N/A,0,1.03,-1.62,,,
,,,,,,,,,,,,,,,,
