櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
101年1月 Jan. 12,,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 172,173,857,770元",,,,,,"3. 櫃檯買賣月總成交筆數： 2,095,298筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 4,980,615,626股",,,,,,4. 成交量週轉率： 7.29%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading 　Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
　（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
5488,松普科技,9626907,1529952,611,6.29,6.55,6.05,6.26,6.35,N/A,0,1.67,0.41
5491,連展科技,76555825,8761303,3009,8.73,9.42,8.2,8.57,9.34,N/A,2.67,4.58,0.52
5498,凱崴    ,35206049,3538125,810,9.95,10.5,9.43,9.93,10.4,104,0,2.22,1.01
6101,弘捷    ,2678689,200756,86,13.34,14.85,12.8,14.19,14.8,40,0,0.35,1.48
6107,華美電子,28442481,507910,181,56,63,50.1,57.11,55,N/A,0,0.92,8.45
6114,翔昇電子,122321,45229,20,2.68,2.99,2.65,2.82,2.65,N/A,0,0.1,1.22
6124,業強科技,2033602,76843,74,26.46,27.25,25.2,26.6,26.9,244.55,0,0.04,1.83
6126,信音企業,76262142,3559795,1521,21.42,22.4,19.8,21.19,22.2,12.54,11.26,3.44,1.4
6127,九豪精密,32818853,3371468,1303,9.73,10.7,9.08,9.55,10.7,11.38,4.85,3.76,0.69
6134,萬旭電業,17359692,1446225,858,12,12.6,11.35,11.77,12.6,N/A,3.96,1.75,0.68
6158,禾昌興業,113043924,5873717,2449,19.24,21.1,18,18.8,20.9,11,11.48,5.12,0.71
6173,信昌電陶,140703030,13197779,4654,10.66,11.7,9.8,10.37,11.7,22.08,11.88,7.09,0.84
6174,安碁科技,34420425,4408964,2339,7.8,8.28,7.5,7.82,8.2,39.05,3.04,8.82,0.79
6175,立敦科技,293690797,15443695,5613,19.01,19.8,17.55,18.6,19.65,7.2,2.64,14.29,1.24
6185,幃翔精密,21601812,1699125,720,12.71,13.4,12.15,12.49,13.4,10.98,20.07,1.71,0.78
6194,育富電子,46435272,2259454,1141,20.55,21.2,20,20.51,21.2,8.58,9.43,2.03,0.8
6203,海韻電子,34609596,1058186,780,32.7,35.4,30.2,32.07,34.45,11.48,10.15,1.39,2.26
6204,台灣艾華,9313417,411222,264,22.64,23.1,22.2,22.62,22.8,9.34,9.64,1.12,1.08
6207,雷科    ,60498806,2257051,1136,26.8,28.85,25.5,26.65,28.85,9.85,10.22,2.82,1.57
6208,日揚科技,110467248,8581668,2827,12.87,13.5,12.1,12.77,13.3,5.91,3.75,7.46,0.88
6210,慶生電子,14709558,449011,242,32.75,33.8,31.6,32.65,33.5,8.38,11.94,1.28,2.08
6211,福登    ,2100638,200364,116,10.48,11.4,10.1,10.51,11.15,N/A,0,0.48,0.4
6217,中國探針,44915576,1687740,1087,26.61,28.75,24.3,26.44,28.75,15.29,1.39,3.74,1.97
6220,岳豐科技,94310850,8333723,3102,11.31,12.45,10.4,11.01,12.45,41.5,2,7.18,0.73
6242,亨豐科技,13167,900,7,0,0,0,0,13.05,N/A,0,0.01,2.3
6248,沛波國際,2353615,370581,200,6.35,6.83,6.2,6.35,6.54,N/A,0,0.76,0.74
6250,宇加科技,2635111,153795,93,17.13,18.9,15.8,17.42,18.1,10.77,0,0.84,3.21
6266,泰詠電子,7039052,902377,339,7.8,8.1,7.47,7.82,8.04,21.73,15.67,1.21,0.52
6274,台燿科技,46346388,4853815,1411,9.54,10.4,8.8,9.34,10.35,12.47,7.72,2.07,0.54
6279,胡連精密,264519955,5450947,3575,48.52,52.2,45.2,47.43,51.2,13.51,7.79,6.3,2.04
6284,佳邦科技,45256607,2634238,1349,17.18,18.1,16.4,17.23,17.7,15.95,9.03,2.65,0.63
6290,良維科技,324995729,10557270,4729,30.78,34,28.05,30.33,33,31.13,7.57,8.47,1.49
6292,迅德興業,28838005,1152172,420,25.02,26.3,23.3,25.31,25.15,7.64,11.53,2.39,1.34
8042,金山電子,238333125,7734973,3779,30.81,33.2,27.7,29.84,32.7,7.52,12.23,8.37,1.24
8043,蜜望實  ,27360971,1686953,756,16.21,16.8,15.5,16.08,16.75,7.79,5.07,1.84,0.78
8074,鉅橡    ,7579309,722281,323,10.49,10.8,10.25,10.45,10.7,15.97,9.34,1.35,0.78
8080,奧斯特  ,8070991,1063433,528,7.58,8,7.26,7.72,7.58,34.45,0,2.13,0.62
8091,翔名科技,229511585,4443482,2157,51.65,57.7,47.25,50.67,57.5,8.77,9.33,10.49,2.64
8093,保銳科技,2361085,341339,179,6.91,7.25,6.7,6.99,7.15,N/A,0,0.53,0.64
8109,博大科技,52342103,1389183,976,37.67,41.1,36.3,37.29,40.85,9.96,8.51,2.31,2.67
8121,越峰電子,2153473020,48291216,24500,44.59,50.8,39.5,42.66,50.3,9.23,9.8,29.4,2.93
8182,加高電子,22124194,1654996,731,13.36,14.35,12.85,13.24,14.1,12.37,8.51,1.55,0.58
8287,英格爾  ,828391512,12888496,7507,64.27,72.7,55.5,63.72,72.7,24.31,5.36,14.24,2.94
8289,泰藝電子,16010535,1234312,531,12.97,13.8,12.55,12.98,13.65,9.89,10.98,1.62,0.69
8291,尚茂    ,8375347,1262529,583,6.63,7.2,6.25,6.65,7.13,50.93,9.39,1.66,0.67
8358,金居    ,18500275,1930031,723,9.58,10.45,9.12,9.46,10.35,31.36,13.52,0.91,0.88
3224,三顧    ,3869001,698460,195,5.53,6.15,5.2,5.79,5.7,N/A,0,1.66,0.67
3232,昱捷    ,4493270,625070,303,7.18,7.55,6.75,7.22,7.4,52.86,0,1.5,0.7
3360,尚立    ,17609694,1855007,745,9.49,9.94,8.75,9.34,9.74,N/A,5.03,3.69,0.65
3389,志遠    ,50883708,2380223,967,21.37,22,20.55,21.28,0,,12.64,3.22,1.35
3444,利機企業,20791968,983654,538,21.13,22.75,20.4,20.91,22.25,8.73,8.98,2.64,1.47
3528,安馳    ,4945665,196517,151,25.16,25.75,24,24.99,25.7,7.63,10.38,0.42,1.33
5467,聯福生  ,130049,52497,48,2.47,2.88,2.19,2.46,2.87,47.83,0,0.05,0.74
6113,亞矽科技,7742575,765195,336,10.11,10.8,9.71,9.98,10.7,9.22,0,1.38,0.75
6118,建達國際,15136203,1486221,821,10.18,10.85,9.8,10.06,10.7,71.33,2.33,1.64,0.96
6135,佳營電子,20945498,2197442,554,9.53,10.3,9,9.52,10.3,N/A,0,2.88,1.09
6154,順發電腦,27477427,1132604,610,24.26,25.3,23.65,24.14,24.95,9.67,8.01,1.41,1.61
6171,亞銳士  ,57937473,3471152,1304,16.69,19.7,14.5,15.95,19.45,N/A,0,12.69,1.68
6227,茂綸    ,9035826,907950,384,9.95,10.5,9.62,9.97,10.3,16.35,7.76,1.19,0.66
6259,百徽    ,1913346,300651,153,6.36,6.74,6.11,6.48,6.6,220,0,0.43,0.93
6265,方土昶  ,13186846,2236081,689,5.89,6.3,5.6,5.84,6.13,N/A,0,1.84,0.48
6270,倍微科技,27786592,2052359,730,13.53,14,13.1,13.45,13.95,11.34,14.33,2.73,0.47
8032,光菱電子,10145700,408018,237,24.86,27.95,23,25.45,27.5,8.87,4.36,0.79,1.26
8067,志旭國際,1086741,149345,105,7.27,7.59,6.96,7.35,7.55,N/A,0,0.33,1.01
8068,全達國際,4444532,225992,197,19.66,21.1,17.8,19.39,20.3,N/A,0,0.74,3.52
8096,擎亞國際,3529209429,91144309,48129,38.72,43.7,33,38.4,42.65,9.99,5.76,82.7,1.73
3083,中華網龍,632902281,8491893,6353,74.53,79.8,71,73.51,79.8,14.54,11.71,9.71,3.37
3085,久大資訊,34953809,3107466,1243,11.24,12.15,10.65,11.17,11.85,79,0,4.36,1.19
3086,華義國際,370004522,17889241,7035,20.68,22,19,19.87,21.35,11.99,0,25.45,1.85
3293,鈊象電子,1918989410,9589105,6536,200.12,218,185,195.76,213,17.6,4.46,13.83,4.82
3546,宇峻奧汀,393506557,6024368,4797,65.31,70.9,60.6,64.38,70.9,66.89,11.97,17.82,2.66
3570,大塚資訊,22037355,561705,413,39.23,41.9,36.6,39.34,40.9,9.65,4.84,3.32,1.64
3662,樂陞    ,703082717,9982619,6817,70.43,76,61.4,70.31,73.6,75.1,1.45,38.63,2.71
3664,F-安瑞  ,50891456,2570150,998,19.8,22,17.6,19.43,20,23.53,0,3.7,1.07
3687,歐買尬  ,195962510,1179594,1202,166.12,175,157,164.63,172,17.11,1.45,4.71,4.42
4946,紅心辣椒,183890754,2865326,2552,64.17,68.5,59.1,63.79,65.8,N/A,4.55,14.03,2.09
4965,商店街  ,24078575,227394,225,105.88,116,99.8,104.43,116,25.95,1.51,1.61,4.52
4994,傳奇    ,235242686,1446471,1281,162.63,175,153.5,160.16,174.5,15.69,2.23,6.15,8.14
5201,凱衛資訊,2134797,235567,109,9.06,9.58,8.71,9.1,8.85,21.59,0,0.77,0.93
5202,力新國際,14369831,2461736,819,5.83,6.14,5.51,5.8,6.01,54.64,0,4.06,0.57
5206,坤悅開發,1434972,92227,52,15.55,15.95,14,15.37,15,214.29,0,0.12,2.85
5209,新鼎系統,40685530,781007,614,52.09,53.9,50.5,51.7,53.4,8.78,7.43,3.52,2.54
5210,寶碩    ,11017809,1391128,498,7.92,8.23,7.65,7.86,8.09,21.86,6.18,2.02,0.7
5211,蒙恬科技,135638707,3665360,2552,37,40,33.9,36.35,38.85,17.42,7.59,11.45,2.2
5212,凌網科技,6613558,405488,205,16.31,17.05,15.65,16.57,16.25,10.28,1.72,1.17,1.51
5310,天剛資訊,5209529,222874,162,23.37,24.2,22.65,23.23,23.6,14.66,6.35,1,0.96
5403,中菲    ,31518115,1668690,480,18.88,19.8,18.5,18.87,19.3,13.99,10.31,2.97,1.66
5410,國眾電腦,92255037,8907926,2973,10.35,11.2,9.86,10.16,11.2,14,10.44,9.93,1.01
5478,智冠    ,468789746,8687837,6271,53.95,57.3,51.2,53.16,56.5,10.68,11.59,6.82,1.51
6111,大宇資訊,4574488,241036,76,18.97,22.35,18.4,19.47,22.35,N/A,0,0.66,4.57
6140,訊達電腦,10079063,946142,454,10.65,11.6,10.2,10.54,11.5,8.46,4.34,2.1,0.91
6148,驊宏資通,58707991,10544616,3171,5.56,6.1,4.2,5.06,5.74,143.5,0,11.98,0.63
6169,昱泉國際,127829167,3825676,2701,33.41,35.4,31.3,32.96,35.1,17.46,0,13.53,1.43
6180,橘子    ,258245564,9503114,5764,27.17,28.5,25.9,26.85,27.9,18.6,4.3,6.06,1.56
6221,晉泰科技,28480491,1699096,842,16.76,18.05,16,16.41,17.6,8.19,4.48,5.08,1.18
6231,系微    ,1007605009,6887364,5509,146.29,154.5,137,145.7,148,15.23,3.71,18.2,6.8
6240,松崗    ,52590,7000,7,7.51,8.1,6.72,7.41,7.46,N/A,0,0.06,4.94
8044,網路家庭,1693659569,10407653,7643,162.73,189.5,150,171.73,168.5,28.37,3.21,15.03,9.9
8099,大世科  ,47629581,2909974,1701,16.36,17.15,15.4,16.13,16.95,9.91,5.89,4.33,1.19
1785,光洋科技,884284581,25952372,13129,34.07,37.3,30.6,33.39,36.8,11.99,12.17,6.93,1.52
3064,泰偉電子,152993960,3880267,2471,39.42,43.85,36.65,38.69,43,N/A,0,5.86,2.91
3067,全域    ,414082,21368,23,19.37,20.45,18.3,19.78,19.75,18.29,10.63,0.07,1.51
3093,台灣港建,4755334,115777,116,41.07,42.5,40.4,40.93,42,11.63,14.28,0.32,1.85
3131,弘塑科技,135352756,2104032,1468,64.33,70,59.5,63.12,69.7,7.56,12.19,9.56,2.94
3289,宜特科技,88602419,4427595,2091,20.01,21.8,18.55,19.47,21.05,14.72,2.13,6.32,1.07
3303,岱稜    ,21721823,2165664,1010,10.03,10.6,9.7,9.92,10.6,N/A,0,2.7,0.58
3324,雙鴻科技,582939346,19731709,8499,29.54,32.7,26.35,28.07,32,14.55,0,32.69,2.09
3373,熱映光電,3582106,203810,133,17.57,18.05,17.25,17.49,17.95,17.6,8.18,0.67,1.19
3402,漢科    ,19601846,1479405,692,13.24,14,12.5,13.14,13.9,5.04,19.56,2.01,0.82
3466,致振企業,9866077,475602,248,20.74,21.4,20.35,20.75,21,17.65,4.76,0.76,0.8
3498,陽程    ,19066776,1571834,910,12.13,12.95,11.5,12.09,12.3,N/A,0,2.32,0.55
3508,位速    ,6259782244,69327408,46734,90.29,98.2,85.8,88.96,98.2,14.31,0.74,74.68,2.73
3541,西柏科技,73449532,2457510,1368,29.88,31.7,27.3,29.42,30.95,11.25,10.17,6.77,2.03
3551,世禾科技,105995609,2798318,1483,37.87,39.7,36.05,37.4,39.35,7.72,5.08,5.72,1
3552,同致電子,240843862,4626587,2590,52.05,59.9,46,50.11,59.9,16.32,5.94,6.45,2.31
3563,牧德科技,228761230,5512907,3504,41.49,44.25,38.2,40.45,44.25,9.56,5.31,17.98,2.52
3580,友威科  ,11787336,1160325,449,10.15,10.65,9.9,10.19,10.5,N/A,2.85,2.6,0.48
3587,閎康科技,32252669,1267031,643,25.45,27,23.45,25.11,26.2,10,7.4,2.94,1.36
3628,盈正    ,367411746,5752743,4326,63.86,68.8,59.4,62.44,68.8,11.35,17.44,12.78,1.89
3642,駿熠電  ,327610315,11146199,6731,29.39,31.9,27.15,28.91,31.35,5.74,4.78,33.02,1.02
5205,漢康科技,37969444,2321481,1448,16.35,17.75,15.2,16.27,16.55,N/A,1.63,9.38,1.02
5383,金利    ,8608439,863258,433,9.97,10.55,9.56,9.92,10.4,47.27,9.61,1.21,0.8
5452,佶優科技,536252000,34160204,6907,15.69,17.7,14.5,15.5,17.7,16.86,5.64,24.83,1.25
5489,彩富電子,61735643,2192204,906,28.16,30.4,26.45,27.7,29.75,16.53,7.83,2.1,2.19
5493,三聯科技,39506876,1597083,890,24.73,26.6,23.6,24.45,26.45,6.66,11.34,4.17,1.29
5536,聖暉    ,704829225,6616374,5118,106.52,117.5,93.5,102.28,114.5,7.38,8.73,14.34,2.44
6144,得利影視,305180,33551,42,9.09,9.76,8.58,9.27,9.18,N/A,0,0.07,1.38
6146,耕興    ,195355681,3187826,2115,61.28,64.5,59,61.21,63,11.39,7.92,3.99,2.79
6151,晉倫科技,346932548,15798678,5295,21.95,23.1,19.7,21.35,21.6,14.12,9.25,33.04,1.27
6179,世仰科技,5334131,556868,219,9.57,9.97,9.11,9.52,9.9,N/A,0,1,1.12
6187,萬潤    ,54876175,3969745,1815,13.82,14.65,12.65,13.67,14.3,N/A,0,6.18,0.79
6238,勝麗,14710,2000,2,7.35,7.86,6.85,6.85,6.85,N/A,0,0.01,2.3
6275,元山科技,26788441,2133765,852,12.55,13.8,11.35,12.38,13.5,30,3.7,4.48,1.1
6276,名鐘科技,36616159,1906424,813,19.2,20.5,17.8,18.88,20.05,N/A,0,2.27,3.78
8047,星雲電腦,1969449,232377,142,8.47,9.03,8.19,8.56,8.53,170.6,0,0.46,0.78
8085,福華電子,13326832,3473884,1192,3.83,4.15,3.62,3.79,4.14,N/A,0,2.21,0.33
8092,建暐精密,5978732,752370,291,7.94,8.43,7.61,7.97,8.39,419.5,0,2.49,0.7
8183,台灣精星,15670468,2730741,897,5.73,6.12,5.4,5.72,6.07,N/A,0,2.35,0.44
8383,千附實業,76510851,3991223,1909,19.16,20.2,18.4,18.95,20.05,13.37,5.98,3.38,0.97
1107,建台水泥,4079546,2560797,294,1.59,1.66,1.5,1.59,1.65,N/A,0,0.82,-0.29
2341,英群    ,737027,523694,291,1.4,1.51,1.3,1.42,1.38,2.06,0,0.25,-138
2381,華宇光能,10136515,2369369,803,4.27,4.8,3.38,4.18,4.8,0.94,0,1.22,0.4
4801,高盛電子,0,0,0,0,0,0,0,33.65,168.25,0,0,3.56
5318,佳鼎科技,492451,78437,85,6.28,6.7,5.48,5.96,5.48,0.46,0,0.68,-0.87
,,,,,,,,,,,,,

,,,,,,,,,,,,,
