櫃檯買賣股票成交資料彙總表  The Trading Summary of Listed Stocks,,,,,,,,,,,,,
"101年7月 Jul., 12",,,,,,,,,,,,,
"1. 櫃檯買賣股票月總成交值： 169,699,787,272元",,,,,,"3. 櫃檯買賣月總成交筆數： 1,997,256筆",,,,,,,
     Total Trading Value of Listed Stocks（NTD）,,,,,,     Number of Transactions,,,,,,,
"2. 櫃檯買賣股票月總成交量： 4,331,731,279股",,,,,,4. 成交量週轉率： 6.43%（以上櫃股數計算）,,,,,,,
     Total Trading Volume of Listed Stocks（Share）,,,,,,     Turnover Rate,,,,,,,
代 號 Code,股 票 名 稱Name of　　　 Stock,總  成  交  值　　　　（ 元 ）　　　　Total Trading Value　　　　　　　（NTD）,總  成  交  量（ 股 ）　　　Total Trading Volume　　　　　（Share）,"總 成 交 筆 數
（ 筆 ）　　
Total Transactions",       成　　交　　價　　（元 / 股）　　　　  　　Average Price （NTD / Share）,,,,月底收盤價    .End of       Month," 本益比    P/E 　　
Ratio",平均殖利率（%）　　Average Yield, 週轉率（%）　 　Turnover Rate, 淨值比（%）　　PBR
,,,,,平　均Average,最　高Highest,最　低   Lowest,"收市平均Cls. Avg. 
Price",,,,,
3226,至寶電腦,7553430,280928,192,26.89,29,25.3,27.21,26,N/A,0,0.44,2.93
3236,千如電機,6406492,775511,377,8.26,8.68,7.85,8.25,8,400,15,1.46,0.61
3276,宇環科技,52594772,5162845,1380,10.18,10.75,9.6,10.1,10.65,N/A,0,7.41,1.09
3288,點晶科技,20398043,1142665,577,17.85,21.45,14.7,18.27,15.4,N/A,0,2.3,1.64
3294,英濟    ,30281743,2568086,1135,11.79,12.8,10.6,11.7,11.2,6.83,0,1.89,0.51
3299,帛漢    ,174659491,4983156,2789,35.04,36.95,30.85,35.21,30.9,8.61,11.29,9.89,1.27
3310,佳穎精密,23352659,3346000,1472,6.97,7.6,6.06,6.87,6.7,N/A,0,5.02,1.16
3313,斐成企業,31407925,2444895,1123,12.84,13.9,11.6,12.48,12.2,6.97,0,2.92,0.65
3322,建舜電子,8562498,1002529,427,8.54,8.88,8.21,8.55,8.58,N/A,0,1.21,0.72
3332,幸康電子,11355032,254084,149,44.69,45.5,42.5,44,45.5,11.97,7.03,0.53,1.66
3354,律勝    ,14295053,1071933,594,13.33,14,11.2,13.07,11.7,17.73,7.26,1.34,0.69
3388,崇越電通,170388101,2481275,1871,68.66,74.5,60.5,65.4,61.3,11.29,9.78,4,1.31
3390,旭軟電子,479366518,12830765,5682,37.36,39.1,34.8,37.37,37.35,9.36,9.37,24.08,2
3465,祥業科技,811197,161614,64,5.01,5.44,4.66,5.1,5.44,N/A,0,0.57,1.15
3484,崧騰    ,17972789,831214,346,21.62,23.3,20.25,21.63,20.5,14.75,9.26,1.5,0.9
3511,矽瑪科技,37070202,1977472,1152,18.74,20.1,17.4,18.28,18.1,N/A,8.28,5.1,0.84
3512,能緹    ,4787474,552126,364,8.67,9.59,7.78,8.51,9.12,N/A,0,1.25,0.73
3520,振維    ,4979541,428141,169,11.63,12.5,10.5,11.71,12.3,N/A,0,0.84,0.98
3526,凡甲科技,71863743,2066746,1185,34.77,36.25,33.65,34.68,34.7,14.46,6.39,3.39,1.71
3537,堡達    ,22435777,875973,499,25.61,27.45,23.1,25.26,23.8,13.37,6.3,1.89,1.43
3548,兆利科技,1475967313,43470848,23979,33.95,39.5,27.5,32.3,35.8,77.83,0.55,85.99,0.85
3609,東林科技,1999466,119704,85,16.7,17.3,15.6,16.66,16.5,165,3.63,0.38,0.69
3624,光頡科技,515318316,17434543,9621,29.55,32.55,26,28.67,26.8,19.01,3.73,20.11,1.26
3631,晟楠    ,110788876,2775069,643,39.92,43.8,35.35,40.09,35.7,12.8,8.85,3.55,1.93
3646,艾恩特  ,107944209,4091256,1971,26.38,28.7,23,25.31,26.8,18.87,5.59,10.64,1.52
4912,F-聯德  ,338857354,6642759,4376,51.01,63.5,45.3,53.39,46.4,9.67,4.31,23.89,1.86
4927,F-泰鼎  ,315909133,7147918,3695,44.19,46.5,41.5,43.8,42.2,7.55,5.92,7.69,1.72
4939,亞電    ,224074635,9978681,4955,22.45,23.95,20.5,22.03,21.65,12.66,9.69,11.88,1.39
4974,亞泰    ,401766442,11460603,5628,35.05,36.7,33,34.64,33.7,9.83,7.71,22.33,1.78
5301,祥裕電子,41099,10931,15,3.75,4.7,2.88,3.8,2.88,N/A,0,0.05,5.88
5309,系統電子,17217395,2858879,983,6.02,6.64,5.41,6.02,5.65,N/A,0,1.87,0.66
5317,凱美電機,8859381,1615033,531,5.48,5.85,5.16,5.54,5.33,N/A,9.38,1.18,0.46
5321,友銓電子,604999,315276,105,1.91,2.09,1.76,1.95,1.88,N/A,0,0.17,0.59
5328,華容    ,17963629,2533597,809,7.09,7.4,6.71,7.04,6.76,N/A,3.84,1.16,0.64
5340,建榮工業,5465256,1065480,314,5.12,5.38,4.9,5.07,5,N/A,0,0.64,0.57
5345,天揚    ,8014741,2020591,854,3.96,4.23,3.71,3.94,3.97,N/A,0,4.04,0.61
5349,先豐通訊,580220070,29961304,11250,19.36,20.35,18.2,18.9,18.7,8.62,5.66,14.5,1.23
5355,佳總興業,18275086,2610017,862,7,7.4,6.47,7.01,6.99,53.77,0,1.68,0.85
5364,浩騰    ,1918417,1525790,311,1.25,1.6,0.93,1.19,1.41,N/A,0,0.75,1.86
5381,合正科技,15880582,7068579,1555,2.24,2.42,1.96,2.16,2.08,N/A,0,2.34,0.3
5398,力瑋實業,19906434,957081,511,20.79,21.95,19.55,21.07,20,N/A,1,2.29,1.92
5439,高技企業,86433588,3779926,1783,22.86,24.05,20.2,22.91,20.5,7.12,12.19,4.85,1.21
5457,宣德    ,23564216,4274621,1192,5.51,6,4.95,5.52,5.56,N/A,0,1.83,0.99
5460,同協電子,22114843,2053159,784,10.77,11.1,10.35,10.8,10.8,12.13,5.55,2.85,0.83
5464,霖宏科技,6146806,286567,158,21.44,22.2,21,21.52,21.75,11.57,4.59,0.48,1.28
5475,德宏工業,125669624,14103177,3526,8.91,9.6,7.73,8.66,8.05,22.36,6.33,6.57,0.67
5480,統盟電子,570150032,31348029,10636,18.18,19.3,16.85,17.73,18.9,15.88,5.82,17.5,1.19
5481,華韡電子,7607831,751647,159,10.12,10.3,9.86,10.11,10.05,N/A,0,0.77,0.58
5488,松普科技,7411592,1118962,476,6.62,6.8,5.99,6.58,6.68,N/A,0,1.22,0.48
5491,連展科技,24721622,3254784,1391,7.59,8,7.01,7.56,7.2,N/A,3.47,1.7,0.42
5498,凱崴    ,45918433,4590033,1289,10,10.55,9.45,9.92,9.57,N/A,0,2.86,0.94
6101,弘捷    ,1705061,128823,111,13.23,14.3,12.35,13.38,12.55,N/A,0,0.23,1.31
6107,華美電子,81514556,1410756,401,57.78,61.5,51.7,57.94,56,N/A,0,2.56,9.88
6114,翔昇電子,126601,52220,17,2.42,2.51,2.02,2.32,2.02,N/A,0,0.11,2.97
6124,業強科技,14554861,613174,190,23.73,24.55,21.6,23.59,23.8,N/A,0,0.34,1.68
6126,信音企業,125731265,4904831,1670,25.63,26.35,24.7,25.49,25.6,13.13,9.76,4.75,1.55
6127,九豪精密,27078668,2916654,1049,9.28,9.84,8.73,9.22,9,N/A,5.77,3.43,0.62
6134,萬旭電業,13631231,1403787,770,9.71,11.45,8.48,10.47,8.64,N/A,5.78,1.7,0.57
6158,禾昌興業,53209214,3021032,1653,17.61,19.3,16.3,17.53,16.75,15.65,5.97,2.63,0.58
6173,信昌電陶,38758259,4382226,1783,8.84,10,7.99,8.87,8.39,279.67,16.56,2.35,0.63
6174,安碁科技,25609393,3765301,1561,6.8,7.15,6.52,6.77,7.04,64,3.55,7.53,0.69
6175,立敦科技,63247807,4173991,1580,15.15,17.15,13.3,15.15,14.55,8.71,3.57,3.86,0.93
6185,幃翔精密,20193135,1490334,451,13.54,14.65,11.9,12.92,12.8,14.22,7.81,1.51,0.74
6194,育富電子,54929590,2590659,1245,21.2,23.2,20.15,21.42,20.8,8.25,9.8,2.32,0.79
6203,海韻電子,23400101,659475,489,35.48,37.9,34.15,35.02,34.3,7.36,10.2,0.87,1.93
6204,台灣艾華,7032319,306573,130,22.93,23.3,22.3,22.98,23.1,9.39,9.52,0.84,1.07
6207,雷科    ,100981693,3753181,2031,26.9,27.9,25,26.33,26.2,11.59,11.25,4.85,1.52
6208,日揚科技,119887115,10167184,3156,11.79,12.75,10,11.7,10.1,8.02,14.85,8.83,0.69
6210,慶生電子,36597722,893600,467,40.95,43.2,38.75,40.86,39.15,10.94,7.66,2.55,2.22
6211,福登    ,3283166,275603,195,11.91,12.4,11.3,11.86,12.3,N/A,0,0.66,0.47
6217,中國探針,627709740,14447441,7845,43.44,46.5,39.6,42.44,41.3,50.37,0.96,31.99,2.92
6220,岳豐科技,19661307,1827411,795,10.75,11.4,9.95,10.78,11.1,69.38,2.25,1.61,0.68
6242,亨豐科技,321404,24106,27,13.33,15.1,12.05,13.68,12.85,N/A,0,0.13,2.11
6248,沛波國際,26523330,5371189,1211,4.93,5.79,4,4.77,4.48,N/A,0,11.32,0.78
6250,宇加科技,715549,47633,37,15.05,15.8,13.9,15.13,14.5,51.79,0,0.26,2.64
6266,泰詠電子,33628652,3443159,707,9.76,10.4,9.16,9.9,9.37,13.2,6.61,4.48,0.6
6274,台燿科技,371492563,25339403,7494,14.66,15.7,13.45,14.49,14.15,15.05,4.24,10.76,0.73
6279,胡連精密,75619414,1499118,1166,50.44,51.9,49.15,50.22,50.9,10.97,7.83,1.73,1.84
6284,佳邦科技,17987281,1045351,597,17.2,17.8,16.75,17.28,17.2,63.7,9.3,1.05,0.62
6290,良維科技,377433070,12829514,5118,29.41,31.8,26.3,29.48,27.3,11.82,3.84,10.19,1.15
6292,迅德興業,21269458,954006,399,22.29,22.8,21.45,22.25,22.7,8.9,12.77,2.03,1.19
8042,金山電子,204069875,6245514,3050,32.67,35.45,29.6,32.06,31.45,6.64,7.94,6.76,1.15
8043,蜜望實  ,12253676,831489,406,14.73,15.25,14.2,14.7,14.5,8.1,5.86,0.91,0.65
8074,鉅橡    ,42544943,3117675,1287,13.64,14.4,12.85,13.48,14.35,13.17,6.96,5.84,1.01
8080,奧斯特  ,3316125,488464,257,6.78,7.21,6.33,6.84,6.46,N/A,0,0.98,0.56
8091,翔名科技,299436869,4765352,2589,62.83,65.1,59.9,63.07,60.5,9.84,4.9,10.64,2.3
8093,保銳科技,1628422,278930,153,5.83,6.2,5.31,5.88,5.6,N/A,0,0.43,0.54
8109,博大科技,27904167,823044,548,33.9,34.85,33.1,33.81,33.8,10.7,8.87,1.37,2.08
8121,越峰電子,1208564279,26804156,18028,45.08,53,35.8,44.16,39.2,37.33,12.57,16.3,2.26
8182,加高電子,48375101,3915864,1417,12.35,13.15,11.15,12.16,11.25,19.74,6.22,3.66,0.47
8287,英格爾  ,1510182963,27603241,16455,54.71,57.9,51.5,53.76,54.5,12.5,0,26.92,2.16
8289,泰藝電子,11743492,1054903,501,11.13,11.8,10.5,11.17,11,37.93,13.63,1.39,0.58
8291,尚茂    ,1824137,316793,184,5.75,6.24,5.3,5.81,5.58,N/A,12,0.42,0.56
8358,金居    ,16322496,1735430,764,9.4,9.94,8.81,9.37,9.32,N/A,15.02,0.82,0.84
3224,三顧    ,1983618,399612,230,4.96,5.55,4.8,5.08,5.07,N/A,0,0.95,0.68
3232,昱捷    ,208966911,13574217,7820,15.39,17.4,12.75,14.94,15.8,N/A,0,32.66,1.58
3360,尚立    ,7581100,929571,449,8.15,8.45,7.97,8.18,8.11,81.1,6.04,1.85,0.55
3444,利機企業,17554736,827339,342,21.21,21.6,20.7,21.18,21.1,10.05,9.47,2.22,1.32
3528,安馳    ,18088155,677914,560,26.68,30.45,23.85,25.17,24.5,9.68,10.57,1.33,1.18
5467,聯福生  ,713836,195772,117,3.64,3.98,3.35,3.73,3.9,48.75,0,0.18,1
6113,亞矽科技,24802999,2558091,787,9.69,10.6,8.97,9.83,10.3,93.64,0,4.6,0.76
6118,建達國際,8811311,855815,493,10.29,10.75,9.72,10.27,10.15,28.19,2.46,0.94,0.89
6135,佳營電子,6741100,698827,285,9.64,10.3,8.91,9.71,9.45,N/A,0,0.92,1.02
6154,順發電腦,80494429,3045702,1677,26.42,27.8,24,25.96,24.6,10.65,8.13,3.8,1.48
6171,亞銳士  ,17475010,1056479,224,16.54,17,16,16.54,16.6,83,0,3.86,1.4
6227,茂綸    ,5394381,482986,248,11.16,11.6,10.7,11.25,10.9,15.57,7.33,0.63,0.68,,,
6259,百徽    ,1537540,263018,135,5.84,6.29,5.43,5.99,5.75,N/A,0,0.38,0.86,,,
6265,方土昶  ,8489619,1347280,513,6.3,6.48,6.16,6.32,6.41,N/A,1.24,1.11,0.51,,,
6270,倍微科技,24740612,1917543,868,12.9,13.45,12.15,12.81,13,N/A,7.69,2.55,0.43,,,
8032,光菱電子,2101595,79687,59,26.37,27.6,25.3,26.4,26.2,10.4,4.58,0.15,1.17,,,
8067,志旭國際,4404094,656535,270,6.7,7.74,5.72,6.49,6.17,N/A,0,1.47,0.88,,,
8068,全達國際,2179078,158976,119,13.7,16.2,11.3,13.87,15.6,N/A,0,0.52,3.35,,,
8096,擎亞國際,1523329155,50256699,27555,30.31,39.4,25.05,28.95,26.3,7.35,9.35,45.6,1.12,,,
3083,中華網龍,340385150,4434204,3782,76.76,85.5,67,75.42,71,37.97,13.16,5.07,2.99,,,
3085,久大資訊,13641816,1446075,522,9.43,10.25,8.9,9.37,9.05,N/A,0,2.03,0.95,,,
3086,華義國際,113233747,5974389,3278,18.95,21.2,16.9,18.91,17.15,13.72,6.7,8.1,1.46,,,
3293,鈊象電子,1380564547,9760948,8271,141.43,155,126,134.18,131.5,10.25,8.36,14.05,2.63,,,
3546,宇峻奧汀,205969303,3070148,2527,67.08,76.5,56.1,66.56,60,50.85,0.81,8.93,2.1,,,
3570,大塚資訊,6809813,189130,136,36,38,34.3,36.16,37,10.54,5.35,1.11,1.42,,,
3662,樂陞    ,75596051,1566417,1013,48.26,53,43.9,48.59,47.85,N/A,2.23,6.06,1.96,,,
3687,歐買尬  ,1394161466,7063274,5755,197.38,210.5,182,194.43,193.5,17.02,5.19,23.5,4.57,,,
4946,紅心辣椒,240559879,3058279,2685,78.65,87.8,64.2,75.36,72,45.86,1.38,14.82,2.11
4965,商店街  ,22274405,235001,193,94.78,100,88,95.85,90.8,19.24,4.4,1.66,3.16
4994,傳奇    ,1445112365,4123995,3949,350.41,418,211,351.27,258,18.4,4.45,8.76,5.71
5201,凱衛資訊,2535443,326451,181,7.76,8.46,7.37,7.9,7.96,18.51,0,1.06,0.82
5202,力新國際,6236397,1104368,511,5.64,5.85,5.35,5.61,5.6,93.33,0,1.82,0.54
5206,坤悅開發,5447253,284554,104,19.14,19.9,18.1,18.99,19,12.34,0,0.37,3.01
5209,新鼎系統,43440390,632051,494,68.72,71.9,64,69.25,64.5,10.82,8.34,2.83,2.76
5210,寶碩    ,7835988,1027614,355,7.62,7.97,7.14,7.58,7.16,N/A,1.39,1.49,0.62
5211,蒙恬科技,65085909,1844420,1117,35.28,37.5,32.55,34.75,33.65,15.09,6.35,5.76,1.79
5212,凌網科技,8757620,621256,202,14.09,15.35,13,14.64,13.9,N/A,2.51,1.79,1.33
5310,天剛資訊,14455775,366792,297,39.41,41.95,34,39.33,34.45,78.3,5.8,1.37,1.6
5403,中菲    ,31346788,1589455,515,19.72,20.1,18.75,19.52,20,10.87,9.95,2.83,1.57
5410,國眾電腦,107466509,9628342,3252,11.16,11.8,10.45,11.12,11.15,13.43,5.73,10.73,0.96
5478,智冠    ,1270504531,17958246,13853,70.74,79.7,59,69.01,65.4,52.32,10.01,14.09,1.76
6111,大宇資訊,1245321,68188,60,18.26,19.95,16.8,19.01,19.95,N/A,0,0.19,5.44
6140,訊達電腦,2310678,218254,126,10.58,11.45,10,10.52,10.15,17.5,4.92,0.48,0.83
6148,驊宏資通,33675120,6208634,1918,5.42,5.72,4.97,5.24,5.34,38.14,0,7.06,0.58
6169,昱泉國際,38456837,1357233,1052,28.33,31.5,24,27.42,24.75,N/A,0,4.78,1.07
6180,橘子    ,127886533,4566532,2973,28,30.2,24.75,27.66,26.2,38.53,3.05,2.91,1.45
6221,晉泰科技,372984369,15782942,8438,23.63,26.25,20.35,22.57,22.3,8.96,3.54,46.53,1.38
6231,系微    ,637708355,5408345,4491,117.91,134.5,99,117.84,107.5,13.62,6.97,14.29,4.28
6240,松崗    ,12280,2000,1,6.14,6.14,6.14,6.14,6.14,N/A,0,0,3.61
8044,網路家庭,973804877,5499126,4064,177.08,193.5,167,175.61,193,33.86,2.7,7.86,9.41
8099,大世科  ,18399566,1014099,600,18.14,18.65,17.85,18.15,18.15,12.69,5.5,1.51,1.18
1785,光洋科技,978237607,24196666,12882,40.42,41.75,38.4,40.03,40.5,20.35,11.06,6.51,1.6
3064,泰偉電子,416566136,9573103,6150,43.51,47.4,37.55,41.25,40.5,17.09,0,14.45,2.53
3067,全域    ,404852,22110,20,18.31,19,17.6,18.65,18.25,44.51,11.5,0.08,1.4
3093,台灣港建,11112524,252180,214,44.06,47.5,40.2,43.51,41.95,11.78,5.95,0.69,1.78
3131,弘塑科技,119461044,1568971,1076,76.13,81.5,70.5,73.85,72,8.88,9.72,7.13,2.62
3285,微端    ,115428941,8086755,4160,14.27,15.2,13.4,13.8,13.4,15.58,7.46,18.33,0.95
3289,宜特科技,79625514,4092402,2324,19.45,20.55,18,19.05,19.6,12.65,2.29,5.85,0.99
3303,岱稜    ,21008870,1912054,915,10.98,11.85,10.3,10.95,10.8,N/A,0,2.12,0.62
3324,雙鴻科技,582655349,15635262,8821,37.26,39.6,34.5,36.67,39.3,14.5,0,25.14,2.37
3373,熱映光電,574061191,13394892,8364,42.85,52.5,28.1,40.17,48.15,90.85,3.05,43.83,3.21
3402,漢科    ,20990310,1560124,799,13.45,14.4,12.2,13.37,13.1,29.11,20.76,2.12,0.8
3498,陽程    ,9005125,660879,343,13.62,14.15,13,13.62,13,N/A,0,0.97,0.62
3508,位速    ,1694142132,24455474,17083,69.27,78,59.4,68.16,62,6.19,1.17,26.34,1.57
3541,西柏科技,38778000,1277290,658,30.35,32,28,29.92,28.4,8.02,8.8,3.35,1.67
3551,世禾科技,100396106,2605830,1323,38.52,40.35,34.2,38.5,36.45,8.01,5.56,4.59,0.91
3552,同致電子,147783976,2353757,1528,62.78,65.4,59.4,62.27,62,16.27,5.74,3.28,2.17
3563,牧德科技,482635768,9342652,6079,51.65,55.3,44.2,51.03,45.1,7.75,9.42,27.69,2.24
3580,友威科  ,4941599,551081,292,8.96,9.41,8.65,9.03,8.87,N/A,3.38,1.23,0.45
3587,閎康科技,29484942,977741,502,30.15,30.95,29.2,30.12,30.2,10.03,6.42,2.27,1.46
3628,盈正    ,123187336,2263058,1768,54.43,64.5,45.2,52.77,46.1,8.38,10.84,5.03,1.21
3642,駿熠電  ,108538578,3998600,2499,27.14,29.8,24.35,26.4,24.6,5.73,6.09,11.85,0.79
5205,漢康科技,30355749,2414457,1285,12.57,14.3,11,11.8,11.35,N/A,2.37,9.95,1.22
5383,金利    ,12662166,1149723,542,11.01,11.75,10.6,11.08,10.7,N/A,9.34,1.61,0.83
5452,佶優科技,337999422,22089616,6393,15.3,18.4,13.5,15.26,14.1,16.79,7.09,16.05,1
5489,彩富電子,47496289,1438658,774,33.01,34.5,32.1,32.88,34.5,15.83,6.75,1.38,2.34
5493,三聯科技,39665132,1648643,681,24.05,25.2,22.25,23.26,22.9,10.22,8.73,4.3,1.1
5536,聖暉    ,462018262,3798399,2860,121.63,127,118,121.18,121,11.91,8.26,8.23,2.16
6144,得利影視,2919471,264011,182,11.05,12.2,9.86,10.87,10.25,N/A,0,0.54,1.61
6146,耕興    ,124342753,1788298,1416,69.53,72.8,67.9,70.05,69.7,12.45,7.15,2.24,2.8
6151,晉倫科技,66232532,3180261,1805,20.82,22.4,19.1,20.57,20.1,14.36,9.95,6.65,1.16
6179,世仰科技,12937674,1500316,202,8.62,9.24,8.3,8.62,8.53,N/A,0,2.68,1.11
6187,萬潤    ,21537520,1422540,714,15.14,15.9,14.85,15.15,15,N/A,0,2.22,0.83
6238,勝麗國際,9,3,3,-,-,-,-,3.22,N/A,0,0,1.26
6247,淇譽電子,24016745,1989012,1009,12.07,12.4,11.75,12.08,12.25,N/A,1.63,3.3,0.86
6275,元山科技,14979125,911450,389,16.43,17.5,15,16.42,16,76.19,3.12,1.91,1.32
6276,安鈦克  ,77358625,3519685,1723,21.97,42,18.1,23.5,37.35,N/A,0,8.89,3.38
8047,星雲電腦,1919022,219084,109,8.75,9.2,8.5,8.88,8.67,72.25,0,0.43,0.81
8085,福華電子,28646682,6340353,1926,4.51,4.95,4,4.41,4.3,N/A,0,4.03,0.37
8092,建暐精密,10250428,1044002,359,9.81,10.35,9.65,9.85,9.79,61.19,0,3.46,0.82
8183,台灣精星,18690783,3557151,1214,5.25,5.55,4.93,5.21,5.28,N/A,0,3.06,0.41
8383,千附實業,139259367,7558338,3618,18.42,19.25,17.3,18.09,17.95,42.74,6.68,6.4,0.89
2341,英群    ,533461,438414,315,1.21,1.46,1.06,1.22,1.17,N/A,0,0.21,-7.31
2381,華宇光能,3743363,732525,451,5.11,5.76,4.3,5,4.5,3.13,0,0.38,0.34
4801,高盛電子,32000,1000,1,32,32,32,32,32,20.13,0,0,3.02
5318,佳鼎科技,214655,24591,41,8.75,9.3,8.38,8.8,8.75,0.89,0,0.13,-3.85
,,,,,,,,,,,,,
,,,,,,,,,,,,,
